current_url,gsc_clicks_export,gsc_impressions_export,gsc_ctr_export,gsc_position_export,top_queries,traffic_risk,primary_cluster,recommended_action,cannibalization_group
https://jus-tice.co.il/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%9F-70-%D7%9E%D7%94%D7%A8%D7%A6%D7%9C%D7%99%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A8%D7%A6%D7%97-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E%D7%97%D7%9E%D7%99%D7%A8%D7%95%D7%AA,3,305,0.98%,32.2,UNKNOWN,LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9C%D7%90-%D7%9E%D7%97%D7%95%D7%A1%D7%9F-%D7%94%D7%90%D7%9D-%D7%9E%D7%A2%D7%A1%D7%99%D7%A7-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%9E%D7%A0%D7%95%D7%A2-%D7%A2%D7%95%D7%91%D7%93-%D7%9C%D7%9C%D7%90-%D7%91%D7%93%D7%99%D7%A7%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94,0,338,0.00%,32.1,"בדיקת ראיה לצו ראשון (0c/1i/p88.0) | מרב""ד משרד החינוך (0c/1i/p57.0)",LOW,employment-law,NEEDS_MERGE_REVIEW,"מרב""ד משרד החינוך"
https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20,43,6713,0.64%,19.0,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A7%D7%A8%D7%A4%D7%9C,14,521,2.69%,21.8,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F,80,50948,0.16%,37.2,UNKNOWN,HIGH,tax-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A2%D7%A9%D7%99-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%AA-%D7%97%D7%91%D7%A8%D7%94-%D7%90%D7%95-%D7%99%D7%96%D7%9D-%D7%9C%D7%94%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99%D7%AA,7,498,1.41%,17.6,UNKNOWN,LOW,real-estate,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A7%D7%99%D7%A3-%D7%9C%D7%AA%D7%94%D7%9C%D7%99%D7%9A-%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%93%D7%99%D7%A8%D7%94,10,1462,0.68%,56.3,UNKNOWN,MEDIUM,real-estate,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F,128,16790,0.76%,24.0,UNKNOWN,HIGH,family-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/),0,1,0.00%,4.0,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F,8,5878,0.14%,45.1,UNKNOWN,HIGH,family-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92,5,2239,0.22%,25.4,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%A2-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F,0,1,0.00%,1.0,UNKNOWN,LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F,10,7404,0.14%,34.1,UNKNOWN,HIGH,real-estate,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%A8%D7%95%D7%A4%D7%90-%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%97%D7%95%D7%91%D7%95%D7%AA%D7%99%D7%95-%D7%94%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99%D7%95%D7%AA,7,582,1.20%,51.0,UNKNOWN,LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%94-%D7%96%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F,0,154,0.00%,68.9,UNKNOWN,LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%94-%D7%9C%D7%A2%D7%A9%D7%95%D7%AA-%D7%93%D7%91%D7%A8-%D7%A8%D7%90%D7%A9%D7%95%D7%9F-%D7%90%D7%9D-%D7%A0%D7%A4%D7%92%D7%A2%D7%AA-%D7%9E%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,0,2,0.00%,3.5,UNKNOWN,LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%95%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA%D7%99%D7%95,0,48,0.00%,21.5,UNKNOWN,LOW,real-estate,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9C%D7%A6%D7%95%D7%A8%D7%9A-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%AA%D7%9C%D7%94%D7%9E-23952-08-19,12,2757,0.44%,26.9,UNKNOWN,MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9C%D7%A6%D7%95%D7%A8%D7%9A-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%A0-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%AA%D7%9C%D7%94%D7%9E-23952-08-19,0,1,0.00%,1.0,UNKNOWN,LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%94%D7%90%D7%9D-%D7%9C%D7%A4%D7%99-%D7%A6%D7%A8%D7%99%D7%9B%D7%94-%D7%91%D7%A4%D7%95%D7%A2%D7%9C-%D7%90%D7%95-%D7%A2%D7%A8%D7%9A-%D7%A9%D7%95%D7%9C%D7%99,4,1809,0.22%,47.0,מזונות אלמנה (0c/14i/p23.1) | גבי מגנזי מתחתן (0c/1i/p16.0) | הלכת ורד מזונות (0c/1i/p23.0) | חזי סימן טוב ואשתו (0c/1i/p62.0) | כלל חישוב 12 הוצאה לפועל (0c/1i/p42.0),MEDIUM,family-law,NEEDS_MERGE_REVIEW,הלכת ורד מזונות
https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%95%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%94%D7%97%D7%99%D7%A0%D7%95%D7%9A-%D7%95%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA-%D7%A9%D7%9C-3-%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D-%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%A1%D7%93-%D7%A2%D7%9E%D7%A9-49763-12-21,7,2704,0.26%,49.2,UNKNOWN,MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A9%D7%91%D7%94%D7%A1%D7%9B%D7%9D-%D7%95%D7%94%D7%A2%D7%99%D7%9C%D7%95%D7%AA-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C%D7%9F-%D7%90%D7%95-%D7%A9%D7%99%D7%A0%D7%95%D7%99%D7%99%D7%9F-%D7%9E%D7%9B%D7%95%D7%97-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA,14,4561,0.31%,45.2,UNKNOWN,MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,234,38017,0.62%,43.6,UNKNOWN,HIGH,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%97%D7%A7%D7%A8-%D7%9E%D7%99%D7%9E%D7%95%D7%A9-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%97%D7%9E%D7%95%D7%A8%D7%95%D7%AA-%D7%91%D7%AA%D7%99%D7%A7%D7%99-%D7%94%D7%A1%D7%99%D7%95%D7%A2-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99,0,159,0.00%,29.8,לידיה רבינוביץ (0c/1i/p20.0),LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%93%D7%9E%D7%99-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%95%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA,41,13957,0.29%,32.4,UNKNOWN,HIGH,personal-injury,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D,16,17808,0.09%,48.3,מה סכום מזונות לילד (0c/168i/p72.3) | כמה משלמים מזונות על 2 ילדים (0c/150i/p80.1) | כמה משלמים מזונות על 3 ילדים (0c/105i/p63.1) | סכום מזונות (0c/96i/p70.4) | כמה מזונות משלמים על 2 ילדים (0c/92i/p74.9),HIGH,family-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,אמיר ברמלי ילדים
https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%9B%D7%9E%D7%A4%D7%95%D7%A8%D7%98-%D7%91%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%91%D7%A7%D7%A9%D7%94,15,2543,0.59%,39.4,UNKNOWN,MEDIUM,inheritance-wills,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%A9%D7%9E%D7%90%D7%99-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94,5,1215,0.41%,36.2,אורית שמאי (0c/1i/p57.0),MEDIUM,inheritance-wills,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A0%D7%AA%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%A4%D7%A0%D7%99%D7%9D,1,3330,0.03%,64.3,מנתח פלסטי (0c/43i/p86.0) | מנתחת פלסטית (0c/12i/p42.6) | כירורג פלסטי (0c/11i/p90.7) | מנתחים פלסטיים הכי טובים בארץ (0c/8i/p24.8) | קידום אתר למנתח פלסטי (0c/7i/p94.1),MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D-%D7%9C%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,1,234,0.43%,71.9,כתב תביעה רשלנות רפואית (0c/1i/p77.0),LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A2%D7%9E%D7%93%D7%9F-%D7%A9%D7%9C-%D7%90%D7%9C%D7%9E%D7%A0%D7%95%D7%AA-%D7%96%D7%9B%D7%90%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%A9%D7%91%D7%95%D7%AA-%D7%91%D7%92%D7%A5-177519-%D7%91%D7%92%D7%A5-230919,6,509,1.18%,25.3,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A0%D7%A9%D7%A7-%D7%95%D7%AA%D7%97%D7%9E%D7%95%D7%A9%D7%AA-%D7%94%D7%AA%D7%9B%D7%AA%D7%91%D7%95%D7%AA-%D7%91%D7%9E%D7%A1%D7%A0%D7%92%D7%A8-%D7%9E%D7%91%D7%9C%D7%99-%D7%A9%D7%A0%D7%AA%D7%A4%D7%A1-%D7%A0%D7%A9%D7%A7,4,259,1.54%,24.7,UNKNOWN,LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A0%D7%95%D7%A1%D7%A2%D7%AA-%D7%AA%D7%95%D7%9A-%D7%9B%D7%93%D7%99-%D7%A0%D7%A1%D7%99%D7%A2%D7%94,22,1515,1.45%,30.9,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A6%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%91%D7%A7%D7%A8%D7%91%D7%AA%D7%9A,0,141,0.00%,35.5,מצא עורך דין (0c/1i/p62.0),LOW,UNKNOWN,NEEDS_MERGE_REVIEW,מצא עורך דין
https://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA-%D7%9C%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,0,710,0.00%,61.9,UNKNOWN,LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%95%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%9E%D7%A9%D7%A4%D7%98%D7%99,1,4882,0.02%,74.5,UNKNOWN,MEDIUM,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18,11,2113,0.52%,17.9,משמורת בלעדית לאם (0c/106i/p9.6) | תביעת משמורת דוגמא (0c/5i/p25.0) | משמורת בלעדית (0c/4i/p20.5) | מזונות במשמורת משותפת פסק דין (0c/1i/p57.0),MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07,80,2558,3.13%,13.1,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/%D7%A1%D7%A0%D7%99%D7%92%D7%95%D7%A8%D7%99%D7%94-%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%AA,20,6077,0.33%,23.9,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91,4,12758,0.03%,51.8,עורך דין פלילי בתל אביב (0c/217i/p66.1) | עורך דין פלילי מומלץ בתל אביב (0c/21i/p43.2) | עורך דין פלילי תל אביב (0c/14i/p79.2) | עורך דין סמים (0c/11i/p59.3) | ייעוץ משפטי פלילי בתל אביב (0c/9i/p45.1),HIGH,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%A0%D7%91%D7%97%D7%A8%D7%AA-%D7%94%D7%97%D7%9C%D7%95%D7%9E%D7%95%D7%AA-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F,2,906,0.22%,17.1,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%A0%D7%95%D7%A1%D7%97-%D7%9B%D7%AA%D7%91-%D7%94%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%AA%D7%99%D7%A7%D7%99%D7%9D-1000-2000-4000,0,25,0.00%,34.6,"תיק 1000 2000 3000 4000 (0c/4i/p8.8) | ""תפסיק להתראיין רק טיק טוק טוב לך תעלה את הערך שלך כולם איתך אלון"" (0c/1i/p8.0) | 1ynet (0c/1i/p65.0) | אביחי חכמון רואה חשבון (0c/1i/p49.0) | אלידור בליטנר (0c/1i/p26.0)",LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%90%D7%92%D7%A8-%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%96%D7%99%D7%94%D7%95%D7%99-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,33,1340,2.46%,18.1,UNKNOWN,MEDIUM,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98,5,6758,0.07%,36.9,ניהול מוניטין לעורכי דין (0c/351i/p8.3) | נהיול מוניטין לעורכי דין (0c/101i/p8.2) | עורך דין אינטרנט (0c/65i/p81.6) | עורכי דין אינטרנט (0c/53i/p84.6) | אתר לעורך דין (0c/9i/p93.0),HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,"ייעוץ עורך דין אונליין חינם | עו""ד קנדה"
https://jus-tice.co.il/%D7%A0%D7%99%D7%9E%D7%95%D7%A7%D7%99%D7%9D-%D7%9C%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%A2%D7%99%D7%A7%D7%95%D7%9C,9,549,1.64%,38.4,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F,5,2480,0.20%,34.7,UNKNOWN,MEDIUM,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D,30,8860,0.34%,23.1,UNKNOWN,HIGH,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/%D7%A1%D7%93%D7%A8-%D7%94%D7%A2%D7%93%D7%99%D7%A4%D7%95%D7%99%D7%95%D7%AA-%D7%A9%D7%9C-%D7%9E%D7%A9%D7%98%D7%A8%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C,3,942,0.32%,40.1,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%95%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%95%D7%AA-%D7%A9%D7%99%D7%A9-%D7%9C%D7%A7%D7%97%D7%AA-%D7%91%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%91%D7%A2%D7%AA-%D7%9E%D7%9B%D7%99%D7%A8%D7%AA-%D7%91%D7%99%D7%AA,0,10,0.00%,8.0,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%9D-%D7%A9%D7%95%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D,26,1928,1.35%,42.5,UNKNOWN,MEDIUM,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,0,1188,0.00%,52.1,סוגי רשלנות רפואית (0c/9i/p28.7),MEDIUM,medical-malpractice,NEEDS_MERGE_REVIEW,סוגי רשלנות רפואית
