page,country,clicks,impressions,ctr,position
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,ind,0,1,0.00%,41.0
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,irn,0,1,0.00%,15.0
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,isr,0,2373,0.00%,69.6
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,jpn,0,1,0.00%,34.0
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,lva,0,1,0.00%,15.0
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,rou,0,2,0.00%,29.5
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,svk,0,1,0.00%,34.0
https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,usa,0,14,0.00%,36.3
https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%A9%D7%9E%D7%90%D7%99-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94/,isr,0,1,0.00%,57.0
https://jus-tice.co.il/%D7%9E%D7%A0%D7%AA%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%A4%D7%A0%D7%99%D7%9D/,isr,0,87,0.00%,69.7
https://jus-tice.co.il/%D7%9E%D7%A0%D7%AA%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%A4%D7%A0%D7%99%D7%9D/,usa,0,7,0.00%,86.3
https://jus-tice.co.il/%D7%9E%D7%A0%D7%AA%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%A4%D7%A0%D7%99%D7%9D/,vnm,0,1,0.00%,100.0
https://jus-tice.co.il/%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D-%D7%9C%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,isr,0,1,0.00%,77.0
https://jus-tice.co.il/%D7%9E%D7%A6%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%91%D7%A7%D7%A8%D7%91%D7%AA%D7%9A/,isr,0,1,0.00%,62.0
https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18/,deu,0,1,0.00%,10.0
https://jus-tice.co.il/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%91%D7%9C%D7%A2%D7%93%D7%99%D7%AA-%D7%9C%D7%90%D7%9D-%D7%95%D7%A9%D7%99%D7%AA%D7%95%D7%A4%D7%99%D7%95%D7%AA-%D7%99%D7%97%D7%A1%D7%99%D7%AA-%D7%91%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%AA%D7%9C%D7%94%D7%9E-37049-07-18/,isr,0,116,0.00%,11.0
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,isr,0,277,0.00%,64.1
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,usa,0,13,0.00%,59.3
https://jus-tice.co.il/%D7%A0%D7%95%D7%A1%D7%97-%D7%9B%D7%AA%D7%91-%D7%94%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%AA%D7%99%D7%A7%D7%99%D7%9D-1000-2000-4000,isr,0,10,0.00%,20.4
https://jus-tice.co.il/%D7%A0%D7%95%D7%A1%D7%97-%D7%9B%D7%AA%D7%91-%D7%94%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%AA%D7%99%D7%A7%D7%99%D7%9D-1000-2000-4000,usa,0,1,0.00%,8.0
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,isr,0,600,0.00%,26.5
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,rou,0,1,0.00%,16.0
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,usa,0,16,0.00%,13.6
https://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,isr,0,9,0.00%,28.7
https://jus-tice.co.il/%D7%A1%D7%98%D7%98%D7%99%D7%A1%D7%98%D7%99%D7%A7%D7%94-%D7%A2%D7%9C-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,isr,0,18,0.00%,33.4
https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/,isr,0,5,0.00%,65.0
https://jus-tice.co.il/%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9B%D7%A8%D7%95%D7%9B%D7%94-%D7%A9%D7%9C-%D7%90%D7%96%D7%A8%D7%97-%D7%92%D7%9D-%D7%90%D7%9D-%D7%90%D7%99%D7%A0%D7%95-%D7%AA%D7%95%D7%A9%D7%91/,isr,0,1,0.00%,57.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,aus,0,1,0.00%,42.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,deu,0,1,0.00%,78.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,isr,0,1743,0.00%,66.2
https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,mex,0,1,0.00%,64.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,usa,0,3,0.00%,47.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%95%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%AA/,isr,0,68,0.00%,45.2
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%99%D7%A9%D7%95%D7%99-%D7%A2%D7%A1%D7%A7%D7%99%D7%9D/,isr,0,104,0.00%,23.6
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99/,che,0,1,0.00%,32.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99/,isr,0,230,0.00%,46.3
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A0%D7%99%D7%AA%D7%95%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99/,usa,0,3,0.00%,46.3
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,aus,0,1,0.00%,30.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,esp,0,1,0.00%,29.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,est,0,1,0.00%,38.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,gbr,0,1,0.00%,50.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,isr,0,1420,0.00%,54.4
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,jpn,0,2,0.00%,36.5
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,nld,0,2,0.00%,21.5
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,prt,0,1,0.00%,47.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,rou,0,1,0.00%,50.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,sgp,0,1,0.00%,30.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,usa,0,24,0.00%,60.1
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F/,isr,0,27,0.00%,64.9
https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%90%D7%99%D7%97%D7%95%D7%A8-%D7%91%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9E%D7%A7%D7%91%D7%9C%D7%9F-%D7%AA%D7%90-10300-02-21/,isr,0,979,0.00%,60.3
https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%9B%D7%A1%D7%A4%D7%99-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A6%D7%A4%D7%99%D7%99%D7%94-%D7%95%D7%9E%D7%97%D7%99%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A4%D7%A8%D7%99%D7%98%D7%99%D7%9D-%D7%9E%D7%94%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%9C%D7%9C%D7%90-%D7%A8%D7%A9%D7%95%D7%AA/,isr,0,50,0.00%,48.4
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%97%D7%95%D7%A4%D7%A9-%D7%94%D7%A2%D7%99%D7%A1%D7%95%D7%A7-%D7%A1%D7%A2%D7%A9-49088-11-18/,isr,0,55,0.00%,27.8
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%97%D7%95%D7%A4%D7%A9-%D7%94%D7%A2%D7%99%D7%A1%D7%95%D7%A7-%D7%A1%D7%A2%D7%A9-49088-11-18/,usa,0,1,0.00%,18.0
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%91%D7%92%D7%9C%D7%9C-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%A9%D7%A0%D7%9E%D7%A6%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%A9%D7%A0%D7%99%D7%9D-%D7%A8%D7%91%D7%95%D7%AA-491180-3-%D7%91%D7%99%D7%94%D7%93-%D7%97%D7%99%D7%A4%D7%94/,isr,0,78,0.00%,76.2
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%94%D7%A1%D7%93%D7%A8-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%91%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%AA%D7%9E%D7%A9-28997-05-16/,isr,0,10,0.00%,19.4
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%91%D7%92%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%A1%D7%95%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%91%D7%A2%D7%9C-%D7%A4%D7%99%D7%A8%D7%95%D7%93-%D7%9E%D7%9E%D7%95%D7%A9%D7%9A-%D7%95%D7%9E%D7%A9%D7%A0%D7%99%D7%9B%D7%A8-%D7%9B%D7%99-%D7%A4%D7%A0%D7%99-%D7%94%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-1343730-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/,isr,0,19,0.00%,27.7
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%A9%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%95-%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%96%D7%9E%D7%A0%D7%99-%D7%91%D7%9E%D7%A7%D7%95%D7%9D-%D7%A7%D7%91%D7%95%D7%A2-%D7%A2%D7%9E%D7%A9-48305-12-21/,isr,0,13,0.00%,61.8
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%A7%D7%99%D7%99%D7%9E%D7%94-%D7%99%D7%97%D7%A1%D7%99-%D7%90%D7%99%D7%A9%D7%95%D7%AA-%D7%A2%D7%9D-%D7%92%D7%91%D7%A8%D7%99%D7%9D-%D7%96%D7%A8%D7%99%D7%9D-%D7%91%D7%A0%D7%95%D7%9B%D7%97%D7%95%D7%AA-%D7%91%D7%A2%D7%9C%D7%94-1242579-2-%D7%91%D7%99%D7%94%D7%93-%D7%A8%D7%97%D7%95%D7%91%D7%95%D7%AA/,isr,0,3,0.00%,50.0
https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%94%D7%A8%D7%9E%D7%AA-%D7%9E%D7%A1%D7%9A-%D7%A1%D7%A2%D7%A9-12385-08-16/,isr,0,14,0.00%,40.0
https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%AA%D7%A2%D7%91%D7%95%D7%A8%D7%94-%D7%A2%D7%99%D7%9F-%D7%94%D7%A0%D7%A5-%D7%A7%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%95%D7%97%D7%95%D7%A7%D7%99%D7%95%D7%AA-%D7%A8%D7%90%D7%99%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%A0%D7%A4%D7%A7%D7%95-%D7%9E%D7%94%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA/,isr,0,8,0.00%,61.8
https://jus-tice.co.il/%D7%A6%D7%91%D7%99%D7%90%D7%9C%D7%99-%D7%A0-%D7%A2%D7%99%D7%A8%D7%99%D7%99%D7%AA-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91-%D7%9E%D7%A1%D7%9E%D7%9A-%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9B%D7%99%D7%9B%D7%A8-%D7%90%D7%AA%D7%A8%D7%99%D7%9D-%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F/,isr,0,5,0.00%,62.4
https://jus-tice.co.il/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%95%D7%91%D7%94-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%91%D7%94%D7%AA%D7%90%D7%9D-%D7%9C%D7%9B%D7%95%D7%A9%D7%A8-%D7%94%D7%94%D7%A9%D7%AA%D7%9B%D7%A8%D7%95%D7%AA-%D7%95%D7%9C%D7%90-%D7%A8%D7%A7-%D7%9C%D7%92%D7%95%D7%91%D7%94-%D7%94%D7%94%D7%A9%D7%AA%D7%9B%D7%A8%D7%95%D7%AA-%D7%91%D7%A4%D7%95%D7%A2%D7%9C/,isr,0,2,0.00%,57.0
