"id","post_type","status","current_url","current_slug","proposed_english_slug","title","h1","seo_title","meta_description","language","word_count","content_hash","excerpt","date_published","date_modified","author","categories","tags","practice_area","city","parent_page","canonical_url","internal_links_out","internal_links_in","media_count","featured_image","top_keyword","secondary_keywords","search_intent","topic_cluster","pillar_candidate","duplicate_title_risk","duplicate_topic_risk","cannibalization_group","gsc_clicks_3m","gsc_impressions_3m","gsc_ctr_3m","gsc_position_3m","gsc_clicks_12m","gsc_impressions_12m","traffic_risk","content_quality_score","recommended_action","redirect_needed","notes"
"12123","articles","publish","http://jus-tice.co.il/decision24104-03-19/","%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%90%d7%a4%d7%a8%d7%aa-%d7%95%d7%a0%d7%a7%d7%a8%d7%98-%d7%a4%d7%a1%d7%93-%d7%a9%d7%aa%d7%99-%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%a8%d7%9b%d7%95%d7%a9","","פסק דין – האישה זכאית לחצי מהבית כולל המגרש למרות טענות להברחת נכסים| השופטת אפרת ונקרט (תלה”מ 24104-03-19)","פסק דין – האישה זכאית לחצי מהבית כולל המגרש למרות טענות להברחת נכסים| השופטת אפרת ונקרט (תלה”מ 24104-03-19)","","","he","13109","139d392c773ef512838edbb6b63ae627b6c6b998a7453163a3e29cc7822ee32e","עו”ד מאיה רוטנברג מומחית לדיני משפחה, גירושין וצוואות ★★★★★ 📞 התקשרו עכשיו 💬 וואטסאפ לאתר המשרד » פסק דין בית משפט לענייני משפחה בפתח תקווה תלה”מ24104-03-19מ’ נגד מ’ תלה”מ 4443-11-20מ’ נגד מ’ תיק חיצוני: לפני כבוד השופטת אפרת ונקרט תובע : פלוני נגד נתבעת: פלונית בפני שתי תביעות רכושיות אשר הוגשו על ידי כל אחד […]","2025-03-04T11:11:20","2025-03-04T12:32:53","282","","","68","",,"","","","7","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12111","articles","publish","http://jus-tice.co.il/%D7%94%D7%97%D7%91%D7%A8%D7%95%D7%AA-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%95%D7%AA-%D7%AA%D7%9E%D7%90-38-%D7%AA%D7%90/","%d7%94%d7%aa%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%a2%d7%99%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%91%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%94%d7%97%d7%91%d7%a8%d7%95%d7%aa-%d7%94%d7%9e%d7%95","","התחדשות עירונית בתל אביב – החברות המובילות (תמ״א 38) ת”א 2025","התחדשות עירונית בתל אביב – החברות המובילות (תמ״א 38) ת”א 2025","","","he","16032","bbd1ce252876999b05f1a5d48c368c50ec2b93311f2f36f7a01d0138352397e8","תל אביב ניצבת בחזית מיזמי ההתחדשות העירונית בישראל, במיוחד במסגרת תוכנית תמ״א 38 – תוכנית ארצית לחיזוק מבנים ותוספות בנייה. בשל מצוקת הקרקע בעיר והצורך בחיזוק מבנים ישנים לרעידות אדמה, הפכה תמ״א 38 (על סוגיה: חיזוק ותוספת קומות או הריסה ובניה מחדש) לכלי מרכזי ליצירת דירות חדשות. לפי חברות הדירוג המובילות, פועלות בתל אביב עשרות […]","2025-03-03T21:13:56","2025-03-03T22:37:46","282","","","234","",,"","","","0","12116","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12106","articles","publish","http://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A2%D7%A9%D7%99-%D7%9C%D7%91%D7%97%D7%99%D7%A8%D7%AA-%D7%97%D7%91%D7%A8%D7%94-%D7%90%D7%95-%D7%99%D7%96%D7%9D-%D7%9C%D7%94%D7%AA%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99%D7%AA/","%d7%a9%d7%a0%d7%aa-2025-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a2%d7%a9%d7%99-%d7%9c%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%97%d7%91%d7%a8%d7%94-%d7%99%d7%96%d7%9d-%d7%9c%d7%94%d7%aa%d7%97%d7%93%d7%a9","","שנת 2025 | מדריך מעשי לבחירת חברה/יזם להתחדשות עירונית","שנת 2025 | מדריך מעשי לבחירת חברה/יזם להתחדשות עירונית","","","he","9311","47cc2147f3043c723ad9d440271aebedbc22fe9c8986f0675c813666424f6a65","התחדשות עירונית היא שם כולל למהלכים של חידוש ופיתוח אזורים בנויים ותיקים בערים – בין אם בחיזוק ותוספת לבניינים קיימים (כמו בתמ”א 38) ובין אם בהריסה ובנייה מחדש של מתחמים שלמים (פינוי-בינוי). מטרת ההתחדשות העירונית היא לשדרג את איכות הדיור והתשתיות, לחזק מבנים מפני רעידות אדמה, להוסיף ממ״דים (מרחבים מוגנים) ולחדש את פני השכונות הוותיקות. […]","2025-03-03T19:40:47","2025-03-03T22:54:41","282","","","234","",,"","","","0","12117","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12096","articles","publish","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/","%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%9e%d7%95%d7%91%d7%99%d7%9c%d7%99%d7%9d-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa","","עורכי דין מובילים בתחום רשלנות רפואית בעולם | עורכי הדין המובילים בתחום הרשלנות הרפואית בישראל","עורכי דין מובילים בתחום רשלנות רפואית בעולם | עורכי הדין המובילים בתחום הרשלנות הרפואית בישראל","","","he","16740","05c231ed30ce50895e88750bd8bd23b19cc084508e94d7659e2b70dd7ffdc778","רשלנות רפואית מוגדרת כהתרשלות של מטפל – רופא, מנתח, צוות רפואי או מוסד רפואי – באופן החורג מסטנדרט הטיפול הסביר וגורם נזק למטופל. בעשורים האחרונים, תחום הרשלנות הרפואית התפתח באופן משמעותי במדינות מפותחות רבות. יותר מטופלים ומשפחותיהם מודעים לזכויותיהם ונכונים לפנות לערכאות אם נגרם להם נזק עקב טיפול רפואי לקוי. מקרי רשלנות רפואית אינם רק […]","2025-03-03T12:34:51","2025-03-03T13:25:41","282","","","308","",,"","https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/attachment/%D7%A8%D7%A4%D7%95%D7%90%D7%94-%D7%95%D7%9E%D7%A9%D7%A4%D7%98/","","1","12099","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12087","articles","publish","http://jus-tice.co.il/leading-divorce-lawyers-worldwide/","%d7%a2%d7%91%d7%95%d7%93%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%9c%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%a8%d7%97%d7%91%d7%99-%d7%94%d7%a2%d7%95%d7%9c%d7%9d","","עבודת עורכי הדין לגירושין ברחבי העולם | סקירת עורכי הדין המובילים לתחום הגירושין בעולם","עבודת עורכי הדין לגירושין ברחבי העולם | סקירת עורכי הדין המובילים לתחום הגירושין בעולם","","","he","13381","d21c128ee3f01cee3d36a9e22639672d9bd9f5ab4be900824edb10913b3c9c86","תחום הגירושין הוא ענף מרכזי בעולם המשפט, העוסק בפירוק קשר הנישואים ובהסדרת ההשלכות המשפטיות, הכלכליות והמשפחתיות של הפרידה. לגירושין יש חשיבות משפטית וחברתית רבה: הם משפיעים על מבנה המשפחה, על חלוקת רכוש ועל גורל ילדים, ומשקפים שינויים חברתיים ותרבותיים ביחס למוסד הנישואין. במדינות מערביות רבות (כגון ארה”ב ובריטניה) ההערכות הן שכ-40%-45% מהנישואים מסתיימים בגירושין – […]","2025-03-03T10:22:36","2025-03-03T10:56:13","282","","","308","",,"","https://jus-tice.co.il/leading-divorce-lawyers-worldwide/attachment/divorce-future-trend/|https://jus-tice.co.il/psakdin/%D7%91%D7%A2%D7%9D-919-15-%D7%94%D7%9C%D7%9B%D7%AA-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%97%D7%93%D7%A9%D7%94/","","1","12091","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"12082","articles","publish","http://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%94%D7%95%D7%9F/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%95%d7%a7-%d7%94%d7%94%d7%95%d7%9f","","עורך דין לעבירות שוק ההון","עורך דין לעבירות שוק ההון","","","he","10091","6a4564c4d0c1fd73097e336a55a2f8798172ea36e3e8c011dd5e9a8b6ca79fdc","עבירות בשוק ההון מהוות חלק מרכזי מעבירות הצווארון הלבן, והן משקפות את הפוטנציאל ההרסני של ניצול שווקים פיננסיים למטרות תרמית והונאה. לאורך ההיסטוריה, משברים פיננסיים ופרשיות הונאה משמעותיות הובילו להתפתחות רגולציה פיננסית קפדנית יותר. כך למשל, בעקבות קריסת שוק המניות בשנת 1929, חוקקה ארצות הברית את חוק ניירות הערך של 1933 ואת חוק הבורסות של […]","2025-03-01T19:05:40","2025-03-01T19:13:53","282","","","308","",,"","","","0","12084","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12073","articles","publish","http://jus-tice.co.il/%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%9E%D7%A2%D7%A6%D7%A8-%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A2%D7%A6%D7%A8%D7%99%D7%9D-%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/","%d7%a1%d7%95%d7%92%d7%99-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%95%d7%aa-%d7%98%d7%91%d7%9c%d7%aa-%d7%a2%d7%a0%d7%99%d7%a9%d7%94-%d7%95%d7%94%d7%9c%d7%99%d7%9a-%d7%94","","עו”ד פלילי על סוגי עבירות פליליות | טבלת ענישה והליך המעצר | כמה עולה עורך דין מעצרים? מחירון 2025","עו”ד פלילי על סוגי עבירות פליליות | טבלת ענישה והליך המעצר | כמה עולה עורך דין מעצרים? מחירון 2025","","","he","12868","fe6702e47bdf1f65def6741a41a05de409ad6f631b4316ba5deb549140ac1017","עולם העבירות הפליליות מחולק לעשרות קטגוריות. בין הבולטות: עבירות צווארון לבן – עבירות כלכליות לא־אלימות כדוגמת הונאה, מעילה, שוחד, עבירות מס והלבנת הון. אלה מתאפיינות בחקירות ממושכות ובניתוח ראיות פיננסיות מורכבות, כגון מסמכי בנק ודוחות כספיים. ההליך המשפטי בעבירות אלו מורכב מאוד, וכרוך לרוב בחוות דעת של רואי חשבון וניתוח מסמכים; לרוב אין מעצר מיידי […]","2025-03-01T18:02:43","2025-03-01T18:25:27","282","","","308","",,"","","","0","12081","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12065","articles","publish","http://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA%D7%99-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F/","%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-%d7%a9%d7%99%d7%a8%d7%95%d7%aa%d7%99-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-2025","","מחירון שירותי עורך דין נדל”ן 2025","מחירון שירותי עורך דין נדל”ן 2025","","","he","9735","e88715b6ee9f5f27a0507bfae77d8daed7727e4f388ee7322c8aa550d1b406df","טבלת עלויות – מחירון שירותי נדל”ן 2025 לנוחותכם, ריכזנו בטבלה מסכמת את השירותים המשפטיים הנפוצים, עם טווחי המחיר המקובלים לכל שירות (בשקלים או באחוזים), הערות לגבי מה כלול בעלות, והצגה תמציתית של ההבדלים (לדוגמה בין אזורים שונים). זכרו: המחירים הכלולים הם הערכות לטובת מידע בלבד – בפועל עלות מדויקת תיקבע מול עוה”ד לפי מאפייני המקרה שלכם. […]","2025-02-27T23:48:19","2025-02-28T00:23:31","282","","","234","",,"","https://jus-tice.co.il/real-estate-attorney/#:~:text=tice,%D7%A8%D7%99%D7%A9%D7%95%D7%9D%20%D7%94%D7%A2%D7%A8%D7%AA%20%D7%90%D7%96%D7%94%D7%A8%D7%94","","0","12070","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12058","articles","publish","http://jus-tice.co.il/%D7%A2%D7%A1%D7%A7%D7%90%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%9E%D7%95%D7%A8%D7%9B%D7%91%D7%95%D7%AA/","%d7%a2%d7%a1%d7%a7%d7%90%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%9e%d7%95%d7%a8%d7%9b%d7%91%d7%95%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f","","עסקאות נדל”ן מורכבות | עורך דין נדל”ן","עסקאות נדל”ן מורכבות | עורך דין נדל”ן","","","he","9168","5c707ab5b1f0ef2441396c0a77644e6d5985cfc3db5f1e449d5bc78c26309397","עסקאות נדל״ן מורכבות נחשבות ליצירות מופת של תכנון, מימון ומשפט, המחייבות שילוב כוחות של מומחים מתחומים שונים, התגברות על מכשולים רגולטוריים ופיתרונות הנדסיים יצירתיים. במאמר זה נסקור עסקאות נדל״ן מורכבות במיוחד בהיסטוריה – מההיבטים הפיננסיים, המשפטיים וההנדסיים – וננתח חמישה גורמי מורכבות נפוצים בעסקאות נדל״ן. בהמשך נשווה בין פרויקטי התחדשות עירונית בתל אביב לעומת פרויקטי […]","2025-02-27T21:52:26","2025-02-27T21:56:35","282","","","234","",,"","","","0","12059","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12036","articles","publish","http://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA/","%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%9c%d7%90-%d7%9c%d7%a6%d7%95%d7%95%d7%90%d7%95%d7%aa-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-2025","","המדריך המלא לצוואות – מעודכן 2025","המדריך המלא לצוואות – מעודכן 2025","","","he","10541","69428e295ac6096ad5ee8f613f31ad47de910da5e4849b0af1d20f92de699b21","צוואה היא מסמך משפטי שבו אדם קובע כיצד יחולק רכושו לאחר מותו. באמצעות צוואה ניתן להבטיח שהעיזבון (סך הנכסים, הכספים והזכויות של הנפטר) יחולק בדיוק לפי רצון המוריש, בניגוד לברירת המחדל הקבועה בחוק. ללא צוואה, רכוש הנפטר יחולק בין יורשיו על פי דין – בני משפחתו הקרובים – בהתאם לכללי חוק הירושה, תשכ”ה-1965. למשל, בהיעדר […]","2025-02-24T20:04:59","2025-02-24T20:23:36","282","","","68","",,"","","","0","12044","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12028","articles","publish","http://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/","%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%9e%d7%95%d7%9f-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a9%d7%a0%d7%aa-2025","","הסכם ממון בישראל – המדריך המקיף לשנת 2025","הסכם ממון בישראל – המדריך המקיף לשנת 2025","","","he","19005","a57bcae9d73d5290b60009fba7a1c7ddffef5f7271d8ef0099da34342f89b5f5","הסכם ממון (המכונה גם הסכם טרום-נישואין או הסכם יחסי ממון) הופך לנפוץ יותר ויותר בישראל. הנתונים מראים כי שיעור הגירושין בישראל נמצא במגמת עלייה מתמדת – לפי הלשכה המרכזית לסטטיסטיקה, בשנת 2023 אחוז הגירושין הגיע לכ-47.3% (כמעט מחצית מהזוגות). במילים אחרות, יש סיכוי גבוה מאי פעם שזוגות ימצאו את עצמם מתמודדים עם פרידה. מגמה דומה […]","2025-02-24T18:33:45","2025-02-24T18:46:16","282","","","68","",,"","","","0","12030","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12013","articles","publish","http://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%90%d7%99%d7%a4%d7%94-%d7%94%d7%9b%d7%99-%d7%9e%d7%a9%d7%aa%d7%9c%d7%9d-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2-%d7%94%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%9c","","מדריך 2025: איפה הכי משתלם למשקיע הישראלי לקנות דירה בעולם?","מדריך 2025: איפה הכי משתלם למשקיע הישראלי לקנות דירה בעולם?","","","he","14705","68056852dbd8b054a1a315aeecfa5e0c448db1a6581a8f57b01d164b7bdef116","ישראלים רבים מחפשים כיום אלטרנטיבות להשקעה בנדל”ן מעבר לים, במטרה להשיג תשואה גבוהה יותר מהמקובל בישראל. מחירי הדירות בארץ האמירו והתשואה השנתית נטו משכר דירה התכווצה לכ-2%-3% בלבד, ולכן השקעה גלובלית הפכה אטרקטיבית. אבל איפה בעולם הכי משתלם לקנות דירה להשקעה? כדי לענות על כך, חשוב לבחון ולנתח פרמטרים מרכזיים בכל מדינה: מחירי הדירות, מיסוי […]","2025-02-23T20:57:20","2025-02-23T21:32:53","282","","","234","",,"","https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/attachment/%D7%90%D7%AA%D7%95%D7%A0%D7%94/|https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/attachment/%D7%91%D7%A8%D7%9C%D7%99%D7%9F/|https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/attachment/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2/","","3","12025","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12007","articles","publish","http://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/","%d7%91%d7%92%d7%a5-%d7%94%d7%91%d7%95%d7%92%d7%93%d7%aa-%d7%94%d7%94%d7%a9%d7%a4%d7%a2%d7%95%d7%aa-%d7%94%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%95%d7%aa-%d7%94%d7%97%d7%91%d7%a8%d7%aa%d7%99%d7%95","","בג”ץ הבוגדת: ההשפעות המשפטיות, החברתיות והכלכליות על מערכת המשפט הישראלית","בג”ץ הבוגדת: ההשפעות המשפטיות, החברתיות והכלכליות על מערכת המשפט הישראלית","","","he","7682","e90050993ad6b51593598d6abf0a7b446cb55c69f48129d10a3113ac6d96a11e","“בג”ץ הבוגדת” הוא כינוי לפסיקת בית המשפט העליון בשבתו כבית דין גבוה לצדק, שבה נקבע כי בגידה של אחד מבני הזוג אינה מהווה שיקול בחלוקת רכוש בעת גירושין. פסק דין זה ביטל החלטה קודמת של בית הדין הרבני, אשר שללה מאישה את חלקה בדירת בני הזוג בשל רומן שניהלה מחוץ לנישואין. מדובר בפרשה משפטית תקדימית […]","2025-02-20T10:20:45","2025-02-20T10:36:25","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"12004","articles","publish","http://jus-tice.co.il/%D7%91%D7%92%D7%A5-5988/21-%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%91%D7%AA%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/","%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%aa%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%a8%d7%91%d7%a0%d7%99%d7%99%d7%9d-%d7%91%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%91","","סמכות בתי הדין הרבניים במזונות ילדים: בחינה משפטית, חוקתית וחברתית בעקבות בג”ץ 5988/21","סמכות בתי הדין הרבניים במזונות ילדים: בחינה משפטית, חוקתית וחברתית בעקבות בג”ץ 5988/21","","","he","838","277138fb7156e20bfdb3757c2e4137bce34efd4594ff1aea27126b0aba03c759","שאלת סמכותם של בתי הדין הרבניים לדון בענייני מזונות ילדים היא אחת מהסוגיות המרכזיות בדיני המשפחה בישראל. מערכת השיפוט הישראלית פועלת תחת מסגרת כפולה, שבה סמכות השיפוט בענייני המעמד האישי מחולקת בין בתי הדין הרבניים (ליהודים) לבין בתי המשפט לענייני משפחה. חלוקה זו מבוססת על חוק שיפוט בתי דין רבניים (נישואין וגירושין), התשי”ג-1953, אשר העניק […]","2025-02-20T09:58:15","2025-02-20T09:58:15","282","","","68","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"11993","articles","publish","http://jus-tice.co.il/5988-21/","%d7%91%d7%92%d7%a5-5988-21-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-%d7%a0-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-19-02-2025-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%93%d7%99%d7%9f","","בג”ץ 5988-21 פלוני נ. פלוני (19.02.2025) | סמכות בית דין רבני מזונות ילדים","בג”ץ 5988-21 פלוני נ. פלוני (19.02.2025) | סמכות בית דין רבני מזונות ילדים","","","he","16963","2fe6deb07a2668bd5aaf9c32c21a18924c89337a9849a35ccf87571ed96a4915","בבית המשפט העליון בשבתו כבית משפט גבוה לצדק בג”ץ 5988/21 בג”ץ 7880/21 בג”ץ 8228/21 בג”ץ 5652/22 לפני: כבוד השופט נעם סולברג כבוד השופטת יעל וילנר כבוד השופטת רות רונן העותר בבג”ץ 5988/21: פלוני העותר בבג”ץ 7880/21: פלוני העותר בבג”ץ 8228/21: פלוני העותר בבג”ץ 5652/22: פלוני נ ג ד המשיבה 1 בבג”ץ 5988/21: פלונית המשיב 2 בבג”ץ 5988/21 המשיב 1 בבג”ץ 7880/21 […]","2025-02-19T23:26:55","2025-02-19T23:31:23","282","","","68","",,"","https://jus-tice.co.il/5988-21/attachment/ad56e3e3baa243349894ad6d32bf3e93/","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
