query,date,clicks,impressions,ctr,position
הסכם ממון אחרי החתונה,2026-03-24,0,1,0,61
הסכם ממון אחרי החתונה,2026-03-29,0,3,0,70.66666666666667
הסכם ממון אחרי החתונה,2026-04-04,0,1,0,56
הסכם ממון אחרי החתונה,2026-04-05,0,1,0,57
הסכם ממון אחרי החתונה,2026-04-06,0,1,0,54
הסכם ממון אחרי נישואים,2026-03-21,0,2,0,53.5
הסכם ממון אחרי נישואים,2026-03-22,0,1,0,55
הסכם ממון אחרי נישואים,2026-03-24,0,2,0,71.5
הסכם ממון אחרי נישואים,2026-03-25,0,1,0,89
הסכם ממון אחרי נישואים,2026-03-27,0,1,0,54
הסכם ממון אחרי נישואים,2026-03-28,0,1,0,54
הסכם ממון אחרי נישואים,2026-03-30,0,1,0,84
הסכם ממון אחרי נישואים,2026-04-02,0,1,0,51
הסכם ממון אחרי נישואים,2026-04-03,0,1,0,47
הסכם ממון אחרי נישואים,2026-04-04,0,1,0,51
הסכם ממון אחרי נישואים,2026-04-06,0,1,0,43
הסכם ממון אחרי נישואים,2026-04-07,0,1,0,67
הסכם ממון אחרי נישואים,2026-04-08,0,1,0,43
הסכם ממון אחרי נישואין,2026-04-01,0,1,0,46
הסכם ממון בין בני זוג,2026-03-18,0,6,0,65.33333333333333
הסכם ממון בין בני זוג,2026-03-19,0,4,0,75.25
הסכם ממון בין בני זוג,2026-03-20,0,5,0,52.2
הסכם ממון בין בני זוג,2026-03-21,0,4,0,58.5
הסכם ממון בין בני זוג,2026-03-22,0,6,0,58.666666666666664
הסכם ממון בין בני זוג,2026-03-23,0,7,0,49.285714285714285
הסכם ממון בין בני זוג,2026-03-24,0,4,0,46.75
הסכם ממון בין בני זוג,2026-03-25,0,5,0,50.8
הסכם ממון בין בני זוג,2026-03-26,0,5,0,48.2
הסכם ממון בין בני זוג,2026-03-27,0,3,0,56
הסכם ממון בין בני זוג,2026-03-28,0,5,0,40
הסכם ממון בין בני זוג,2026-03-29,0,5,0,61.2
הסכם ממון בין בני זוג,2026-03-30,0,3,0,48.666666666666664
הסכם ממון בין בני זוג,2026-03-31,0,3,0,65
הסכם ממון בין בני זוג,2026-04-01,0,6,0,40.666666666666664
הסכם ממון בין בני זוג,2026-04-02,0,6,0,87.33333333333333
הסכם ממון בין בני זוג,2026-04-03,0,13,0,36.23076923076923
הסכם ממון בין בני זוג,2026-04-04,0,8,0,57.125
הסכם ממון בין בני זוג,2026-04-05,0,3,0,73.66666666666667
הסכם ממון בין בני זוג,2026-04-06,0,5,0,56.6
הסכם ממון בין בני זוג,2026-04-07,0,8,0,44.625
הסכם ממון בין בני זוג,2026-04-08,0,4,0,43.5
הסכם ממון בין בני זוג לא נשואים,2026-03-19,0,1,0,85
הסכם ממון בין בני זוג לא נשואים,2026-03-20,0,3,0,70.66666666666667
הסכם ממון בין בני זוג לא נשואים,2026-03-21,0,5,0,74.6
הסכם ממון בין בני זוג לא נשואים,2026-03-22,0,7,0,74.57142857142857
הסכם ממון בין בני זוג לא נשואים,2026-03-23,0,6,0,83.66666666666667
הסכם ממון בין בני זוג לא נשואים,2026-03-24,0,4,0,76.75
הסכם ממון בין בני זוג לא נשואים,2026-03-26,0,1,0,101
הסכם ממון בין בני זוג לא נשואים,2026-04-02,0,2,0,93.5
הסכם ממון בין בני זוג לא נשואים,2026-04-03,0,2,0,94
הסכם ממון בין בני זוג לא נשואים,2026-04-04,0,3,0,87.66666666666667
הסכם ממון בין בני זוג לא נשואים,2026-04-05,0,2,0,77
הסכם ממון בין בני זוג לא נשואים,2026-04-06,0,1,0,66
הסכם ממון במהלך נישואין,2026-03-19,0,1,0,30
הסכם ממון במהלך נישואין,2026-03-21,0,1,0,34
הסכם ממון במהלך נישואין,2026-03-24,0,1,0,23
הסכם ממון במהלך נישואין,2026-03-26,0,1,0,24
הסכם ממון במהלך נישואין,2026-04-04,0,1,0,22
הסכם ממון במהלך נישואין,2026-04-06,0,1,0,22
הסכם ממון בעד ונגד,2026-03-22,0,1,0,17
הסכם ממון בעד ונגד,2026-03-24,0,1,0,15
הסכם ממון בעד ונגד,2026-04-04,0,1,0,20
הסכם ממון גירושין,2026-03-20,0,1,0,54
הסכם ממון דירה,2026-03-29,0,1,0,71
הסכם ממון הפרדה רכושית,2026-04-02,0,1,0,59
הסכם ממון לאחר 20 שנות נישואין,2026-03-22,0,1,0,21
הסכם ממון לאחר נישואים,2026-03-19,0,1,0,51
הסכם ממון לאחר נישואים,2026-03-22,0,2,0,53.5
הסכם ממון לאחר נישואים,2026-03-24,0,1,0,57
הסכם ממון לאחר נישואים,2026-04-01,0,1,0,86
הסכם ממון לאחר נישואין,2026-03-19,0,5,0,58.6
הסכם ממון לאחר נישואין,2026-03-20,0,4,0,49.25
הסכם ממון לאחר נישואין,2026-03-21,0,10,0,52.6
הסכם ממון לאחר נישואין,2026-03-22,0,12,0,57.25
הסכם ממון לאחר נישואין,2026-03-23,0,11,0,53.72727272727273
הסכם ממון לאחר נישואין,2026-03-24,0,3,0,55.333333333333336
הסכם ממון לאחר נישואין,2026-04-01,0,2,0,53.5
הסכם ממון לאחר נישואין,2026-04-02,0,6,0,62.166666666666664
הסכם ממון לאחר נישואין,2026-04-03,0,4,0,47.5
הסכם ממון לאחר נישואין,2026-04-04,0,10,0,58.1
הסכם ממון לאחר נישואין,2026-04-05,0,9,0,61.44444444444444
הסכם ממון לאחר נישואין,2026-04-06,0,5,0,51
הסכם ממון לאחר נישואין,2026-04-07,0,3,0,44.333333333333336
הסכם ממון לאחר נישואין,2026-04-08,0,1,0,49
הסכם ממון לזוג נשוי,2026-03-20,0,1,0,49
הסכם ממון לזוג נשוי,2026-04-03,0,1,0,32
הסכם ממון ללא עורך דין,2026-03-21,0,1,0,68
הסכם ממון ללא עורך דין,2026-03-26,0,1,0,80
הסכם ממון ללא עורך דין,2026-03-29,0,1,0,44
הסכם ממון ללא עורך דין,2026-03-30,0,1,0,49
הסכם ממון ללא עורך דין,2026-03-31,0,1,0,33
הסכם ממון ללא עורך דין,2026-04-01,0,1,0,49
הסכם ממון ללא עורך דין,2026-04-02,0,1,0,34
הסכם ממון ללא עורך דין,2026-04-04,0,1,0,44
הסכם ממון מדורג,2026-03-18,0,2,0,69.5
הסכם ממון מדורג,2026-03-19,0,3,0,79.33333333333333
הסכם ממון מדורג,2026-03-22,0,3,0,74
הסכם ממון מדורג,2026-03-23,0,2,0,74
הסכם ממון מדורג,2026-03-24,0,2,0,79
הסכם ממון מדורג,2026-03-26,0,1,0,91
הסכם ממון מדורג,2026-04-01,0,2,0,78.5
הסכם ממון מדורג,2026-04-02,0,2,0,80.5
הסכם ממון מדורג,2026-04-03,0,1,0,72
הסכם ממון מדורג,2026-04-04,0,3,0,73
הסכם ממון מדורג,2026-04-05,0,1,0,61
הסכם ממון מדורג,2026-04-06,0,1,0,96
הסכם ממון מה זה,2026-03-29,0,2,0,67.5
הסכם ממון מה זה,2026-04-05,0,1,0,57
הסכם ממון מה זה,2026-04-06,0,1,0,51
הסכם ממון מהו,2026-03-27,0,1,0,78
הסכם ממון עורך דין,2026-03-18,0,1,0,61
הסכם ממון עורך דין,2026-03-19,0,1,0,64
הסכם ממון עורך דין,2026-03-20,0,1,0,68
הסכם ממון עורך דין,2026-03-22,0,3,0,70
הסכם ממון עורך דין,2026-03-23,0,3,0,67
הסכם ממון עורך דין,2026-03-26,0,2,0,51.5
הסכם ממון עורך דין,2026-03-29,0,2,0,23
הסכם ממון עורך דין,2026-03-30,0,1,0,24
הסכם ממון עורך דין,2026-03-31,0,1,0,26
הסכם ממון פרק ב,2026-03-18,0,1,0,24
הסכם ממון פרק ב,2026-03-21,0,1,0,24
הסכם ממון פרק ב,2026-03-22,0,2,0,28.5
הסכם ממון פרק ב,2026-03-31,0,1,0,27
הסכם פירוד ידועים בציבור,2026-03-22,0,1,0,50
הסכם פירוד ידועים בציבור,2026-03-23,0,1,0,48
הסכם פירוד ידועים בציבור,2026-04-04,0,1,0,52
הסכם פירוד ידועים בציבור,2026-04-09,0,1,0,48
הסכם פרידה ידועים בציבור,2026-03-25,0,1,0,79
הסכם פרידה ידועים בציבור,2026-03-26,0,1,0,80
הסכם פרידה ידועים בציבור,2026-03-31,0,1,0,83
הסכם פרידה ידועים בציבור,2026-04-02,0,1,0,78
הסכם פרידה ידועים בציבור,2026-04-04,0,1,0,78
הסכם שכירות,2026-03-18,0,2,0,37.5
הסכם שכירות,2026-03-19,0,1,0,36
הסכם שכירות,2026-03-20,0,5,0,38
הסכם שכירות,2026-03-21,0,1,0,37
הסכם שכירות,2026-03-22,0,3,0,47.333333333333336
הסכם שכירות,2026-03-23,0,3,0,35.666666666666664
הסכם שכירות,2026-03-25,0,1,0,72
הסכם שכירות,2026-03-27,0,1,0,65
הסכם שכירות,2026-03-28,0,2,0,50.5
הסכם שכירות,2026-03-29,0,2,0,38.5
הסכם שכירות,2026-03-30,0,2,0,56.5
הסכם שכירות,2026-04-01,0,1,0,43
הסכם שכירות דירה,2026-03-20,0,2,0,51
הסכם שכירות לטובת השוכר,2026-03-18,0,1,0,58
הסכם שכירות משרדים,2026-03-18,0,1,0,58
הסכם שלום בית דוגמא,2026-04-05,0,1,0,90
הסכמי שכירות,2026-03-18,0,1,0,40
הסכמי שכירות,2026-03-19,0,1,0,41
הסכמי שכירות,2026-03-20,0,2,0,39.5
הסכמי שכירות,2026-03-21,0,1,0,39
הסכמי שכירות,2026-03-22,0,2,0,41.5
הסכמי שכירות,2026-03-23,0,1,0,38
הסכמי שכירות,2026-03-29,0,2,0,38.5
הסכמי שכירות,2026-03-31,0,1,0,21
הסמכה ייפוי כוח מתמשך,2026-03-27,0,2,0,80
הסנגוריה הציבורית,2026-04-04,0,1,0,52
הסנגוריה הציבורית,2026-04-11,0,1,0,63
העלמת כספים בגירושין,2026-03-20,0,1,0,80
העלמת כספים בגירושין,2026-03-22,0,1,0,80
העלמת כספים בגירושין,2026-03-23,0,1,0,80
העלמת כספים בגירושין,2026-03-24,0,1,0,81
העלמת כספים בגירושין,2026-03-26,0,4,0,74.75
העלמת כספים בגירושין,2026-03-28,0,1,0,75
העלמת כספים בגירושין,2026-03-31,0,1,0,74
העלמת כספים בגירושין,2026-04-02,0,4,0,74.75
העלמת כספים בגירושין,2026-04-03,0,1,0,76
העלמת כספים בגירושין,2026-04-04,0,1,0,69
העלמת כספים בגירושין,2026-04-05,0,1,0,80
העלמת כספים בגירושין,2026-04-06,0,2,0,75
העלמת כספים בגירושין,2026-04-08,0,1,0,80
הפקדת ייפוי כוח מתמשך,2026-03-21,0,1,0,93
הפקדת ייפוי כוח מתמשך,2026-03-22,0,3,0,83.33333333333333
הפקדת ייפוי כוח מתמשך,2026-03-23,0,2,0,78.5
הצהרת עורך דין ייפוי כוח מתמשך,2026-03-30,0,1,0,23
הצעת הסדר נושים,2026-03-28,0,1,0,22
"הקמת חברה בחו""ל",2026-04-01,0,1,0,38
הרב שלמה צרור,2026-03-23,0,1,0,11
הרב שלמה צרור,2026-03-24,0,2,0,12
הרדמה באנגלית,2026-03-18,0,1,0,31
הרדמה ספינלית תופעות לוואי,2026-03-18,0,1,0,18
הרדמה ספינלית תופעות לוואי,2026-03-26,0,1,0,41
הרצל גולן,2026-04-14,0,1,0,5
הרשות השופטת שופטים,2026-04-12,0,1,0,14
הרשות לניירות ערך טלפון,2026-03-27,0,1,0,10
הרשות לניירות ערך טלפון,2026-04-05,0,1,0,19
הרשות לניירות ערך טלפון,2026-04-06,0,1,0,9
הרשעה,2026-03-23,0,2,0,59
הרשעה,2026-03-30,0,1,0,54
השבת רכוש מרומניה,2026-03-26,0,1,0,11
השבת רכוש מרומניה,2026-03-28,0,1,0,14
השבת רכוש מרומניה,2026-03-31,0,2,0,13
השבת רכוש מרומניה,2026-04-02,0,1,0,14
השבת רכוש מרומניה,2026-04-05,0,1,0,13
השבת רכוש מרומניה,2026-04-07,0,1,0,13
השבת רכוש מרומניה,2026-04-08,0,1,0,13
השבת רכוש מרומניה,2026-04-09,0,1,0,18
השבת רכוש מרומניה,2026-04-11,0,1,0,18
השבת רכוש מרומניה,2026-04-12,0,1,0,20
השבת רכוש מרומניה,2026-04-14,0,1,0,18
השופט,2026-04-13,0,1,0,20
השופט אבי סתיו,2026-04-12,0,1,0,29
השופט אביים ברקאי,2026-04-05,0,1,0,77
השופט אריאל ממן,2026-03-20,0,1,0,22
השופט אריאל ממן,2026-03-23,0,1,0,20
השופט גיא שני,2026-04-10,0,1,0,30
השופט טל פרי,2026-04-12,0,1,0,33
השופט מגן אלטוביה,2026-03-20,0,1,0,30
השופט מוחמד עלי,2026-04-11,0,1,0,71
השופט מוטי פירר,2026-04-12,0,1,0,13
השופט ערן גלברד,2026-04-13,0,1,0,28
השופט צבי פרנקל,2026-03-31,0,1,0,21
השופט קייס נאשף,2026-04-12,0,1,0,8
השופטים בבית המשפט העליון,2026-04-12,0,1,0,52
השופטת,2026-04-12,0,2,0,26.5
השופטת הילה כהן,2026-03-26,0,1,0,58
השופטת יפעת מישורי,2026-04-13,0,1,0,4
השופטת מיכל ברגר בלום,2026-03-26,0,1,0,9
השלכות מס לתושב חוזר,2026-03-27,0,1,0,34
השפעה בלתי הוגנת בצוואה,2026-03-30,0,1,0,77
השקעה בבתים בגרמניה,2026-03-25,0,1,0,30
התייעצות משפטית,2026-04-02,0,1,0,25
התייעצות עם עורך דין,2026-03-27,0,1,0,34
התייעצות עם עורך דין,2026-03-30,0,1,0,20
התייעצות עם עורך דין,2026-04-14,0,2,0,65
התנגדות לצוואה בגין השפעה בלתי הוגנת,2026-03-18,0,1,0,41
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-18,0,1,0,30
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-19,0,1,0,40
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-20,0,3,0,30
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-22,0,2,0,30
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-23,0,3,0,35.666666666666664
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-25,0,1,0,35
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-26,0,1,0,18
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-27,0,1,0,33
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-28,0,1,0,42
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-30,0,1,0,44
התנגדות לצוואה השפעה בלתי הוגנת,2026-03-31,0,3,0,19.333333333333332
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-01,0,1,0,13
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-02,0,1,0,17
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-05,0,1,0,13
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-06,0,2,0,30
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-07,0,1,0,14
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-08,0,2,0,23.5
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-09,0,1,0,15
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-10,0,3,0,17.333333333333332
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-11,0,1,0,22
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-12,0,4,0,18
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-13,0,1,0,16
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-14,0,2,0,21.5
התקנת נט המשפט,2026-03-21,0,1,0,44
התקנת נט המשפט,2026-03-25,0,1,0,28
התקנת נט המשפט,2026-04-01,0,1,0,34
התקנת נט המשפט,2026-04-08,0,1,0,70
ודאד יונס גנאים,2026-04-06,0,2,0,45
ויתור מזונות ילדים,2026-03-19,0,1,0,50
ויתור מזונות ילדים,2026-03-21,0,1,0,49
ויתור מזונות ילדים,2026-04-02,0,1,0,50
ויתור מזונות ילדים,2026-04-04,0,1,0,19
ויתור מזונות ילדים,2026-04-06,0,1,0,19
ויתור מזונות ילדים,2026-04-07,0,1,0,49
ורד פיליכובסקי,2026-04-11,0,1,0,60
ורד ריקנטי רוסהר,2026-04-13,0,1,0,131
זכויות פרילנסר,2026-04-09,0,2,0,71.5
זכיות שוכר,2026-03-20,0,1,0,41
"חברה להשקעות נדל""ן בפורטוגל",2026-03-25,0,1,0,22
חברה לניהול נכסים בפורטוגל,2026-04-08,0,3,0,89
חברה לניהול נכסים בפורטוגל,2026-04-12,0,1,0,30
חברה לניהול נכסים בפורטוגל,2026-04-14,0,3,0,29.666666666666668
"חברה לקידום אתרים בחיפה,-,,61",2026-03-19,0,1,0,85
"חברה לקידום אתרים בחיפה,-,,61",2026-03-22,0,1,0,78
"חברה לקידום אתרים בחיפה,-,,61",2026-03-27,0,1,0,82
"חברה לקידום אתרים בחיפה,-,,61",2026-03-29,0,2,0,87.5
"חברה לקידום אתרים בחיפה,-,,61",2026-04-06,0,1,0,100
חדלות פירעון חברה,2026-03-20,0,1,0,68
חדלות פירעון של חברה,2026-03-29,0,1,0,83
חדשות פלילי,2026-03-25,0,1,0,43
חדשות פלילי,2026-03-27,0,1,0,41
חדשות פלילי,2026-04-01,0,1,0,39
חובות הבעל לאשתו,2026-03-26,0,2,0,70
חוברת נוסחי אישום,2026-04-02,0,1,0,7
"חוות דעת דין זר בארה""ב",2026-03-24,0,1,0,23
חוזה 587,2026-04-06,0,1,0,36
חוזה אישי בשירות המדינה,2026-03-22,0,1,0,27
חוזה השכרת רכב,2026-03-18,0,1,0,34
חוזה השכרת רכב,2026-03-19,0,2,0,32
חוזה השכרת רכב,2026-03-20,0,2,0,32.5
חוזה השכרת רכב,2026-03-21,0,1,0,33
חוזה השכרת רכב,2026-03-22,0,2,0,34
חוזה השכרת רכב,2026-03-23,0,1,0,34
חוזה חכירה מה זה,2026-03-18,0,2,0,89.5
חוזה מול קבלן,2026-03-23,0,1,0,23
חוזה עסקי,2026-03-19,0,1,0,23
חוזה עסקי,2026-03-20,0,1,0,29
חוזה רכישת נדל״ן בפורטוגל,2026-03-31,0,1,0,50
חוזה שכירות,2026-03-18,0,2,0,40
חוזה שכירות,2026-03-19,0,1,0,28
חוזה שכירות,2026-03-20,0,2,0,37.5
חוזה שכירות,2026-03-21,0,2,0,57
חוזה שכירות,2026-03-22,0,2,0,41.5
חוזה שכירות,2026-03-23,0,4,0,38
חוזה שכירות,2026-03-26,0,1,0,87
חוזה שכירות,2026-03-27,0,3,0,81.66666666666667
חוזה שכירות,2026-03-30,0,1,0,62
חוזה שכירות לטובת המשכיר,2026-03-25,0,1,0,89
חוזי שכירות,2026-03-21,0,1,0,37
חוזי שכירות,2026-03-23,0,1,0,37
חוזי שכירות,2026-03-26,0,1,0,22
חוזים אישיים בשירות המדינה,2026-03-26,0,1,0,26
חוזים אישיים בשירות המדינה,2026-04-11,0,1,0,17
חוזים אישיים בשירות המדינה,2026-04-12,0,1,0,17
חוזים אישיים בשירות המדינה,2026-04-13,0,1,0,17
חולשה פתאומית בגוף קורונה,2026-03-26,0,1,0,72
חוסר חמצן בלידה,2026-03-18,0,5,0,23.2
חוסר חמצן בלידה,2026-03-19,0,2,0,24
חוסר חמצן בלידה,2026-03-20,0,3,0,23
חוסר חמצן בלידה,2026-03-21,0,8,0,20.125
חוסר חמצן בלידה,2026-03-22,0,4,0,21.5
חוסר חמצן בלידה,2026-03-23,0,5,0,22
חוסר חמצן בלידה,2026-03-24,0,4,0,22.25
חוסר חמצן בלידה,2026-03-25,0,1,0,22
חוסר חמצן בלידה,2026-03-26,0,2,0,22.5
חוק בית המשפט,2026-03-22,0,1,0,28
חוק בית המשפט,2026-04-04,0,1,0,51
חוק בתי המשפט,2026-03-18,0,1,0,44
חוק בתי המשפט,2026-03-19,0,1,0,31
חוק בתי המשפט,2026-03-26,0,1,0,31
חוק בתי המשפט,2026-04-08,0,1,0,35
חוק בתי משפט,2026-04-07,0,1,0,44
חוק דיני עבודה,2026-03-18,0,1,0,59
חוק דיני עבודה,2026-03-19,0,1,0,56
חוק דיני עבודה,2026-03-20,0,2,0,58
חוק הודעה מוקדמת,2026-03-23,0,1,0,43
חוק הודעה מוקדמת,2026-03-24,0,1,0,43
חוק הודעה מוקדמת,2026-03-28,0,1,0,63
חוק הודעה מוקדמת לעובד,2026-03-26,0,1,0,53
חוק התפטרות,2026-04-01,0,1,0,64
חוק התראה מוקדמת,2026-03-21,0,1,0,59
חוק זכויות החולה,2026-03-22,0,2,0,57.5
חוק זכויות החולה,2026-03-23,0,1,0,63
חוק זכויות החולה,2026-03-29,0,1,0,63
חוק זכויות החולה,2026-04-05,0,2,0,61.5
חוק זכויות החולה,2026-04-07,0,1,0,72
חוק ייפוי כוח מתמשך,2026-03-21,0,1,0,37
חוק ייפוי כוח מתמשך,2026-03-30,0,1,0,40
חוק ייפוי כוח מתמשך,2026-03-31,0,1,0,27
חוק יסוד השפיטה,2026-04-10,0,1,0,45
חוק יסודות השפיטה,2026-04-12,0,1,0,51
חוק מפעל חיוני,2026-04-12,0,1,0,45
חוק משמורת ילדים,2026-04-01,0,1,0,41
חוק מתן הודעה מוקדמת,2026-03-21,0,2,0,48.5
חוק פיטורים והתפטרות,2026-03-18,0,1,0,58
חוק פיטורים והתפטרות,2026-03-19,0,1,0,57
חוק פיטורים והתפטרות,2026-03-20,0,1,0,61
חוק פיטורים והתפטרות,2026-03-21,0,2,0,62
חוק פיטורים והתפטרות,2026-03-22,0,1,0,60
חוק פיטורים והתפטרות,2026-03-23,0,1,0,61
חוק פיטורים והתפטרות,2026-03-24,0,1,0,57
חוק פיטורים והתפטרות,2026-03-31,0,1,0,61
חוק פיטורים והתפטרות,2026-04-01,0,1,0,57
חוק פיטורים והתפטרות,2026-04-02,0,1,0,59
חוק פיטורים והתפטרות,2026-04-03,0,2,0,59.5
חוק פיטורים והתפטרות,2026-04-04,0,1,0,63
חוק פיטורין הודעה מוקדמת,2026-03-29,0,1,0,49
חוק פיצוי לנפגעי תאונות דרכים,2026-03-24,0,1,0,88
חוק פיצויים לנפגעי תאונות דרכים,2026-03-18,0,1,0,65
חוק פיצויים לנפגעי תאונות דרכים,2026-03-22,0,1,0,62
"חוק רישוי שירותים ומקצועות בענף הרכב תשע""ו-2016",2026-03-28,0,1,0,62
חוק רשלנות רפואית,2026-03-18,0,1,0,29
חוק רשלנות רפואית,2026-03-20,0,2,0,44.5
חוק רשלנות רפואית,2026-03-21,0,1,0,45
חוק רשלנות רפואית,2026-03-22,0,1,0,45
חוק רשלנות רפואית,2026-03-23,0,2,0,41.5
חוק רשלנות רפואית,2026-03-24,0,1,0,18
חוק רשלנות רפואית,2026-03-25,0,1,0,50
חוק רשלנות רפואית,2026-03-30,0,4,0,47
חוק רשלנות רפואית,2026-04-01,0,1,0,40
חוק רשלנות רפואית,2026-04-02,0,1,0,48
חוק רשלנות רפואית,2026-04-03,0,1,0,48
חוק רשלנות רפואית,2026-04-04,0,1,0,48
חוק רשלנות רפואית,2026-04-05,0,1,0,41
חוק רשלנות רפואית,2026-04-06,0,1,0,23
חוק רשלנות רפואית,2026-04-07,0,1,0,25
חוק רשלנות רפואית,2026-04-13,0,1,0,27
חוק רשלנות רפואית,2026-04-14,0,1,0,28
חוק תכנון ובנייה,2026-04-01,0,1,0,55
חוקי גירושים,2026-03-18,0,1,0,31
חוקים בדיני עבודה,2026-03-20,0,1,0,53
חזקת הגיל הרך בית דין רבני,2026-03-18,0,1,0,13
חזקת הגיל הרך בית דין רבני,2026-03-19,0,1,0,13
חזקת הגיל הרך בית דין רבני,2026-03-20,0,1,0,15
חזקת הגיל הרך בית דין רבני,2026-03-22,0,2,0,12.5
חזקת הגיל הרך בית דין רבני,2026-03-24,0,1,0,17
חזקת הגיל הרך בית דין רבני,2026-03-25,0,1,0,14
חזקת הגיל הרך בית דין רבני,2026-03-26,0,1,0,14
חזקת הגיל הרך בית דין רבני,2026-04-02,0,2,0,19.5
חזקת הגיל הרך בית דין רבני,2026-04-03,0,1,0,15
חזקת הגיל הרך בית דין רבני,2026-04-04,0,2,0,19.5
חיוב בגט,2026-03-18,0,1,0,21
חיוב בגט,2026-03-19,0,2,0,22.5
חיוב בגט,2026-03-22,0,1,0,20
חיוב גט,2026-03-26,0,2,0,24.5
חיפוש מספר רישיון עורך דין,2026-03-18,0,2,0,52.5
"חיפוש עו""ד",2026-03-18,0,1,0,10
"חיפוש עו""ד",2026-03-19,0,1,0,7
"חיפוש עו""ד",2026-03-22,0,1,0,6
"חיפוש עו""ד",2026-03-23,0,1,0,7
"חיפוש עו""ד",2026-03-24,0,1,0,7
"חיפוש עו""ד",2026-03-25,0,2,0,8
"חיפוש עו""ד",2026-03-29,0,2,0,7.5
חיפוש עוד,2026-03-22,0,2,0,7
חיפוש עוד,2026-03-23,0,1,0,8
חיפוש עוד,2026-03-30,0,1,0,8
חיפוש עורך דין,2026-03-18,0,2,0,9.5
חיפוש עורך דין,2026-03-19,0,3,0,9.666666666666666
חיפוש עורך דין,2026-03-20,0,2,0,7.5
חיפוש עורך דין,2026-03-21,0,5,0,8
חיפוש עורך דין,2026-03-22,0,5,0,9.4
חיפוש עורך דין,2026-03-23,0,5,0,8.8
חיפוש עורך דין,2026-03-24,0,5,0,8.8
חיפוש עורך דין,2026-03-25,0,5,0,8.8
חיפוש עורך דין,2026-03-26,0,1,0,7
חיפוש עורך דין,2026-03-28,0,1,0,8
חיפוש עורך דין,2026-03-29,0,2,0,7
חיפוש עורך דין,2026-03-30,0,2,0,8
חיפוש עורך דין,2026-03-31,0,3,0,10.666666666666666
חיפוש עורך דין,2026-04-02,0,3,0,8.666666666666668
חיפוש עורך דין,2026-04-04,0,3,0,9.333333333333334
חיפוש עורך דין,2026-04-06,0,6,0,8.333333333333332
חיפוש עורך דין,2026-04-07,0,2,0,9.5
חיפוש עורך דין,2026-04-08,0,1,0,10
חיפוש עורך דין,2026-04-09,0,3,0,9.333333333333334
חיפוש עורך דין,2026-04-10,0,3,0,9.666666666666666
חיפוש עורך דין,2026-04-11,0,4,0,8.5
חיפוש עורך דין,2026-04-12,0,2,0,9.5
חיפוש עורך דין,2026-04-13,0,1,0,10
חיפוש עורך דין,2026-04-14,0,4,0,9
חיפוש עורך דין לפי מספר רישיון,2026-04-06,0,1,0,14
חיפוש עורך דין לפי שם,2026-03-18,0,6,0,6.5
חיפוש עורך דין לפי שם,2026-03-19,0,4,0,6.25
חיפוש עורך דין לפי שם,2026-03-20,0,1,0,4
חיפוש עורך דין לפי שם,2026-03-22,0,3,0,6.666666666666667
חיפוש עורך דין לפי שם,2026-03-23,0,3,0,5.333333333333333
חיפוש עורך דין לפי שם,2026-03-24,0,6,0,5
חיפוש עורך דין לפי שם,2026-03-25,0,9,0,5.666666666666667
חיפוש עורך דין לפי שם,2026-03-26,0,9,0,6.777777777777778
חיפוש עורך דין לפי שם,2026-03-27,0,2,0,4
חיפוש עורך דין לפי שם,2026-03-28,0,7,0,6.428571428571429
חיפוש עורך דין לפי שם,2026-03-29,0,9,0,7.111111111111111
חיפוש עורך דין לפי שם,2026-03-31,0,4,0,5.25
חיפוש עורך דין לפי שם,2026-04-01,0,2,0,7
חיפוש עורך דין לפי שם,2026-04-02,0,4,0,9
חיפוש עורך דין לפי שם,2026-04-03,0,5,0,7
חיפוש עורך דין לפי שם,2026-04-04,0,5,0,6
חיפוש עורך דין לפי שם,2026-04-05,0,14,0,7.214285714285714
חיפוש עורך דין לפי שם,2026-04-06,0,24,0,7.708333333333333
חיפוש עורך דין לפי שם,2026-04-07,0,7,0,7.142857142857143
חיפוש עורך דין לפי שם,2026-04-08,0,4,0,7.25
חיפוש עורך דין לפי שם,2026-04-09,0,7,0,17.142857142857142
חיפוש עורך דין לפי שם,2026-04-10,0,1,0,9
