post_id,title,current_url,word_count,depth_score,subtopic,article_type,decision,target_id,target_title,quality_status,notes
6762,דחיית טענה לביטול הסכם גירושין שאושר בבית הדין למרות חזרת הצדדים למגורים משותפים- 1137490- ביה&#8221;ד ת&#8221;א‎‎,http://jus-tice.co.il/articles/דחיית-טענה-לביטול-הסכם-גירושין-שאושר-ב,3480,35,divorce_agreement,case_law,CASE_LAW_KEEP,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,STRONG,"Substantial court ruling — keep as case law, link from divorce_agreement pillar"
3157,הסכם גירושין,http://jus-tice.co.il/what-is-a-divorce-settlement-agreement,702,11,divorce_agreement,guide,MERGE_REDIRECT,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12940
3113,ביטול הסכם גירושין,http://jus-tice.co.il/cancel-a-divorce-settlement-agreement,527,11,divorce_agreement,guide,MERGE_REDIRECT,12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 12940
12940,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,http://jus-tice.co.il/1440015/1,18602,55,divorce_agreement,guide,MAKE_PILLAR,,,STRONG,Best guide for divorce_agreement subtopic
12087,עבודת עורכי הדין לגירושין ברחבי העולם | סקירת עורכי הדין המובילים לתחום הגירושין בעולם,http://jus-tice.co.il/leading-divorce-lawyers-worldwide,13381,63,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
12897,מומלצי דיני משפחה וגירושין: המלצות עורכי דין לענייני משפחה בישראל (2025),http://jus-tice.co.il/the-recommended-family-lawyers,12419,60,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
11633,מה דינה של תביעת גירושין שהוגשה בשגגה בתקופת עיכוב ההליכים?,http://jus-tice.co.il/divorce-claim-error-during-stay,13361,55,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
11868,הליכי גירושין: בחירת עורך דין לענייני משפחה מומלץ בעל נסיון ומוניטין | מומחיות בעולם דיני המשפחה,http://jus-tice.co.il/trusted-divorce-attorney-guide,4172,55,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
12871,עורך דין גירושין מומלץ פתח תקווה והמרכז | 2025 נתונים והנחיות גירושין,http://jus-tice.co.il/petah-tikva-divorce-lawyer,27834,53,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
12588,עלויות גירושין 2025 | מחירון מעודכן השוואה ובחירה בין עורכי דין לענייני גירושין,http://jus-tice.co.il/divorce-costs-2025,15074,53,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
12914,מגמות חדשות בדיני משפחה: השפעת הבינה המלאכותית AI דיני משפחה וגירושין (צפי ומגמות 2025-2026),http://jus-tice.co.il/new-trends-ai-family-law,7597,53,divorce_general,guide,SUPPORT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Good supporting article — link to pillar 1246
11687,עורך דין מומלץ 2025 לתחום גירושין דיני משפחה צוואות וירושות &#8211; פירמת עורכי הדין רוטנברג דיני משפחה,http://jus-tice.co.il/articles/עורך-דין-מומלץ-דיני-משפחה-וגירושין-פיר,2622,46,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
6433,גירושין &#8211; כספים משותפים שהועברו בדרכי מרמה לצדדים שלישיים בהסכמת הצדדים,http://jus-tice.co.il/כספים-משותפים-שהועברו-בדרכי-מרמה-לצדדים-שלישיים,10977,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
9964,גירושין בארצות הברית,http://jus-tice.co.il/גירושין-בארצות-הברית,9778,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
7057,גירושין יחסי ממון: הבעל ישא בתשלום ההלואה ולא חייב לאישה מחצית מהמגרש,http://jus-tice.co.il/תיק-1237405/8הבעל-לא-חייב-לאישה-מחצית-מהמגרש,9196,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11813,"עורך דין גירושין – מדריך להליכים, עלויות, זכויות ושלבי התהליך",http://jus-tice.co.il/עורך-דין-לענייני-גירושין,9077,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
7334,חלוקת דירה שיתופית בגירושין- בהסתמך על מחיר שמאות או במחיר התמחרות שוק,http://jus-tice.co.il/תיק-916847/5-בבית-הדין-הרבני-האזורי-אשדוד,6297,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
1726,הנדון: המלצה לגירושין,https://jus-tice.co.il/articles/הנדון-המלצה-לגירושין,5688,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
6793,הליכי גירושין יוצרים דינים מיוחדים בין בני הזוג,http://jus-tice.co.il/articles/הליכי-גירושין-יוצרים-דינים-מיוחדים-בי,4526,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11847,מה עדיף עורכת דין או עורך דין לענייני גירושין? סקירת שלבי הגירושים,http://jus-tice.co.il/women-lawyer-vs-men-divorce-lawyer,3508,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11930,גירושים חכמים 2025: כך תנהלו את פתיחת הליך הגירושין באסטרטגיה נכונה ועלויות מחושבות,http://jus-tice.co.il/strategic-divorce-cost-planning,3432,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
8246,גירושין: איזון המשאבים בין בני זוג מתגרשים &#8211; חלוקת ערך החברה שבבעלות הבעל,http://jus-tice.co.il/articles/גירושין-איזון-המשאבים-בין-בני-זוג-מתגרשים-חלוקת-ערך-החברה-שבבעלות-הבעל,3368,35,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
12987,כיצד יראה בעתיד הליך גירושין &#8211; תחזית לשנים הבאות,http://jus-tice.co.il/future-of-divorce-process,2910,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11679,ייעוץ גירושין מדריך מקיף | פגישת ייעוץ לפני גירושין,http://jus-tice.co.il/divorce-consultation-guide,2899,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
10296,עילות גירושין (ארצות הברית),http://jus-tice.co.il/grounds-for-divorce-united-states,2652,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11671,משרד עורכי הדין רוטנברג בדירוג המובילים בתחום דיני משפחה וגירושין,http://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation,2530,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
8250,גירושין: חיוב האב בתשלום בגין מדור הילדים בבית שבבעלות האם ואין היא משלמת שכר דירה בגינו,http://jus-tice.co.il/גירושין-חיוב-האב-בתשלום-בגין-מדור-הילדים-בבית-שבבעלות-האם-ואין-היא-משלמת-שכר-דירה-בגינו,2047,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
8252,גירושין: קבלת זכויות פנסיוניות מהוונות במקום רישומן על שם הזכאי בהתאם לחוק לחלוקת חיסכון פנסיוני,http://jus-tice.co.il/גירושין-קבלת-זכויות-פנסיוניות-מהוונות-במקום-רישומן-על-שם-הזכאי-בהתאם-לחוק-לחלוקת-חיסכון-פנסיוני,1833,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11266,דיני גירושין בשוודיה,http://jus-tice.co.il/divorce-law-in-sweden,1678,28,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Content thin — upgrade to standalone or merge into pillar 1246
11695,איך לבחור משרד עורך דין גירושין כשמתגרשים,http://jus-tice.co.il/articles/איך-לבחור-משרד-עורך-דין-גירושין-כשמתגר,905,21,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 1246
7124,הכנות לגירושין: מה לעשות עכשיו אם אתה שוקל להתגרש,http://jus-tice.co.il/what-to-do-now-if-you-are-considering-a-divorce,813,21,divorce_general,guide,UPGRADE_OR_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Content thin — upgrade to standalone or merge into pillar 1246
7266,"השופט פליקס גורודצקי: פס&#8221;ד גירושין בתביעות לפסיקת דין הצהרתי לחזקת שיתוף בנכסים, ביטול עסקת מתנה, עוולת לשון הרע ועוד (תלה&#8221;מ 23472-02-20)",http://jus-tice.co.il/decision23472-02-20,9923,43,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
8716,פירוד ממושך כעילה לגירושין 32292-3 ביה&#8221;ד אשדוד,http://jus-tice.co.il/32292-3-רבני-אשדוד,18936,35,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
8665,סמכויות ביה&#8221;ד בתביעת גירושין נגד אזרח ותושב חו&#8221;ל על בסיס סירובו להזמנות בתי דין בחו&#8221;ל או התעלמותו מהזמנותיהם &#8211; 1381090-1 &#8211; ביה&#8221;ד הגדול,http://jus-tice.co.il/1381090-1,10561,35,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
11918,עורך דין גירושין מסביר איך להתגרש נכון ומהר ולשמור על הזכויות | עו&#8221;ד מגשרת רוטנברג,http://jus-tice.co.il/איך-להתגרש-נכון-ומהר,9014,35,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
11853,שירותי אונליין מומלצים בתחום דיני משפחה וגירושין | עו&#8221;ד משפחה מקוון,http://jus-tice.co.il/online-family-law-services,8803,35,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
10349,גירושין באיטליה | עו&#8221;ד לענייני משפחה | עורך דין גירושין,http://jus-tice.co.il/family-law-italy,6172,35,divorce_general,case_law,CASE_LAW_KEEP,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,"Substantial court ruling — keep as case law, link from divorce_general pillar"
6834,"סמכות בית הדין בתביעת גירושין כרוכה של אזרח, גם אם אינו תושב, בהתקיים זיקות שדי בהן כדי לראות בו &#8216;יהודי בישראל&#8217; &#8211; 1353166-2 &#8211; ביה&#8221;ד הגדול‎‎",http://jus-tice.co.il/סמכות-בית-הדין-בתביעת-גירושין-כרוכה-של-אזרח-גם-אם-אינו-תושב,2467,48,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
11666,כיצד להפוך לעורך דין לענייני משפחה | עו&#8221;ד דיני משפחה גירושין צוואות ירושות,http://jus-tice.co.il/how-to-become-a-family-lawyer,2538,28,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
1695,הליכי גירושין: מבחן מירב הזיקות- טענה כי בימ&#8221;ש בישראל אינו הפורום הנאות,https://jus-tice.co.il/articles/הליכי-גירושין-מבחן-הזיקות-טענה-כי-בימ,2392,28,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8385,גירושין: חלוקת עסק &#8211; נכס או מוניטין? מעמדה של חו&#8221;ד מומחה,http://jus-tice.co.il/גירושין-חלוקת-עסק-נכס-או-מוניטין-מעמדה-של-חוד-מומחה,2290,28,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8218,מה זה עורך דין גירושין | מה עושה עו&#8221;ד גירושין בישראל,http://jus-tice.co.il/מה-זה-עורך-דין-גירושין,1618,28,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
7156,דחיית דרישה לעיכוב גירושין לשם הזמת טענות שלא החל בירורן שפסיקת הגירושין אינה מושתתת עליהן ושהזמתן מבוקשת לצורך הליך אחר &#8211; 1353339-1 &#8211; ביה&#8221;ד הגדול‎‎,http://jus-tice.co.il/דחיית-דרישה-לעיכוב-גירושין-לשם-הזמת-טענות-שלא-החל-בירורן-שפסיקת-הגירושין-אינה-מושתתת-עליהן-ושהזמתן-מבוקשת-לצורך-הליך-אחר-1353339-1-ביהד-הגדול,1463,21,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
8930,עילת גירושין: חובה להוכיח טענות  1355956-3 &#8211; ביה&#8221;ד הגדול,http://jus-tice.co.il/1355956-3,944,21,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
11651,מהם המאפיינים של עורך דין טוב לגירושין? | כיצד לבחור עו&#8221;ד גירושין מתאים לך,http://jus-tice.co.il/qualities-best-divorce-attorneys,844,21,divorce_general,case_law,CASE_LAW_ENRICH,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
7199,"עורך דין גירושין, דיני משפחה וצוואות | עורך דין גירושין המלצות",http://jus-tice.co.il/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש,700,19,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1246
11359,Cordell &#038; Cordell | קורדל &#038; קורדל | משרד עורכי דין לענייני משפחה וגירושין,http://jus-tice.co.il/cordell-cordell,579,11,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1246
6549,סטטיסטיקה על גירושין,http://jus-tice.co.il/סטטיסטיקה-על-גירושין,573,11,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1246
11750,אסטרטגיות לשימור הון לאחר הגירושין | גירושי עשירון עליון ואנשי הייטק,http://jus-tice.co.il/financial-strategies-after-divorce,548,11,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1246
3499,גירושין בהסכמה,http://jus-tice.co.il/divorce-with-consent,533,11,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Too thin to stand alone — 301 redirect to pillar 1246
9973,גירושין בבלגיה,http://jus-tice.co.il/גירושין-בבלגיה,273,,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,THIN,Too thin to stand alone — 301 redirect to pillar 1246
11370,"Co-op Legal Services | דיני משפחה, גירושין, צוואות וירושות",http://jus-tice.co.il/co-op-legal-services,232,,divorce_general,guide,MERGE_REDIRECT,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,THIN,Too thin to stand alone — 301 redirect to pillar 1246
7480,פס&#8221;ד &#8211; ניהול תביעת גירושין מחו&#8221;ל באמצעות מורשה וזום כאשר הנתבע מתנגד &#8211; 1268530-3 &#8211; ביה&#8221;ד אשקלון‎‎,http://jus-tice.co.il/articles/פסד-ניהול-תביעת-גירושין-מחול-באמצעות,729,11,divorce_general,case_law,CASE_LAW_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Thin court ruling — merge into case law digest or redirect to related guide
7601,הטריקים המלוכלכים ביותר בגירושין | עו&#8221;ד גירושין,http://jus-tice.co.il/הטריקים-המלוכלכים-ביותר-לגירושין,611,11,divorce_general,case_law,CASE_LAW_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Thin court ruling — merge into case law digest or redirect to related guide
11446,עו&#8221;ד לורה וסר (עו&#8221;ד לגירושין) | Laura Wasser,http://jus-tice.co.il/laura-wasser,335,11,divorce_general,case_law,CASE_LAW_MERGE,1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,GOOD_BUT_NEEDS_UPDATE,Thin court ruling — merge into case law digest or redirect to related guide
1246,גירושין &#8211; כל מה שצריך לדעת כשמתגרשים,http://jus-tice.co.il/divorce-everything-you-need-to-know,3358,65,divorce_general,guide,MAKE_PILLAR,,,STRONG,Best guide for divorce_general subtopic
6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפחה | הנחיות פרקליט המדינה,http://jus-tice.co.il/הנחיות-פרקליט-המדינה-מעצר-עד-תום-ההליכים-בעבירות-מין-ואלימות-בתוך-המשפחה,1466,21,domestic_violence,guide,SUPPORT_UPGRADE,,,GOOD_BUT_NEEDS_UPDATE,Best article for domestic_violence but needs content expansion to become pillar
6587,דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי ילדיו | ריבוי עבירות של אינוס קטינה בת משפחה (פ&#8221;ח 28464-07-19),http://jus-tice.co.il/הרשעת-נאשם-בעבירות-מין-בבתו-ואלימות-כלפי-ילדיו,52549,55,domestic_violence,case_law,CASE_LAW_KEEP,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,STRONG,"Substantial court ruling — keep as case law, link from domestic_violence pillar"
6660,השופטת רותם קודלר עיאש: החלטה בעניין צו הגנה ביחס למשיב שפרנסתו דורשת נשיאת נשק (ה&#8221;ט 32379-10-21),http://jus-tice.co.il/צו-הגנה-ביחס-למשיב-שפרנסתו-דורשת-נשיאת-נשק,1890,48,domestic_violence,case_law,CASE_LAW_ENRICH,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8494,בקשת צו הגנה למניעת אלימות במשפחה (ה&#8221;ט 61185-11-22),http://jus-tice.co.il/בקשת-צו-הגנה-למניעת-אלימות-במשפחה-הט-61185-11-22,2933,28,domestic_violence,case_law,CASE_LAW_ENRICH,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
8391,עתירה של אישה נגד בעלה למתן צו לפי החוק למניעת אלימות במשפחה (ה&#8221;ט 58854-11-22),http://jus-tice.co.il/עתירה-של-אישה-נגד-בעלה-למתן-צו-לפי-החוק-למניעת-אלימות-במשפחה-הט-58854-11-22,2539,28,domestic_violence,case_law,CASE_LAW_ENRICH,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
6943,השופט אריאל ממן: החלטה למתן צו הגנה למניעת אלימות במשפחה (ה&#8221;ט 40857-03-22),http://jus-tice.co.il/השופט-אריאל-ממן-החלטה-למתן-צו-הגנה-למניעת-אלימות-במשפחה-הט-40857-03-22,2158,28,domestic_violence,case_law,CASE_LAW_ENRICH,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,STRONG,Court ruling needs analysis expansion — add commentary and practical takeaways
6982,כתובה למי שתבעה גירושין לאחר אירוע אלימות &#8211; 1170551-5 &#8211; ביה&#8221;ד תל אביב יפו,http://jus-tice.co.il/1170551-5-ביהד-תל-אביב-יפו,1108,21,domestic_violence,case_law,CASE_LAW_ENRICH,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
8571,"פס&#8221;ד דין הדוחה בקשה למתן צו הגנה לאישה, ילדיה ואמה (ה&#8221;ט 2542-10-22)",http://jus-tice.co.il/2542-10-22,462,11,domestic_violence,case_law,CASE_LAW_MERGE,6060,מעצר עד תום ההליכים בעבירות מין ואלימות בתוך המשפח,GOOD_BUT_NEEDS_UPDATE,Thin court ruling — merge into case law digest or redirect to related guide
13152,המלצות 2026 עורך דין לענייני משפחה מומלץ  | התייעצות עם עורך דין לענייני משפחה וירושה,http://jus-tice.co.il/most-recommended-family-lawyer,31096,35,family_general,guide,UPGRADE_OR_MERGE,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,Content thin — upgrade to standalone or merge into pillar 12921
12979,עורך דין לענייני משפחה תותח מעל 20 שנות נסיון | ייעוץ חינם &#8211; נתונים עדכניים בדיני המשפחה,http://jus-tice.co.il/experienced-family-law-attorney,11724,35,family_general,guide,UPGRADE_OR_MERGE,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,Content thin — upgrade to standalone or merge into pillar 12921
10065,האם חוק להסדר התדיינויות בסכסוכי משפחה הצליח מבחינת יישום?,http://jus-tice.co.il/is-a-law-for-the-settlement-of-family-disputes-successful,10337,35,family_general,guide,UPGRADE_OR_MERGE,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,Content thin — upgrade to standalone or merge into pillar 12921
9971,דיני משפחה אוסטרליה,http://jus-tice.co.il/דיני-משפחה-אוסטרליה,2342,28,family_general,guide,UPGRADE_OR_MERGE,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,Content thin — upgrade to standalone or merge into pillar 12921
3242,מדיניות העמדה לדין וענישה של הורים וקרובי משפחה בגין גרימת מוות ברשלנות של בני משפחתם,http://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death,1689,28,family_general,guide,UPGRADE_OR_MERGE,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,Content thin — upgrade to standalone or merge into pillar 12921
12251,"ביהמ&#8221;ש לענייני משפחה בתל אביב, השופטת ענת הלר כריש: פס&#8221;ד בתביעה להחרגת נכסים מעיזבון (תמ&#8221;ש 30767-05-21)",http://jus-tice.co.il/30767-05-21,10089,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
9004,"ביהמ&#8221;ש לענייני משפחה ירושלים, השופטת אורית בן דור ליבל: פס&#8221;ד בעניין תביעת אם לביטול הסכם מתנה במקרקעין לבנה (תמ&#8221;ש 15443-09-20)",http://jus-tice.co.il/15443-09-20,9916,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
9288,"ביהמ&#8221;ש לענייני משפחה פ&#8221;ת, ש&#8217; אפרת ונקרט: פס&#8221;ד בשאלת זכויותיו של יורש שגר בנכס המורישה טרם מותה ובהסכמתה (תמ&#8221;ש 18744-11-18)",http://jus-tice.co.il/18744-11-18,7574,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
8573,"גז&#8221;ד למורשע בעבירות של חבלה חמורה בנסיבות מחמירות כנגד בת משפחה, איומים, ושיבוש מהלכי משפט (ת&#8221;פ 35557-01-22)",http://jus-tice.co.il/35557-01-22,4390,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
7029,עונש פלילי לנאשם במעשה מגונה בנסיבות מחמירות במשפחה (תפ&#8221;ח 27796-06-20),http://jus-tice.co.il/articles/עונש-פלילי-לנאשם-במעשה-מגונה-בנסיבות-מ,4003,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
8492,פס&#8221;ד הסדר רישום מקרקעין בסכסוך משפחה (תמ&#8221;ש 28997-05-16),http://jus-tice.co.il/פסד-הסדר-רישום-מקרקעין-בסכסוך-משפחה-תמש-28997-05-16,3591,35,family_general,case_law,CASE_LAW_KEEP,12921,(2025) המומחים המובילים בדיני משפחה,STRONG,"Substantial court ruling — keep as case law, link from family_general pillar"
6795,העברת מסמכים מתיק משפחה לצורך הליך פלילי (רמ&#8221;ש 46235-12-21),http://jus-tice.co.il/articles/העברת-מסמכים-מתיק-משפחה-לצורך-הליך-פלי,1024,21,family_general,case_law,CASE_LAW_ENRICH,12921,(2025) המומחים המובילים בדיני משפחה,GOOD_BUT_NEEDS_UPDATE,Court ruling needs analysis expansion — add commentary and practical takeaways
