post_id,post_type,status,current_url,current_slug,proposed_new_url,proposed_english_slug,title,h1,seo_title,meta_description,word_count,content_length,content_hash,date_published,date_modified,author,categories,tags,practice_area,city,parent_page,current_canonical,proposed_canonical,internal_links_in,internal_links_out,media_count,featured_image,gsc_clicks_3m,gsc_impressions_3m,gsc_ctr_3m,gsc_position_3m,gsc_clicks_12m,gsc_impressions_12m,top_queries,primary_keyword,secondary_keywords,search_intent,topic_cluster,pillar_candidate,supporting_page_candidate,duplicate_title_risk,duplicate_topic_risk,cannibalization_group,traffic_value,traffic_risk,content_quality_score,quality_status,recommended_action,redirect_required,redirect_target,import_ready,owner_approval_required,notes,last_reviewed_by,last_reviewed_at,h1_count,h2_count,h3_count,external_links_out,has_images,content_body_file
8150,article,publish,http://jus-tice.co.il/השתמש-באפליקציות-וואטסאפ-ואינסטגרם-ליצור-קשרים-עם-קטינות-ולקיים-עמן-שיחות-בעלות-אופי-מיני,%d7%94%d7%a0%d7%90%d7%a9%d7%9d-%d7%94%d7%a9%d7%aa%d7%9e%d7%a9-%d7%91%d7%90%d7%a4%d7%9c%d7%99%d7%a7%d7%a6%d7%99%d7%95%d7%aa-%d7%95%d7%95%d7%90%d7%98%d7%a1%d7%90%d7%a4-%d7%95%d7%90%d7%99%d7%a0%d7%a1,UNKNOWN,UNKNOWN,הנאשם השתמש באפליקציות וואטסאפ ואינסטגרם ליצור קשרים עם קטינות ולקיים עמן שיחות בעלות אופי מיני,UNKNOWN,UNKNOWN,UNKNOWN,214,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,THIN,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8150-%d7%94%d7%a0%d7%90%d7%a9%d7%9d-%d7%94%d7%a9%d7%aa%d7%9e%d7%a9-%d7%91%d7%90%d7%a4%d7%9c%d7%99%d7%a7%d7%a6%d7%99%d7%95%d7%aa-%d7%95%d7%95%d7%90%d7%98%d7%a1%d7%90%d7%a4-%d7%95%d7%90%d7%99%d7%a0%d7%a1.md
8142,article,publish,http://jus-tice.co.il/סוגים-שונים-של-רופאים,%d7%9e%d7%94%d7%9d-%d7%94%d7%a1%d7%95%d7%92%d7%99%d7%9d-%d7%94%d7%a9%d7%95%d7%a0%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a8%d7%95%d7%a4%d7%90%d7%99%d7%9d,UNKNOWN,UNKNOWN,מהם הסוגים השונים של רופאים?,UNKNOWN,UNKNOWN,UNKNOWN,1015,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8142-%d7%9e%d7%94%d7%9d-%d7%94%d7%a1%d7%95%d7%92%d7%99%d7%9d-%d7%94%d7%a9%d7%95%d7%a0%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a8%d7%95%d7%a4%d7%90%d7%99%d7%9d.md
8139,article,publish,http://jus-tice.co.il/טובת-הילדים-כבסיס-לחיוב-האם-לחזור-לעיר-המקור-רישום-הילדים-למוסדות-החינוך,%d7%98%d7%95%d7%91%d7%aa-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%9b%d7%91%d7%a1%d7%99%d7%a1-%d7%9c%d7%97%d7%99%d7%95%d7%91-%d7%94%d7%90%d7%9d-%d7%9c%d7%97%d7%96%d7%95%d7%a8-%d7%9c%d7%a2%d7%99%d7%a8,UNKNOWN,UNKNOWN,טובת הילדים כבסיס לחיוב האם לחזור לעיר המקור | רישום הילדים למוסדות החינוך,UNKNOWN,UNKNOWN,UNKNOWN,7497,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8139-%d7%98%d7%95%d7%91%d7%aa-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%9b%d7%91%d7%a1%d7%99%d7%a1-%d7%9c%d7%97%d7%99%d7%95%d7%91-%d7%94%d7%90%d7%9d-%d7%9c%d7%97%d7%96%d7%95%d7%a8-%d7%9c%d7%a2%d7%99%d7%a8.md
8128,article,publish,http://jus-tice.co.il/רשימת-מומחים-רפואיים-לבית-משפט-מתעדכן,%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%95%d7%9e%d7%97%d7%99%d7%9d-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%99%d7%9d-%d7%9c%d7%91%d7%99%d7%aa-%d7%9e%d7%a9%d7%a4%d7%98-%d7%9e%d7%aa%d7%a2%d7%93%d7%9b%d7%9f-20,UNKNOWN,UNKNOWN,רשימת מומחים רפואיים לבית משפט מתעדכן | חוות דעת רפואית משפטית 2023,UNKNOWN,UNKNOWN,UNKNOWN,6060,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,2,,6,NO,post-8128-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%95%d7%9e%d7%97%d7%99%d7%9d-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%99%d7%9d-%d7%9c%d7%91%d7%99%d7%aa-%d7%9e%d7%a9%d7%a4%d7%98-%d7%9e%d7%aa%d7%a2%d7%93%d7%9b%d7%9f-20.md
8126,article,publish,http://jus-tice.co.il/articles/שרותי-חשבות-היתרונות-והחסרונות-של-שיר,%d7%a9%d7%a8%d7%95%d7%aa%d7%99-%d7%97%d7%a9%d7%91%d7%95%d7%aa-%d7%94%d7%99%d7%aa%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%95%d7%94%d7%97%d7%a1%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a9%d7%99%d7%a8,UNKNOWN,UNKNOWN,שרותי חשבות: היתרונות והחסרונות של שירותי הנהלת חשבונות במיקור חוץ לעסקים,UNKNOWN,UNKNOWN,UNKNOWN,737,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8126-%d7%a9%d7%a8%d7%95%d7%aa%d7%99-%d7%97%d7%a9%d7%91%d7%95%d7%aa-%d7%94%d7%99%d7%aa%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%95%d7%94%d7%97%d7%a1%d7%a8%d7%95%d7%a0%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a9%d7%99%d7%a8.md
8113,article,publish,http://jus-tice.co.il/עבירות-מין-בקטינה-במרחב-הווירטואלי,%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%9e%d7%99%d7%9f-%d7%91%d7%a7%d7%98%d7%99%d7%a0%d7%94-%d7%91%d7%9e%d7%a8%d7%97%d7%91-%d7%94%d7%95%d7%95%d7%99%d7%a8%d7%98%d7%95%d7%90%d7%9c%d7%99,UNKNOWN,UNKNOWN,עבירות מין בקטינה במרחב הווירטואלי,UNKNOWN,UNKNOWN,UNKNOWN,352,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8113-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%9e%d7%99%d7%9f-%d7%91%d7%a7%d7%98%d7%99%d7%a0%d7%94-%d7%91%d7%9e%d7%a8%d7%97%d7%91-%d7%94%d7%95%d7%95%d7%99%d7%a8%d7%98%d7%95%d7%90%d7%9c%d7%99.md
8109,article,publish,http://jus-tice.co.il/מחקר-מימוש-זכויות-קטינים-נפגעי-עבירות-מין-חמורות-בתיקי-הסיוע-המשפטי,%d7%9e%d7%97%d7%a7%d7%a8-%d7%9e%d7%99%d7%9e%d7%95%d7%a9-%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%a7%d7%98%d7%99%d7%a0%d7%99%d7%9d-%d7%a0%d7%a4%d7%92%d7%a2%d7%99-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa,UNKNOWN,UNKNOWN,מחקר &#8211; מימוש זכויות קטינים נפגעי עבירות מין חמורות בתיקי הסיוע המשפטי,UNKNOWN,UNKNOWN,UNKNOWN,264,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,THIN,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8109-%d7%9e%d7%97%d7%a7%d7%a8-%d7%9e%d7%99%d7%9e%d7%95%d7%a9-%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%a7%d7%98%d7%99%d7%a0%d7%99%d7%9d-%d7%a0%d7%a4%d7%92%d7%a2%d7%99-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa.md
8107,article,publish,http://jus-tice.co.il/כתב-אישום-נגד-בן-70-מהרצליה-בגין-רצח-בנסיבות-מחמירות,%d7%9b%d7%aa%d7%91-%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-70-%d7%9e%d7%94%d7%a8%d7%a6%d7%9c%d7%99%d7%94-%d7%91%d7%92%d7%99%d7%9f-%d7%a8%d7%a6%d7%97-%d7%91%d7%a0%d7%a1%d7%99,UNKNOWN,UNKNOWN,כתב אישום נגד בן 70 מהרצליה בגין רצח בנסיבות מחמירות,UNKNOWN,UNKNOWN,UNKNOWN,263,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,THIN,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8107-%d7%9b%d7%aa%d7%91-%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%a0%d7%92%d7%93-%d7%91%d7%9f-70-%d7%9e%d7%94%d7%a8%d7%a6%d7%9c%d7%99%d7%94-%d7%91%d7%92%d7%99%d7%9f-%d7%a8%d7%a6%d7%97-%d7%91%d7%a0%d7%a1%d7%99.md
8103,article,publish,http://jus-tice.co.il/ביטול-אגרה-בגין-הגשת-דיווח-לאפוטרופוס-הכללי,%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%90%d7%92%d7%a8%d7%94-%d7%91%d7%92%d7%99%d7%9f-%d7%94%d7%92%d7%a9%d7%aa-%d7%93%d7%99%d7%95%d7%95%d7%97-%d7%9c%d7%90%d7%a4%d7%95%d7%98%d7%a8%d7%95%d7%a4%d7%95%d7%a1,UNKNOWN,UNKNOWN,ביטול אגרה בגין הגשת דיווח לאפוטרופוס הכללי.,UNKNOWN,UNKNOWN,UNKNOWN,305,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8103-%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%90%d7%92%d7%a8%d7%94-%d7%91%d7%92%d7%99%d7%9f-%d7%94%d7%92%d7%a9%d7%aa-%d7%93%d7%99%d7%95%d7%95%d7%97-%d7%9c%d7%90%d7%a4%d7%95%d7%98%d7%a8%d7%95%d7%a4%d7%95%d7%a1.md
8100,article,publish,http://jus-tice.co.il/פסילת-דיין-בבית-דין-רבני,%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%a4%d7%a1%d7%99%d7%9c%d7%aa-%d7%93%d7%99%d7%99%d7%9f-%d7%91%d7%91%d7%99%d7%aa-%d7%93%d7%99%d7%9f-%d7%a8%d7%91%d7%a0%d7%99,UNKNOWN,UNKNOWN,בקשה לפסילת דיין בבית דין רבני,UNKNOWN,UNKNOWN,UNKNOWN,1907,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8100-%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%a4%d7%a1%d7%99%d7%9c%d7%aa-%d7%93%d7%99%d7%99%d7%9f-%d7%91%d7%91%d7%99%d7%aa-%d7%93%d7%99%d7%9f-%d7%a8%d7%91%d7%a0%d7%99.md
8097,article,publish,http://jus-tice.co.il/דוחות-חניה-אמצעות-מסרון-לטלפון-נייד-sms,%d7%93%d7%95%d7%97%d7%95%d7%aa-%d7%97%d7%a0%d7%99%d7%94-%d7%90%d7%9e%d7%a6%d7%a2%d7%95%d7%aa-%d7%9e%d7%a1%d7%a8%d7%95%d7%9f-%d7%9c%d7%98%d7%9c%d7%a4%d7%95%d7%9f-%d7%a0%d7%99%d7%99%d7%93-sms,UNKNOWN,UNKNOWN,דוחות חניה אמצעות מסרון לטלפון נייד sms,UNKNOWN,UNKNOWN,UNKNOWN,114,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,THIN,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8097-%d7%93%d7%95%d7%97%d7%95%d7%aa-%d7%97%d7%a0%d7%99%d7%94-%d7%90%d7%9e%d7%a6%d7%a2%d7%95%d7%aa-%d7%9e%d7%a1%d7%a8%d7%95%d7%9f-%d7%9c%d7%98%d7%9c%d7%a4%d7%95%d7%9f-%d7%a0%d7%99%d7%99%d7%93-sms.md
8094,article,publish,http://jus-tice.co.il/אישום-הטרדות-של-עד-המדינה-ניר-חפץ-ועדת-ה,%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%94%d7%98%d7%a8%d7%93%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a2%d7%93-%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a0%d7%99%d7%a8-%d7%97%d7%a4%d7%a5-%d7%95%d7%a2%d7%93%d7%aa-%d7%94,UNKNOWN,UNKNOWN,"אישום הטרדות של עד המדינה ניר חפץ ועדת התביעה הדס קליין, במשפט המתנהל נגד ח&#8221;כ בנימין נתניהו",UNKNOWN,UNKNOWN,UNKNOWN,264,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,THIN,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8094-%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%94%d7%98%d7%a8%d7%93%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a2%d7%93-%d7%94%d7%9e%d7%93%d7%99%d7%a0%d7%94-%d7%a0%d7%99%d7%a8-%d7%97%d7%a4%d7%a5-%d7%95%d7%a2%d7%93%d7%aa-%d7%94.md
8089,article,publish,http://jus-tice.co.il/consent,%d7%9e%d7%94%d7%99-%d7%94%d7%a1%d7%9b%d7%9e%d7%94-%d7%94%d7%92%d7%93%d7%a8%d7%94-%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%aa-%d7%9c%d7%94%d7%a1%d7%9b%d7%9e%d7%94,UNKNOWN,UNKNOWN,מהי הסכמה? הגדרה משפטית להסכמה,UNKNOWN,UNKNOWN,UNKNOWN,1635,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8089-%d7%9e%d7%94%d7%99-%d7%94%d7%a1%d7%9b%d7%9e%d7%94-%d7%94%d7%92%d7%93%d7%a8%d7%94-%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%aa-%d7%9c%d7%94%d7%a1%d7%9b%d7%9e%d7%94.md
8083,article,publish,http://jus-tice.co.il/abuse-of-process,%d7%a9%d7%99%d7%9e%d7%95%d7%a9-%d7%9c%d7%a8%d7%a2%d7%94-%d7%91%d7%94%d7%9c%d7%99%d7%9b%d7%99%d7%9d-%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%99%d7%9d,UNKNOWN,UNKNOWN,שימוש לרעה בהליכים משפטיים,UNKNOWN,UNKNOWN,UNKNOWN,386,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,GOOD_BUT_NEEDS_UPDATE,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8083-%d7%a9%d7%99%d7%9e%d7%95%d7%a9-%d7%9c%d7%a8%d7%a2%d7%94-%d7%91%d7%94%d7%9c%d7%99%d7%9b%d7%99%d7%9d-%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%99%d7%9d.md
8077,article,publish,http://jus-tice.co.il/תא13429-05-21-נתניהו-ואח-נ-אולמרט,%d7%a0%d7%aa%d7%a0%d7%99%d7%94%d7%95-%d7%a0%d7%92%d7%93-%d7%90%d7%94%d7%95%d7%93-%d7%90%d7%95%d7%9c%d7%9e%d7%a8%d7%98-%d7%aa%d7%90-13429-05-21-%d7%aa%d7%91%d7%99%d7%a2%d7%aa-%d7%9c%d7%a9%d7%95,UNKNOWN,UNKNOWN,נתניהו נגד אהוד אולמרט (ת&#8221;א 13429-05-21) תביעת לשון הרע פסק הדין המלא,UNKNOWN,UNKNOWN,UNKNOWN,7902,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8077-%d7%a0%d7%aa%d7%a0%d7%99%d7%94%d7%95-%d7%a0%d7%92%d7%93-%d7%90%d7%94%d7%95%d7%93-%d7%90%d7%95%d7%9c%d7%9e%d7%a8%d7%98-%d7%aa%d7%90-13429-05-21-%d7%aa%d7%91%d7%99%d7%a2%d7%aa-%d7%9c%d7%a9%d7%95.md
8073,article,publish,http://jus-tice.co.il/תפ69728-06-20מדינת-ישראל-נ-סולומון,%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a7%d7%91%d7%9c%d7%aa-%d7%a9%d7%95%d7%97%d7%93-%d7%9e%d7%99,UNKNOWN,UNKNOWN,"הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים בידי עובד ציבור (ת&#8221;פ 69728-06-20)",UNKNOWN,UNKNOWN,UNKNOWN,45377,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,UNKNOWN,STRONG,NEEDS_OWNER_REVIEW,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,NO,post-8073-%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-%d7%9c%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%a7%d7%91%d7%9c%d7%aa-%d7%a9%d7%95%d7%97%d7%93-%d7%9e%d7%99.md
