post_id,post_type,wp_status,current_url,current_slug,current_title,author_id,published_date,modified_date,practice_area_ids,practice_area_names,category_ids,tag_ids
9609,articles,publish,http://jus-tice.co.il/hungary-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%94%d7%95%d7%a0%d7%92%d7%a8%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%95%d7%93%d7%a4%d7%a9%d7%98-%d7%94,עורך דין בהונגריה | עו&#8221;ד ישראלי בודפשט הונגריה,282,2023-06-02,2023-06-02,308,עורך דין,,
9583,articles,publish,http://jus-tice.co.il/human-trafficking/,%d7%9e%d7%94-%d7%96%d7%94-%d7%a1%d7%97%d7%a8-%d7%91%d7%91%d7%a0%d7%99-%d7%90%d7%93%d7%9d,עו&#8221;ד פלילי סחר בבני אדם,282,2023-05-31,2023-05-31,170,משפט פלילי,,
9575,articles,publish,http://jus-tice.co.il/sex-trafficking/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a1%d7%97%d7%a8-%d7%91%d7%9e%d7%99%d7%9f-%d7%a2%d7%95%d7%93-%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a1%d7%97%d7%a8-%d7%91%d7%91%d7%a0%d7%99-%d7%90,עורך דין סחר במין | עו&#8221;ד עבירות סחר למטרת ניצול מיני,282,2023-05-31,2023-05-31,170,משפט פלילי,,
9571,articles,publish,http://jus-tice.co.il/cybersex-trafficking/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a1%d7%97%d7%a8-%d7%91%d7%9e%d7%99%d7%9f-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%a2%d7%95%d7%93-%d7%a4%d7%a9%d7%a2%d7%99-%d7%9e%d7%99%d7%9f-%d7%90%d7%99,עורך דין סחר במין סייבר | עו&#8221;ד פשעי מין אינטרנט וסייבר,282,2023-05-31,2023-05-31,170,משפט פלילי,,
9559,articles,publish,http://jus-tice.co.il/italy-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%99%d7%98%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%90%d7%99%d7%98%d7%9c%d7%99%d7%94,עורך דין באיטליה | עו&#8221;ד ישראלי באיטליה,282,2023-05-29,2023-05-31,308,עורך דין,,
9554,articles,publish,http://jus-tice.co.il/cyber-laws/,%d7%93%d7%99%d7%a0%d7%99-%d7%a1%d7%99%d7%99%d7%91%d7%a8,הגדרת דיני סייבר,282,2023-05-27,2025-01-28,188,סייבר,,
9550,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A4%D7%95%D7%9C/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%90%d7%99%d7%a0%d7%98%d7%a8%d7%a4%d7%95%d7%9c,עורך דין פלילי אינטרפול,282,2023-05-27,2023-05-27,170,משפט פלילי,,
9547,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%99%D7%95%D7%A8%D7%95%D7%A4%D7%95%D7%9C/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%99%d7%95%d7%a8%d7%95%d7%a4%d7%95%d7%9c-europol,עורך דין יורופול Europol,282,2023-05-27,2023-05-27,308,עורך דין,,
9544,articles,publish,http://jus-tice.co.il/%D7%A6%D7%95-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%99/,%d7%a6%d7%95-%d7%9e%d7%a2%d7%a6%d7%a8-%d7%90%d7%99%d7%a8%d7%95%d7%a4%d7%99-%d7%a6%d7%95-%d7%97%d7%a7%d7%99%d7%a8%d7%94-%d7%90%d7%99%d7%a8%d7%95%d7%a4%d7%99,צו מעצר אירופי | צו חקירה אירופי,282,2023-05-27,2023-05-27,170,משפט פלילי,,
9534,articles,publish,http://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A4%D7%99-%D7%9E%D7%93%D7%99%D7%A0%D7%94/,%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9c%d7%a4%d7%99-%d7%9e%d7%93%d7%99%d7%a0%d7%94,ייצוג עורך דין פלילי לפי מדינה,282,2023-05-24,2023-05-24,170,משפט פלילי,,
9526,articles,publish,http://jus-tice.co.il/romania-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%a8%d7%95%d7%9e%d7%a0%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%a8%d7%95%d7%9e%d7%a0%d7%99%d7%94,עורך דין ברומניה | עו&#8221;ד ישראלי נוטריון בוקרשט רומניה,282,2023-05-22,2023-08-20,,,,
9521,articles,publish,http://jus-tice.co.il/united-arab-emirates-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%90%d7%99%d7%97%d7%95%d7%93-%d7%94%d7%90%d7%9e%d7%99%d7%a8%d7%95%d7%99%d7%95%d7%aa-%d7%94%d7%a2%d7%a8%d7%91%d7%99%d7%95%d7%aa,"עורך דין בדובאי איחוד האמירויות הערביות | עו&#8221;ד ישראלי בדובאי, אבו דאבי",282,2023-05-22,2023-08-28,308,עורך דין,,
9517,articles,publish,http://jus-tice.co.il/history-of-criminal-justice/,%d7%94%d7%99%d7%a1%d7%98%d7%95%d7%a8%d7%99%d7%94-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%a4%d7%98-%d7%a4%d7%9c%d7%99%d7%9c%d7%99,היסטוריה של משפט פלילי,282,2023-05-21,2023-05-21,170,משפט פלילי,,
9505,articles,publish,http://jus-tice.co.il/germany-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%92%d7%a8%d7%9e%d7%a0%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%92%d7%a8%d7%9e%d7%a0%d7%99%d7%94,עורך דין גרמניה | עו&#8221;ד ישראלי בגרמניה,282,2023-05-20,2023-08-06,308,עורך דין,,
9501,articles,publish,http://jus-tice.co.il/crime/,%d7%9e%d7%94-%d7%96%d7%94-%d7%a4%d7%a9%d7%a2-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%a9%d7%a2-%d7%a4%d7%9c%d7%99%d7%9c%d7%99,מה זה פשע? | עורך דין פשע פלילי,282,2023-05-20,2023-05-20,170,משפט פלילי,,
9488,articles,publish,http://jus-tice.co.il/portugal-golden-visa/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%95%d7%99%d7%96%d7%aa-%d7%96%d7%94%d7%91-%d7%9c%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-%d7%92%d7%95%d7%9c%d7%93%d7%9f-%d7%95%d7%99%d7%96%d7%94,כיצד לקבל תושבות תמורת השקעה פורטוגל (ויזת זהב/גולדן ויזה),282,2023-05-20,2024-02-03,683,פורטוגל,,
9481,articles,publish,http://jus-tice.co.il/golden-visa/,%d7%95%d7%99%d7%96%d7%aa-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%9c%d7%93%d7%9f-%d7%95%d7%99%d7%96%d7%94,ויזת זהב | גולדן ויזה | תושבות ואזרחות באמצעות השקעה,282,2023-05-20,2023-12-11,308,עורך דין,,
9468,articles,publish,http://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a9%d7%a4%d7%98-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%99%d7%a0%d7%9c%d7%90%d7%95%d7%9e%d7%99,עורך דין משפט פלילי בינלאומי,282,2023-05-18,2023-05-18,170,משפט פלילי,,
9459,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a9%d7%a4%d7%98-%d7%91%d7%99%d7%a0%d7%9c%d7%90%d7%95%d7%9e%d7%99,עורך דין משפט בינלאומי,282,2023-05-18,2023-05-18,308,עורך דין,,
9436,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a6%d7%91%d7%90%d7%99,עורך דין צבאי מומלץ | עורך דין צבאי מחיר,282,2023-05-17,2024-04-02,308,עורך דין,,
9427,articles,publish,http://jus-tice.co.il/criminal-defense-attorney-roles-and-responsibilities/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%99%d7%9d-%d7%95%d7%90%d7%97%d7%a8%d7%99%d7%95%d7%aa,עורך דין פלילי: תפקידים ואחריות,282,2023-05-08,2023-05-08,170,משפט פלילי,,
9422,articles,publish,http://jus-tice.co.il/1027470-24/,%d7%a0%d7%99%d7%9b%d7%95%d7%a8-%d7%94%d7%95%d7%a8%d7%99-%d7%9c%d7%90-%d7%aa%d7%aa%d7%a7%d7%91%d7%9c-%d7%98%d7%a2%d7%a0%d7%94-%d7%a9%d7%94%d7%99%d7%9c%d7%93-%d7%9c%d7%90-%d7%a8%d7%95%d7%a6,ניכור הורי – לא תתקבל טענה שהילד לא רוצה לפגוש בהורה השני,282,2023-05-07,2023-05-07,634,משמורת ילדים,,
9417,articles,publish,http://jus-tice.co.il/ethiopia-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%90%d7%aa%d7%99%d7%95%d7%a4%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%90%d7%aa%d7%99%d7%95%d7%a4%d7%99%d7%94,עורך דין אתיופיה | עו&#8221;ד ישראלי באתיופיה,282,2023-05-03,2023-05-03,308,עורך דין,,
9412,articles,publish,http://jus-tice.co.il/1338971-12/,%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%a8%d7%9b%d7%95%d7%a9-%d7%a2%d7%a4-%d7%97%d7%95%d7%a7-%d7%99%d7%97%d7%a1%d7%99-%d7%9e%d7%9e%d7%95%d7%9f-%d7%91%d7%9e%d7%a7%d7%a8%d7%94-%d7%a9%d7%9c%d7%90-%d7%94,חלוקת רכוש ע&#8221;פ חוק יחסי ממון במקרה שלא היה קניין 1338971-12 ביה&#8221;ד אשדוד,282,2023-04-25,2023-04-25,68,דיני משפחה,,
9359,articles,publish,http://jus-tice.co.il/admission-to-practice-law/,%d7%a7%d7%91%d7%9c%d7%94-%d7%9c%d7%a2%d7%99%d7%a1%d7%95%d7%a7-%d7%91%d7%a2%d7%a8%d7%99%d7%9b%d7%aa-%d7%93%d7%99%d7%9f,להיות עורך דין: קבלה לעיסוק בעריכת דין,282,2023-04-13,2023-04-14,308,עורך דין,,
9351,articles,publish,http://jus-tice.co.il/american-bar-association/,%d7%9c%d7%a9%d7%9b%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90%d7%99%d7%aa-aba,לשכת עורכי הדין האמריקאית ABA,282,2023-04-13,2023-08-18,308,עורך דין,,
9339,articles,publish,http://jus-tice.co.il/personal-injury-law/,%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%9c%d7%a4%d7%99-%d7%97%d7%95%d7%a7-%d7%a0%d7%96%d7%a7%d7%99-%d7%92%d7%95%d7%a3-%d7%91%d7%90%d7%a8%d7%94%d7%91-%d7%9b%d7%9c-%d7%9e%d7%94-%d7%a9%d7%a6%d7%a8%d7%99,עורך דין נזקי גוף ארה&#8221;ב | תביעה לנזקי גוף בארצות הברית: כל מה שצריך לדעת,282,2023-04-12,2023-04-12,,,,
9321,articles,publish,http://jus-tice.co.il/artificial-general-intelligence/,agi-%d7%91%d7%99%d7%a0%d7%94-%d7%9b%d7%9c%d7%9c%d7%99%d7%aa-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-%d7%97%d7%96,AGI בינה כללית מלאכותית | בינה מלאכותית חזקה,282,2023-04-09,2023-04-09,188,סייבר,,
9310,articles,publish,http://jus-tice.co.il/construction-law/,%d7%93%d7%99%d7%a0%d7%99-%d7%aa%d7%9b%d7%a0%d7%95%d7%9f-%d7%95%d7%91%d7%a0%d7%99%d7%94,דיני תכנון ובניה,282,2023-04-04,2023-04-05,234,"מקרקעין | נדל""ן",,
9293,articles,publish,http://jus-tice.co.il/usa-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa,עורך דין ארצות הברית | ייצוג משפטי עו&#8221;ד ישראלי בארה״ב | מומחיות בדין האמריקאי,282,2023-04-03,2023-12-16,308,עורך דין,,
9291,articles,publish,http://jus-tice.co.il/69430-06-20/,%d7%a4%d7%a1%d7%93-%d7%94%d7%92%d7%a0%d7%aa-%d7%a4%d7%a8%d7%98%d7%99%d7%95%d7%aa-%d7%95%d7%94%d7%90%d7%96%d7%a0%d7%94-%d7%90%d7%a1%d7%95%d7%a8%d7%94-%d7%9e%d7%a4%d7%92%d7%a9%d7%99-%d7%90%d7%91,פס&#8221;ד הגנת פרטיות והאזנה אסורה מפגשי אב ובתו (תמ&#8221;ש 69430-06-20),282,2023-04-03,2023-04-03,646,פסקי דין חשובים,,
9288,articles,publish,http://jus-tice.co.il/18744-11-18/,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%a4%d7%aa-%d7%a9-%d7%90%d7%a4%d7%a8%d7%aa-%d7%95%d7%a0%d7%a7%d7%a8%d7%98-%d7%a4,"ביהמ&#8221;ש לענייני משפחה פ&#8221;ת, ש' אפרת ונקרט: פס&#8221;ד בשאלת זכויותיו של יורש שגר בנכס המורישה טרם מותה ובהסכמתה (תמ&#8221;ש 18744-11-18)",282,2023-04-03,2023-04-03,646,פסקי דין חשובים,,
9286,articles,publish,http://jus-tice.co.il/62758-11-22/,%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%90%d7%a8%d7%99%d7%90%d7%9c-%d7%9e%d7%9e%d7%9f-%d7%93%d7%97%d7%99%d7%99%d7%aa-%d7%91%d7%a7%d7%a9%d7%94-%d7%a9%d7%9c-%d7%94%d7%aa%d7%95%d7%91%d7%a2-%d7%9c%d7%94%d7%aa,השופט אריאל ממן: דחיית בקשה של התובע להתמנות לאפוטרופוס של אביו (א&#8221;פ 62758-11-22),282,2023-04-03,2023-04-03,646,פסקי דין חשובים,,
9260,articles,publish,http://jus-tice.co.il/21213-04-18/,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%a4%d7%aa%d7%97-%d7%aa%d7%a7%d7%95%d7%95%d7%94-%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%a2,"ביהמ&#8221;ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן: פס&#8221;ד שעניינו איזון משאבים בין בני זוג לשעבר וחלוקת צרכי ילדיהם הקטינים ביניהם. הילדים מעל גיל 6 ובאחריות הורית משותפת (תלה&#8221;מ 21213-04-18)",282,2023-04-02,2024-02-25,68,דיני משפחה,,
9258,articles,publish,http://jus-tice.co.il/47565-12-18/,%d7%a4%d7%a1%d7%93-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%9c%d7%94%d7%9b%d7%a8%d7%96%d7%94-%d7%a2%d7%9c-%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%91%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%aa,פס&#8221;ד בתביעה להכרזה על בעלות במקרקעין (תמ&#8221;ש 47565-12-18),282,2023-04-02,2023-04-02,234,"מקרקעין | נדל""ן",,
9246,articles,publish,http://jus-tice.co.il/11314-01-23/,%d7%a9%d7%95%d7%a4%d7%98-%d7%90%d7%a1%d7%a3-%d7%96%d7%92%d7%95%d7%a8%d7%99-%d7%a4%d7%a1%d7%93-%d7%91%d7%a2%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%97%d7%9c%d7%98%d7%94-%d7%93%d7%99%d7%95%d7%a0%d7%99,שופט אסף זגורי: פס&#8221;ד בעניין החלטה דיונית בתיק עזבון בדבר גילוי מסמכים (רמ&#8221;ש 11314-01-23),282,2023-04-02,2023-04-02,646,פסקי דין חשובים,,
9133,articles,publish,http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/,%d7%97%d7%95%d7%a7-%d7%94%d7%a2%d7%95%d7%a0%d7%a9%d7%99%d7%9f-%d7%aa%d7%a9%d7%9c%d7%96-1977-%d7%9e%d7%a2%d7%95%d7%93%d7%9b%d7%9f-2023-%d7%a2%d7%9d-%d7%94%d7%a1%d7%91%d7%a8%d7%99%d7%9d,"חוק העונשין, תשל&#8221;ז-1977* | מעודכן 2023 עם הסברים",282,2023-03-31,2023-04-01,170,משפט פלילי,,
9128,articles,publish,http://jus-tice.co.il/%D7%90%D7%9E%D7%A0%D7%AA-%D7%94%D7%90%D7%95%D7%9E%D7%95%D7%AA-%D7%94%D7%9E%D7%90%D7%95%D7%97%D7%93%D7%95%D7%AA-%D7%A0%D7%92%D7%93-%D7%A9%D7%97%D7%99%D7%AA%D7%95%D7%AA/,%d7%90%d7%9e%d7%a0%d7%aa-%d7%94%d7%90%d7%95%d7%9e%d7%95%d7%aa-%d7%94%d7%9e%d7%90%d7%95%d7%97%d7%93%d7%95%d7%aa-%d7%a0%d7%92%d7%93-%d7%a9%d7%97%d7%99%d7%aa%d7%95%d7%aa,אמנת האומות המאוחדות נגד שחיתות,282,2023-03-30,2023-03-30,170,משפט פלילי,,
9126,articles,publish,http://jus-tice.co.il/%D7%93%D7%99%D7%9C%D7%9E%D7%AA-%D7%90%D7%A1%D7%99%D7%A8-%D7%97%D7%A3-%D7%9E%D7%A4%D7%A9%D7%A2/,%d7%93%d7%99%d7%9c%d7%9e%d7%aa-%d7%90%d7%a1%d7%99%d7%a8-%d7%97%d7%a3-%d7%9e%d7%a4%d7%a9%d7%a2,דילמת אסיר חף מפשע,282,2023-03-30,2023-03-30,170,משפט פלילי,,
9119,articles,publish,http://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07/,%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-%d7%91%d7%9e%d7%a9%d7%a4%d7%98-%d7%94%d7%97%d7%95%d7%96%d7%a8-%d7%a9%d7%9c-%d7%a8%d7%95%d7%9e%d7%9f-%d7%96%d7%93%d7%95%d7%a8%d7%95%d7%91-%d7%aa%d7%a4,הזיכוי: הכרעת דין במשפט החוזר של רומן זדורוב (תפ&#8221;ח 502-07) פסק דין מלא להורדה,282,2023-03-30,2023-03-30,642,פלילי פסקי דין חשובים,,
9102,articles,publish,http://jus-tice.co.il/8935-09-22/,%d7%a4%d7%a1%d7%93-%d7%91%d7%97%d7%99%d7%a9%d7%95%d7%91-%d7%a9%d7%91%d7%97-%d7%91%d7%92%d7%99%d7%9f-%d7%9e%d7%9b%d7%99%d7%a8%d7%aa-%d7%93%d7%99%d7%a8%d7%aa-%d7%9e%d7%92%d7%95%d7%a8%d7%99%d7%9d,פס&#8221;ד בחישוב שבח בגין מכירת דירת מגורים (ו&#8221;ע 8935-09-22),282,2023-03-29,2023-03-29,234,"מקרקעין | נדל""ן",,
9090,articles,publish,http://jus-tice.co.il/real-estate-investing/,%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f,עורך דין השקעות נדל&#8221;ן בחו&#8221;ל | המדריך לרכישת נכס נדל&#8221;ן מחוץ לישראל,282,2023-03-29,2023-09-06,234,"מקרקעין | נדל""ן",,
9050,articles,publish,http://jus-tice.co.il/france-lawyers/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%a6%d7%a8%d7%a4%d7%aa-%d7%a2%d7%95%d7%93-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91,עורך דין צרפת | עו&#8221;ד ישראלי בצרפת,282,2023-03-27,2025-03-07,308,עורך דין,,
9044,articles,publish,http://jus-tice.co.il/comparative-criminal-justice/,%d7%9e%d7%a9%d7%a4%d7%98-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%aa%d7%99-%d7%a4%d7%9c%d7%99%d7%9c%d7%99,משפט השוואתי פלילי,282,2023-03-26,2023-03-26,170,משפט פלילי,,
9040,articles,publish,http://jus-tice.co.il/53556-05-18/,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%a4%d7%9c%d7%99,"ביהמ&#8221;ש לענייני משפחה ירושלים, השופט פליקס גורודצקי: פס&#8221;ד בעניין תביעה רכושית בין בני זוג (תלה&#8221;מ 53556-05-18)",282,2023-03-26,2023-03-26,,,,
9032,articles,publish,http://jus-tice.co.il/hong-kong-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%94%d7%95%d7%a0%d7%92-%d7%a7%d7%95%d7%a0%d7%92-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%94%d7%95%d7%a0%d7%92-%d7%a7,עורך דין בהונג קונג | עו&#8221;ד ישראלי בהונג קונג | משרד עורכי דין,282,2023-03-25,2023-03-25,308,עורך דין,,
9020,articles,publish,http://jus-tice.co.il/real-estate-appraiser/,%d7%a9%d7%9e%d7%90%d7%99-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%a9%d7%9e%d7%90%d7%95%d7%aa-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f,שמאי מקרקעין | שמאות מקרקעין,282,2023-03-25,2023-03-25,234,"מקרקעין | נדל""ן",,
9012,articles,publish,http://jus-tice.co.il/real-estate-agent/,%d7%aa%d7%99%d7%95%d7%95%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f,תיווך נדל&#8221;ן: מתווך – סוכן נדל&#8221;ן,282,2023-03-24,2023-03-29,234,"מקרקעין | נדל""ן",,
9004,articles,publish,http://jus-tice.co.il/15443-09-20/,%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%90%d7%95,"ביהמ&#8221;ש לענייני משפחה ירושלים, השופטת אורית בן דור ליבל: פס&#8221;ד בעניין תביעת אם לביטול הסכם מתנה במקרקעין לבנה (תמ&#8221;ש 15443-09-20)",282,2023-03-23,2023-03-23,,,,
9002,articles,publish,http://jus-tice.co.il/3859-11-20/,%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%90%d7%95%d7%a8%d7%99%d7%aa-%d7%91%d7%9f-%d7%93%d7%95%d7%a8-%d7%9c%d7%99%d7%91%d7%9c-%d7%a4%d7%a1%d7%93-%d7%a9%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%95-%d7%9c,השופטת אורית בן דור ליבל: פס&#8221;ד שעניינו לאיזון משאבים ולחלוקת רכוש ובתביעה למזונות ילדים בין בני זוג לשעבר (תלה&#8221;מ 3859-11-20),282,2023-03-23,2023-03-23,68,דיני משפחה,,
8997,articles,publish,http://jus-tice.co.il/14434-07-22/,%d7%a4%d7%a1%d7%93-%d7%91%d7%91%d7%a7%d7%a9%d7%aa-%d7%99%d7%95%d7%a8%d7%a9%d7%99%d7%9d-%d7%9c%d7%94%d7%aa%d7%9e%d7%a0%d7%95%d7%aa-%d7%9b%d7%9e%d7%a0%d7%94%d7%9c%d7%99-%d7%a2%d7%96%d7%91%d7%95%d7%9f,פס&#8221;ד בבקשת יורשים להתמנות כמנהלי עזבון זמניים לצורך ניהול הליכים בשם העזבון תוך סירובם להוציא צו ירושה אחר המנוח (ת&#8221;ע 14434-07-22),282,2023-03-23,2023-03-23,68,דיני משפחה,,
