full_name,entity_type,guide_code,sample_source_url
"אייל קוצ'ינסקי, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תכנון_ובניה
אייל קורסיה ושות'-משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
"איילת זקן, עורכת דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"איילת סבג, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
"איילת רייך- משרד עו""ד נוטריון וגישור",firm,G2,https://www.bdicode.com/bdilaw2025/32/
"איילת רייך- משרד עורכי דין, נוטריון וגישור",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
"איילת שיים מור- עו""ד ומגשרת",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
איימי בכור בוני ושות',firm,G2,https://www.bdicode.com/bdilaw2025/31/
איימי בכור בוני ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"אילן אורלי ושות', משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/34/
"אילן בומבך ושות' משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
אילן בומבך משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/34/
אילן גלזר ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
אילן יעקובוביץ - משרד עורכי דין למשפחה,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
אילן סופר ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"אילנית האס ארד- עו""ד, נוטריון ומגשרת",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"אילנית האס- ארד, עו""ד, מגשרת ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
אימבר גולן פרטוש חברה לעורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
אימבר גולן פרטוש חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/28/
איפרמן לוי משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
איריס אלמוג משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"איריס אלמוג, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
אירית רייכמן ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
אירית רייכמן ושות׳ - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"איתן האזרחי ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
איתן לירז ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"איתן לירז ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/38/
איתן מעוז עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
"איתן מעוז, עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/32/
"איתן קוהלי - משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
איתן ש. ארז ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"אלדד - פרץ, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
אלדר אדטו משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"אלה ישראלוב פילוסוף, חברת משרד עו""ד ונוטריון",firm,G2,https://www.bdicode.com/bdilaw2025/27/
אלון בלגה - חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/28/
אלון בלגה חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
"אלון יפה, עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
אלון כהן משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/23/
"אלטמן, פוקס ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
אלי דמרי משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
"אלי כרוב, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
"אלי לוינזון-סלע, עו""ד",person,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מגשרים
"אליה טל עו""ד ומגשרת",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
"אליהו מזרחי - משרד עו""ד לענייני משפחה ומעמד אישי",firm,G2,https://www.bdicode.com/bdilaw2025/31/
אליהו מזרחי - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
אליהו מלך ושות' - חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
אליהו מלך ושות' חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
אלינור רוזן שוורץ עורכת דין ומגשרת,person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
אלעד דנוך - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תובענות_ייצוגיות
"אלעד ואתי מאור, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"אלעד זמיר ושות', משרד עורכי דין וטוענים רבניים",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"אלעד מורג, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
אלעד מורצקי - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/17/
אלעד מורצקי משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
"אלעד צברי, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/32/
אלעד שאול ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
"אלרום, רום ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
אלתר עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
אמודאי צמח וולוך ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
אמיר אלירז חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"אמיר טיטונוביץ, משרד עורכי-דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
"אמיר ציון, עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/26/
אמיר שטיינהרץ ושות',firm,G2,https://www.bdicode.com/bdilaw2025/19/
אמיר שטיינהרץ ושות' משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
אמיתי סביון משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/27/
אנגלרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
"אסנת ליברמן - משרד עו""ד ומגשרת משפחה",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
אסף גופר משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
אסף כהן משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/19/
אסף שרעף עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
"אסתי נדל, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
"אסתי נדל, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
אפרים ויינשטיין עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
אפרת אנגל עורכת דין ומגשרת,person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
אפרת דויטש ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
אפרתי גלילי בן-חור צוק ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/מסחרי_בינלאומי
אפשטיין רוזנבלום מעוז (ERM),firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
"ארביב-פרץ, חברת עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"ארדינסט, בן נתן, טולידאנו EBN",firm,G2,https://www.bdicode.com/bdilaw2025/25/
"ארדינסט, בן נתן, טולידאנו ושות' עם המבורגר עברון",firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מיזוגים_ורכישות
ארואסטי ננר ושות',firm,G2,https://www.bdicode.com/bdilaw2025/17/
"ארואסטי ננר ושות', משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
"ארונסון, רונקין-נור, אייל משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לקוחות_פרטיים_נאמנויות_וניהול_הון_משפחתי
ארז דיין ושות' - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
ארז קדם חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
ארז רוזנבוך - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/שוק_ההון
אריאל דובינסקי - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_ליטיגציה
"אריאל יונגר, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תכנון_ובניה
"אריאל נעמה ושות' משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"אריאל עטרי, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
"אריאל שמר, גוטרמן גלמן ושות' משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"אריאל שמר, גוטרמן, גלמן ושות' משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
אריה חגי - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
אריה שילאנסקי. עורך דין | נזקי גוף ורשלנות רפואית,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
ארליך ופנסטר מקבוצת ארליך,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_Patent_Prosecution
ארליך תמי משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"ארליך, נויבואר ומלצר עורכי דין מקבוצת ארליך",firm,G2,https://www.bdicode.com/bdilaw2025/32/
"ארליך, נויבואר ומלצר עורכי-דין מקבוצת ארליך",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_ליטיגציה
ארנה לין ושות' משרד עורכות דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
ארנון גרפי ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
ארנון שגב ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
"ארנון, תדמור-לוי",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/איכות_הסביבה
"ארתור שני ושות' - חברת עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"אשר אביטן ושות', משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
אתי אבנרי - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"אתי גרינברג - גל עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/27/
"אתי גרינברג-גל, עורכת דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
ב. לוינבוק ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
באום הנגבי ושות',firm,G2,https://www.bdicode.com/bdilaw2025/19/
"בודיק קוכמן - טובל, משרד עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
בוטבול גלבוע רם - משרד עורכי דין (BGR),firm,G1,https://www.duns100.co.il/rating/עורכי_דין/בנקאות_ומימון
בונר רזגור עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"בונר רזגור, עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
בועז קניג משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
בטי מצר לוי | רוית קרן-רוזין משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
בטי מצר לוי משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/23/
בטש ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"בך, לדרמן ושות', משרד עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
בכר שבתאי - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
בכר תומר- משרד עורכי-דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/27/
"בלאו, אהרן-מועלם ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
בלטנר אברהמי ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"בלטר, גוט, אלוני ושות' - עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
בן אליעזר ושות' משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/20/
"בן אליעזר ושות' עו""ד",firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מיסוי_מונציפאלי
"בן ארי פיש, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/איכות_הסביבה
בן דוד עמית משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
"בן יאיר, וגנר, רזניק - עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
בן מעוז - חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/26/
בן מעוז - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
בן נתן ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"בן עמי, ביגון ושות' (GBTAX)",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
בן פורת רז ושות' - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
"בן פורת, רז משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"בן צור קורב ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"בן צור-קורב ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/27/
בן קרפל ושות',firm,G2,https://www.bdicode.com/bdilaw2025/29/
בן קרפל ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
"בן-דרור, חימי ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תובענות_ייצוגיות
בן-יעקב משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/17/
"בן-יעקב, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לקוחות_פרטיים_נאמנויות_וניהול_הון_משפחתי
"בן-שחר, לקנר ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/19/
"בן-שעיה קובי משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
בנאי עזריאל שטרן - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
"בני דון-יחייא, משרד עורכי דין לדיני משפחה וירושה",firm,G2,https://www.bdicode.com/bdilaw2025/31/
בניהו לאבל - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
בניהו לאבל משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/33/
"בנימין (בני) מ. כהן ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
"בנימין (בני) מ. כהן ושות', משרד עורכי-דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
בנימין פילובסקי,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
בנימיני ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
בננסון ושות' עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
בעז קראוס - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"בקרמן-אפרתי, פיירשטיין-טייאר משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
בר - סלע - עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
"בר יוסף, נאוי, תורג'מן ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
בר מוחא משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"בר-מוחא, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"בר-קהן, ציגנלאוב ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/25/
"בר-קהן, ציגנלאוב ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"בראון, צאודר-אסלן",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"בראון, צאודר-אסלן, עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/33/
ברגמן- שני משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
"ברגמן-שני, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/38/
"ברגרזון ושות', משרד עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
ברדוגו שלומי - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
ברדוגו שלומי- משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"ברון ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
"ברון ושות, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/32/
ברטוב ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
ברטוב ושות' וערכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/33/
"ברטל, כהן, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
"ברטלר, חברת עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
ברכה ושות - בוטיק מיסים,firm,G2,https://www.bdicode.com/bdilaw2025/22/
ברכה ושות' - בוטיק מיסים,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/בלוקציין_ומטבעות__קריפטוגרפים
ברנע ג'פה לנדה,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
ברק - גיט - מיסטריאל - ליבוביץ עורכי דין,firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מיסוי_מונציפאלי
ברק גיט מיסטריאל ליבוביץ עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/20/
"ברקמן ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
בשה זבידה ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
ג'וליאן חדאד משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
"ג'ון גבע, הדר ושות' - עורכי דין ומגשרים",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
"ג'ון גבע, הדר ושות'- משרד עורכי דין ומגשרים",firm,G2,https://www.bdicode.com/bdilaw2025/27/
ג'יי הייט ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
ג. קסטנבאום ושות עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/33/
ג. קסטנבאום ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
גבע רוזן - משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"גבר, ארנון ושות' משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"גבר, ארנון ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/19/
גבריאל ראובינוף - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/27/
"גבריאל ראובינוף משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
"גדעון פישר ושות' משרד עו""ד ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
"גדעון רובין ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
גוטמן הרטמן ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"גולדבלט גינדס יריב - חברת עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/32/
גולדמן ושות' - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/32/
גולדפרב גרוס זליגמן,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/איכות_הסביבה
גולדשטיין ושות' - משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/19/
גורניצקי ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/איכות_הסביבה
גושן - לוי - קומבליס - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/32/
גושן - לוי - קומבליס משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
גיא אופיר משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
גיא העליון משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
גיא ויצלבסקי עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
גיא חי - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/29/
"גיא צברי, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
גיא רוטרף משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
גיא שדה - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
גייזלר עורכי-דין,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"גיל אפרתי ושות' משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/26/
גיל אפרתי ושות'- משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
גיל הירשמן ושות' עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/31/
גיל סולומון ושות',firm,G2,https://www.bdicode.com/bdilaw2025/22/
גיל סולומון ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
גילוני אזולאי משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/34/
"גילוני אזולאי, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/32/
גילי גולדברג הורוביץ,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
"גילת ברקת ושות', קבוצת ריינהולד כהן",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_ליטיגציה
גינדי - כספי ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
גינסבורג ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לקוחות_פרטיים_נאמנויות_וניהול_הון_משפחתי
"גיסין ושות' עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/38/
"גיסין ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
גל רוסבי מור חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"גלובינסקי, המר, אראל ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
"גלוזמן, חוברס, להט ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/19/
גליה כהן ושות' עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
"גליה כהן, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
גלית קרנר ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
גלעד ברמן - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
גלעד נרקיס - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/26/
גלעד נרקיס משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"גלעד רמתי, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
"גלעד שר, תלחמי ושות' - עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/25/
"גלעד שר, תלחמי ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מימון_פרוייקטים_אנרגיה_ותשתיות
"גלר, האן - מרקוביץ, פרג, שוואב, זיו, דנן ושות' - עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"גלר, האן- מרקוביץ, פרג, שוואב, זיו ושות' - משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/26/
גלרשטיין וינס ושות' - עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
גנגינה דן ושות',firm,G2,https://www.bdicode.com/bdilaw2025/19/
"גנות - עמיקם ושות' עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
גרומן ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"גרון גלבוע, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
גרוס אורעד שלימוף ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
גרוסמן קורדובה גלעד ושות' משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
"גרוסמן, גלעד ושות' משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תחבורה
גרנות שפייזר עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
