post_id,post_type,status,title,slug,current_url,current_path,has_articles_prefix,modified,practice_areas,categories,source
11736,article,publish,"רכישת נדל&#8221;ן 2025 – כל מה שצריך לדעת","property-purchase-2025","https://jus-tice.co.il/articles/property-purchase-2025/","/articles/property-purchase-2025/",YES,2026-05-16T23:48:06,"234","",REST_API
11695,article,publish,"איך לבחור משרד עורך דין גירושין כשמתגרשים","lawyer-divorce","https://jus-tice.co.il/articles/lawyer-divorce/","/articles/lawyer-divorce/",YES,2026-05-16T23:48:06,"308","",REST_API
11687,article,publish,"עורך דין מומלץ 2025 לתחום גירושין דיני משפחה צוואות וירושות &#8211; פירמת עורכי הדין רוטנברג דיני משפחה","family-law-lawyer-recommended-divorce-wills-inheritances","https://jus-tice.co.il/articles/family-law-lawyer-recommended-divorce-wills-inheritances/","/articles/family-law-lawyer-recommended-divorce-wills-inheritances/",YES,2026-05-16T23:48:06,"308","",REST_API
11679,article,publish,"ייעוץ גירושין מדריך מקיף | פגישת ייעוץ לפני גירושין","divorce-consultation-guide","https://jus-tice.co.il/articles/divorce-consultation-guide/","/articles/divorce-consultation-guide/",YES,2026-05-16T23:30:24,"68","",REST_API
11671,article,publish,"משרד עורכי הדין רוטנברג בדירוג המובילים בתחום דיני משפחה וגירושין","rotenberg-law-top-ranked-family-divorce-mediation","https://jus-tice.co.il/articles/rotenberg-law-top-ranked-family-divorce-mediation/","/articles/rotenberg-law-top-ranked-family-divorce-mediation/",YES,2026-05-16T23:30:26,"68","",REST_API
11666,article,publish,"כיצד להפוך לעורך דין לענייני משפחה | עו&#8221;ד דיני משפחה גירושין צוואות ירושות","how-to-become-a-family-lawyer","https://jus-tice.co.il/articles/how-to-become-a-family-lawyer/","/articles/how-to-become-a-family-lawyer/",YES,2026-05-16T23:30:26,"68","",REST_API
11651,article,publish,"מהם המאפיינים של עורך דין טוב לגירושין? | כיצד לבחור עו&#8221;ד גירושין מתאים לך","qualities-best-divorce-attorneys","https://jus-tice.co.il/articles/qualities-best-divorce-attorneys/","/articles/qualities-best-divorce-attorneys/",YES,2026-05-16T23:30:26,"68","",REST_API
11645,article,publish,"בגידה: סטטיסטיקה נתונים סיבות לבגידות ומה עושים כשחושדים בבגידת בן/בת זוג","infidelity-statistics-reasons-suspicions","https://jus-tice.co.il/articles/infidelity-statistics-reasons-suspicions/","/articles/infidelity-statistics-reasons-suspicions/",YES,2026-05-16T23:30:28,"68","",REST_API
11643,article,publish,"השופט אפרים צ&#8217;יזיק: פס&#8221;ד בעניין התנגדויות לקיום שתי צווי צוואת של מנוחה על ידי בנותיה (ת&#8221;ע 27404-01-23)","27404-01-23","https://jus-tice.co.il/articles/27404-01-23/","/articles/27404-01-23/",YES,2026-05-16T23:30:28,"68","",REST_API
11637,article,publish,"תקפות הסכם גירושין שנטען כי נעשה למראית עין וכי בטל בהתנהגות הצדדים או בשל הפרתו","divorce-agreement-validity-dispute","https://jus-tice.co.il/articles/divorce-agreement-validity-dispute/","/articles/divorce-agreement-validity-dispute/",YES,2026-05-16T23:30:28,"68","",REST_API
11633,article,publish,"מה דינה של תביעת גירושין שהוגשה בשגגה בתקופת עיכוב ההליכים?","divorce-claim-error-during-stay","https://jus-tice.co.il/articles/divorce-claim-error-during-stay/","/articles/divorce-claim-error-during-stay/",YES,2026-05-16T23:30:31,"68","",REST_API
11628,article,publish,"תנאי הסמכות לדון בענייני הרכוש כשתביעת הגירושין הייתה לפי סעיף 4א לחשבד&#8221;ר","property-jurisdiction-divorce-claim-section-4a","https://jus-tice.co.il/articles/property-jurisdiction-divorce-claim-section-4a/","/articles/property-jurisdiction-divorce-claim-section-4a/",YES,2026-05-16T23:30:30,"68","",REST_API
11619,article,publish,"השופטת שירלי שי: פס&#8221;ד הדוחה בקשות לקיום צוואה בטענות השפעה בלתי הוגנת ומעורבות פסולה ודחיית תביעה לפסק דין הצהרתי (ת&#8221;ע 54220-09-20 ועוד)","54220-09-20","https://jus-tice.co.il/articles/54220-09-20/","/articles/54220-09-20/",YES,2026-05-16T23:30:31,"68","",REST_API
11617,article,publish,"מה ההבדל בין רשלנות רפואית לבין הזנחה רפואית?","medical-malpractice-vs-negligence-differences-israel","https://jus-tice.co.il/articles/medical-malpractice-vs-negligence-differences-israel/","/articles/medical-malpractice-vs-negligence-differences-israel/",YES,2026-05-16T23:30:33,"76","",REST_API
11615,article,publish,"בגידה, ניאוף ובגידה זוגית | דיני משפחה וגירושין","infidelity-adultery-marital-betrayal-family-law","https://jus-tice.co.il/articles/infidelity-adultery-marital-betrayal-family-law/","/articles/infidelity-adultery-marital-betrayal-family-law/",YES,2026-05-16T23:30:33,"68","",REST_API
11613,article,publish,"תביעה נזיקית בזיקה לחיוב האיש בכתובה 1511-7 &#8211; ביה&#8221;ד אשדוד‎ | בחינה הלכתית של פסיקת ביהמ&#8221;ש","damages-claim-husband-ketubah-obligation","https://jus-tice.co.il/articles/damages-claim-husband-ketubah-obligation/","/articles/damages-claim-husband-ketubah-obligation/",YES,2026-05-16T23:30:33,"68","",REST_API
11607,article,publish,"עורך דין רשלנות רפואית | עו&#8221;ד רשלנות רפואית","medical-malpractice-lawyer","https://jus-tice.co.il/articles/medical-malpractice-lawyer/","/articles/medical-malpractice-lawyer/",YES,2026-05-16T23:30:35,"308","",REST_API
11603,article,publish,"פירוק שיתוף הצהרתי מזונות אשה וקטינים (תלה&#8221;מ 22950-11-20) | פסק דין כב&#8217; שופטת גילה ספרא ברנע","decision22950-11-20","https://jus-tice.co.il/articles/decision22950-11-20/","/articles/decision22950-11-20/",YES,2026-05-16T23:30:35,"68","",REST_API
11600,article,publish,"פס&#8221;ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות בהליכי מתן הרישיון לעסוק ברפואה (ת&#8221;א 10918-10-19)","10918-10-19","https://jus-tice.co.il/articles/10918-10-19/","/articles/10918-10-19/",YES,2026-05-16T23:30:35,"76","",REST_API
11598,article,publish,"מעמדו של חשבון בנק הרשום ע&#8221;ש בני הזוג &#8211; 1381290-2 &#8211; ביה&#8221;ד ירושלים‎","jerusalem-rabbinical-court-account-bank-1381290-2","https://jus-tice.co.il/articles/jerusalem-rabbinical-court-account-bank-1381290-2/","/articles/jerusalem-rabbinical-court-account-bank-1381290-2/",YES,2026-05-16T23:48:08,"68","",REST_API
11590,article,publish,"בן צור קורב ושות&#8217; – משרד עורכי דין","benzur-korb-co","https://jus-tice.co.il/articles/benzur-korb-co/","/articles/benzur-korb-co/",YES,2026-05-16T23:30:37,"170","",REST_API
11587,article,publish,"חשיפת תמונות אישה שנתפסה בבגידה | השופטת מורן ואלך ניסן: פס&#8221;ד בתביעה לפיצוי מכוח חוק איסור לשון הרע והגנת הפרטיות בגין הצגת תמונות אינטימיות של אישה לעיני הוריה (תמ&#8221;ש 10864-09-21, 8209-12-21)","10864-09-21","https://jus-tice.co.il/articles/10864-09-21/","/articles/10864-09-21/",YES,2026-05-16T23:30:37,"68","",REST_API
11584,article,publish,"עוולה | נזק ופיצוי | דיני הנזיקין ורשלנות | עו&#8221;ד נזיקין","damage-compensation-laws-torts","https://jus-tice.co.il/articles/damage-compensation-laws-torts/","/articles/damage-compensation-laws-torts/",YES,2026-05-16T23:48:08,"76","",REST_API
11573,article,publish,"משרד עורכי דין ד&#8221;ר אסף פוזנר","law-firm","https://jus-tice.co.il/articles/law-firm/","/articles/law-firm/",YES,2026-05-16T23:48:08,"308","",REST_API
11571,article,publish,"אלמוג-שפירא, חברת עורכי דין","lawyers-company","https://jus-tice.co.il/articles/lawyers-company/","/articles/lawyers-company/",YES,2026-05-16T23:48:10,"308","",REST_API
11568,article,publish,"איתן האזרחי ושות&#8217; | משרד עורכי דין","law-firm-civil","https://jus-tice.co.il/articles/law-firm-civil/","/articles/law-firm-civil/",YES,2026-05-16T23:48:10,"308","",REST_API
11566,article,publish,"ד&#8221;ר גדעון פישר ושות&#8217; | משרד עורכי דין","law-firm-11566","https://jus-tice.co.il/articles/law-firm-11566/","/articles/law-firm-11566/",YES,2026-05-16T23:48:10,"308","",REST_API
11560,article,publish,"רשלנות רפואית בהרדמה: מתי זה קורה ולמי לפנות לאחר הליך ניתוח?","anesthesia-medical-malpractice","https://jus-tice.co.il/articles/anesthesia-medical-malpractice/","/articles/anesthesia-medical-malpractice/",YES,2026-05-16T23:30:37,"76","",REST_API
11558,article,publish,"מתי טעות כירורגית הופכת לרשלנות רפואית?","surgical-errors-medical-malpractice","https://jus-tice.co.il/articles/surgical-errors-medical-malpractice/","/articles/surgical-errors-medical-malpractice/",YES,2026-05-16T23:30:39,"76","",REST_API
11553,article,publish,"תביעת רשלנות רפואית בניתוח | עורך דין רשלנות רפואית בניתוח","medical-malpractice-lawyer-lawsuit-surgery-medical","https://jus-tice.co.il/articles/medical-malpractice-lawyer-lawsuit-surgery-medical/","/articles/medical-malpractice-lawyer-lawsuit-surgery-medical/",YES,2026-05-16T23:48:12,"76","",REST_API
11550,article,publish,"הרצוג פוקס נאמן ושות&#8217;","herzog-fox-neeman","https://jus-tice.co.il/articles/herzog-fox-neeman/","/articles/herzog-fox-neeman/",YES,2026-05-16T23:30:39,"308","",REST_API
11548,article,publish,"פוגוסט גודהד","pogust-goodhead","https://jus-tice.co.il/articles/pogust-goodhead/","/articles/pogust-goodhead/",YES,2026-05-16T23:30:39,"","",REST_API
11545,article,publish,"בוסטוויק ופיטרסון LLP","bostwick-peterson-llp","https://jus-tice.co.il/articles/bostwick-peterson-llp/","/articles/bostwick-peterson-llp/",YES,2026-05-16T23:30:41,"","",REST_API
11542,article,publish,"סוליבן פאפיין בלוק מקמנוס קופינאס וקנבו P.C.","sullivan-papain-block-mcmanus-coffinas-cannavo-pc","https://jus-tice.co.il/articles/sullivan-papain-block-mcmanus-coffinas-cannavo-pc/","/articles/sullivan-papain-block-mcmanus-coffinas-cannavo-pc/",YES,2026-05-16T23:30:41,"","",REST_API
11539,article,publish,"הערכת בית: מה זה, איך זה עובד, שאלות נפוצות על בדיקות לפני רכישה","home-inspection","https://jus-tice.co.il/articles/home-inspection/","/articles/home-inspection/",YES,2026-05-16T23:30:41,"234","",REST_API
11525,article,publish,"זכויות שיתוק מוחין (CP)","cerebral-palsy-rights","https://jus-tice.co.il/articles/cerebral-palsy-rights/","/articles/cerebral-palsy-rights/",YES,2026-05-16T23:30:43,"","",REST_API
11520,article,publish,"פס&#8221;ד תביעה רכושית בין בני זוג אותה הגישה האישה כתובעת (תלה&#8221;מ 52705-01-20) | גירושין | השופטת שירי היימן","52705-01-20","https://jus-tice.co.il/articles/52705-01-20/","/articles/52705-01-20/",YES,2026-05-16T23:30:43,"68","",REST_API
11510,article,publish,"הסברים על גורמי פגיעות לידה","birth-injury-causes","https://jus-tice.co.il/articles/birth-injury-causes/","/articles/birth-injury-causes/",YES,2026-05-16T23:30:43,"","",REST_API
11506,article,publish,"נזק מוחי בלידה | תביעת נזק בעקבות רשלנות רפואית בלידה או בהריון","brain-damage-at-birth","https://jus-tice.co.il/articles/brain-damage-at-birth/","/articles/brain-damage-at-birth/",YES,2026-05-16T23:30:45,"76","",REST_API
11504,article,publish,"Morgan &#038; Morgan | מורגן ומורגן | עורכי דין","morgan-morgan","https://jus-tice.co.il/articles/morgan-morgan/","/articles/morgan-morgan/",YES,2026-05-16T23:30:45,"308","",REST_API
11497,article,publish,"פגיעות לידה | מהי פגיעה בלידה? | לידה רשלנית","birth-injury","https://jus-tice.co.il/articles/birth-injury/","/articles/birth-injury/",YES,2026-05-16T23:30:45,"","",REST_API
11491,article,publish,"עורך דין לפגיעות לידה | רשלנות רפואית","birth-injury-lawyer","https://jus-tice.co.il/articles/birth-injury-lawyer/","/articles/birth-injury-lawyer/",YES,2026-05-16T23:30:48,"76","",REST_API
11489,article,publish,"רשלנות רפואית בנוגע לשיתוק מוחין","malpractice-cerebral-palsy","https://jus-tice.co.il/articles/malpractice-cerebral-palsy/","/articles/malpractice-cerebral-palsy/",YES,2026-05-16T23:30:48,"76","",REST_API
11482,article,publish,"שיתוק מוחין בלידה | שיתוק מוחי |  (Cerebral Palsy (CP","cerebral-palsy","https://jus-tice.co.il/articles/cerebral-palsy/","/articles/cerebral-palsy/",YES,2026-05-16T23:30:48,"","",REST_API
11475,article,publish,"תשניק סב-לידתי |  perinatal asphyxia | תשניק יילוד","perinatal-asphyxia","https://jus-tice.co.il/articles/perinatal-asphyxia/","/articles/perinatal-asphyxia/",YES,2026-05-16T23:30:50,"","",REST_API
11468,article,publish,"השופטת ורד ריקנטי-רוסהר: פס&#8221;ד בעניין שיתוף בנחלה שהיתה שייכת לאחד מבני הזוג מלפני הנישואין (תלה&#8221;מ 40939-11-19)","40939-11-19","https://jus-tice.co.il/articles/40939-11-19/","/articles/40939-11-19/",YES,2026-05-16T23:30:50,"68","",REST_API
11465,article,publish,"השופטת יפעת שקדי שץ: פס&#8221;ד בעניין סעד הצהרתי בנכס מקרקעין ביטול צו ירושה ומינוי מנהל עיזבון (תמ&#8221;ש 39998-12-20)","42908-08-24","https://jus-tice.co.il/articles/42908-08-24/","/articles/42908-08-24/",YES,2026-05-16T23:30:50,"68","",REST_API
11463,article,publish,"טעויות שיש להמנע מהן בעת מכירת הבית","house-selling-mistakes-to-avoid","https://jus-tice.co.il/articles/house-selling-mistakes-to-avoid/","/articles/house-selling-mistakes-to-avoid/",YES,2026-05-16T23:30:52,"234","",REST_API
11455,article,publish,"ביהמ&#8221;ש המחוזי בת&#8221;א: פס&#8221;ד בנושא דמי תיווך: זכאות לדמי תיווך ללא חוזה בכתב","20847-10-23","https://jus-tice.co.il/articles/20847-10-23/","/articles/20847-10-23/",YES,2026-05-16T23:30:52,"234","",REST_API
11453,article,publish,"השופט אלעד פרסקי: פס&#8221;ד בתביעת נזקי גוף בעקבות תאונת דרכים (ת&#8221;א 55188-07-20)","55188-07-20","https://jus-tice.co.il/articles/55188-07-20/","/articles/55188-07-20/",YES,2026-05-16T23:30:52,"76","",REST_API
11446,article,publish,"עו&#8221;ד לורה וסר (עו&#8221;ד לגירושין) | Laura Wasser","laura-wasser","https://jus-tice.co.il/articles/laura-wasser/","/articles/laura-wasser/",YES,2026-05-16T23:30:54,"68","",REST_API
11444,article,publish,"קיי אנד אל גייטס (משרד עורכי דין) | K&#038;L Gates LLP","kl-gates","https://jus-tice.co.il/articles/kl-gates/","/articles/kl-gates/",YES,2026-05-16T23:30:54,"68","",REST_API
11430,article,publish,"בית משפט מחוזי חיפה: פסד דין אשר במסגרתו נדחתה בקשה לביטול צו קיום צוואה","51377-12-23","https://jus-tice.co.il/articles/51377-12-23/","/articles/51377-12-23/",YES,2026-05-16T23:30:54,"68","",REST_API
11428,article,publish,"Portugal Homes | חברת ייעוץ נדל&#8221;ן בינלאומית","portugal-homes","https://jus-tice.co.il/articles/portugal-homes/","/articles/portugal-homes/",YES,2026-05-16T23:30:56,"683","",REST_API
11425,article,publish,"EDP &#8211; Energias de Portugal","edp-energias-de-portugal","https://jus-tice.co.il/articles/edp-energias-de-portugal/","/articles/edp-energias-de-portugal/",YES,2024-07-27T17:47:32,"683","",REST_API
11422,article,publish,"שירמן וסטרלינג (משרד עורכי דין רב לאומי) Shearman &#038; Sterling","shearman-sterling","https://jus-tice.co.il/articles/shearman-sterling/","/articles/shearman-sterling/",YES,2026-05-16T23:30:56,"308","",REST_API
11415,article,publish,"Cuatrecasas, Gonçalves Pereira &#038; Associados (עורכי דין)","cuatrecasas","https://jus-tice.co.il/articles/cuatrecasas/","/articles/cuatrecasas/",YES,2026-05-16T23:30:56,"683","",REST_API
11413,article,publish,"מוראיס לייטאו (עורכי דין) Morais Leitão, Galvão Teles, Soares da Silva &#038; Associados","morais-leitao","https://jus-tice.co.il/articles/morais-leitao/","/articles/morais-leitao/",YES,2026-05-16T23:30:58,"683","",REST_API
11410,article,publish,"חברות בולטות בפורטוגל | עסקים בפורטוגל","list-of-companies-of-portugal","https://jus-tice.co.il/articles/list-of-companies-of-portugal/","/articles/list-of-companies-of-portugal/",YES,2026-05-16T23:30:58,"683","",REST_API
11406,article,publish,"Dechert LLP | דכרט (משרד עורכי דין)","dechert-llp","https://jus-tice.co.il/articles/dechert-llp/","/articles/dechert-llp/",YES,2026-05-16T23:30:58,"234","",REST_API
11402,article,publish,"Paul Hastings | פול הייסטינגס (עורך דין)","paul-hastings","https://jus-tice.co.il/articles/paul-hastings/","/articles/paul-hastings/",YES,2026-05-16T23:31:00,"234","",REST_API
11396,article,publish,"Weil, Gotshal &#038; Manges | וייל, גוטשל ומנגס (פירמת עורכי דין)","weil-gotshal-manges","https://jus-tice.co.il/articles/weil-gotshal-manges/","/articles/weil-gotshal-manges/",YES,2026-05-16T23:31:00,"308","",REST_API
11393,article,publish,"האגודה הבינלאומית של עורכי דין ומשפטנים יהודים","international-association-of-jewish-lawyers-and-jurists","https://jus-tice.co.il/articles/international-association-of-jewish-lawyers-and-jurists/","/articles/international-association-of-jewish-lawyers-and-jurists/",YES,2026-05-16T23:31:00,"308","",REST_API
11389,article,publish,"דיוויד צ&#8217;סנוף (עורך דין) |  David Chesnoff","lawyer-david-chesnoff","https://jus-tice.co.il/articles/lawyer-david-chesnoff/","/articles/lawyer-david-chesnoff/",YES,2026-05-16T23:48:12,"170","",REST_API
11386,article,publish,"Benjamin Brafman | בנג&#8217;מין ברפמן  (עורך דין)","benjamin-brafman","https://jus-tice.co.il/articles/benjamin-brafman/","/articles/benjamin-brafman/",YES,2026-05-16T23:31:02,"170","",REST_API
11382,article,publish,"Dentons | דנטונס (משרד עורכי דין)","dentons","https://jus-tice.co.il/articles/dentons/","/articles/dentons/",YES,2026-05-16T23:31:02,"308","",REST_API
11379,article,publish,"Skadden, Arps, Slate, Meagher &#038; Flom | סקאדן (משרד עורכי דין)","skadden-arps-slate-meagher-flom","https://jus-tice.co.il/articles/skadden-arps-slate-meagher-flom/","/articles/skadden-arps-slate-meagher-flom/",YES,2026-05-16T23:31:02,"308","",REST_API
11374,article,publish,"Latham &#038; Watkins | לטם ואטקינס | משרד עורכי דין","latham-watkins","https://jus-tice.co.il/articles/latham-watkins/","/articles/latham-watkins/",YES,2026-05-16T23:31:04,"308","",REST_API
11370,article,publish,"Co-op Legal Services | דיני משפחה, גירושין, צוואות וירושות","co-op-legal-services","https://jus-tice.co.il/articles/co-op-legal-services/","/articles/co-op-legal-services/",YES,2026-05-16T23:31:04,"68","",REST_API
11367,article,publish,"משרדי עורכי דין מפורסמים בטלוויזיה סרטים וספרים","law-firms-in-fiction","https://jus-tice.co.il/articles/law-firms-in-fiction/","/articles/law-firms-in-fiction/",YES,2026-05-16T23:31:04,"308","",REST_API
11364,article,publish,"Farrer &#038; Co | פארר ושות&#8217; | משרד עורכי דין","farrer-co","https://jus-tice.co.il/articles/farrer-co/","/articles/farrer-co/",YES,2026-05-16T23:31:06,"308","",REST_API
11359,article,publish,"Cordell &#038; Cordell | קורדל &#038; קורדל | משרד עורכי דין לענייני משפחה וגירושין","cordell-cordell","https://jus-tice.co.il/articles/cordell-cordell/","/articles/cordell-cordell/",YES,2026-05-16T23:31:06,"68","",REST_API
11355,article,publish,"קירקלנד אליס |  Kirkland &#038; Ellis (משרד עורכי דין)","kirkland-ellis","https://jus-tice.co.il/articles/kirkland-ellis/","/articles/kirkland-ellis/",YES,2026-05-16T23:31:07,"308","",REST_API
11351,article,publish,"CMS (משרד עורכי דין)","cms-law-firm","https://jus-tice.co.il/articles/cms-law-firm/","/articles/cms-law-firm/",YES,2026-05-17T07:53:52,"308","",REST_API
11345,article,publish,"DLA Piper (משרד עורכי דין)","dla-piper","https://jus-tice.co.il/articles/dla-piper/","/articles/dla-piper/",YES,2026-05-16T23:31:09,"308","",REST_API
11341,article,publish,"פרז-יורקה (משרד עורכי דין)","perez-llorca","https://jus-tice.co.il/articles/perez-llorca/","/articles/perez-llorca/",YES,2026-05-16T23:31:09,"683","",REST_API
11338,article,publish,"ריטה יודיס (עורכת דין)","rita-judice","https://jus-tice.co.il/articles/rita-judice/","/articles/rita-judice/",YES,2026-05-16T23:31:11,"683","",REST_API
11333,article,publish,"Garrigues (משרד עורכי דין)","law-firm-garrigues","https://jus-tice.co.il/articles/law-firm-garrigues/","/articles/law-firm-garrigues/",YES,2026-05-16T23:48:12,"683","",REST_API
11328,article,publish,"לשכת עורכי הדין הפורטוגלית","portuguese-bar-association","https://jus-tice.co.il/articles/portuguese-bar-association/","/articles/portuguese-bar-association/",YES,2026-05-16T23:31:11,"683","",REST_API
11325,article,publish,"סופיה גלואו (עורכת דין)","sofia-galvao","https://jus-tice.co.il/articles/sofia-galvao/","/articles/sofia-galvao/",YES,2026-05-16T23:31:11,"683","",REST_API
11322,article,publish,"השופט הרי קירש: פס&#8221;ד שעניינו חישוב מס מעסקת מכירת נכס בלתי מוחשי (טכנולוגיה) (ע&#8221;מ 49933-03-20)","verdict-judge-tax-property-technology-49933-03-20","https://jus-tice.co.il/articles/verdict-judge-tax-property-technology-49933-03-20/","/articles/verdict-judge-tax-property-technology-49933-03-20/",YES,2026-05-16T23:48:15,"485","",REST_API
11314,article,publish,"אנתוני יוליוס (עורך דין)","anthony-julius","https://jus-tice.co.il/articles/anthony-julius/","/articles/anthony-julius/",YES,2026-05-16T23:31:13,"68","",REST_API
11310,article,publish,"ג&#8217;יימס סקסטון (עורך דין)","james-sexton-attorney","https://jus-tice.co.il/articles/james-sexton-attorney/","/articles/james-sexton-attorney/",YES,2026-05-16T23:31:13,"68","",REST_API
11307,article,publish,"עו&#8221;ד רוברט סטפן כהן","robert-stephan-cohen","https://jus-tice.co.il/articles/robert-stephan-cohen/","/articles/robert-stephan-cohen/",YES,2026-05-16T23:31:13,"68","",REST_API
11303,article,publish,"משרד עורכי הדין Wachtell, Lipton, Rosen &#038; Katz","wachtell-lipton-rosen-katz","https://jus-tice.co.il/articles/wachtell-lipton-rosen-katz/","/articles/wachtell-lipton-rosen-katz/",YES,2026-05-16T23:31:15,"308","",REST_API
11300,article,publish,"Baker &#038; McKenzie | בייקר מקנזי משרד עורכי דין","baker-mckenzie","https://jus-tice.co.il/articles/baker-mckenzie/","/articles/baker-mckenzie/",YES,2026-05-16T23:31:15,"308","",REST_API
11297,article,publish,"Jurist","jurist","https://jus-tice.co.il/articles/jurist/","/articles/jurist/",YES,2024-07-11T20:03:00,"308","",REST_API
11293,article,publish,"FindLaw | מידע משפטי מקוון","findlaw","https://jus-tice.co.il/articles/findlaw/","/articles/findlaw/",YES,2026-05-16T23:31:15,"308","",REST_API
11290,article,publish,"LegalZoom | חברת טכנולוגיה ושירותים משפטיים מקוונים","legalzoom","https://jus-tice.co.il/articles/legalzoom/","/articles/legalzoom/",YES,2026-05-16T23:31:17,"308","",REST_API
11287,article,publish,"Rocket Lawyer | חברת טכנולוגיה משפטית מקוונת","rocket-lawyer","https://jus-tice.co.il/articles/rocket-lawyer/","/articles/rocket-lawyer/",YES,2026-05-16T23:31:17,"308","",REST_API
11285,article,publish,"Nolo | נולו (מוציא לאור)","nolo","https://jus-tice.co.il/articles/nolo/","/articles/nolo/",YES,2026-05-16T23:31:17,"308","",REST_API
11279,article,publish,"Avvo","avvo-com","https://jus-tice.co.il/articles/avvo-com/","/articles/avvo-com/",YES,2024-07-11T19:29:38,"308","",REST_API
11276,article,publish,"שירותי הפניית עורכי דין מקוונים | שירותי התאמת עורך דין-לקוח","lawyer-referral-service","https://jus-tice.co.il/articles/lawyer-referral-service/","/articles/lawyer-referral-service/",YES,2026-05-16T23:31:20,"308","",REST_API
11274,article,publish,"משרד עורכי דין וירטואלי |  ELawyering","virtual-law-firm","https://jus-tice.co.il/articles/virtual-law-firm/","/articles/virtual-law-firm/",YES,2026-05-16T23:31:20,"308","",REST_API
11271,article,publish,"שירותים משפטיים מבוקרים","unbundled-legal-services","https://jus-tice.co.il/articles/unbundled-legal-services/","/articles/unbundled-legal-services/",YES,2026-05-16T23:31:20,"308","",REST_API
11266,article,publish,"דיני גירושין בשוודיה","divorce-law-in-sweden","https://jus-tice.co.il/articles/divorce-law-in-sweden/","/articles/divorce-law-in-sweden/",YES,2026-05-16T23:31:22,"68","",REST_API
11263,article,publish,"משרד עורכי דין דיני משפחה בשותפות","law-firm-family-law-partnership","https://jus-tice.co.il/articles/law-firm-family-law-partnership/","/articles/law-firm-family-law-partnership/",YES,2026-05-16T23:48:15,"68","",REST_API
11261,article,publish,"השתתפות בקניית דירה בחלקים שאינם שווים כיצד חולקים את הרווח","buying-apartment","https://jus-tice.co.il/articles/buying-apartment/","/articles/buying-apartment/",YES,2026-05-16T23:48:15,"68","",REST_API
11252,article,publish,"עורך דין קוסטה ריקה | עו&#8221;ד ישראלי בקוסטה ריקה","costa-rica-lawyers","https://jus-tice.co.il/articles/costa-rica-lawyers/","/articles/costa-rica-lawyers/",YES,2026-05-16T23:31:22,"308","",REST_API
11250,article,publish,"סקירה על שוק הנדל&#8221;ן בפורטוגל","portugal-overview-real-estate","https://jus-tice.co.il/articles/portugal-overview-real-estate/","/articles/portugal-overview-real-estate/",YES,2026-05-16T23:31:22,"683","",REST_API
11247,article,publish,"פורטוגל: האם עדיין מקום טוב לפרישה? | לעבור לפורטוגל","is-portugal-a-good-place-to-retire","https://jus-tice.co.il/articles/is-portugal-a-good-place-to-retire/","/articles/is-portugal-a-good-place-to-retire/",YES,2026-05-16T23:31:24,"683","",REST_API
11237,article,publish,"מדריך השוואתי: נדל&#8221;ן פורטוגל","real-estate-comparative-guide","https://jus-tice.co.il/articles/real-estate-comparative-guide/","/articles/real-estate-comparative-guide/",YES,2026-05-16T23:31:24,"683","",REST_API
11232,article,publish,"קניית נכס בפורטוגל: המדריך האולטימטיבי *2024*","buying-property-in-portugal","https://jus-tice.co.il/articles/buying-property-in-portugal/","/articles/buying-property-in-portugal/",YES,2026-05-16T23:31:24,"683","",REST_API
11220,article,publish,"חוות דעת משפטית זרה | חוו&#8221;ד משפטית","foreign-legal-opinion","https://jus-tice.co.il/articles/foreign-legal-opinion/","/articles/foreign-legal-opinion/",YES,2026-05-16T23:31:26,"308","",REST_API
11211,article,publish,"השקעות בארגנטינה | איך להשקיע בארגנטינה","investing-in-argentina","https://jus-tice.co.il/articles/investing-in-argentina/","/articles/investing-in-argentina/",YES,2026-05-16T23:31:26,"234","",REST_API
11205,article,publish,"פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין 2024 | בית דין רבני","unequal-pension-split-verdict-against-husband","https://jus-tice.co.il/articles/unequal-pension-split-verdict-against-husband/","/articles/unequal-pension-split-verdict-against-husband/",YES,2026-05-16T23:31:26,"392","",REST_API
11198,article,publish,"עורך דין ליכטנשטיין | עו&#8221;ד ישראלי בליכטנשטיין","liechtenstein","https://jus-tice.co.il/articles/liechtenstein/","/articles/liechtenstein/",YES,2026-05-16T23:31:28,"308","",REST_API
11196,article,publish,"עורך דין במונקו | עו&#8221;ד ישראלי עסקים והשקעות במונקו","monaco-lawyer","https://jus-tice.co.il/articles/monaco-lawyer/","/articles/monaco-lawyer/",YES,2026-05-16T23:31:28,"308","",REST_API
11184,article,publish,"עורך דין ניו ג&#8217;רזי | עו&#8221;ד ישראלי ניו ג&#8217;רזי | חוקי ניו ג&#8217;רסי","new-jersey-lawyers","https://jus-tice.co.il/articles/new-jersey-lawyers/","/articles/new-jersey-lawyers/",YES,2026-05-16T23:31:28,"308","",REST_API
11179,article,publish,"SEGRO plc חברת נדל&#8221;ן סגרו","segro","https://jus-tice.co.il/articles/segro/","/articles/segro/",YES,2026-05-16T23:31:30,"234","",REST_API
11176,article,publish,"חברת הנדל&#8221;ן הגרמנית ונוביה (Vonovia)","vonovia","https://jus-tice.co.il/articles/vonovia/","/articles/vonovia/",YES,2026-05-16T23:31:30,"234","",REST_API
