"id","post_type","status","current_url","current_slug","proposed_english_slug","title","traffic_risk","redirect_needed","notes"
"11993","articles","publish","http://jus-tice.co.il/5988-21/","%d7%91%d7%92%d7%a5-5988-21-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-%d7%a0-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-19-02-2025-%d7%a1%d7%9e%d7%9b%d7%95%d7%aa-%d7%91%d7%99%d7%aa-%d7%93%d7%99%d7%9f","","בג”ץ 5988-21 פלוני נ. פלוני (19.02.2025) | סמכות בית דין רבני מזונות ילדים","UNKNOWN","","PUBLIC_REST_EXPORT"
"11982","articles","publish","http://jus-tice.co.il/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%9D-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%94%D7%A1%D7%99%D7%99%D7%91%D7%A8/","%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%9d-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%94%d7%a1%d7%99%d7%99%d7%91%d7%a8","","תפקידם של עורכי דין בתחום הסייבר","UNKNOWN","","PUBLIC_REST_EXPORT"
"11977","articles","publish","http://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%94%D7%A9%D7%A7%D7%99%D7%A2-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%93%D7%95%D7%91%D7%90%D7%99/","%d7%90%d7%99%d7%a4%d7%94-%d7%9b%d7%93%d7%90%d7%99-%d7%9c%d7%94%d7%a9%d7%a7%d7%99%d7%a2-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%93%d7%95%d7%91%d7%90%d7%99-2025","","איפה כדאי להשקיע? נדל”ן בדובאי 2025","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"11969","articles","publish","http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%96%D7%95%D7%9C-%D7%95%D7%9C%D7%94%D7%A8%D7%95%D7%95%D7%99%D7%97/","%d7%90%d7%99%d7%9a-%d7%9c%d7%a7%d7%a0%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%96%d7%95%d7%9c-%d7%95%d7%9c%d7%94%d7%a8%d7%95%d7%95%d7%99%d7%97-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94","","איך לקנות נדל”ן בזול ולהרוויח: המדריך המלא 2025","UNKNOWN","","PUBLIC_REST_EXPORT"
"11965","articles","publish","http://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/","%d7%9e%d7%94%d7%95-%d7%99%d7%95%d7%a2%d7%a5-%d7%a0%d7%93%d7%9c%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%94%d7%91%d7%a0%d7%aa-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95","","מהו יועץ נדל”ן? מדריך מקיף להבנת תפקידו וערכו","UNKNOWN","","PUBLIC_REST_EXPORT"
"11960","articles","publish","http://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/","%d7%94%d7%90%d7%9d-%d7%9b%d7%93%d7%90%d7%99-%d7%9c%d7%a2%d7%91%d7%95%d7%93-%d7%a2%d7%9d-%d7%99%d7%95%d7%a2%d7%a5-%d7%a0%d7%93%d7%9c%d7%9f","","האם כדאי לעבוד עם יועץ נדל”ן?","UNKNOWN","","PUBLIC_REST_EXPORT"
"11952","articles","publish","http://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%95%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%9E%D7%A9%D7%A4%D7%98%D7%99/","%d7%9e%d7%a7%d7%a8%d7%99-%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa-%d7%91%d7%9c%d7%99%d7%93%d7%94-%d7%95%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%9e%d7%a9%d7%a4%d7%98%d7%99","","מקרי רשלנות רפואית בלידה וטיפול משפטי בייצוג עורך דין","UNKNOWN","","PUBLIC_REST_EXPORT"
"11948","articles","publish","http://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/","%d7%94%d7%a9%d7%a7%d7%a2%d7%94-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%97%d7%95%d7%9c-%d7%9c%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99%d7%9d-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94","","השקעה בנדל”ן בחו”ל לישראלים (2025) המדריך המלא לקנייה, השכרה ו-Airbnb","UNKNOWN","","PUBLIC_REST_EXPORT"
"11942","articles","publish","http://jus-tice.co.il/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%9E%D7%A0%D7%94%D7%98%D7%9F-%D7%9E%D7%94-%D7%97%D7%95%D7%91%D7%94-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A2%D7%A1%D7%A7%D7%94/","%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%9e%d7%a0%d7%94%d7%98%d7%9f-%d7%9e%d7%94-%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%91%d7%93%d7%95%d7%a7-%d7%9c%d7%a4%d7%a0%d7%99-%d7%91","","מדריך רכישת נדל”ן במנהטן 2025","UNKNOWN","","PUBLIC_REST_EXPORT"
"11934","articles","publish","http://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/","%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%a0%d7%99%d7%95-%d7%99%d7%95%d7%a8%d7%a7-%d7%9e%d7%91%d7%98-%d7%9e%d7%95%d7%a8%d7%97%d7%91-%d7%9c%d7%9e%d7%a9","","מה חשוב לדעת על השקעות נדל”ן בניו יורק | ניתוח כדאיות השקעה במנהטן מול ערים אחרות בעולם","UNKNOWN","","PUBLIC_REST_EXPORT"
"11930","articles","publish","http://jus-tice.co.il/strategic-divorce-cost-planning/","%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%97%d7%9b%d7%9e%d7%99%d7%9d-2025-%d7%9b%d7%9a-%d7%aa%d7%a0%d7%94%d7%9c%d7%95-%d7%90%d7%aa-%d7%a4%d7%aa%d7%99%d7%97%d7%aa-%d7%94%d7%9c%d7%99%d7%9a-%d7%94","","גירושים חכמים 2025: כך תנהלו את פתיחת הליך הגירושין באסטרטגיה נכונה ועלויות מחושבות","UNKNOWN","","PUBLIC_REST_EXPORT"
"11922","articles","publish","http://jus-tice.co.il/%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%95%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA%D7%99%D7%95/","%d7%a9%d7%a0%d7%aa-2025-%d7%9e%d7%94-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%95%d7%a2%d7%9c%d7%95%d7%99","","שנת 2025 | מה עושה עורך דין נדל”ן ומהן העלויות הכרוכות בעבודתו","UNKNOWN","","PUBLIC_REST_EXPORT"
"11918","articles","publish","http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9-%D7%A0%D7%9B%D7%95%D7%9F-%D7%95%D7%9E%D7%94%D7%A8/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%a1%d7%91%d7%99%d7%a8-%d7%90%d7%99%d7%9a-%d7%9c%d7%94%d7%aa%d7%92%d7%a8%d7%a9-%d7%a0%d7%9b%d7%95%d7%9f","","עורך דין גירושין מסביר איך להתגרש נכון ומהר ולשמור על הזכויות | עו”ד מגשרת רוטנברג","UNKNOWN","","PUBLIC_REST_EXPORT"
"11914","articles","publish","http://jus-tice.co.il/lawyer-ai-course/","%d7%a7%d7%95%d7%a8%d7%a1-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%9e%d7%aa%d7%a7%d7%93%d7%9d-%d7%9c%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%94","","קורס בינה מלאכותית AI מתקדם לעורכי דין | הכשרת עורכי דין בתחום הAI","UNKNOWN","","PUBLIC_REST_EXPORT"
"11910","articles","publish","http://jus-tice.co.il/what-is-cyberattack/","%d7%9e%d7%aa%d7%a7%d7%a4%d7%aa-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%9e%d7%94%d7%99-%d7%94%d7%92%d7%93%d7%a8%d7%95%d7%aa-%d7%9e%d7%95%d7%a0%d7%97%d7%99%d7%9d-%d7%95%d7%94%d7%9b%d7%a8%d7%aa-%d7%98%d7%9b","","מתקפת סייבר מהי? הגדרות מונחים והכרת טכנולוגיות בתחום התקפת סייבר","UNKNOWN","","PUBLIC_REST_EXPORT"
"11904","articles","publish","http://jus-tice.co.il/cybercrime-lawyer-roll/","%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%9e%d7%9e%d7%91%d7%98-%d7%90%d7%99%d7%a9%d7%99-%d7%a2%d7%9c-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2","","סקירה ממבט אישי על תפקידו של עורך דין לענייני פשעי סייבר","UNKNOWN","","PUBLIC_REST_EXPORT"
"11901","articles","publish","http://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F/","%d7%9c%d7%94%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%90%d7%95-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%aa-%d7%a9%d7%95%d7%a7-%d7%94%d7%a0","","להשקיע ביוון או בקפריסין? השוואת שוק הנדל”ן קפריסין מול יוון","UNKNOWN","","PUBLIC_REST_EXPORT;INTERNAL_MARKER_RISK"
"11898","articles","publish","http://jus-tice.co.il/%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%99%D7%A8%D7%95%D7%A7%D7%94-%D7%AA%D7%9B%D7%A0%D7%95%D7%9F-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99-%D7%95%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%90%D7%A0%D7%A8%D7%92%D7%98%D7%99%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%95%D7%9F/","%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%95%d7%94%d7%aa%d7%a4%d7%aa%d7%97%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%94%d7%99%d7%a8%d7%95%d7%a7%d7%94","","מגמות והתפתחויות בתחום הבנייה הירוקה, תכנון עירוני ופרויקטים אנרגטיים ביוון – סקירה 2025 לישראלים","UNKNOWN","","PUBLIC_REST_EXPORT"
"11888","articles","publish","http://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/","%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%a2%d7%9c-%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c","","סקירה על שוק הנדל”ן בקפריסין – מדריך 2025 למשקיעים ישראלים בקפריסין","UNKNOWN","","PUBLIC_REST_EXPORT"
"11880","articles","publish","http://jus-tice.co.il/cyber-lawyer/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%a2%d7%95%d7%93-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%93%d7%99%d7%a0","","עורך דין סייבר | עו”ד לענייני סייבר | דיני סייבר והגנת פרטיות","UNKNOWN","","PUBLIC_REST_EXPORT"
"11878","articles","publish","http://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/","%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%95%d7%94%d7%a9","","מחירון 2025 עורך דין פלילי מומלץ | סקירה והשוואת עלויות עו”ד פלילי + טיפים","UNKNOWN","","PUBLIC_REST_EXPORT"
"11868","articles","publish","http://jus-tice.co.il/trusted-divorce-attorney-guide/","%d7%94%d7%9c%d7%99%d7%9b%d7%99-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e","","הליכי גירושין: בחירת עורך דין לענייני משפחה מומלץ בעל נסיון ומוניטין | מומחיות בעולם דיני המשפחה","UNKNOWN","","PUBLIC_REST_EXPORT"
"11866","articles","publish","http://jus-tice.co.il/prenup-not-valid/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%aa%d7%9c%d7%94%d7%9e-34872-06-22-%d7%94%d7%a1%d7%9b%d7%9d-%d7%94%d7%9e%d7%9e%d7%95%d7%9f-%d7%a0%d7%9e%d7%a6%d7%90-%d7%9c%d7%90-%d7%aa%d7%a7%d7%a3","","פסק דין תלה”מ 34872-06-22 | הסכם הממון נמצא לא תקף הגרושה קיבלה חלק מהאימפריה הכלכלית","UNKNOWN","","PUBLIC_REST_EXPORT"
"11857","articles","publish","http://jus-tice.co.il/investing-in-greece-real-estate/","%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a4%d7%95%d7%a8%d7%98-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99","","השקעות נדלן ביוון – מדריך מפורט למשקיע 2025 | תחזית 2026 יוון השקעות","UNKNOWN","","PUBLIC_REST_EXPORT"
"11853","articles","publish","http://jus-tice.co.il/online-family-law-services/","%d7%a9%d7%99%d7%a8%d7%95%d7%aa%d7%99-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99%d7%9d-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4","","שירותי אונליין מומלצים בתחום דיני משפחה וגירושין | עו”ד משפחה מקוון","UNKNOWN","","PUBLIC_REST_EXPORT"
"11847","articles","publish","http://jus-tice.co.il/women-lawyer-vs-men-divorce-lawyer/","%d7%9e%d7%94-%d7%a2%d7%93%d7%99%d7%a3-%d7%a2%d7%95%d7%a8%d7%9b%d7%aa-%d7%93%d7%99%d7%9f-%d7%90%d7%95-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%92%d7%99","","מה עדיף עורכת דין או עורך דין לענייני גירושין? סקירת שלבי הגירושים","UNKNOWN","","PUBLIC_REST_EXPORT"
"11834","articles","publish","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa-%d7%91%d7%9c%d7%99%d7%93%d7%94-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5","","עורך דין רשלנות רפואית בלידה מומלץ","UNKNOWN","","PUBLIC_REST_EXPORT"
"11821","articles","publish","http://jus-tice.co.il/choose-usa-attorney/","%d7%90%d7%99%d7%9a-%d7%9c%d7%91%d7%97%d7%95%d7%a8-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa","","איך לבחור עורך דין בארצות הברית","UNKNOWN","","PUBLIC_REST_EXPORT"
"11813","articles","publish","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%94%d7%9c%d7%99%d7%9b%d7%99%d7%9d-%d7%a2%d7%9c%d7%95%d7%99","","עורך דין גירושין – מדריך להליכים, עלויות, זכויות ושלבי התהליך","UNKNOWN","","PUBLIC_REST_EXPORT"
"11808","articles","publish","http://jus-tice.co.il/durable-power-of-attorney-cost/","%d7%9b%d7%9e%d7%94-%d7%a2%d7%95%d7%9c%d7%94-%d7%99%d7%99%d7%a4%d7%95%d7%99-%d7%9b%d7%95%d7%97-%d7%9e%d7%aa%d7%9e%d7%a9%d7%9a-%d7%9b%d7%9c-%d7%9e%d7%94-%d7%a9%d7%a6%d7%a8%d7%99%d7%9a-%d7%9c%d7%93","","כמה עולה ייפוי כוח מתמשך? כל מה שצריך לדעת על ייפוי כוח מתמשך","UNKNOWN","","PUBLIC_REST_EXPORT"
"11803","articles","publish","http://jus-tice.co.il/us-lawyer-license-requirements/","%d7%9e%d7%94%d7%9f-%d7%94%d7%93%d7%a8%d7%99%d7%a9%d7%95%d7%aa-%d7%9c%d7%94%d7%95%d7%a6%d7%90%d7%aa-%d7%a8%d7%99%d7%a9%d7%99%d7%95%d7%9f-%d7%a2%d7%95%d7%93-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90","","מהן הדרישות להוצאת רישיון עו”ד אמריקאי | עורך דין בארה”ב","UNKNOWN","","PUBLIC_REST_EXPORT"
"11778","articles","publish","http://jus-tice.co.il/top-lawyers-for-israelis-china/","%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%94%d7%93%d7%99%d7%9f-%d7%94%d7%98%d7%95%d7%91%d7%99%d7%9d-%d7%91%d7%99%d7%95%d7%aa%d7%a8","","המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ משפטי ליזמים וחברות ישראליות","UNKNOWN","","PUBLIC_REST_EXPORT"
"11774","articles","publish","http://jus-tice.co.il/spouse-property-registration-guide/","%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a2%d7%9c-%d7%a9%d7%9d-%d7%90%d7%97%d7%93-%d7%9e%d7%91%d7%a0%d7%99-%d7%94%d7%96%d7%95%d7%92-%d7%a8%d7%99%d7%a9%d7%95%d7%9d-%d7%93%d7%99","","קניית דירה על שם אחד מבני הזוג | רישום דירה על שם אחד מבני הזוג – כיצד לבצע נכון","UNKNOWN","","PUBLIC_REST_EXPORT"
"11771","articles","publish","http://jus-tice.co.il/china-business-legal-guide/","%d7%9e%d7%94-%d7%a6%d7%a8%d7%99%d7%9a-%d7%9c%d7%93%d7%a2%d7%aa-%d7%9b%d7%a9%d7%a2%d7%95%d7%a9%d7%99%d7%9d-%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%91%d7%a1%d7%99%d7%9f-%d7%9e%d7%93%d7%a8%d7%99","","מה צריך לדעת כשעושים עסקים בסין – מדריך מקיף לישראלים ומידע משפטי","UNKNOWN","","PUBLIC_REST_EXPORT"
"11762","articles","publish","http://jus-tice.co.il/pension-insurance-complete-guide/","%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%a9%d7%9c%d7%9d-%d7%9c%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%a4%d7%a0%d7%a1%d7%99%d7%95%d7%a0%d7%99-%d7%91%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%90%d7%99%d7%9a","","המדריך השלם לביטוח פנסיוני בישראל: איך לבחור נכון?","UNKNOWN","","PUBLIC_REST_EXPORT"
"11757","articles","publish","http://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%93%D7%9E%D7%99-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%95%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA/","%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%93%d7%9e%d7%99-%d7%91%d7%99%d7%98%d7%95%d7%97-%d7%9c%d7%90%d7%95%d7%9e%d7%99-%d7%95%d7%91%d7%a8%d7%99%d7%90%d7%95%d7%aa","","מחשבון דמי ביטוח לאומי ובריאות","UNKNOWN","","PUBLIC_REST_EXPORT"
"11755","articles","publish","http://jus-tice.co.il/top-criminal-lawyer-tel-aviv/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91","","עורך דין פלילי בתל אביב","UNKNOWN","","PUBLIC_REST_EXPORT"
"11750","articles","publish","http://jus-tice.co.il/financial-strategies-after-divorce/","%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%9c%d7%a9%d7%99%d7%9e%d7%95%d7%a8-%d7%94%d7%95%d7%9f-%d7%9c%d7%90%d7%97%d7%a8-%d7%94%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%92%d7%99","","אסטרטגיות לשימור הון לאחר הגירושין | גירושי עשירון עליון ואנשי הייטק","UNKNOWN","","PUBLIC_REST_EXPORT"
"11748","articles","publish","http://jus-tice.co.il/mutual-divorce-agreement-2025/","%d7%90%d7%99%d7%9a-%d7%9e%d7%9b%d7%99%d7%a0%d7%99%d7%9d-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9c%d7%a7%d7%a8%d7%90%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%91%d7%94%d7%a1%d7%9b%d7%9e%d7%94-%d7%a9","","איך מכינים הסכם לקראת גירושים בהסכמה של בני הזוג | מדריך 2025 + סקירת תהליך פתיחת תיק גירושין בבית הדין הרבני","UNKNOWN","","PUBLIC_REST_EXPORT"
"11746","articles","publish","http://jus-tice.co.il/articles/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-2025-%D7%9E%D7%94-%D7%97%D7%A9%D7%95%D7%91-%D7%9C%D7%9B%D7%9C%D7%95%D7%9C-%D7%91%D7%97%D7%95%D7%96%D7%94-%D7%9E%D7%95%D7%9C-%D7%A7%D7%91%D7%9C%D7%9F-%D7%91%D7%A8%D7%9B/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9e%d7%94-%d7%97%d7%a9%d7%95%d7%91-%d7%9c%d7%9b%d7%9c%d7%95%d7%9c-%d7%91%d7%97%d7%95%d7%96%d7%94-%d7%9e%d7%95%d7%9c-%d7%a7%d7%91%d7%9c%d7%9f-%d7%91%d7%a8%d7%9b","","מדריך 2025: מה חשוב לכלול בחוזה מול קבלן ברכישת דירה","UNKNOWN","","PUBLIC_REST_EXPORT"
