tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position,path_norm,clicks_16mo,impressions_16mo,ctr_pct_16mo,avg_position_16mo,action,merge_target_url,primary_query,secondary_queries,intent,cluster_id,role,priority_wave,new_title,new_meta_description,rationale
3-seen-not-clicked,11491,articles,https://jus-tice.co.il/birth-injury-lawyer/,עורך דין לפגיעות לידה | רשלנות רפואית,,,דיני נזיקין,3176,2024-09-08,2026-05-16,59,0,72.4,/birth-injury-lawyer/,0.0,398.0,0.0,70.3,REBUILD,,עורך דין לפגיעות לידה,,hire-lawyer,medical-malpractice,cluster,1,"עורך דין לפגיעות לידה: שירותים, הליך ובחירת ייצוג","עורך דין לפגיעות לידה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 0c/398i; demand protected; attorney-led rebuild.
2-low-traffic,10005,articles,https://jus-tice.co.il/medical-malpractice-judge-decision-lawsuit-4392-03-23/,"השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות רפואית (ת""א 4392-03-23)",,,דיני נזיקין,5340,2023-09-18,2026-05-16,57,2,6.5,/medical-malpractice-judge-decision-lawsuit-4392-03-23/,2.0,57.0,3.51,6.5,REBUILD,,השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות,אירית קלמן ברום,informational-guide,medical-malpractice,support,1,השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות,"השופטת אירית קלמן ברום: החלטה בתביעה בגין התיישנות רשלנות: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 2c/57i; demand protected; attorney-led rebuild.
2-low-traffic,20414,page,https://jus-tice.co.il/medical-malpractice-statistics/,רשלנות רפואית בישראל: נתונים 2025,רשלנות רפואית בישראל: נתונים 2025 | Jus-Tice,,,233,2026-05-23,2026-07-12,24,1,9.0,/medical-malpractice-statistics/,1.0,24.0,4.17,9.0,REBUILD,,נתוני רשלנות רפואית בישראל 2026,site:jus-tice.co.il,informational-guide,medical-malpractice,cluster,1,רשלנות רפואית בישראל: נתונים וסטטיסטיקה 2026,"רשלנות רפואית בישראל: נתונים וסטטיסטיקה 2026: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 1c/24i; demand protected; attorney-led rebuild.
4-negligible,7618,articles,https://jus-tice.co.il/klumpke-paralysis/,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,,,דיני נזיקין,736,2022-07-27,2026-05-16,10,0,4.7,/klumpke-paralysis/,3.0,528.0,0.57,39.2,REBUILD,,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,דרמטום מה זה;paralysis מה זה;דרמטום,informational-guide,medical-malpractice,cluster,1,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,"רשלנות רפואית בלידה: מה זה שיתוק קלומקה?: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 3c/528i; demand protected; attorney-led rebuild.
4-negligible,9644,articles,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,"עו""ד רשלנות רפואית בארצות הברית",,,עורך דין,10185,2023-06-07,2026-05-16,9,0,7.0,/medical-malpractice-in-the-united-states/,21.0,18043.0,0.12,59.2,REBUILD,,"עו""ד רשלנות רפואית בארצות הברית",דירוג עורכי דין רשלנות רפואית;ביטוח רשלנות מקצועית עורכי דין;ביטוח רפואי לישראלים בארצות הברית;ביטוח בריאות בארצות הברית מחיר;גילוי רשלנות רפואית מאוחרת,hire-lawyer,medical-malpractice,cluster,1,"עו""ד רשלנות רפואית בארצות הברית: שירותים, הליך ובחירת ייצוג","עו""ד רשלנות רפואית בארצות הברית: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 21c/18043i; demand protected; attorney-led rebuild.
5-invisible (0 impressions/90d),20239,page,https://jus-tice.co.il/%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa-%d7%91%d7%90%d7%91%d7%97%d7%95%d7%9f-%d7%90%d7%91%d7%97%d7%a0%d7%94-%d7%a9%d7%92%d7%95%d7%99%d7%94-%d7%95%d7%9e%d7%90%d7%95/,רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים,רשלנות רפואית באבחון | אבחנה שגויה ומאוחרת | פיצויים | Jus-Tice,,,964,2026-05-22,2026-07-12,0,0,0.0,/רשלנות-רפואית-באבחון-אבחנה-שגויה-ומאו/,0.0,782.0,0.0,22.8,REBUILD,,רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים,גילוי רשלנות רפואית מאוחרת,informational-guide,medical-malpractice,cluster,1,רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים,"רשלנות רפואית באבחון: אבחנה שגויה ומאוחרת: פיצויים: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/782i; demand protected; attorney-led rebuild.
1-real-traffic,12857,articles,https://jus-tice.co.il/posta/,פוסטה פלילים,פוסטה פשע ופלילים: העדכונים והכתבות | Jus-Tice,,משפט פלילי,16636,2025-08-31,2026-07-06,13086,37,6.2,/posta/,37.0,13086.0,0.28,6.2,KEEP-IMPROVE,,פוסטה פשע,פוסטה פשע בצפון;פוסטה פלילים;פוסטה פלילי;חדשות פלילים פוסטה;חדשות פוסטה פלילי,informational-guide,criminal,cluster,2,פוסטה פשע: מדריך משפטי מעשי,"פוסטה פשע: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 37c/13086i; 16mo 37c/13086i; protect equity.
1-real-traffic,3095,articles,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,טופס בקשה לתעודת מידע פלילי | תעודת יושר | היעדר מרשם פלילי,,,משפט פלילי,2677,2021-03-25,2026-05-18,6383,23,16.7,/apply-for-police-criminal-information-certificates/,281.0,62861.0,0.45,21.0,KEEP-IMPROVE,,בקשה לתעודת מידע פלילי,תעודת יושר pdf;בקשה לתעודת יושר;תעודת יושר מהמשטרה אונליין;טופס רישום פלילי;תעודת מידע תעבורתי,template/tool,criminal,cluster,2,"בקשה לתעודת מידע פלילי: כלי, טופס והסבר משפטי","בקשה לתעודת מידע פלילי: כלי, טופס והסבר משפטי: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 23c/6383i; 16mo 281c/62861i; protect equity.
1-real-traffic,12464,articles,https://jus-tice.co.il/lahav-433/,להב 433: מבנה היחידה כתובות וטלפונים | משטרת ישראל להב 433,,,משפט פלילי,32846,2025-05-12,2026-07-02,5615,88,8.3,/lahav-433/,390.0,28997.0,1.34,12.2,KEEP-IMPROVE,,להב 433 טלפון,להב 433 הגשת תלונה;להב 433;להב 433 תנאי קבלה;להב 433 תפקידים;יחידת אתגר טלפון,informational-guide,criminal,cluster,2,להב 433 טלפון: מדריך משפטי מעשי,"להב 433 טלפון: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 88c/5615i; 16mo 390c/28997i; protect equity.
1-real-traffic,12446,articles,https://jus-tice.co.il/drug-offenses-criminal-lawyer/,עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים,,,עורך דין,94181,2025-04-23,2026-07-02,2684,9,10.7,/drug-offenses-criminal-lawyer/,27.0,5873.0,0.46,15.5,KEEP-IMPROVE,,הגנה משפטית עבירות סמים,הברחת סמים עונש;בית מרקחת קנאביס רפואי יוון;גל תורן סמים;ארז;אימפריית הפשע ביקורת,hire-lawyer,criminal,cluster,2,"הגנה משפטית עבירות סמים: שירותים, הליך ובחירת ייצוג","הגנה משפטית עבירות סמים: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 9c/2684i; 16mo 27c/5873i; protect equity.
1-real-traffic,12924,articles,https://jus-tice.co.il/investigations-and-intelligence-division/,אגף החקירות והמודיעין של משטרת ישראל,,,משפט פלילי,42159,2025-09-16,2026-05-17,2029,25,11.9,/investigations-and-intelligence-division/,25.0,2029.0,1.23,11.9,KEEP-IMPROVE,,אגף החקירות והמודיעין של משטרת ישראל,אגף החקירות והמודיעין;אושרי אבוקסיס משטרה;אגף חקירות ומודיעין;אחמ משטרה;דרור אסרף משטרה,local,criminal,cluster,2,"אגף החקירות והמודיעין של משטרת ישראל: שירותים, הליך ומחירים","אגף החקירות והמודיעין של משטרת ישראל: שירותים, הליך ומחירים: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 25c/2029i; 16mo 25c/2029i; protect equity.
1-real-traffic,12264,articles,https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,עורכי הדין הפליליים הטובים בעולם ובישראל | סקירת 2025,עורכי דין פליליים בעולם | ייצוג בינלאומי | Jus-Tice,,משפט פלילי,27402,2025-03-10,2026-07-06,1640,24,37.2,/best-criminal-defence-lawyers-worldwide/,130.0,14210.0,0.91,21.0,KEEP-IMPROVE,,עורכי הדין הפליליים הטובים בעולם ובישראל,משה מזור עורך דין;עורך דין ששי גז מחיר;העורך דין הכי טוב בארץ;דירוג עורכי דין פליליים;בסט לויירס,hire-lawyer,criminal,cluster,2,"עורכי הדין הפליליים הטובים בעולם ובישראל: שירותים, הליך","עורכי הדין הפליליים הטובים בעולם ובישראל: שירותים, הליך: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 24c/1640i; 16mo 130c/14210i; protect equity.
1-real-traffic,7699,articles,https://jus-tice.co.il/53431-10-21/,"עונש פלילי יוצר ערוץ הטלגרם ""תוצרת כחול לבן"" בגין ריבוי עבירות של הטרדה מינית והתנכלות ופגיעה בפרטיות (ת""פ 53431-10-21)",,,עורך דין פלילי פסקי דין 2022,14223,2022-09-07,2026-05-16,1596,5,5.2,/53431-10-21/,93.0,13735.0,0.68,12.4,KEEP-IMPROVE,,"עונש פלילי יוצר ערוץ הטלגרם ""תוצרת כחול לבן"" בגין",תוצרת כחול לבן טלגרם;כחול לבן טלגרם;כחול לבן בטלגרם;טלגרם כחול לבן;ישראליות כחול לבן טלגרם,hire-lawyer,criminal,support,2,"עונש פלילי יוצר ערוץ הטלגרם ""תוצרת כחול לבן"" בגין ריבוי","עונש פלילי יוצר ערוץ הטלגרם ""תוצרת כחול לבן"" בגין ריבוי: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 5c/1596i; 16mo 93c/13735i; protect equity.
1-real-traffic,5707,articles,https://jus-tice.co.il/public-defender-annual-report-2019/,הסניגוריה הציבורית דוח פעילות 2019 | דין פלילי,,,הסניגוריה הציבורית,131103,2021-08-01,2026-05-16,1406,7,11.3,/public-defender-annual-report-2019/,24.0,7664.0,0.31,24.5,KEEP-IMPROVE,,הסניגוריה הציבורית,הסנגוריה הציבורית ירושלים טלפון;הסנגוריה הציבורית בירושלים;הסניגוריה הציבורית תל אביב;הסנגוריה הציבורית טלפון;הסנגוריה הציבורית מחוז מרכז,informational-guide,criminal,cluster,2,הסניגוריה הציבורית: מדריך משפטי מעשי,"הסניגוריה הציבורית: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 7c/1406i; 16mo 24c/7664i; protect equity.
1-real-traffic,12428,articles,https://jus-tice.co.il/famous-criminal-defense-lawyer/,עורך דין פלילי מפורסם | עורכי הדין הפליליים המובילים בישראל ובעולם (2025),,,עורך דין,32255,2025-04-16,2026-07-02,1397,14,27.4,/famous-criminal-defense-lawyer/,114.0,19273.0,0.59,26.9,KEEP-IMPROVE,,עורך דין פלילי מפורסם,אריק דופונט מורטי;עו ד פלילי מפורסם;עורכת דין פלילית מפורסמת;עורכי הדין הפליליים הטובים בישראל;עורך דין פלילי מוכר,hire-lawyer,criminal,cluster,2,"עורך דין פלילי מפורסם: שירותים, הליך ובחירת ייצוג","עורך דין פלילי מפורסם: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 14c/1397i; 16mo 114c/19273i; protect equity.
1-real-traffic,8795,articles,https://jus-tice.co.il/shoplifting/,גניבה מחנויות | עבירת גניבה מחנות - עסק,,,משפט פלילי,12099,2023-03-14,2026-05-18,1348,13,10.7,/shoplifting/,268.0,17091.0,1.57,30.6,KEEP-IMPROVE,,גניבה מחנות,גניבה בסופר מצלמות;קופה בשירות עצמי גניבה;מה העונש על גניבה מחנות;מניעת גניבות בחנויות;גניבה מחנויות,informational-guide,criminal,cluster,2,גניבה מחנות: מדריך משפטי מעשי,"גניבה מחנות: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 13c/1348i; 16mo 268c/17091i; protect equity.
1-real-traffic,12481,articles,https://jus-tice.co.il/federal-bureau-of-investigation/,"FBI לשכת החקירות הפדרלית ארה""ב |  עורך דין פלילי F.B.I",,,עורך דין,39445,2025-05-12,2026-07-02,1325,10,7.8,/federal-bureau-of-investigation/,63.0,7344.0,0.86,13.8,KEEP-IMPROVE,,"FBI לשכת החקירות הפדרלית ארה""ב",מה זה fbi;fbi מה זה;fbi ראשי תיבות;fbi בישראל;fbi ישראל,hire-lawyer,criminal,cluster,2,"FBI לשכת החקירות הפדרלית ארה""ב: שירותים, הליך ובחירת ייצוג","FBI לשכת החקירות הפדרלית ארה""ב: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 10c/1325i; 16mo 63c/7344i; protect equity.
1-real-traffic,12275,articles,https://jus-tice.co.il/arrested-abroad-il/,"מעצר בחו""ל - מה לעשות? מדריך 2025 לישראלי עצור במדינה זרה",,,עורך דין,20766,2025-03-12,2026-05-16,1046,11,11.6,/arrested-abroad-il/,119.0,9139.0,1.3,16.5,KEEP-IMPROVE,,"מעצר בחו""ל - מה לעשות? מדריך לישראלי עצור במדינה זרה",מעצר ילדים יוטיוב;איך נרגעים לפני מעצר;הקלות במעצר;ביטול צו מעצר בינלאומי;הוצאת דרכון פורטוגלי לבן זוג,hire-lawyer,criminal,cluster,2,"מעצר בחו""ל - מה לעשות? מדריך לישראלי עצור במדינה זרה","מעצר בחו""ל - מה לעשות? מדריך לישראלי עצור במדינה זרה: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 11c/1046i; 16mo 119c/9139i; protect equity.
1-real-traffic,6587,articles,https://jus-tice.co.il/sex-offenses-criminal-law-defendant-offenses-family-28464-07-19/,"דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי ילדיו | ריבוי עבירות של אינוס קטינה בת משפחה (פ""ח 28464-07-19)",,,משפט פלילי,85245,2022-02-01,2026-05-18,778,21,31.4,/sex-offenses-criminal-law-defendant-offenses-family-28464-07-19/,21.0,778.0,2.7,31.4,KEEP-IMPROVE,,דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי,בן מכניס לבת;אני בת,informational-guide,criminal,support,2,דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי ילדיו,"דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי ילדיו: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 21c/778i; 16mo 21c/778i; protect equity.
1-real-traffic,2885,articles,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,כמה עולה ייצוג עורך דין פלילי? | מחירון מומלץ 2024,,,משפט פלילי,4316,2021-02-02,2026-05-16,695,5,34.5,/how-much-will-a-criminal-defense-lawyer-cost/,448.0,35161.0,1.27,35.2,KEEP-IMPROVE,,עורך דין פלילי מחירון,ששי גז מחיר;כמה עולה עורך דין פלילי;עורך דין פלילי שכר;עורך דין ששי גז מחיר;שכר טרחה עורך דין פלילי,cost/fees,criminal,cluster,2,עורך דין פלילי מחירון,"מחירים ושכר טרחה בנושא עורך דין פלילי מחירון: מה משפיע על העלות, מה כלול ואילו שאלות לבדוק. מידע מעודכן בבדיקת עו״ד.",90d 5c/695i; 16mo 448c/35161i; protect equity.
1-real-traffic,10230,articles,https://jus-tice.co.il/decision22431-08-19/,"פסק דין פלילי | בעלים של סוכנות דוגמנות הנאשם בעבירות מין בלקוחותיו (תפ""ח 22431-08-19)",,,משפט פלילי,39326,2023-11-12,2026-05-18,497,22,25.1,/decision22431-08-19/,91.0,3880.0,2.35,26.7,KEEP-IMPROVE,,פסק דין פלילי,ניר סנדלר;דוגמן תחתונים;דרושים דוגמנים ללא ניסיון;דרושים דוגמנים צעירים;08 19,informational-guide,criminal,support,2,פסק דין פלילי | בעלים של סוכנות דוגמנות הנאשם בעבירות מין,"פסק דין פלילי | בעלים של סוכנות דוגמנות הנאשם בעבירות מין: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 22c/497i; 16mo 91c/3880i; protect equity.
1-real-traffic,5858,articles,https://jus-tice.co.il/money-laundering-verdict-defendants-offenses-corporation-13268-09-15/,"פסק דין נאשמים בגין קבלת דבר במרמה בנסיבות מחמירות, הלבנת הון, עבירות מנהלים בתאגיד ועוד (ת""פ 13268-09-15)",,,פלילי פסקי דין חשובים,96082,2021-08-10,2026-05-17,424,15,10.6,/money-laundering-verdict-defendants-offenses-corporation-13268-09-15/,15.0,424.0,3.54,10.6,KEEP-IMPROVE,,פסק דין נאשמים בגין קבלת דבר במרמה בנסיבות מחמירות,שמעון בלולו;שמעון עמר פונטיאק;גיא אלון תביעות;איתן בלולו;אור בן לולו,hire-lawyer,criminal,support,2,"פסק דין נאשמים בגין קבלת דבר במרמה בנסיבות מחמירות, הלבנת","פסק דין נאשמים בגין קבלת דבר במרמה בנסיבות מחמירות, הלבנת: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 15c/424i; 16mo 15c/424i; protect equity.
2-low-traffic,20211,page,https://jus-tice.co.il/criminal-defense-attorney/,"עורך דין פלילי מומלץ: השוואת עו""ד לפי ביקורות",עורך דין פלילי - ייעוץ וליווי משפטי | מדריך | Jus-Tice,"עורך דין פלילי: מדריך מלא להליך הפלילי בישראל. חקירה, מעצר, שימוע, כתב אישום, סגירת תיק ומחיקת רישום פלילי, עלויות ושאלות נפוצות.",,6578,2026-05-22,2026-07-12,382,1,66.6,/criminal-defense-attorney/,12.0,80964.0,0.01,57.3,KEEP-IMPROVE,,עורך דין פלילי,איך לבחור עורך דין פלילי בירושלים?;איך בוחרים עורך דין פלילי;המלצות עורך דין פלילי במרכז;דירוג עורכי דין פליליים;הפרעה לשוטר בעת מילוי תפקידו,hire-lawyer,criminal,pillar,2,"עורך דין פלילי | ייעוץ בחקירה, מעצר וייצוג","עורך דין פלילי | ייעוץ בחקירה, מעצר וייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 1c/382i; 16mo 12c/80964i; protect equity.
1-real-traffic,12353,articles,https://jus-tice.co.il/17044-12-22/,"גזר דין למטפל שהורשע בעבירות מין (תפ""ח 17044-12-22)",,,עורך דין פלילי פסקי דין 2022,32659,2025-03-24,2026-07-02,355,15,41.6,/17044-12-22/,159.0,2737.0,5.81,25.9,KEEP-IMPROVE,,"גזר דין למטפל שהורשע בעבירות מין (תפ""ח 17044-12-22)",חשפה את איבר מינה;דוגמנית עבירות מוסר;ברי טרסי;גניחות חזקות;דרויאן-גמליאל עידו,hire-lawyer,criminal,support,2,"גזר דין למטפל שהורשע בעבירות מין (תפ""ח 17044-12-22)","גזר דין למטפל שהורשע בעבירות מין (תפ""ח 17044-12-22): תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 15c/355i; 16mo 159c/2737i; protect equity.
1-real-traffic,10310,articles,https://jus-tice.co.il/decision42377-09-22/,"פסק דין זיכוי מאישום תקיפת בת זוג | ת""פ 42377-09-22 מדינת ישראל נ' אוזנה",,,משפט פלילי,10873,2023-12-03,2026-05-18,227,9,23.4,/decision42377-09-22/,93.0,7251.0,1.28,21.1,KEEP-IMPROVE,,פסק דין זיכוי מאישום תקיפת בת זוג,תקיפת בן זוג;09 22;42377;בת 24 מעוניינת בחבר;site:jus-tice.co.il,informational-guide,criminal,support,2,"פסק דין זיכוי מאישום תקיפת בת זוג | ת""פ 42377-09-22 מדינת","פסק דין זיכוי מאישום תקיפת בת זוג | ת""פ 42377-09-22 מדינת: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 9c/227i; 16mo 93c/7251i; protect equity.
1-real-traffic,9119,articles,https://jus-tice.co.il/verdict-acquittal-law-complete-502-07/,"הזיכוי: הכרעת דין במשפט החוזר של רומן זדורוב (תפ""ח 502-07) פסק דין מלא להורדה",,,פלילי פסקי דין חשובים,2200,2023-03-30,2026-05-16,219,14,6.6,/verdict-acquittal-law-complete-502-07/,14.0,219.0,6.39,6.6,KEEP-IMPROVE,,"הזיכוי: הכרעת דין במשפט החוזר של רומן זדורוב (תפ""ח",,template/tool,criminal,support,2,"הזיכוי: הכרעת דין במשפט החוזר של רומן זדורוב (תפ""ח 502-07)","הזיכוי: הכרעת דין במשפט החוזר של רומן זדורוב (תפ""ח 502-07): כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 14c/219i; 16mo 14c/219i; protect equity.
1-real-traffic,8073,articles,https://jus-tice.co.il/law-defendant-offenses-69728-06-20/,"הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים בידי עובד ציבור (ת""פ 69728-06-20)",,,עורך דין פלילי פסקי דין 2022,73251,2022-11-17,2026-05-16,201,8,12.5,/law-defendant-offenses-69728-06-20/,8.0,201.0,3.98,12.5,KEEP-IMPROVE,,"הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה",אתי כרייף תאריך לידה,hire-lawyer,criminal,support,2,"הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים","הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 8c/201i; 16mo 8c/201i; protect equity.
1-real-traffic,5683,articles,https://jus-tice.co.il/punishment-criminal-defendant-48-43418-01-21/,"48 חודשי מאסר: גז""ד עונש פלילי לנאשם באינוס ומעשה סדום בקטינה (תפח""ע 43418-01-21)",,,משפט פלילי,18791,2021-07-28,2026-05-18,106,8,50.3,/punishment-criminal-defendant-48-43418-01-21/,8.0,106.0,7.55,50.3,KEEP-IMPROVE,,"48 חודשי מאסר: גז""ד עונש פלילי לנאשם באינוס ומעשה",,informational-guide,criminal,support,2,"48 חודשי מאסר: גז""ד עונש פלילי לנאשם באינוס ומעשה סדום","48 חודשי מאסר: גז""ד עונש פלילי לנאשם באינוס ומעשה סדום: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 8c/106i; 16mo 8c/106i; protect equity.
1-real-traffic,5681,articles,https://jus-tice.co.il/criminal-law-judge-punishment-defendant-offense-39682-07-20/,"השופטת אסתר הלמן: עונש גזר דין פלילי נאשם עבירת תקיפת אישה ובת (תפח""ע 39682-07-20)",,,משפט פלילי,9856,2021-07-28,2026-05-18,53,6,56.7,/criminal-law-judge-punishment-defendant-offense-39682-07-20/,6.0,53.0,11.32,56.7,KEEP-IMPROVE,,השופטת אסתר הלמן: עונש גזר דין פלילי נאשם עבירת,גזר דין;אסתר דין,informational-guide,criminal,support,2,השופטת אסתר הלמן: עונש גזר דין פלילי נאשם עבירת תקיפת אישה,"השופטת אסתר הלמן: עונש גזר דין פלילי נאשם עבירת תקיפת אישה: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 6c/53i; 16mo 6c/53i; protect equity.
3-seen-not-clicked,888,articles,https://jus-tice.co.il/police-records-data-deletion/,מחיקת רישום משטרתי | ביטול רישום של תיקים סגורים,,"רישום משטרתי- יש דבר כזה וכדאי לפעול למחיקתו באמצעות עו""ד פלילי. רישום משטרתי יכול לעמוד כרועץ בדרכו של בעל הרישום למשרה נחשקת, עבודה בחו""ל וכיו""ב ולכן כדאי להגיש בקשה למחיקתו.",משפט פלילי,1123,2019-03-24,2026-05-18,1618,0,69.2,/police-records-data-deletion/,11.0,47831.0,0.02,34.2,REBUILD,,מחיקת רישום משטרתי,ביטול רישום משטרתי;מחיקת רישום פלילי משטרת ישראל;ביטול רישום פלילי;מחיקת תיק משטרתי;בקשה למחיקת רישום פלילי,informational-guide,criminal,cluster,2,מחיקת רישום משטרתי: מדריך משפטי מעשי,"מחיקת רישום משטרתי: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 11c/47831i; demand protected; attorney-led rebuild.
2-low-traffic,9625,articles,https://jus-tice.co.il/murder-in-united-states-law/,"עבירת רצח ארצות הברית | עו""ד פלילי חוק ארה""ב",,,משפט פלילי,4732,2023-06-05,2026-05-18,729,4,9.4,/murder-in-united-states-law/,113.0,17784.0,0.64,34.5,REBUILD,,עבירת רצח ארצות הברית,רצח מדרגה ראשונה;רצח מדרגה שלישית;רצח מדרגה שנייה;דרגות רצח;הריגה עונש מקסימלי,hire-lawyer,criminal,cluster,2,"עבירת רצח ארצות הברית: שירותים, הליך ובחירת ייצוג","עבירת רצח ארצות הברית: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 113c/17784i; demand protected; attorney-led rebuild.
