tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position
2-low-traffic,10721,articles,https://jus-tice.co.il/corporate-immigration-portugal/,מדריך הגירה עסקית לפורטוגל | חוקי ויזה לעסקים יזמים סטרט אפ,,,פורטוגל,12152,2024-02-05,2026-05-16,201,1,32.5
2-low-traffic,10453,articles,https://jus-tice.co.il/argentina-lawyers/,"עורך דין בארגנטינה | עו""ד ישראלי ארגנטינה",,,עורך דין,3949,2023-12-14,2026-05-16,196,3,37.5
2-low-traffic,12552,articles,https://jus-tice.co.il/the-legal-500/,The Legal 500,,,,24323,2025-05-28,2025-05-28,196,1,7.7
2-low-traffic,6670,articles,https://jus-tice.co.il/verdict-cancellation-38215-11-21/,"פסק דין ביטול עסקת רכישת רכב (רת""ק 38215-11-21) שוסטרמן נ' אלבר ציי רכב",,,,9219,2022-02-10,2026-05-16,191,2,20.7
2-low-traffic,10544,articles,https://jus-tice.co.il/cadastre/,מה זה קדסטר?,,,,1537,2023-12-21,2026-05-16,190,1,7.3
2-low-traffic,1067,articles,https://jus-tice.co.il/filing-a-lawsuit-how-to-sue/,איך מגישים תביעה בבית משפט?,,,עורך דין,1689,2017-01-01,2026-05-16,189,1,23.8
2-low-traffic,7316,articles,https://jus-tice.co.il/decision17331-01-17/,"פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה במפרץ חניה לאוטובוסים (ת""א 17331-01-17)",,,"עו""ד נזיקין פסקי דין",8366,2022-06-02,2026-05-16,188,1,9.0
2-low-traffic,9964,articles,https://jus-tice.co.il/united-states-divorce/,גירושין בארצות הברית,,,גירושין,17426,2023-09-13,2026-05-16,185,1,10.5
2-low-traffic,12377,articles,https://jus-tice.co.il/top-international-tax-law-firms/,פירמות עורכי דין מובילות במיסוי בינלאומי,,,עורך דין,18349,2025-03-26,2026-07-02,185,2,27.6
2-low-traffic,6892,articles,https://jus-tice.co.il/sex-offenses-process-criminal-law-account/,הטיפול בנפגעי עבירות מין בהליך הפלילי – דין וחשבון,,,משפט פלילי,138303,2022-03-13,2026-05-18,182,2,17.1
2-low-traffic,9835,articles,https://jus-tice.co.il/georgia-lawyers/,"עורך דין גיאורגיה | עו""ד ישראלי נדל""ן בגיאורגיה",,,עורך דין,17701,2023-08-22,2026-05-16,182,2,28.0
2-low-traffic,9866,articles,https://jus-tice.co.il/real-estate-romania/,"רכישת נדל""ן ברומניה מדריך משפטי למשקיע",,,"מקרקעין | נדל""ן",21068,2023-08-25,2026-05-16,181,4,16.0
2-low-traffic,19261,articles,https://jus-tice.co.il/criminal-lawyer-cost/,כמה עולה עורך דין פלילי בישראל? | מדריך מחירים מלא 2026,,,משפט פלילי,1534,2026-05-13,2026-05-15,179,1,49.7
2-low-traffic,3527,articles,https://jus-tice.co.il/submitting-affidavit-israel-court/,הגשת תצהיר לבית משפט | טופס תצהיר להגשה בבית משפט,,,בית המשפט לענייני משפחה,450,2021-05-30,2026-05-16,176,3,11.2
2-low-traffic,11303,articles,https://jus-tice.co.il/wachtell-lipton-rosen-katz/,"משרד עורכי הדין Wachtell, Lipton, Rosen & Katz",,,עורך דין,1101,2024-07-11,2026-05-16,176,2,41.4
2-low-traffic,4204,articles,https://jus-tice.co.il/music-recording-contract/,חוזה הקלטה מוזיקלית | חוזה הקלטה ללהקה או זמר ותמלוגים,,,,5104,2021-06-08,2026-05-16,175,4,9.1
2-low-traffic,20338,page,https://jus-tice.co.il/law-suit-cost-israel/,כמה עולה תביעה משפטית בישראל: כל העלויות,כמה עולה תביעה משפטית בישראל | כל העלויות | Jus-Tice,,,413,2026-05-23,2026-07-12,174,3,23.8
2-low-traffic,9684,articles,https://jus-tice.co.il/real-estate-italy/,"נדל""ן באיטליה",,,"מקרקעין | נדל""ן",10707,2023-06-15,2026-05-16,173,1,21.5
2-low-traffic,10465,articles,https://jus-tice.co.il/mexico-lawyers/,"עורך דין מקסיקו | עו""ד ייצוג משפטי במקסיקו",,,עורך דין,692,2023-12-15,2026-05-16,172,3,3.4
2-low-traffic,12940,articles,https://jus-tice.co.il/divorce-agreement-enforcement-claims/,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,,,דיני משפחה,32289,2025-09-25,2026-07-02,169,4,11.8
2-low-traffic,12535,articles,https://jus-tice.co.il/best-interest-child-procedures-divorce-alimony/,עקרונות הלכתיים ויישום קביעתם של הסדרי השהות בגירושין על פי טובת הילד | חיובי המזונות היקפם וחלוקתם,,,דיני משפחה,83885,2025-05-26,2026-07-02,167,1,10.0
2-low-traffic,7464,articles,https://jus-tice.co.il/decision58450-02-22/,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי תקיפה שבוצעו בה בהיותה קטינה (ת""א 37784-01-16)",,,"עו""ד נזיקין פסקי דין",35488,2022-06-14,2026-05-16,166,1,8.7
2-low-traffic,10675,articles,https://jus-tice.co.il/bank-account-in-portugal/,כיצד לפתוח חשבון בנק בפורטוגל |  עזרה בפתיחת חשבון בנק בפורטוגל,,,פורטוגל,3528,2024-02-03,2026-05-16,166,1,7.9
2-low-traffic,11671,articles,https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation/,משרד עורכי הדין רוטנברג בדירוג המובילים בתחום דיני משפחה וגירושין,משרד עורכי הדין רוטנברג בדירוג המובילים בתחום דיני משפחה וגירושין,,דיני משפחה,4824,2024-12-17,2026-05-16,166,1,26.6
2-low-traffic,4196,articles,https://jus-tice.co.il/law-contract-1970/,"חוק החוזים (תרופות בשל הפרת חוזה), תשל""א-1970 | עם דברי הסבר",,,,7218,2021-06-08,2026-05-16,164,1,14.0
2-low-traffic,7487,articles,https://jus-tice.co.il/sex-offenses-criminal-defendant-26551-01-21/,"פלילי: הרשעת נאשם בשורה של עבירות מין ומעשים מגונים שביצע במספר קטינים (תפח""ע 26551-01-21)",,,עורך דין פלילי פסקי דין 2022,26635,2022-06-16,2026-05-16,163,1,40.9
2-low-traffic,11345,articles,https://jus-tice.co.il/dla-piper/,DLA Piper (משרד עורכי דין),,,עורך דין,2183,2024-07-18,2026-05-16,163,1,12.8
2-low-traffic,11150,articles,https://jus-tice.co.il/philosophy-of-law/,"פילוסופיה של המשפט | אתיקה עו""ד | מהם קווי יסוד לפילוסופיה של המשפט",,,,4529,2024-04-25,2026-05-16,161,1,9.0
2-low-traffic,3191,articles,https://jus-tice.co.il/living-apart-together-legal-rights/,ידועים בציבור ללא מגורים משותפים,,,דיני משפחה,883,2021-04-16,2026-05-16,159,1,29.8
2-low-traffic,3237,articles,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,מדיניות התביעה בהעמדה לדין וענישה בעבירות של גרימת מוות בתאונות דרכים,,,משפט פלילי,5321,2021-04-28,2026-05-18,149,2,50.2
2-low-traffic,10718,articles,https://jus-tice.co.il/government-of-portugal/,ממשלת פורטוגל,,,פורטוגל,665,2024-02-05,2026-05-16,148,2,7.2
2-low-traffic,20227,page,https://jus-tice.co.il/anesthesia-medical-malpractice/,"רשלנות ברדמה (אנסתזיה): פיצויים, התעוררות בניתוח","רשלנות ברדמה (אנסתזיה) | פיצויים, התעוררות בניתוח | Jus-Tice",,,6334,2026-05-22,2026-07-12,147,1,14.1
2-low-traffic,10733,articles,https://jus-tice.co.il/portuguese-nationality-law-jewish-return/,חוק הלאום הפורטוגזי | חוק השבות היהודי פורטוגל | בני אנוסים ספרדים,,,פורטוגל,17603,2024-02-05,2026-05-16,146,3,9.3
2-low-traffic,9609,articles,https://jus-tice.co.il/hungary-lawyer/,"עורך דין בהונגריה | עו""ד ישראלי בודפשט הונגריה",,,עורך דין,17127,2023-06-02,2026-05-17,145,4,25.1
2-low-traffic,11888,articles,https://jus-tice.co.il/real-estate-market-review-cyprus-guide-israelis-2025/,"סקירה על שוק הנדל""ן בקפריסין - מדריך 2025 למשקיעים ישראלים בקפריסין",,,"מקרקעין | נדל""ן",9488,2025-01-29,2026-05-16,145,3,11.2
2-low-traffic,6110,articles,https://jus-tice.co.il/medical-malpractice-lawsuit-pregnancy-20346-03-17/,"דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר שנשאה ברחמה (ת""א 20346-03-17) מספר תיק",,,דיני נזיקין,17695,2021-08-26,2026-05-16,143,3,8.2
2-low-traffic,11082,articles,https://jus-tice.co.il/czech-lawyers/,עורך דין צ'כיה | עורך דין ישראלי צ'כוסלובקיה,,,עורך דין,2892,2024-03-27,2026-05-16,141,1,12.8
2-low-traffic,7254,articles,https://jus-tice.co.il/decision5987-10-16/,"השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת מזונות, זמני שהות שווים, אך בין ההורים פערי הכנסה משמעותיים (תלה""מ 5987-10-16)",,,מזונות ילדים,12002,2022-05-24,2026-05-16,136,3,9.9
2-low-traffic,11573,articles,https://jus-tice.co.il/law-firm/,"משרד עורכי דין ד""ר אסף פוזנר",,,עורך דין,629,2024-09-17,2026-05-16,136,2,9.6
2-low-traffic,6655,articles,https://jus-tice.co.il/injunction-judge-decision-request-petition-68959-12-21/,"השופטת שלי רוזמן פרקש: החלטה בבקשה לצו מניעה זמני למניעת דיספוזיציה במניותיה ובענייניה של המבקשת (ת""ע 68959-12-21)",,,דיני משפחה,3013,2022-02-09,2026-05-16,133,2,7.5
2-low-traffic,9976,articles,https://jus-tice.co.il/belgian-lawyers/,"עורך דין בלגיה | עו""ד ישראלי בבלגיה",,,עורך דין,12266,2023-09-13,2026-05-16,133,1,6.6
2-low-traffic,10036,articles,https://jus-tice.co.il/thailand-land-purchase-and-ownership-law/,חוק רכישת קרקעות ובעלות בתאילנד,,,"מקרקעין | נדל""ן",894,2023-09-24,2026-05-16,129,2,8.1
2-low-traffic,11415,articles,https://jus-tice.co.il/cuatrecasas/,"Cuatrecasas, Gonçalves Pereira & Associados (עורכי דין)",,,פורטוגל,2480,2024-07-27,2026-05-16,128,1,59.5
2-low-traffic,12058,articles,https://jus-tice.co.il/real-estate-deals-lawyer-real-estate/,"עסקאות נדל""ן מורכבות | עורך דין נדל""ן",,,"מקרקעין | נדל""ן",16433,2025-02-27,2026-07-02,128,1,15.5
2-low-traffic,6127,articles,https://jus-tice.co.il/parental-alienation-verdict-refusal-judge-lawsuit-claim/,"סרבנות קשר וניכור הורי: פס""ד של השופט ארז שני על תביעת אב לחידוש קשר עם בנו הקטין בטענה לפעולות יזומות של האם לניכור הורי",,,דיני משפחה,18113,2021-08-29,2026-05-16,127,2,35.3
2-low-traffic,7473,articles,https://jus-tice.co.il/punitive-damage/,פיצויים עונשיים | מהו פיצוי עונשי?,,,דיני נזיקין,104300,2022-06-15,2026-05-16,127,1,8.9
2-low-traffic,11934,articles,https://jus-tice.co.il/real-estate-investment-new-york-surgery-manhattan/,"מה חשוב לדעת על השקעות נדל""ן בניו יורק | ניתוח כדאיות השקעה במנהטן מול ערים אחרות בעולם",,,"מקרקעין | נדל""ן",6581,2025-02-05,2026-05-16,127,1,23.6
2-low-traffic,5855,articles,https://jus-tice.co.il/verdict-judge-34672-02-21/,"השופטת אביגיל ון-קרפלד: פס""ד בעניין גילוי נאות חסר שנעשה בעסקת מכר ברשת האינטרנט (ת""ק 34672-02-21)",,,,1451,2021-08-10,2026-05-16,126,2,6.9
2-low-traffic,6386,articles,https://jus-tice.co.il/defamation-lawsuit-compensation-privacy-google-llc/,"תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי בגין לשון הרע ופגיעה בפרטיות",,,דיני נזיקין,19308,2021-09-05,2026-05-16,126,2,11.4
2-low-traffic,2849,articles,https://jus-tice.co.il/how-to-deal-with-problematic-employees-aside-from-termination/,כיצד להתמודד עם עובדים בעייתיים (מלבד פיטורין),,,דיני עבודה,1274,2020-11-04,2026-05-16,125,2,9.5
2-low-traffic,6554,articles,https://jus-tice.co.il/defense/,ניהול מאגר נתוני זיהוי פלילי ואמצעי זיהוי | מחיקת נתונים לזיהוי גנטי מהמאגר,,,משפט פלילי,14471,2022-01-09,2026-05-18,123,3,7.6
2-low-traffic,6802,articles,https://jus-tice.co.il/israel-police/,מהי משטרה? משטרת ישראל,,,משפט פלילי,1839,2022-02-28,2026-05-16,123,1,15.4
2-low-traffic,10566,articles,https://jus-tice.co.il/decision55016-06-17a/,"השופטת אורית ליפשיץ: פס""ד בתביעת רשלנות רפואית בטיפול שיניים שהוענק לתובעת (ת""א 55016-06-17)",,,דיני נזיקין,16476,2023-12-24,2026-05-16,120,2,7.8
2-low-traffic,7191,articles,https://jus-tice.co.il/decision21029-12-21/,"תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר (תמ""ש 21029-12-21)",,,פסקי דין גירושין דיני משפחה 2022,7122,2022-05-19,2026-05-16,119,1,16.4
2-low-traffic,8652,articles,https://jus-tice.co.il/75054-07-19/,"תביעה נגד מנהל עזבון בטענה שלא השכיר נכסים שהיו שייכים לעיזבון (תמ""ש 75054-07-19)",,,ענייני ירושה,15134,2023-02-26,2026-05-16,118,1,9.8
2-low-traffic,6037,articles,https://jus-tice.co.il/legal-proceedings-jurisdiction-israel-courts/,טיפול בהליכים לפי חוק הנוער טיפול והשגחה,,,משפט פלילי,4858,2021-08-16,2026-05-22,117,1,18.3
2-low-traffic,5627,articles,https://jus-tice.co.il/mom-full-custody/,משמורת אם,,,דיני משפחה,997,2021-07-12,2026-05-16,113,1,46.9
2-low-traffic,11205,articles,https://jus-tice.co.il/unequal-pension-split-verdict-against-husband/,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין 2024 | בית דין רבני,,,גירושין,30154,2024-05-18,2026-05-16,109,2,13.6
2-low-traffic,9636,articles,https://jus-tice.co.il/criminal-law-lawyer/,עורך דין פלילי פורנוגרפיית ילדים,,,משפט פלילי,8923,2023-06-05,2026-05-18,108,1,10.2
2-low-traffic,9090,articles,https://jus-tice.co.il/real-estate-investing/,"עורך דין השקעות נדל""ן בחו""ל | המדריך לרכישת נכס נדל""ן מחוץ לישראל",,,"מקרקעין | נדל""ן",26968,2023-03-29,2026-05-16,107,1,41.9
2-low-traffic,10342,articles,https://jus-tice.co.il/decision67437-12-18/,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים שלישיים בשל טענה להברחת נכסים ע""י הבעל | חלוקת רכוש גירושין",,,פסקי דין חשובים,14570,2023-12-06,2026-05-16,107,1,32.0
2-low-traffic,6473,articles,https://jus-tice.co.il/child-support-verdict-judge-request/,"השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם כנגד אב",,,דיני משפחה,11165,2021-10-03,2026-05-16,102,3,9.9
2-low-traffic,6702,articles,https://jus-tice.co.il/personal-injury-lawsuit-71866-07-18/,"תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של העיריה (ת""א 71866-07-18)",,,דיני נזיקין,23550,2022-02-17,2026-05-16,102,1,13.7
2-low-traffic,5606,articles,https://jus-tice.co.il/petition-offenses-criminal/,"בקשת הסגרה בגין עבירות של קבלת דבר במרמה | עו""ד פלילי",,,משפט פלילי,11418,2021-07-07,2026-05-18,100,2,23.8
2-low-traffic,11568,articles,https://jus-tice.co.il/law-firm-civil/,איתן האזרחי ושות' | משרד עורכי דין,,,עורך דין,512,2024-09-17,2026-05-16,99,1,10.0
2-low-traffic,7174,articles,https://jus-tice.co.il/decision10297-09-21/,"פס""ד בערעור שעניינו חוקיות חיפוש סמים (ע""פ 10297-09-21)",,,משפט פלילי,3572,2022-05-19,2026-05-18,96,2,26.6
2-low-traffic,9633,articles,https://jus-tice.co.il/child-pornography-laws-in-the-united-states/,"חוקי פורנוגרפיית ילדים בארצות הברית | עו""ד פלילי ארה""ב",,,משפט פלילי,3104,2023-06-05,2026-05-18,96,2,7.3
2-low-traffic,7571,articles,https://jus-tice.co.il/decision50014-01-19/,"השופטת יעל ייטב: החלטה בדבר מינוי מומחה מטעם בית המשפט בתיק רשלנות רפואית (ת""א 50014-01-19)",,,דיני נזיקין,3749,2022-07-15,2026-05-16,94,1,10.0
2-low-traffic,12087,articles,https://jus-tice.co.il/leading-divorce-lawyers-worldwide/,עבודת עורכי הדין לגירושין ברחבי העולם | סקירת עורכי הדין המובילים לתחום הגירושין בעולם,,,עורך דין,24262,2025-03-03,2026-05-17,94,4,11.7
2-low-traffic,19265,articles,https://jus-tice.co.il/shoplifting-defense/,"גניבה מחנות בישראל | עונשים, הגנות משפטיות וזכויות הנחשד",,,משפט פלילי,1229,2026-05-13,2026-05-15,94,1,12.0
2-low-traffic,1627,articles,https://jus-tice.co.il/cancellation-business-law-licensing-22/,ביטול צו סגירה לעסק לפי סעיף 22ב' לחוק רישוי עסקים,,,,9902,2020-03-01,2026-05-16,93,3,17.2
2-low-traffic,5978,articles,https://jus-tice.co.il/rape-us-law/,"אונס - הגנות ועונשים בארה""ב",,,משפט פלילי,1719,2021-08-12,2026-05-18,92,2,45.1
2-low-traffic,20364,page,https://jus-tice.co.il/trademark-registration-israel/,"רישום סימן מסחרי בישראל: כיצד, עלות, הגנה","רישום סימן מסחרי בישראל | כיצד, עלות, הגנה | Jus-Tice",,,383,2026-05-23,2026-07-12,92,1,23.0
2-low-traffic,8436,articles,https://jus-tice.co.il/verdict-rights-house-land-35298-10-19/,"פסק דין הצהרתי בנוגע למחצית מהזכויות בבית ובקרקע (תמ""ש 35298-10-19)",,,"מקרקעין | נדל""ן",7023,2023-01-17,2026-05-16,91,1,36.9
2-low-traffic,7189,articles,https://jus-tice.co.il/decision26671-07-21/,"גז""ד כולל סוגיות בנוגע לנפגעי עבירות מין (תפח""ע 26671-07-21)",,,עורך דין פלילי פסקי דין 2022,2796,2022-05-19,2026-05-16,89,4,48.3
2-low-traffic,9286,articles,https://jus-tice.co.il/62758-11-22/,"השופט אריאל ממן: דחיית בקשה של התובע להתמנות לאפוטרופוס של אביו (א""פ 62758-11-22)",,,פסקי דין חשובים,1589,2023-04-03,2026-05-16,89,2,9.5
2-low-traffic,7677,articles,https://jus-tice.co.il/punishment-offenses-3-7140-09-21/,"גז""ד פסיכולוג יובל כרמי 3 שנות מאסר עונש בגין עבירות של יחסי מין ומעשה מגונה בין מטפל למטופל (ת""פ 7140-09-21)",,,פלילי פסקי דין חשובים,8725,2022-08-31,2026-05-16,88,2,11.9
2-low-traffic,11166,articles,https://jus-tice.co.il/lawyer-netherlands/,"עורך דין הולנד | עו""ד ישראלי בהולנד | ייצוג לווי משפטי",,,עורך דין,13638,2024-05-02,2026-05-16,88,2,7.3
2-low-traffic,20503,page,https://jus-tice.co.il/criminal-law-statistics-2025/,נתוני עבירות פליליות ישראל 2025,נתוני עבירות פליליות ישראל 2025 | Jus-Tice,,,209,2026-05-23,2026-07-12,86,2,6.3
2-low-traffic,10377,articles,https://jus-tice.co.il/investing-in-greece/,השקעה ביוון: מדריך מקיף למשקיעים ישראלים ולחברות,,,"מקרקעין | נדל""ן",15070,2023-12-08,2026-05-16,85,4,8.4
2-low-traffic,11198,articles,https://jus-tice.co.il/liechtenstein/,"עורך דין ליכטנשטיין | עו""ד ישראלי בליכטנשטיין",,,עורך דין,12146,2024-05-18,2026-05-16,85,2,7.6
2-low-traffic,11619,articles,https://jus-tice.co.il/54220-09-20/,"השופטת שירלי שי: פס""ד הדוחה בקשות לקיום צוואה בטענות השפעה בלתי הוגנת ומעורבות פסולה ודחיית תביעה לפסק דין הצהרתי (ת""ע 54220-09-20 ועוד)",,,דיני משפחה,24081,2024-11-18,2026-05-16,84,1,10.1
2-low-traffic,7193,articles,https://jus-tice.co.il/decision60362-03-22/,"ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין כנגד האם (רמ""ש 60362-03-22)",,,פסקי דין גירושין דיני משפחה 2022,3021,2022-05-19,2026-05-16,83,4,14.7
2-low-traffic,9291,articles,https://jus-tice.co.il/69430-06-20/,"פס""ד הגנת פרטיות והאזנה אסורה מפגשי אב ובתו (תמ""ש 69430-06-20)",,,פסקי דין חשובים,7365,2023-04-03,2026-05-16,83,1,29.3
2-low-traffic,11566,articles,https://jus-tice.co.il/law-firm-11566/,"ד""ר גדעון פישר ושות' | משרד עורכי דין",,,עורך דין,600,2024-09-17,2026-05-16,83,2,14.4
2-low-traffic,11600,articles,https://jus-tice.co.il/10918-10-19/,"פס""ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות בהליכי מתן הרישיון לעסוק ברפואה (ת""א 10918-10-19)",,,דיני נזיקין,33149,2024-10-01,2026-05-16,83,2,8.8
2-low-traffic,11300,articles,https://jus-tice.co.il/baker-mckenzie/,Baker & McKenzie | בייקר מקנזי משרד עורכי דין,,,עורך דין,2739,2024-07-11,2026-05-16,82,3,13.0
2-low-traffic,9971,articles,https://jus-tice.co.il/family-law-australia/,דיני משפחה אוסטרליה,,,דיני משפחה,3974,2023-09-13,2026-05-16,79,3,18
2-low-traffic,11211,articles,https://jus-tice.co.il/investing-in-argentina/,השקעות בארגנטינה | איך להשקיע בארגנטינה,,,"מקרקעין | נדל""ן",14036,2024-05-22,2026-05-16,79,3,8.1
2-low-traffic,8744,articles,https://jus-tice.co.il/verdict-lawsuit-damages-9109-12-19/,"פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א 9109-12-19)",,,פיצויים,7908,2023-03-09,2026-05-16,78,1,40.7
2-low-traffic,7761,articles,https://jus-tice.co.il/criminal-defenses/,הגנות פליליות | סוגי הגנות  בבית משפט,,,משפט פלילי,4195,2022-09-28,2026-05-16,77,1,8.6
2-low-traffic,11504,articles,https://jus-tice.co.il/morgan-morgan/,Morgan & Morgan | מורגן ומורגן | עורכי דין,,,עורך דין,994,2024-09-08,2026-05-16,77,1,6.5
2-low-traffic,11550,articles,https://jus-tice.co.il/herzog-fox-neeman/,הרצוג פוקס נאמן ושות',,,עורך דין,791,2024-09-12,2026-05-16,77,1,20.5
2-low-traffic,11914,articles,https://jus-tice.co.il/lawyer-ai-course/,קורס בינה מלאכותית AI מתקדם לעורכי דין | הכשרת עורכי דין בתחום הAI,,,עורך דין,12919,2025-02-01,2026-05-16,76,1,45.7
2-low-traffic,3218,articles,https://jus-tice.co.il/sentencing-punishment-criminal-19991-07-20/,"עונש פלילי על הפצת תכנים מיניים בטלגרם (גזר דין) ת""פ 19991-07-20",,,משפט פלילי,9517,2021-04-26,2026-05-18,75,1,18.7
2-low-traffic,7964,articles,https://jus-tice.co.il/personal-injury-verdict-judge-lawsuit-damages-claim/,"השופטת חיה זנדברג: פס""ד בתביעה לפיצויים בגין נזקי גוף בטענה לרשלנות לאחר לידה (ת""א 58449-02-18)",,,דיני נזיקין,23058,2022-11-03,2026-05-16,75,4,15.0
2-low-traffic,10834,articles,https://jus-tice.co.il/portugal-noatary/,נוטריון פורטוגל | נוטריון ישראלי שפה פורטוגזית בפורטוגל,,,פורטוגל,1876,2024-02-20,2026-05-16,73,2,13.4
2-low-traffic,2989,articles,https://jus-tice.co.il/sitemap-jus-tice/,מפת אתר,,,,2,2021-03-04,2026-05-16,72,1,48.8
2-low-traffic,8772,articles,https://jus-tice.co.il/decision6199-03-18/,"פס""ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה""מ 6199-03-18 השופטת עפרה גיא",,,דיני משפחה,21846,2023-03-13,2026-05-16,72,1,20.6
2-low-traffic,20277,page,https://jus-tice.co.il/tenant-rights-israel/,זכויות שוכר בישראל: מדריך מקיף 2025,זכויות שוכר בישראל | מדריך מקיף 2025 | Jus-Tice,,,390,2026-05-23,2026-07-12,71,1,16.1
2-low-traffic,5943,articles,https://jus-tice.co.il/2015-2016-major-supreme-court-ruling/,פסקי דין מרכזיים של בית המשפט העליון לשנת המשפט 2016-2015,,,בית המשפט העליון,40986,2021-08-11,2026-05-16,70,2,20.1
2-low-traffic,9260,articles,https://jus-tice.co.il/21213-04-18/,"ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן: פס""ד שעניינו איזון משאבים בין בני זוג לשעבר וחלוקת צרכי ילדיהם הקטינים ביניהם. הילדים מעל גיל 6 ובאחריות הורית משותפת (תלה""מ 21213-04-18)",,,דיני משפחה,15563,2023-04-02,2026-05-16,67,4,14.8
2-low-traffic,5591,articles,https://jus-tice.co.il/arbitration-dispute-between-partners-law-firm/,בוררות בסכסוך בין שותפים במשרד עורכי-דין | פסק דין,,,עורך דין,9261,2021-07-06,2026-05-16,66,3,12.4
2-low-traffic,7683,articles,https://jus-tice.co.il/decision75385-12-20/,"השופט עדי הדר: פס""ד בשתי תביעות בגין לשון הרע נגד אותו נתבע (ת""א 75385-12-20; ת""א 75416-12-20)",,,לשון הרע,8753,2022-09-01,2026-05-16,66,1,8.5
2-low-traffic,11382,articles,https://jus-tice.co.il/dentons/,Dentons | דנטונס (משרד עורכי דין),,,עורך דין,2386,2024-07-23,2026-05-16,66,4,12.7
2-low-traffic,6663,articles,https://jus-tice.co.il/ruling-law-complete-4447-07/,"הלכת רמי מור | רע""א 4447/07 רמי מור נ' ברק אי.טי.סי. | פסק הדין המלא",,,,38964,2022-02-10,2026-05-16,65,1,13.3
2-low-traffic,20426,page,https://jus-tice.co.il/startup-investment-lawyer/,"עורך דין השקעות סטארטאפ: Term Sheet, SAFEs, מחירים","עורך דין השקעות סטארטאפ | Term Sheet, SAFEs, מחירים | Jus-Tice",,,204,2026-05-23,2026-07-12,65,3,13.3
2-low-traffic,6412,articles,https://jus-tice.co.il/verdict-judge-alimony-cancellation-agreement-estate/,"השופטת הבכירה שושנה ברגר: פס""ד בשתי תובענות בנושא גביית מזונות וביטול הסכם חלוקת עיזבון",,,דיני משפחה,12333,2021-09-14,2026-05-16,64,3,8.5
2-low-traffic,6916,articles,https://jus-tice.co.il/apartment-defects-contractor-compensation-israel/,שיעור הפיצוי בגין ליקויי בנייה בדירה שנרכשה | ליקויים מהותיים המצדיקים החלפת הריצוף,,,פיצויים,6925,2022-03-17,2026-05-22,64,1,7.6
2-low-traffic,7106,articles,https://jus-tice.co.il/verdict-lawsuits-real-estate-40044-06-18/,"פסק דין העוסק בתביעות כספיות בתחום החוזים בנושאי פרויקטים של בנייה בתחום הנדל""ן (ת""א 40044-06-18)",,,"מקרקעין | נדל""ן",19196,2022-05-14,2026-05-16,64,4,9.1
2-low-traffic,11571,articles,https://jus-tice.co.il/lawyers-company/,"אלמוג-שפירא, חברת עורכי דין",,,עורך דין,642,2024-09-17,2026-05-16,64,1,11.7
2-low-traffic,6408,articles,https://jus-tice.co.il/verdict-21054-10-20/,שדה דב: פסק דין דיור בר-השגה | דיור בהישג יד עת״מ 21054-10-20 מימון ואח׳ נ׳ הועדה המחוזית לתכנון ובניה,,,משפט מנהלי,27151,2021-09-13,2026-05-16,61,1,7.6
2-low-traffic,8633,articles,https://jus-tice.co.il/parental-alienation-damages16820-11-19/,"תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)",,,פסקי דין חשובים,10879,2023-02-23,2026-05-16,61,1,24.9
2-low-traffic,9020,articles,https://jus-tice.co.il/real-estate-appraiser/,שמאי מקרקעין | שמאות מקרקעין,,,"מקרקעין | נדל""ן",16631,2023-03-25,2026-05-16,61,1,14.0
2-low-traffic,11355,articles,https://jus-tice.co.il/kirkland-ellis/,קירקלנד אליס |  Kirkland & Ellis (משרד עורכי דין),,,עורך דין,3075,2024-07-18,2026-05-16,61,2,10.7
2-low-traffic,11131,articles,https://jus-tice.co.il/prosecutor/,תובע במשפט פלילי,,,משפט פלילי,8222,2024-04-04,2026-05-18,60,1,12.9
