tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position,path_norm,clicks_16mo,impressions_16mo,ctr_pct_16mo,avg_position_16mo,action,merge_target_url,primary_query,secondary_queries,intent,cluster_id,role,priority_wave,new_title,new_meta_description,rationale
3-seen-not-clicked,5405,articles,https://jus-tice.co.il/joint-custody-shared-parenting/,משמורת משותפת,,"משמורת משותפת יכולה להטיב מאוד עם הילדים אם הקשר בין ההורים מתאים לכך ואם היא נעשית באופן נכון. אם לא מתקיימות הנסיבות המתאימות, משמורת מלאה תהיה עדיפה.",דיני משפחה,1974,2021-06-28,2026-05-16,241,0,78.2,/joint-custody-shared-parenting/,8.0,22846.0,0.04,61.2,REBUILD,,הורות משותפת גירושין,גירושין משמורת משותפת;הסכם גירושין משמורת משותפת;איך למנוע משמורת משותפת;הסכם משמורת משותפת;הורות משותפת מזונות,informational-guide,family-divorce,cluster,7,הורות משותפת גירושין: מדריך משפטי מעשי,"הורות משותפת גירושין: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 8c/22846i; demand protected; attorney-led rebuild.
2-low-traffic,10515,articles,https://jus-tice.co.il/adoption-usa/,"אימוץ בארה""ב",,,דיני משפחה,7332,2023-12-20,2026-05-16,210,2,11.2,/adoption-usa/,59.0,4983.0,1.18,32.6,REBUILD,,אימוץ ילדים 2018,כמה כסף מקבלים על אימוץ ילד?;אימוץ ילדים בחול;אימוץ ילדים 2019;אימוץ ילד אומנה;אימוץ ילדים יתומים בישראל,informational-guide,family-divorce,cluster,7,אימוץ ילדים 2018: מדריך משפטי מעשי,"אימוץ ילדים 2018: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 59c/4983i; demand protected; attorney-led rebuild.
2-low-traffic,12940,articles,https://jus-tice.co.il/divorce-agreement-enforcement-claims/,אכיפת הסכם גירושין על רקע טענות הדדיות בדבר הפרתו,,,דיני משפחה,32289,2025-09-25,2026-07-02,169,4,11.8,/divorce-agreement-enforcement-claims/,4.0,169.0,2.37,11.8,REBUILD,,אכיפת הסכם גירושין,site:jus-tice.co.il,informational-guide,family-divorce,cluster,7,אכיפת הסכם גירושין: מדריך משפטי מעשי,"אכיפת הסכם גירושין: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 4c/169i; demand protected; attorney-led rebuild.
2-low-traffic,3191,articles,https://jus-tice.co.il/living-apart-together-legal-rights/,ידועים בציבור ללא מגורים משותפים,,,דיני משפחה,883,2021-04-16,2026-05-16,159,1,29.8,/living-apart-together-legal-rights/,100.0,18018.0,0.56,52.3,REBUILD,,זוגיות פרק ב ללא מגורים משותפים,משק בית משותף;ידועים בציבור שלא גרים ביחד;ביטול ידועים בציבור;איך מוכיחים ידועים בציבור;הסכם לחיים משותפים בין ידועים בציבור,informational-guide,family-divorce,cluster,7,זוגיות פרק ב ללא מגורים משותפים: מדריך משפטי מעשי,"זוגיות פרק ב ללא מגורים משותפים: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 100c/18018i; demand protected; attorney-led rebuild.
3-seen-not-clicked,1224,articles,https://jus-tice.co.il/prenup-attorney/,"עו""ד הסכם ממון | עורך דין מומלץ הסכם ממון",,,עורך דין,2405,2020-01-15,2026-05-16,150,0,70.4,/prenup-attorney/,1.0,26870.0,0.0,57.0,REBUILD,,איך בוחרים עורך דין הסכם ממון,הסכם ממון ללא עורך דין;הסכם נישואין אצל עורך דין;הסכם ממון עורך דין;הסכם ממון תל אביב;. הסכם ממון עורך דין,hire-lawyer,family-divorce,cluster,7,"איך בוחרים עורך דין הסכם ממון: שירותים, הליך ובחירת ייצוג","איך בוחרים עורך דין הסכם ממון: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 1c/26870i; demand protected; attorney-led rebuild.
3-seen-not-clicked,3207,articles,https://jus-tice.co.il/marital-property-agreement/,הסכם ממון על דירה |  מתי הסכם ממון לא תופס,,,דיני משפחה,1965,2021-04-25,2026-05-16,140,0,60.5,/marital-property-agreement/,20.0,10783.0,0.19,40.4,REBUILD,,מתי הסכם ממון לא תופס,הסכם ממון pdf;הסכם ממון על דירה;הסכם ממון ומשכנתא;הסכם ממון דירה לפני הנישואין;הסכם ממון על דירה לפני הנישואין,informational-guide,family-divorce,cluster,7,מתי הסכם ממון לא תופס: מדריך משפטי מעשי,"מתי הסכם ממון לא תופס: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 20c/10783i; demand protected; attorney-led rebuild.
3-seen-not-clicked,3113,articles,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,ביטול הסכם גירושין,%%title%% %%page%% %%sep%% האם ניתן לבטל הסכם גירושין? %%sep%% %%sitename%%,"זה לא פשוט בכלל אבל זה אפשרי – ניתן לבטל הסכם גירושין בהתקיים נסיבות מסוימות. כך למשל, כאשר הוכח כי ההסכם לא נחתם מרצון חופשי אלא מכפייה או עושק.",דיני משפחה,858,2021-03-26,2026-05-16,138,0,64.6,/cancel-a-divorce-settlement-agreement/,14.0,7761.0,0.18,45.5,REBUILD,,ביטול הסכם גירושין,תביעה לאכיפת הסכם גירושין דוגמא;ביטול הסכם גירושין בבית הדין הרבני;הפרת הסכם גירושין;ביטול הסכם ממון בהתנהגות;הסכם גירושין ללא מזונות,informational-guide,family-divorce,cluster,7,ביטול הסכם גירושין: מדריך משפטי מעשי,"ביטול הסכם גירושין: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 14c/7761i; demand protected; attorney-led rebuild.
2-low-traffic,7254,articles,https://jus-tice.co.il/decision5987-10-16/,"השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת מזונות, זמני שהות שווים, אך בין ההורים פערי הכנסה משמעותיים (תלה""מ 5987-10-16)",,,מזונות ילדים,12002,2022-05-24,2026-05-16,136,3,9.9,/decision5987-10-16/,62.0,1591.0,3.9,8.7,REBUILD,,"השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת",הילה גורביץ עובדיה;הילה גורביץ;גורביץ עובדיה הילה;הילה עובדיה;גורביץ אייל,hire-lawyer,family-divorce,support,7,"השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת מזונות, זמני","השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת מזונות, זמני: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 62c/1591i; demand protected; attorney-led rebuild.
2-low-traffic,7191,articles,https://jus-tice.co.il/decision21029-12-21/,"תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר (תמ""ש 21029-12-21)",,,פסקי דין גירושין דיני משפחה 2022,7122,2022-05-19,2026-05-16,119,1,16.4,/decision21029-12-21/,21.0,2797.0,0.75,38.0,REBUILD,,תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן,הפרת הסכם מכר;הפרת הסכר מכר;הפרה של הסכם מכר;הפרת הסכם תביעה;אכיפת הסכם מכר מקרקעין,informational-guide,family-divorce,support,7,תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר,"תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 21c/2797i; demand protected; attorney-led rebuild.
3-seen-not-clicked,11868,articles,https://jus-tice.co.il/trusted-divorce-attorney-guide/,הליכי גירושין: בחירת עורך דין לענייני משפחה מומלץ בעל נסיון ומוניטין | מומחיות בעולם דיני המשפחה,,,דיני משפחה,7611,2025-01-23,2026-05-16,114,0,76.4,/trusted-divorce-attorney-guide/,3.0,14615.0,0.02,73.9,REBUILD,,בחירת עורך דין גירושין,בחירת העורך;הליך פלילי במשפחה והשפעתו על הליך גירושין;המלצות על עורכי דין לענייני משפחה;המלצה על עורך דין לענייני משפחה;המלצות על עורכי דין משפחה,hire-lawyer,family-divorce,cluster,7,"בחירת עורך דין גירושין: שירותים, הליך ובחירת ייצוג","בחירת עורך דין גירושין: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 3c/14615i; demand protected; attorney-led rebuild.
2-low-traffic,5627,articles,https://jus-tice.co.il/mom-full-custody/,משמורת אם,,,דיני משפחה,997,2021-07-12,2026-05-16,113,1,46.9,/mom-full-custody/,15.0,14651.0,0.1,48.5,REBUILD,,משמורת בלעדית לאם,משמורת אם;משמורת מלאה לאם;העברת משמורת מאב לאם;החזקת ילדים בגירושין;העברת משמורת מהאם לאב,informational-guide,family-divorce,cluster,7,משמורת בלעדית לאם: מדריך משפטי מעשי,"משמורת בלעדית לאם: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 15c/14651i; demand protected; attorney-led rebuild.
2-low-traffic,11205,articles,https://jus-tice.co.il/unequal-pension-split-verdict-against-husband/,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין 2024 | בית דין רבני,,,גירושין,30154,2024-05-18,2026-05-16,109,2,13.6,/unequal-pension-split-verdict-against-husband/,37.0,2868.0,1.29,30.3,REBUILD,,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית,גט פנסיה;הילה חייא;איזון זכויות פנסיה חוק חדש,informational-guide,family-divorce,support,7,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין,"פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 37c/2868i; demand protected; attorney-led rebuild.
2-low-traffic,10342,articles,https://jus-tice.co.il/decision67437-12-18/,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים שלישיים בשל טענה להברחת נכסים ע""י הבעל | חלוקת רכוש גירושין",,,פסקי דין חשובים,14570,2023-12-06,2026-05-16,107,1,32.0,/decision67437-12-18/,20.0,1280.0,1.56,29.1,REBUILD,,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד",השופטת רונית גורביץ;רונית גורביץ שופטת;גורביץ רונית;אישור מצבת נכסים;בעלים של חוות רונית,informational-guide,family-divorce,support,7,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים","השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 20c/1280i; demand protected; attorney-led rebuild.
2-low-traffic,6473,articles,https://jus-tice.co.il/child-support-verdict-judge-request/,"השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם כנגד אב",,,דיני משפחה,11165,2021-10-03,2026-05-16,102,3,9.9,/child-support-verdict-judge-request/,3.0,102.0,2.94,9.9,REBUILD,,"השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם",חגית מטלין שופטת;בית משפט לענייני משפחה;site:jus-tice.co.il,informational-guide,family-divorce,support,7,"השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם כנגד אב","השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם כנגד אב: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 3c/102i; demand protected; attorney-led rebuild.
2-low-traffic,12087,articles,https://jus-tice.co.il/leading-divorce-lawyers-worldwide/,עבודת עורכי הדין לגירושין ברחבי העולם | סקירת עורכי הדין המובילים לתחום הגירושין בעולם,,,עורך דין,24262,2025-03-03,2026-05-17,94,4,11.7,/leading-divorce-lawyers-worldwide/,8.0,668.0,1.2,32.8,REBUILD,,עבודת עורכי הדין לגירושין ברחבי העולם,גירושין בינלאומיים;דיני משפחה גירושים;הגירה לחו”ל בעקבות הליך גירושין;דיני גירושין;הוכחת בגידה בהליך גירושין,hire-lawyer,family-divorce,cluster,7,"עבודת עורכי הדין לגירושין ברחבי העולם: שירותים, הליך ובחירת","עבודת עורכי הדין לגירושין ברחבי העולם: שירותים, הליך ובחירת: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 8c/668i; demand protected; attorney-led rebuild.
3-seen-not-clicked,5328,articles,https://jus-tice.co.il/child-custody-modification/,שינוי משמורת ילדים | סיבות לשנות את משמורת הילדים,,בית המשפט לענייני משפחה יורה על שינוי משמורת ילדים כאשר חל שינוי מהותי בנסיבות המחייב לשנות את ההסדר שנקבע כדי להגן על טובת הילד.,דיני משפחה,2094,2021-06-15,2026-05-16,93,0,41.3,/child-custody-modification/,41.0,20356.0,0.2,54.6,REBUILD,,שינוי משמורת ילדים,החלפת משמורת ילדים;איך למנוע משמורת משותפת;הגשת תביעת משמורת;הסכם גירושין משמורת משותפת;העברת משמורת מאב לאם,informational-guide,family-divorce,cluster,7,שינוי משמורת ילדים: מדריך משפטי מעשי,"שינוי משמורת ילדים: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 41c/20356i; demand protected; attorney-led rebuild.
2-low-traffic,7193,articles,https://jus-tice.co.il/decision60362-03-22/,"ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין כנגד האם (רמ""ש 60362-03-22)",,,פסקי דין גירושין דיני משפחה 2022,3021,2022-05-19,2026-05-16,83,4,14.7,/decision60362-03-22/,22.0,1909.0,1.15,13.0,REBUILD,,ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת,ענבל קיבנסון;ענבל קיבנסון חוות דעת;גוביז;ד ר ענבל קיבנסון בר און;אביבה קיבנסון,informational-guide,family-divorce,support,7,ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין,"ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 22c/1909i; demand protected; attorney-led rebuild.
2-low-traffic,9971,articles,https://jus-tice.co.il/family-law-australia/,דיני משפחה אוסטרליה,,,דיני משפחה,3974,2023-09-13,2026-05-16,79,3,18.0,/family-law-australia/,3.0,79.0,3.8,18.0,REBUILD,,דיני משפחה אוסטרליה,,informational-guide,family-divorce,cluster,7,דיני משפחה אוסטרליה: מדריך משפטי מעשי,"דיני משפחה אוסטרליה: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 3c/79i; demand protected; attorney-led rebuild.
2-low-traffic,8772,articles,https://jus-tice.co.il/decision6199-03-18/,"פס""ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה""מ 6199-03-18 השופטת עפרה גיא",,,דיני משפחה,21846,2023-03-13,2026-05-16,72,1,20.6,/decision6199-03-18/,60.0,8261.0,0.73,35.3,REBUILD,,"פס""ד בעניין תביעה רכושית בין בני זוג לשעבר",איזון משאבים בין בני זוג;איזון משאבים חוק יחסי ממון;איזון משאבים לא שוויוני;איזון משאבים פנסיוניים;איזון אופציות: שיקולים המבוססים על מועד הקרע,informational-guide,family-divorce,support,7,"פס""ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה""מ","פס""ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה""מ: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 60c/8261i; demand protected; attorney-led rebuild.
3-seen-not-clicked,3147,articles,https://jus-tice.co.il/cohabitation-property-rights-for-unmarried-couples/,חלוקת רכוש בין ידועים בציבור,,"כאשר בני זוג ידועים בציבור נפרדים, לא תתבצע חלוקה אוטומטית של הרכוש, אלא יש להוכיח בכל נכס ונכס כי התקיימה כוונת שיתוף.",דיני משפחה,939,2021-04-06,2026-05-16,69,0,59.8,/cohabitation-property-rights-for-unmarried-couples/,16.0,12711.0,0.13,41.1,REBUILD,,איזון משאבים ידועים בציבור,זכויות ידועה בציבור בדירה;איך מוכיחים ידועים בציבור;ביטול ידועים בציבור;אישור הסכם ממון בין ידועים בציבור;דוגמא הסכם לחיים משותפים בין ידועים בציבור,informational-guide,family-divorce,cluster,7,איזון משאבים ידועים בציבור: מדריך משפטי מעשי,"איזון משאבים ידועים בציבור: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 16c/12711i; demand protected; attorney-led rebuild.
2-low-traffic,9260,articles,https://jus-tice.co.il/21213-04-18/,"ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן: פס""ד שעניינו איזון משאבים בין בני זוג לשעבר וחלוקת צרכי ילדיהם הקטינים ביניהם. הילדים מעל גיל 6 ובאחריות הורית משותפת (תלה""מ 21213-04-18)",,,דיני משפחה,15563,2023-04-02,2026-05-16,67,4,14.8,/21213-04-18/,25.0,2274.0,1.1,34.7,REBUILD,,"ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב",בית דין לענייני משפחה פתח תקווה;בית המשפט לענייני משפחה פתח תקווה;איזון אופציות לפי מועד הקרע;בית משפט לענייני משפחה פתח תקווה;איזון אופציות: שיקולים המבוססים על מועד הקרע,local,family-divorce,support,7,"ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן","ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 25c/2274i; demand protected; attorney-led rebuild.
2-low-traffic,8633,articles,https://jus-tice.co.il/parental-alienation-damages16820-11-19/,"תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)",,,פסקי דין חשובים,10879,2023-02-23,2026-05-16,61,1,24.9,/parental-alienation-damages16820-11-19/,32.0,1953.0,1.64,20.5,REBUILD,,"תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)",תביעת נזיקין ניכור הורי;תביעה לניכור הורי דוגמא;האם ניתן להגיש תביעת נזיקין בגין ניכור הורי;ברוך קרא ניכור הורי,informational-guide,family-divorce,support,7,"תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)","תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19): מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 32c/1953i; demand protected; attorney-led rebuild.
2-low-traffic,12596,articles,https://jus-tice.co.il/family-judgment-31661-07-16/,"פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי במקלטי מס, נאמנויות ותאגידים זרים | תמ״ש 31661-07-16",,,דיני משפחה,39448,2025-07-06,2026-07-02,60,2,9.6,/family-judgment-31661-07-16/,29.0,1907.0,1.52,11.0,REBUILD,,פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון,thav grunv;בחורה חשופה;אלי שביט תביעות;אלבמה אחים;גיל גורביץ נשוי,informational-guide,family-divorce,support,7,פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי,"פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 29c/1907i; demand protected; attorney-led rebuild.
2-low-traffic,7179,articles,https://jus-tice.co.il/decision54477-10-18/,"השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות משימוש בדירה לאחר מות האם (תמ""ש 54477-10-18)",,,פסקי דין גירושין דיני משפחה 2022,11563,2022-05-19,2026-05-16,55,1,9.8,/decision54477-10-18/,11.0,635.0,1.73,10.3,REBUILD,,השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות,הילה מלר שלו;השופטת הילה מלר שלו;הילה מלר שלו שופטת;הילה שליו;הילה כספית,informational-guide,family-divorce,support,7,השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות משימוש,"השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות משימוש: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 11c/635i; demand protected; attorney-led rebuild.
2-low-traffic,11468,articles,https://jus-tice.co.il/40939-11-19/,"השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה שהיתה שייכת לאחד מבני הזוג מלפני הנישואין (תלה""מ 40939-11-19)",,,דיני משפחה,21980,2024-09-03,2026-05-16,51,3,10.3,/40939-11-19/,21.0,1457.0,1.44,18.8,REBUILD,,"השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה",ורד ריקנטי רוסהר;ריקנטי-רוסהר ורד;אוטו אלון תביעות;בקשה למינוי אפוטרופוס על גוף רכוש זמני או קבוע;גיל גורביץ נשוי,informational-guide,family-divorce,support,7,"השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה שהיתה שייכת","השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה שהיתה שייכת: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 21c/1457i; demand protected; attorney-led rebuild.
3-seen-not-clicked,11993,articles,https://jus-tice.co.il/5988-21/,"בג""ץ 5988-21     פלוני נ. פלוני     (19.02.2025) | סמכות בית דין רבני מזונות ילדים",,,דיני משפחה,30562,2025-02-19,2026-07-02,49,0,9.6,/5988-21/,59.0,5220.0,1.13,32.9,REBUILD,,בג ץ על פסיקת בית דין רבני,בגצ על פסיקת בית דין רבני;בג אוכל;בפשטות עידית ברק;5988;הלכת שרגאי,informational-guide,family-divorce,cluster,7,בג ץ על פסיקת בית דין רבני: מדריך משפטי מעשי,"בג ץ על פסיקת בית דין רבני: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 59c/5220i; demand protected; attorney-led rebuild.
2-low-traffic,7231,articles,https://jus-tice.co.il/decision13846-03-18/,"השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול התחייבות ליתן מתנה במקרקעין לבתו הנתבעת (תמ""ש 13846-03-18)",,,פסקי דין גירושין דיני משפחה 2022,12124,2022-05-23,2026-05-16,42,1,14.1,/decision13846-03-18/,14.0,790.0,1.77,23.7,REBUILD,,"השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול",ביטול מתנה במקרקעין;ביטול הסכם מתנה,informational-guide,family-divorce,support,7,"השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול התחייבות","השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול התחייבות: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 14c/790i; demand protected; attorney-led rebuild.
2-low-traffic,10349,articles,https://jus-tice.co.il/family-law-italy/,"גירושין באיטליה | עו""ד לענייני משפחה | עורך דין גירושין",,,דיני משפחה,10918,2023-12-06,2026-05-16,37,2,7.3,/family-law-italy/,28.0,4246.0,0.66,51.4,REBUILD,,גירושין באיטליה,גביית חובות איטליה;דיני משפחה גירושים;ביטול נישואים אזרחיים;הליך פלילי במשפחה והשפעתו על הליך גירושין;אופציות ומניות בגירושין,hire-lawyer,family-divorce,cluster,7,"גירושין באיטליה: שירותים, הליך ובחירת ייצוג","גירושין באיטליה: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 28c/4246i; demand protected; attorney-led rebuild.
2-low-traffic,11520,articles,https://jus-tice.co.il/52705-01-20/,"פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה כתובעת (תלה""מ 52705-01-20) | גירושין | השופטת שירי היימן",,,דיני משפחה,18671,2024-09-10,2026-05-16,36,2,10.7,/52705-01-20/,25.0,1936.0,1.29,36.2,REBUILD,,"פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה",01:20;הקשר בין ירושה ופירוק שיתוף במקרקעין;אקטואר משכורת;אקטואר מחירים;דמי מזונות ממוצעים לחודש 2025,informational-guide,family-divorce,support,7,"פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה כתובעת (תלה""מ","פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה כתובעת (תלה""מ: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 25c/1936i; demand protected; attorney-led rebuild.
3-seen-not-clicked,9002,articles,https://jus-tice.co.il/3859-11-20/,"השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים ולחלוקת רכוש ובתביעה למזונות ילדים בין בני זוג לשעבר (תלה""מ 3859-11-20)",,,דיני משפחה,25367,2023-03-23,2026-05-16,27,0,10.4,/3859-11-20/,19.0,2976.0,0.64,25.8,REBUILD,,"השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים",אורית בן דור ליבל;בן-דור ליבל אורית;איזון משאבים לא שוויוני;הברחת נכסים בין בני זוג;איזון משאבים חובות,informational-guide,family-divorce,support,7,"השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים ולחלוקת","השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים ולחלוקת: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 19c/2976i; demand protected; attorney-led rebuild.
