date,clicks,impressions,ctr_pct,position,impressions_7d,clicks_7d,position_7d
2026-02-09,13,1641,0.79,36.4,1347.857142857143,9.142857142857142,34.4
2026-02-10,10,1619,0.62,35.0,1330.142857142857,9.0,34.92857142857143
2026-02-11,9,1439,0.63,33.3,1319.4285714285713,8.857142857142858,35.628571428571426
2026-02-12,5,1289,0.39,35.0,1309.857142857143,8.571428571428571,36.01428571428572
2026-02-13,6,936,0.64,37.6,1259.0,8.142857142857142,35.614285714285714
2026-02-14,5,990,0.51,37.7,1215.5714285714287,9.0,35.55714285714286
2026-02-15,12,1255,0.96,37.1,1204.4285714285713,9.285714285714286,35.72857142857143
2026-02-16,10,1285,0.78,33.6,1217.0,9.571428571428571,36.25714285714286
2026-02-17,16,1315,1.22,34.6,1233.4285714285713,10.0,36.98571428571429
2026-02-18,11,1361,0.81,34.5,1255.0,10.571428571428571,37.042857142857144
2026-02-19,7,1377,0.51,38.7,1289.2857142857142,10.142857142857142,36.628571428571426
2026-02-20,9,1051,0.86,42.7,1328.7142857142858,10.571428571428571,36.84285714285715
2026-02-21,9,1141,0.79,38.1,1337.142857142857,9.857142857142858,36.65714285714286
2026-02-22,9,1495,0.6,34.2,1354.857142857143,9.714285714285714,36.57142857142857
2026-02-23,13,1561,0.83,35.1,1380.4285714285713,9.571428571428571,36.22857142857143
2026-02-24,11,1374,0.8,33.3,1391.857142857143,8.857142857142858,35.65714285714286
2026-02-25,10,1485,0.67,33.9,1388.4285714285713,7.571428571428571,36.3
2026-02-26,6,1556,0.39,36.3,1372.7142857142858,7.428571428571429,37.31428571428571
2026-02-27,4,1131,0.35,38.7,1337.7142857142858,5.857142857142857,38.699999999999996
2026-02-28,0,1117,0.0,42.6,1307.5714285714287,5.285714285714286,39.285714285714285
2026-03-01,8,1385,0.58,41.3,1249.142857142857,4.285714285714286,39.6
2026-03-02,2,1316,0.15,44.8,1185.4285714285713,4.714285714285714,39.92857142857143
2026-03-03,7,1163,0.6,37.4,1148.4285714285713,4.571428571428571,40.25714285714286
2026-03-04,3,1076,0.28,36.1,1111.4285714285713,4.714285714285714,39.75714285714286
2026-03-05,9,1110,0.81,38.6,1062.4285714285713,4.285714285714286,38.91428571428571
2026-03-06,3,872,0.34,41.0,1064.0,4.857142857142857,38.285714285714285
2026-03-07,1,858,0.12,39.1,1076.2857142857142,5.0,37.95714285714286
2026-03-08,5,1042,0.48,35.4,1067.857142857143,5.857142857142857,37.728571428571435
2026-03-09,6,1327,0.45,40.4,1113.0,5.857142857142857,38.300000000000004
2026-03-10,8,1249,0.64,35.1,1139.857142857143,5.428571428571429,38.357142857142854
2026-03-11,9,1017,0.88,34.5,1157.2857142857142,6.142857142857143,37.98571428571428
2026-03-12,9,1426,0.63,42.6,1107.2857142857142,6.285714285714286,36.857142857142854
2026-03-13,0,1060,0.0,41.4,1089.2857142857142,6.0,36.82857142857143
2026-03-14,6,980,0.61,36.5,1046.2857142857142,5.714285714285714,37.18571428571429
2026-03-15,6,692,0.87,27.5,1034.2857142857142,4.714285714285714,37.871428571428574
2026-03-16,4,1201,0.33,40.2,958.1428571428571,3.857142857142857,37.628571428571426
2026-03-17,6,948,0.63,37.6,921.4285714285714,4.285714285714286,38.028571428571425
2026-03-18,2,933,0.21,39.3,894.4285714285714,3.7142857142857144,38.68571428571429
2026-03-19,3,893,0.34,40.9,953.4285714285714,4.142857142857143,40.74285714285714
2026-03-20,3,803,0.37,44.2,931.2857142857143,4.571428571428571,40.857142857142854
2026-03-21,2,791,0.25,41.1,911.4285714285714,4.428571428571429,39.771428571428565
2026-03-22,9,1105,0.81,41.9,854.5714285714286,5.142857142857143,36.800000000000004
2026-03-23,7,1046,0.67,41.0,830.2857142857143,6.142857142857143,33.65714285714286
2026-03-24,5,809,0.62,30.0,769.7142857142857,6.142857142857143,30.87142857142857
2026-03-25,7,535,1.31,18.5,724.5714285714286,6.571428571428571,28.428571428571427
2026-03-26,10,723,1.38,18.9,649.4285714285714,5.857142857142857,27.028571428571432
2026-03-27,3,379,0.79,24.7,595.4285714285714,6.714285714285714,25.857142857142858
2026-03-28,5,475,1.05,24.0,570.8571428571429,7.142857142857143,26.199999999999996
2026-03-29,4,579,0.69,32.1,585.4285714285714,6.714285714285714,29.17142857142857
2026-03-30,13,668,1.95,32.8,599.2857142857143,5.428571428571429,32.114285714285714
2026-03-31,8,637,1.26,32.4,664.1428571428571,5.428571428571429,33.642857142857146
2026-04-01,4,637,0.63,39.3,703.2857142857143,5.0,36.4
2026-04-02,1,820,0.12,39.5,727.8571428571429,4.571428571428571,37.42857142857143
2026-04-03,3,833,0.36,35.4,723.0,3.142857142857143,37.857142857142854
2026-04-04,2,749,0.27,43.3,708.7142857142857,2.0,37.68571428571429
2026-04-05,1,751,0.13,39.3,683.8571428571429,2.142857142857143,36.92857142857143
2026-04-06,3,634,0.47,35.8,645.0,2.4285714285714284,35.528571428571425
2026-04-07,0,537,0.0,31.2,592.2857142857143,2.142857142857143,34.285714285714285
2026-04-08,5,463,1.08,34.0,603.8571428571429,2.2857142857142856,30.2
2026-04-09,3,548,0.55,29.7,572.5714285714286,3.142857142857143,26.97142857142857
2026-04-10,1,464,0.22,26.7,551.1428571428571,4.0,24.400000000000002
2026-04-11,3,830,0.36,14.7,526.4285714285714,4.428571428571429,22.0
2026-04-12,7,532,1.32,16.7,525.0,4.857142857142857,19.12857142857143
2026-04-13,9,484,1.86,17.8,494.0,5.0,17.52857142857143
2026-04-14,3,364,0.82,14.4,472.7142857142857,5.142857142857143,16.67142857142857
2026-04-15,8,453,1.77,13.9,397.57142857142856,4.714285714285714,17.5
2026-04-16,4,331,1.21,18.5,372.42857142857144,3.857142857142857,18.400000000000002
2026-04-17,2,315,0.63,20.7,353.14285714285717,3.857142857142857,18.642857142857142
2026-04-18,0,304,0.0,20.5,350.85714285714283,4.142857142857143,18.97142857142857
2026-04-19,1,356,0.28,23.0,328.0,3.142857142857143,19.828571428571426
2026-04-20,9,349,2.58,19.5,330.85714285714283,3.2857142857142856,19.728571428571428
2026-04-21,5,348,1.44,16.7,325.85714285714283,3.2857142857142856,19.3
2026-04-22,1,293,0.34,19.9,329.7142857142857,3.5714285714285716,19.457142857142856
2026-04-23,5,351,1.42,17.8,341.57142857142856,4.285714285714286,18.5
2026-04-24,2,280,0.71,17.7,357.2857142857143,3.5714285714285716,18.15714285714286
2026-04-25,2,331,0.6,21.6,352.85714285714283,3.142857142857143,18.414285714285715
2026-04-26,6,439,1.37,16.3,375.85714285714283,3.2857142857142856,19.142857142857142
2026-04-27,4,459,0.87,17.1,390.14285714285717,3.2857142857142856,18.74285714285714
2026-04-28,2,317,0.63,18.5,400.57142857142856,3.142857142857143,18.685714285714287
2026-04-29,2,454,0.44,25.0,404.14285714285717,3.4285714285714284,17.900000000000002
2026-04-30,5,451,1.11,15.0,400.85714285714283,3.142857142857143,17.95714285714286
2026-05-01,1,353,0.28,17.3,397.57142857142856,3.0,17.714285714285715
2026-05-02,4,356,1.12,16.1,399.14285714285717,3.0,17.32857142857143
2026-05-03,4,416,0.96,16.7,390.85714285714283,3.857142857142857,15.785714285714286
2026-05-04,3,436,0.69,15.4,375.0,3.7142857142857144,16.271428571428572
2026-05-05,2,328,0.61,15.8,358.85714285714283,4.285714285714286,16.54285714285714
2026-05-06,8,396,2.02,14.2,337.42857142857144,4.0,17.02857142857143
2026-05-07,4,340,1.18,18.4,316.85714285714283,4.428571428571429,16.742857142857144
2026-05-08,5,240,2.08,19.2,293.57142857142856,5.0,16.685714285714287
2026-05-09,2,206,0.97,19.5,283.14285714285717,5.285714285714286,17.02857142857143
2026-05-10,7,272,2.57,14.7,278.14285714285717,4.714285714285714,17.914285714285715
2026-05-11,7,273,2.56,15.0,313.2857142857143,4.571428571428571,18.67142857142857
2026-05-12,4,255,1.57,18.2,379.0,4.428571428571429,19.642857142857142
2026-05-13,4,361,1.11,20.4,438.85714285714283,4.285714285714286,20.099999999999998
2026-05-14,3,586,0.51,23.7,520.1428571428571,4.0,21.2
2026-05-15,4,700,0.57,26.0,657.7142857142857,3.857142857142857,22.757142857142856
2026-05-16,1,625,0.16,22.7,882.1428571428571,5.142857142857143,24.7
2026-05-17,5,841,0.59,22.4,1117.0,6.142857142857143,26.0
2026-05-18,6,1236,0.49,25.9,1279.7142857142858,7.428571428571429,26.75714285714286
2026-05-19,13,1826,0.71,31.8,1483.142857142857,8.714285714285714,27.32857142857143
2026-05-20,11,2005,0.55,29.5,1876.4285714285713,11.428571428571429,27.17142857142857
2026-05-21,12,1725,0.7,29.0,2632.285714285714,16.857142857142858,26.442857142857143
2026-05-22,13,2124,0.61,30.0,3363.714285714286,22.142857142857142,25.514285714285716
2026-05-23,20,3378,0.59,21.6,3977.5714285714284,26.714285714285715,23.728571428571428
2026-05-24,43,6132,0.7,17.3,4634.285714285715,31.428571428571427,22.25714285714286
2026-05-25,43,6356,0.68,19.4,5391.0,38.285714285714285,21.099999999999998
2026-05-26,45,6123,0.73,19.3,5976.142857142857,40.285714285714285,19.900000000000002
2026-05-27,44,6602,0.67,19.2,6340.142857142857,43.0,19.985714285714288
2026-05-28,60,7022,0.85,20.9,6459.0,44.285714285714285,20.757142857142856
2026-05-29,27,6220,0.43,21.6,6545.142857142857,45.0,21.25714285714286
2026-05-30,39,5926,0.66,22.2,6594.571428571428,45.0,21.599999999999998
2026-05-31,52,6964,0.75,22.7,6584.714285714285,46.285714285714285,22.2
2026-06-01,48,6959,0.69,22.9,6477.571428571428,44.857142857142854,22.87142857142857
2026-06-02,45,6469,0.7,21.7,6263.714285714285,45.0,23.442857142857143
2026-06-03,53,6533,0.81,23.4,6203.571428571428,42.857142857142854,24.014285714285712
2026-06-04,50,6272,0.8,25.6,6114.714285714285,41.285714285714285,24.3
2026-06-05,28,4723,0.59,25.6,6063.285714285715,41.857142857142854,24.571428571428573
2026-06-06,24,5505,0.44,26.2,6131.285714285715,41.57142857142857,24.985714285714288
2026-06-07,41,6342,0.65,24.7,6218.571428571428,40.714285714285715,25.085714285714285
2026-06-08,52,6599,0.79,24.8,6381.142857142857,40.857142857142854,24.957142857142856
2026-06-09,43,6945,0.62,24.6,6678.857142857143,41.0,24.800000000000004
2026-06-10,47,7144,0.66,24.1,6857.571428571428,42.714285714285715,24.5
2026-06-11,51,7410,0.69,24.7,7086.571428571428,46.0,24.2
2026-06-12,29,6807,0.43,24.5,7437.0,46.0,24.385714285714283
2026-06-13,36,6756,0.53,24.1,7873.142857142857,47.714285714285715,24.52857142857143
2026-06-14,64,7945,0.81,22.6,8053.285714285715,49.57142857142857,24.45714285714286
2026-06-15,52,9052,0.57,26.1,8110.285714285715,48.42857142857143,24.757142857142856
2026-06-16,55,9998,0.55,25.6,8071.142857142857,50.142857142857146,24.914285714285718
2026-06-17,60,8405,0.71,23.6,8031.285714285715,48.857142857142854,25.099999999999998
2026-06-18,43,7809,0.55,26.8,8026.571428571428,46.42857142857143,25.6
2026-06-19,41,6533,0.63,25.6,7784.714285714285,46.285714285714285,25.514285714285716
2026-06-20,27,6477,0.42,25.4,7461.142857142857,46.42857142857143,25.714285714285715
2026-06-21,47,7912,0.59,26.1,7240.142857142857,42.42857142857143,26.342857142857145
2026-06-22,51,7359,0.69,25.5,7142.0,43.142857142857146,26.82857142857143
2026-06-23,56,7733,0.72,27.0,7043.714285714285,40.857142857142854,27.571428571428573
2026-06-24,32,6858,0.47,28.0,7087.571428571428,41.714285714285715,27.642857142857142
2026-06-25,48,7122,0.67,30.2,7238.714285714285,42.714285714285715,27.457142857142856
2026-06-26,25,5845,0.43,30.8,7200.142857142857,41.57142857142857,27.585714285714285
2026-06-27,33,6784,0.49,25.9,7180.714285714285,39.857142857142854,27.857142857142858
2026-06-28,54,8970,0.6,24.8,7211.571428571428,42.0,27.74285714285714
2026-06-29,43,7089,0.61,26.4,7190.142857142857,39.57142857142857,27.67142857142857
2026-06-30,44,7597,0.58,28.9,7152.285714285715,40.285714285714285,27.357142857142858
2026-07-01,47,7074,0.66,27.2,7097.571428571428,39.0,27.82857142857143
2026-07-02,31,6972,0.44,29.7,6990.428571428572,37.57142857142857,28.614285714285717
2026-07-03,30,5580,0.54,28.6,7020.285714285715,35.42857142857143,28.699999999999996
2026-07-04,24,6401,0.37,29.2,6962.571428571428,36.285714285714285,28.871428571428574
2026-07-05,44,8220,0.54,30.3,6943.714285714285,36.714285714285715,29.428571428571427
2026-07-06,28,7298,0.38,27.0,6946.571428571428,36.57142857142857,29.7
2026-07-07,50,7193,0.7,30.1,6936.857142857143,35.714285714285715,30.742857142857144
2026-07-08,50,6942,0.72,31.1,,,
2026-07-09,30,6992,0.43,31.6,,,
2026-07-10,24,5512,0.44,35.9,,,
