page,clicks,impressions,ctr_pct,position
/%D7%A2%D7%9E-49933-03-20/,14,853,1.64,14.0
/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/,14,4199,0.33,51.0
/27404-01-23/,14,1208,1.16,28.3
/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%95%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%9E%D7%A7%D7%A8%D7%94-%D7%A9%D7%A9%D7%A0%D7%99-%D7%94%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%90%D7%99%D7%A0%D7%9D-%D7%A8%D7%95%D7%A6%D7%99%D7%9D-%D7%96%D7%94/,14,1239,1.13,30.0
/cancel-a-divorce-settlement-agreement/,14,7761,0.18,45.5
/decision13846-03-18/,14,790,1.77,23.7
/decision30452-07-20/,14,1550,0.9,55.9
/decision55016-06-17a/,14,1409,0.99,54.8
/housing-portugal/,14,1716,0.82,40.8
/israel-crime-statistics/,14,6822,0.21,20.1
/prosecutor/,14,3923,0.36,25.9
/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%A7%D7%A0%D7%90%D7%91%D7%99%D7%A1-%D7%99%D7%99%D7%A6%D7%95%D7%A8-%D7%94%D7%9B%D7%A0%D7%94-%D7%95%D7%94%D7%A4%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A1%D7%9D-%D7%95%D7%A2%D7%95%D7%93/,14,4558,0.31,51.0
/punitive-damage/,14,2293,0.61,15.7
/rental-agreement/,14,16838,0.08,53.1
/returning-resident-rights-determining-tax-rate/,14,15128,0.09,41.7
/tort/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%AA%D7%90%D7%95%D7%A0%D7%AA-%D7%90%D7%95%D7%A4%D7%A0%D7%95%D7%A2/,14,652,2.15,35.2
/verdict-acquittal-law-complete-502-07/,14,219,6.39,6.6
/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9C%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%97%D7%99%D7%93%D7%95%D7%A9-%D7%A7%D7%A9%D7%A8-%D7%91%D7%99%D7%9F-%D7%90%D7%91-%D7%9C%D7%91%D7%AA%D7%95-%D7%90%D7%A3-%D7%A9%D7%9C%D7%90-%D7%91%D7%94%D7%AA%D7%90%D7%9D-%D7%9C%D7%94%D7%9E%D7%9C%D7%A6%D7%AA-%D7%A2%D7%95%D7%A1-%D7%94%D7%A8%D7%95%D7%95%D7%97%D7%94-1201062-4-%D7%91%D7%99%D7%94%D7%93-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D/,13,216,6.02,42.2
/%D7%93%D7%A8%D7%A2%D7%99-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%A1-%D7%94%D7%A1%D7%93%D7%A8-%D7%98%D7%99%D7%A2%D7%95%D7%9F/,13,1598,0.81,25.5
/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%99%D7%90%D7%9C-%D7%9E%D7%9E%D7%9F-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%94%D7%92%D7%A0%D7%94-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%94%D7%98-40857-03-22/,13,1019,1.28,53.5
/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%94-%D7%98%D7%A2%D7%A0%D7%AA-%D7%94%D7%92%D7%A0%D7%94-%D7%A2%D7%A6%D7%9E%D7%99%D7%AA-%D7%AA%D7%A4-5455-11-20/,13,1995,0.65,47.2
/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,13,13287,0.1,44.4
/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A2%D7%9C-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%A9%D7%A7%D7%95%D7%91%D7%A2%D7%AA-%D7%A9%D7%90%D7%91-%D7%99%D7%A4%D7%92%D7%A9-%D7%A2%D7%9D-%D7%91%D7%A0%D7%95-%D7%94%D7%A7%D7%98%D7%99%D7%9F-%D7%91%D7%9E%D7%A8%D7%9B%D7%96-%D7%A7%D7%A9%D7%A8-%D7%9C%D7%90%D7%97%D7%A8-%D7%A9%D7%94%D7%95%D7%A7%D7%A4%D7%90%D7%95-%D7%96%D7%9E%D7%A0%D7%99-%D7%94%D7%A9%D7%94%D7%95%D7%AA/,13,472,2.75,36.4
/%D7%A6%D7%95-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%99/,13,2096,0.62,30.1
/%D7%AA%D7%90-28120-03-18-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-googel-llc-%D7%95%D7%90%D7%97/,13,4742,0.27,51.5
/%D7%AA%D7%99%D7%A7-104334/3-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%91%D7%90%D7%A8-%D7%A9%D7%91%D7%A2/,13,1529,0.85,27.2
/62758-11-22/,13,1157,1.12,15.6
/ai-for-law-firms/,13,1536,0.85,13.9
/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,13,16754,0.08,33.4
/articles/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%93%D7%99%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D-%D7%91%D7%99/,13,790,1.65,30.6
/articles/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA/,13,5958,0.22,46.2
/articles/%D7%AA%D7%A2-45543-11-21-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%92%D7%99/,13,7555,0.17,37.6
/cadastre/,13,1536,0.85,7.4
/detention-days/,13,8081,0.16,36.5
/divorce-law-in-sweden/,13,1991,0.65,38.4
/international-association-of-jewish-lawyers-and-jurists/,13,209,6.22,14.0
/law-firms-in-fiction/,13,1119,1.16,28.9
/lawyer-referral-service/,13,1068,1.22,44.8
/malta-lawyers/,13,1366,0.95,30.7
/monaco-lawyer/,13,1495,0.87,49.5
/psakdin/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%AA-%D7%A0%D7%92%D7%93-%D7%99%D7%A6%D7%97%D7%A7-%D7%94%D7%A8%D7%A6%D7%95%D7%92-%D7%95%D7%90%D7%97/,13,700,1.86,27.3
/real-estate-appraiser/,13,13428,0.1,58.3
/revocation-of-a-will-and-reviving-previous-will/,13,4794,0.27,58.3
/ruling-on-conflicting-real-estate-transactions/,13,856,1.52,20.5
/wp-content/uploads/2020/01/hana_v9.32.88s.pdf,13,10276,0.13,47.3
/wp-content/uploads/2023/12/42377-09-22.pdf,13,153,8.5,23.5
/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%A2%D7%9C-%D7%99%D7%93%D7%99-%D7%94%D7%A0%D7%AA%D7%91%D7%A2%D7%AA-%D7%94%D7%98%D7%95%D7%A2%D7%A0%D7%AA-%D7%9C%D7%94%D7%99%D7%95%D7%AA%D7%94-%D7%91%D7%AA-%D7%94%D7%96%D7%95%D7%92-%D7%A9%D7%9C-%D7%94%D7%9E%D7%A0%D7%95%D7%97-%D7%AA%D7%A2-57474-06-19/,12,6544,0.18,41.0
/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,12,6897,0.17,28.1
/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,12,7543,0.16,47.6
/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A1%D7%A8%D7%99-%D7%9C%D7%A0%D7%A7%D7%94-%D7%99%D7%99%D7%A6%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%91%D7%A1%D7%A8%D7%99-%D7%9C%D7%A0%D7%A7%D7%94/,12,1578,0.76,17.9
/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%91%D7%92%D7%99%D7%9F-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%94%D7%A9%D7%91%D7%94-%D7%95%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9B%D7%A1%D7%A4%D7%99%D7%AA-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%AA%D7%9E%D7%A9-12289-07-21/,12,3412,0.35,43.7
/%D7%AA%D7%99%D7%A7-1268522/4-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%A4%D7%AA%D7%97-%D7%AA%D7%A7%D7%95%D7%95%D7%94/,12,2958,0.41,32.8
/1303799/4/,12,875,1.37,31.5
/1360470/5/,12,1467,0.82,21.2
/14434-07-22/,12,2555,0.47,51.8
/articles/%D7%90%D7%99%D7%AA%D7%9F-%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%95%D7%A9%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,12,1082,1.11,18.9
/articles/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%91/,12,786,1.53,47.6
/articles/%D7%9E%D7%97%D7%99%D7%A7%D7%AA-%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%96%D7%A8%D7%94-%D7%9E%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%91%D7%99%D7%98%D7%95%D7%9C/,12,23127,0.05,35.9
/benzur-korb-co/,12,2345,0.51,21.4
/criminal-defense-attorney/,12,80964,0.01,57.3
/criminal-negligence/,12,3205,0.37,25.7
/decision32910-02-19/,12,677,1.77,26.6
/greece-financing/,12,1686,0.71,46.7
/is-a-law-for-the-settlement-of-family-disputes-successful/,12,1751,0.69,32.1
/israeli_land_and_property_laws/,12,7656,0.16,42.0
/perinatal-asphyxia/,12,12506,0.1,21.8
/philosophy-of-law/,12,1058,1.13,15.2
/portugal-citizenship/,12,11503,0.1,52.8
/portugal-real-estate/,12,12296,0.1,57.5
/portuguese-bar-association/,12,1650,0.73,35.7
/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%95%D7%A8%D7%A9%D7%A2-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%92%D7%A8%D7%9D-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,12,5853,0.21,57.2
/psakdin/%D7%A9%D7%97%D7%A8%D7%95%D7%A8-%D7%9E%D7%95%D7%A7%D7%93%D7%9D-%D7%A9%D7%9C-%D7%90%D7%A1%D7%99%D7%A8-%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94/,12,836,1.44,21.4
/review-of-divorce-by-divorce-lawyer-israel/,12,9195,0.13,49.5
/sexual-battery-us-law/,12,604,1.99,50.0
/small-business-startup-costs/,12,2561,0.47,37.8
/tender-years-mother-custody-child-age-under-6/,12,7545,0.16,39.4
/will-probate-objection/,12,22330,0.05,57.3
/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%A8%D7%A6%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%A9-%D7%92%D7%9C%D7%99%D7%A7%D7%A1%D7%9E%D7%9F-%D7%94%D7%9E%D7%A6%D7%90%D7%AA-%D7%9B%D7%AA%D7%91%D7%99-%D7%91%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A0%D7%98-%D7%94%D7%9E%D7%A9%D7%A4%D7%98.pdf,12,1165,1.03,22.5
/wp-content/uploads/2023/03/%D7%A4%D7%A8%D7%98%D7%99-%D7%A7%D7%A9%D7%A8-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F.pdf,12,900,1.33,11.0
/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9D-%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%91%D7%A2%D7%9C-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%9C%D7%A7%D7%91%D7%95%D7%A2-%D7%9B%D7%99-%D7%94%D7%92%D7%98-%D7%91%D7%98%D7%9C/,11,352,3.12,25.3
/%D7%97%D7%96%D7%A7%D7%AA-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9B%D7%A0%D7%A9%D7%95%D7%90%D7%99%D7%9D-%D7%AA%D7%95%D7%A7%D7%A4%D7%9D-%D7%A9%D7%9C-%D7%A0%D7%99%D7%A9%D7%95%D7%90%D7%99%D7%9F-%D7%A4%D7%A8%D7%98%D7%99%D7%99%D7%9D-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%A2%D7%9E%D7%93-%D7%9C%D7%96%D7%95%D7%92/,11,796,1.38,25.7
/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%A9%D7%9E%D7%90%D7%99-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94/,11,1705,0.65,37.5
/%D7%A0%D7%99%D7%9E%D7%95%D7%A7%D7%99%D7%9D-%D7%9C%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%A2%D7%99%D7%A7%D7%95%D7%9C/,11,793,1.39,38.6
/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F/,11,3636,0.3,31.1
/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%99%D7%95%D7%A8%D7%95%D7%A4%D7%95%D7%9C/,11,1476,0.75,10.0
/%D7%A2%D7%9E-24711-05-20-%D7%91%D7%A8%D7%95%D7%9F-%D7%9B%D7%90-%D7%91%D7%A2%D7%9E-%D7%A0-%D7%A8%D7%A9%D7%95%D7%AA-%D7%94%D7%9E%D7%99%D7%A1%D7%99%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%9E%D7%A1-%D7%A2%D7%A8%D7%9A-%D7%9E%D7%95%D7%A1%D7%A3/,11,1887,0.58,45.5
/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%94%D7%93%D7%99%D7%91%D7%94-%D7%A9%D7%9C-%D7%9E%D7%A0%D7%99-%D7%A0%D7%A4%D7%AA%D7%9C%D7%99-%D7%AA%D7%90-56442-02-15/,11,942,1.17,20.8
/%D7%A4%D7%A1%D7%93-%D7%94%D7%A1%D7%93%D7%A8-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F-%D7%91%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%AA%D7%9E%D7%A9-28997-05-16/,11,809,1.36,38.2
/%D7%A6%D7%95-%D7%94%D7%92%D7%A0%D7%94-%D7%91%D7%99%D7%97%D7%A1-%D7%9C%D7%9E%D7%A9%D7%99%D7%91-%D7%A9%D7%A4%D7%A8%D7%A0%D7%A1%D7%AA%D7%95-%D7%93%D7%95%D7%A8%D7%A9%D7%AA-%D7%A0%D7%A9%D7%99%D7%90%D7%AA-%D7%A0%D7%A9%D7%A7/,11,1354,0.81,42.8
/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,11,3651,0.3,33.4
/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F/,11,6146,0.18,49.3
/2542-10-22/,11,414,2.66,16.8
/70703-09-24/,11,405,2.72,17.0
/articles/%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%A0%D7%A9%D7%99%D7%9D-%D7%94%D7%96%D7%9B%D7%95%D7%AA-%D7%A9%D7%9C-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%94%D7%90%D7%99/,11,578,1.9,41.3
/articles/%D7%97%D7%96%D7%A7%D7%AA-%D7%97%D7%95%D7%91-%D7%9C%D7%A6%D7%93-%D7%92-%D7%A9%D7%90%D7%9B%D7%9F-%D7%97%D7%95%D7%91-%D7%94%D7%95%D7%90-%D7%95%D7%91%D7%A8%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%95/,11,1631,0.67,24.1
/articles/%D7%9E%D7%97%D7%A7%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%92%D7%95%D7%A4%D7%99%D7%9D-%D7%A1%D7%98%D7%98%D7%95%D7%98%D7%95%D7%A8%D7%99%D7%99%D7%9D-%D7%94%D7%A2%D7%95%D7%A1%D7%A7%D7%99%D7%9D-%D7%91/,11,1520,0.72,14.2
/articles/%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%9C%D7%90/,11,2839,0.39,31.9
/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99/,11,6087,0.18,40.4
/articles/%D7%AA%D7%A4-26290-04-18-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A4%D7%94-%D7%91%D7%A8%D7%A7/,11,838,1.31,46.2
/blood-alcohol-content-breathalyzer/,11,14263,0.08,50.3
/decision10297-09-21/,11,1119,0.98,43.6
/decision33954-04-20/,11,738,1.49,33.3
/decision53041-12-20a/,11,649,1.69,29.2
/decision54477-10-18/,11,635,1.73,10.3
/electronic-signature/,11,16700,0.07,49.6
/family-law/,11,13663,0.08,56.9
/international-litigation/,11,10386,0.11,46.2
/liechtenstein/,11,2311,0.48,23.6
/online-family-law-services/,11,9246,0.12,47.0
/police-records-data-deletion/,11,47831,0.02,34.2
/psakdin/%D7%91%D7%A2%D7%9D-919-15-%D7%94%D7%9C%D7%9B%D7%AA-%D7%94%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%97%D7%93%D7%A9%D7%94/,11,4310,0.26,51.9
/psakdin/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%94%D7%A1%D7%93%D7%A8-%D7%97%D7%95%D7%91-%D7%95%D7%91%D7%A7%D7%A9%D7%95%D7%AA-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%9C%D7%A4%D7%AA/,11,1317,0.84,40.7
/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,11,1241,0.89,31.3
/psakdin/%D7%97%D7%99%D7%95%D7%91-%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%91%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%9C%D7%A7%D7%95%D7%97%D7%95%D7%AA-%D7%91%D7%92%D7%99%D7%9F-%D7%90%D7%99-%D7%99%D7%99/,11,1749,0.63,36.7
/psakdin/%D7%A4%D7%A1%D7%93-%D7%A1%D7%9C%D7%A7%D7%95%D7%9D-%D7%9E%D7%9B%D7%A8%D7%94-%D7%9E%D7%99%D7%93%D7%A2-%D7%95%D7%A0%D7%AA%D7%95%D7%A0%D7%99-%D7%90%D7%99%D7%9B%D7%95%D7%9F-%D7%A2%D7%9C-%D7%9C%D7%A7/,11,2893,0.38,27.6
/rabbinical-court/,11,2911,0.38,64.4
/ruling-cancellation-process-witness-new/,11,351,3.13,6.7
/verdict-complete-20419-03-21-2022/,11,107,10.28,18.7
/what-is-a-contract/,11,12297,0.09,50.2
/wp-content/uploads/2020/01/%D7%9E%D7%93%D7%99%D7%A0%D7%99%D7%95%D7%AA-%D7%AA%D7%9E%D7%90-38-%D7%AA%D7%90-9086.pdf,11,3546,0.31,50.3
/wp-content/uploads/2020/10/%D7%AA%D7%A7%D7%A6%D7%99%D7%A8-7023-19.pdf,11,998,1.1,42.1
/wp-content/uploads/2021/05/services_marvad_application-form.pdf,11,114,9.65,27.8
/wp-content/uploads/2021/05/services_marvad_traffic-offenses-consent-form.pdf,11,65,16.92,17.5
/wp-content/uploads/2022/02/PG-0039.pdf,11,974,1.13,21.4
/%D7%93%D7%99%D7%9C%D7%9E%D7%AA-%D7%90%D7%A1%D7%99%D7%A8-%D7%97%D7%A3-%D7%9E%D7%A4%D7%A9%D7%A2/,10,651,1.54,19.6
/%D7%94%D7%92%D7%99%D7%A8%D7%94-%D7%9E%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D/,10,1634,0.61,31.1
/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%AA%D7%99%D7%A7-%D7%97%D7%93%D7%9C%D7%95%D7%AA-%D7%A4%D7%99%D7%A8%D7%A2%D7%95%D7%9F-%D7%A9%D7%9C-%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%95%D7%93%D7%99%D7%95-c/,10,1427,0.7,37.5
/%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%95%D7%A9%D7%99%D7%98%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%95%D7%92/,10,3449,0.29,28.4
/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,10,9393,0.11,34.3
/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%95%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%94%D7%97%D7%99%D7%A0%D7%95%D7%9A-%D7%95%D7%94%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA-%D7%A9%D7%9C-3-%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D-%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%A1%D7%93-%D7%A2%D7%9E%D7%A9-49763-12-21/,10,3563,0.28,51.5
