cluster_id,pillar_url,role,intent,url,primary_query,new_title,priority_wave,clicks_16mo,impressions_16mo,action
criminal,https://jus-tice.co.il/criminal-defense-attorney/,cluster,informational-guide,https://jus-tice.co.il/process-criminal-prosecution-law-lawsuits/,ההליך הפלילי: פרקליטות המדינה מול חטיבת תביעות,ההליך הפלילי: פרקליטות המדינה מול חטיבת תביעות,4,0.0,68.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,cluster,informational-guide,https://jus-tice.co.il/right-offense-474-21/,זכות נפגע עבירה לערער על סגירת התיק בעניינו של חשוד,זכות נפגע עבירה לערער על סגירת התיק בעניינו של חשוד,4,0.0,68.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,cluster,hire-lawyer,https://jus-tice.co.il/criminal-law-lawyer-representation/,עורך דין פלילי סרי לנקה,"עורך דין פלילי סרי לנקה: שירותים, הליך ובחירת ייצוג",4,0.0,65.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,cluster,informational-guide,https://jus-tice.co.il/cancellation-conviction-offenses-fraud/,ביטול הרשעה,ביטול הרשעה: מדריך משפטי מעשי,4,0.0,60.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,cluster,informational-guide,https://jus-tice.co.il/arrest-rights/,מעצר בישראל,מעצר בישראל: מדריך משפטי מעשי,4,0.0,56.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,support,informational-guide,https://jus-tice.co.il/criminal-appeal/,ערעור פלילי בישראל,"ערעור פלילי בישראל | מתי, איך ומה סיכויי ההצלחה",4,0.0,192.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,support,informational-guide,https://jus-tice.co.il/43967-07-20/,מאסר בגין הטרדה מינית והתנכלות באמצעות רשת הטלגרם,"מאסר בגין הטרדה מינית והתנכלות באמצעות רשת הטלגרם (ת""פ",4,0.0,133.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,support,informational-guide,https://jus-tice.co.il/acquittal-defendant-offenses-73759-12-20/,זיכוי נאשם בעבירות של מעשה מגונה של קטין (,זיכוי נאשם בעבירות של מעשה מגונה של קטין ( 73759-12-20),4,0.0,62.0,REBUILD
criminal,https://jus-tice.co.il/criminal-defense-attorney/,support,informational-guide,https://jus-tice.co.il/protection-order-petition-family-61185-11-22/,"בקשת צו הגנה למניעת אלימות במשפחה (ה""ט 61185-11-22)","בקשת צו הגנה למניעת אלימות במשפחה (ה""ט 61185-11-22)",4,0.0,53.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,template/tool,https://jus-tice.co.il/free-divorce-agreement-template/,הסכם גירושין ללא עורך דין להורדה,"הסכם גירושין ללא עורך דין להורדה: כלי, טופס והסבר משפטי",7,286.0,56655.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/prenup-attorney/,איך בוחרים עורך דין הסכם ממון,"איך בוחרים עורך דין הסכם ממון: שירותים, הליך ובחירת ייצוג",7,1.0,26870.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/prenuptial-agreements-overview/,הסכם ממון,הסכם ממון: מדריך משפטי מעשי,7,1.0,23036.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/joint-custody-shared-parenting/,הורות משותפת גירושין,הורות משותפת גירושין: מדריך משפטי מעשי,7,8.0,22846.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/child-custody-modification/,שינוי משמורת ילדים,שינוי משמורת ילדים: מדריך משפטי מעשי,7,41.0,20356.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/living-apart-together-legal-rights/,זוגיות פרק ב ללא מגורים משותפים,זוגיות פרק ב ללא מגורים משותפים: מדריך משפטי מעשי,7,100.0,18018.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/infidelity-statistics-reasons-suspicions/,איך מתמודדים עם בגידה של בן זוג,איך מתמודדים עם בגידה של בן זוג: מדריך משפטי מעשי,7,167.0,17578.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,cost/fees,https://jus-tice.co.il/divorce-costs-2025/,עלויות גירושין,עלויות גירושין: מחירים ושכר טרחה 2026,7,31.0,15012.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/mom-full-custody/,משמורת בלעדית לאם,משמורת בלעדית לאם: מדריך משפטי מעשי,7,15.0,14651.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/trusted-divorce-attorney-guide/,בחירת עורך דין גירושין,"בחירת עורך דין גירושין: שירותים, הליך ובחירת ייצוג",7,3.0,14615.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/family-law/,סיכום דיני משפחה,"סיכום דיני משפחה: שירותים, הליך ובחירת ייצוג",7,11.0,13663.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,template/tool,https://jus-tice.co.il/request-for-family-dispute-settlements/,בקשה ליישוב סכסוך דוגמא,"בקשה ליישוב סכסוך דוגמא: כלי, טופס והסבר משפטי",7,8.0,13507.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/cohabitation-property-rights-for-unmarried-couples/,איזון משאבים ידועים בציבור,איזון משאבים ידועים בציבור: מדריך משפטי מעשי,7,16.0,12711.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/spouse-property-registration-guide/,קניית דירה על שם אחד מבני הזוג,קניית דירה על שם אחד מבני הזוג: מדריך משפטי מעשי,7,159.0,10900.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,cost/fees,https://jus-tice.co.il/how-much-does-prenup-cost/,הסכם ממון מחיר,הסכם ממון מחיר,7,9.0,10817.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/marital-property-agreement/,מתי הסכם ממון לא תופס,מתי הסכם ממון לא תופס: מדריך משפטי מעשי,7,20.0,10783.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/,ביטול הסכם ממון,ביטול הסכם ממון: מדריך משפטי מעשי,7,9.0,10735.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/custody-rights-for-fathers/,משמורת אב,משמורת אב: מדריך משפטי מעשי,7,15.0,10149.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/prenuptial-agreement-sample/,הסכם ממון דוגמא חינם,הסכם ממון דוגמא חינם: מדריך משפטי מעשי,7,20.0,8680.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,ביטול הסכם גירושין,ביטול הסכם גירושין: מדריך משפטי מעשי,7,14.0,7761.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/tender-years-mother-custody-child-age-under-6/,החזקת ילדים חזקת הגיל הרך,החזקת ילדים חזקת הגיל הרך: מדריך משפטי מעשי,7,12.0,7545.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/child-support-alimony-updated-guidelines-2023/,המטה הארצי משטרת ישראל טלפון,"המטה הארצי משטרת ישראל טלפון: שירותים, הליך ובחירת ייצוג",7,29.0,7360.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/the-recommended-family-lawyers/,עורך דין לענייני משפחה מומלץ,"עורך דין לענייני משפחה מומלץ: שירותים, הליך ובחירת ייצוג",7,15.0,6818.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/5988-21/,בג ץ על פסיקת בית דין רבני,בג ץ על פסיקת בית דין רבני: מדריך משפטי מעשי,7,59.0,5220.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/adoption-usa/,אימוץ ילדים 2018,אימוץ ילדים 2018: מדריך משפטי מעשי,7,59.0,4983.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/family-law-italy/,גירושין באיטליה,"גירושין באיטליה: שירותים, הליך ובחירת ייצוג",7,28.0,4246.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,cost/fees,https://jus-tice.co.il/divorce-agreement/,הסכם גירושין להורדה בחינם,הסכם גירושין להורדה בחינם: מחירים ושכר טרחה 2026,7,3.0,1227.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/property-division-guide-updated-divorce-custody-infidelity/,"מעודכן למתגרשים בשנת : סטטיסטיקה גירושים, התמודדות","מעודכן למתגרשים בשנת : סטטיסטיקה גירושים, התמודדות",7,5.0,1102.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/james-sexton-attorney/,ג'יימס סקסטון (עורך דין),"ג'יימס סקסטון (עורך דין): שירותים, הליך ובחירת ייצוג",7,22.0,737.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/leading-divorce-lawyers-worldwide/,עבודת עורכי הדין לגירושין ברחבי העולם,"עבודת עורכי הדין לגירושין ברחבי העולם: שירותים, הליך ובחירת",7,8.0,668.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,local,https://jus-tice.co.il/damages-claim-husband-ketubah-obligation/,תביעה נזיקית בזיקה לחיוב האיש בכתובה 1511-7 - ביה''ד,תביעה נזיקית בזיקה לחיוב האיש בכתובה 1511-7 - ביה''ד,7,8.0,447.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/divorce-statistics-israel/,גירושין בישראל,גירושין בישראל: מדריך משפטי מעשי,7,3.0,315.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/divorce-agreement-enforcement-claims/,אכיפת הסכם גירושין,אכיפת הסכם גירושין: מדריך משפטי מעשי,7,4.0,169.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/bgz-infidelity-adultery-supreme-court-ruling/,"בג""ץ הבוגדת: ההשפעות המשפטיות, החברתיות והכלכליות על","בג""ץ הבוגדת: ההשפעות המשפטיות, החברתיות והכלכליות על",7,5.0,110.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/family-law-australia/,דיני משפחה אוסטרליה,דיני משפחה אוסטרליה: מדריך משפטי מעשי,7,3.0,79.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,pillar,hire-lawyer,https://jus-tice.co.il/divorce-everything-you-need-to-know/,עורך דין גירושין,"עורך דין גירושין | אסטרטגיה, זכויות והליך",7,6.0,10245.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision6199-03-18/,"פס""ד בעניין תביעה רכושית בין בני זוג לשעבר","פס""ד בעניין תביעה רכושית בין בני זוג לשעבר | תלה""מ",7,60.0,8261.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/3859-11-20/,"השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים","השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים ולחלוקת",7,19.0,2976.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/unequal-pension-split-verdict-against-husband/,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית,פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין,7,37.0,2868.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/33316-07-19/,"פס""ד בעניין תביעה רכושית ואיזון משאבים בין בני זוג","פס""ד בעניין תביעה רכושית ואיזון משאבים בין בני זוג לשעבר",7,24.0,2802.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision21029-12-21/,תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן,תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר,7,21.0,2797.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,local,https://jus-tice.co.il/21213-04-18/,"ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב","ביהמ""ש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן",7,25.0,2274.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/parental-alienation-damages16820-11-19/,"תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)","תביעת נזיקין בגין ניכור הורי(תמ""ש 16820-11-19)",7,32.0,1953.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/52705-01-20/,"פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה","פס""ד תביעה רכושית בין בני זוג אותה הגישה האישה כתובעת (תלה""מ",7,25.0,1936.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision60362-03-22/,ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת,ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין,7,22.0,1909.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/family-judgment-31661-07-16/,פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון,פסק דין בתביעה רכושית: אישה נגד בן-זוגה חושפת הון משפחתי,7,29.0,1907.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,hire-lawyer,https://jus-tice.co.il/decision5987-10-16/,"השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת","השופטת הילה גורביץ עובדיה: פס""ד שעניינו בתביעת מזונות, זמני",7,62.0,1591.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/40939-11-19/,"השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה","השופטת ורד ריקנטי-רוסהר: פס""ד בעניין שיתוף בנחלה שהיתה שייכת",7,21.0,1457.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/divorce-resource-balancing-case21019-01-21/,"השופט רמי בז'ה: פס""ד בעניין תביעה לאיזון משאבים בין","השופט רמי בז'ה: פס""ד בעניין תביעה לאיזון משאבים בין בני זוג",7,40.0,1302.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision67437-12-18/,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד","השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים",7,20.0,1280.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision13846-03-18/,"השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול","השופטת עידית בן דב ג'וליאן: פס""ד תביעת אב לביטול התחייבות",7,14.0,790.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/decision54477-10-18/,השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות,השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות משימוש,7,11.0,635.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/prenuptial-agreement-verdict-judge-cancellation-validity-27071-11-19/,"השופטת אורית בן דור ליבל: פס""ד בתובענה לביטול הסכם","השופטת אורית בן דור ליבל: פס""ד בתובענה לביטול הסכם ממון",7,4.0,368.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/legal-opinion-expert-house-6211-04-22/,האם ניתן להציג חוות דעת פרטית למומחה שמונה מטעם בית,האם ניתן להציג חוות דעת פרטית למומחה שמונה מטעם בית המשפט?,7,4.0,362.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/10864-09-21/,חשיפת תמונות אישה שנתפסה בבגידה,חשיפת תמונות אישה שנתפסה בבגידה | השופטת מורן ואלך ניסן,7,6.0,212.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,support,informational-guide,https://jus-tice.co.il/child-support-verdict-judge-request/,"השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם","השופטת חגית מטלין: פס""ד בבקשה למזונות ילדים של אם כנגד אב",7,3.0,102.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,tool,template/tool,https://jus-tice.co.il/online-family-law-services/,דיני משפחה עורך דין,"דיני משפחה עורך דין: כלי, טופס והסבר משפטי",7,11.0,9246.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,tool,template/tool,https://jus-tice.co.il/child-support/,מחשבון מזונות,מחשבון מזונות,7,4.0,2699.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,tool,template/tool,https://jus-tice.co.il/child-support-calculator-2023/,איך מחשבים מזונות ילדים,"איך מחשבים מזונות ילדים: כלי, טופס והסבר משפטי",7,1.0,270.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,trust,trust/about,https://jus-tice.co.il/authority-9267-12-21/,חלוקת זמני שהות: מינוי מתאם הורי עם סמכויות הכרעה,חלוקת זמני שהות: מינוי מתאם הורי עם סמכויות הכרעה,7,0.0,17.0,KEEP-IMPROVE
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/divorce-mediation-basics/,גישור לפני גירושין,גישור לפני גירושין: מדריך משפטי מעשי,8,0.0,11368.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,cost/fees,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,הסכם גירושין מחיר,הסכם גירושין מחיר,8,1.0,11031.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/,הסכם גירושין,הסכם גירושין: מדריך משפטי מעשי,8,8.0,8408.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/divorce-with-consent/,גירושין בהסכמה,גירושין בהסכמה: מדריך משפטי מעשי,8,1.0,8275.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,cost/fees,https://jus-tice.co.il/strategic-divorce-cost-planning/,גירושים חכמים : כך תנהלו את פתיחת הליך הגירושין,גירושים חכמים : כך תנהלו את פתיחת הליך הגירושין,8,9.0,7713.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/mutual-divorce-agreement-2025/,גירושין בהסכמה בית הדין הרבני,גירושין בהסכמה בית הדין הרבני: מדריך משפטי מעשי,8,0.0,4654.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation/,דירוג משרדי עורכי דין דיני משפחה,דירוג משרדי עורכי דין דיני משפחה: מדריך משפטי מעשי,8,8.0,3195.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/divorce-law-in-sweden/,דיני גירושין,דיני גירושין: מדריך משפטי מעשי,8,13.0,1991.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/,בגידה בתחום דיני משפחה,בגידה בתחום דיני משפחה: מדריך משפטי מעשי,8,5.0,1431.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/financial-strategies-after-divorce/,אסטרטגיות לשימור הון לאחר הגירושין,אסטרטגיות לשימור הון לאחר הגירושין: מדריך משפטי מעשי,8,1.0,860.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah/,חלוקת דירת בני זוג והשלכותיה על חיוב הכתובה,חלוקת דירת בני זוג והשלכותיה על חיוב הכתובה: מדריך משפטי,8,9.0,851.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/1355956-3/,עילת גירושין: חובה להוכיח טענות 1355956-3 - ביה''ד,עילת גירושין: חובה להוכיח טענות 1355956-3 - ביה''ד,8,10.0,750.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/kl-gates/,קיי אנד אל גייטס (משרד עורכי דין),קיי אנד אל גייטס (משרד עורכי דין): מדריך משפטי מעשי,8,9.0,518.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/prenuptial-agreement-israel-guide-comprehensive-2025/,הסכם ממון לתושבי חוץ,הסכם ממון לתושבי חוץ: מדריך משפטי מעשי,8,1.0,418.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,local,https://jus-tice.co.il/1394399-1/,איסור לבועל לאחר סידור ''גט מהרש''ם'' 1394399-1,איסור לבועל לאחר סידור ''גט מהרש''ם'' 1394399-1,8,8.0,388.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/1331339-1/,אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת,אכיפת הסכם כשיש חשש שאכיפתו עלולה להביא לפגיעה בטובת,8,2.0,288.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/laura-wasser/,"עו""ד לורה וסר (עו""ד לגירושין)","עו""ד לורה וסר (עו""ד לגירושין): שירותים, הליך ובחירת ייצוג",8,7.0,258.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/1386569-6/,חיוב בעל מורד במדור אשתו אף בהעדר סיכוי לשלום בית,חיוב בעל מורד במדור אשתו אף בהעדר סיכוי לשלום בית,8,3.0,249.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/family-mediation-updated-trends/,גישור משפחתי,גישור משפחתי: מדריך משפטי מעשי,8,1.0,244.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/cordell-cordell/,Cordell & Cordell,Cordell & Cordell: מדריך משפטי מעשי,8,1.0,234.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/can-you-be-common-law-married-to-a-married-person/,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר?,האם אישה נשואה יכולה להיחשב ידועה בציבור של אחר?,8,2.0,224.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/united-states-divorce/,גירושין בארצות הברית,גירושין בארצות הברית: מדריך משפטי מעשי,8,1.0,185.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/best-interest-child-procedures-divorce-alimony/,עקרונות הלכתיים ויישום קביעתם של הסדרי השהות,עקרונות הלכתיים ויישום קביעתם של הסדרי השהות: מדריך משפטי,8,1.0,167.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/grounds-for-divorce-united-states/,עילות גירושין (ארצות הברית),עילות גירושין (ארצות הברית): מדריך משפטי מעשי,8,1.0,50.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/alimony-divorce-agreement-israel-child-support/,מעמדן של התחייבויות למזונות שבהסכם והעילות לביטולן,מעמדן של התחייבויות למזונות שבהסכם והעילות לביטולן,8,1.0,41.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/post-divorce-agreement-enforcement-lawsuit/,הסכם רילוקיישין תביעת עבודה נגד אינטל,הסכם רילוקיישין תביעת עבודה נגד אינטל: מדריך משפטי מעשי,8,1.0,38.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,hire-lawyer,https://jus-tice.co.il/experienced-family-law-attorney/,עורך דין לענייני משפחה מנוסה: מה בודקים לפני שבוחרים,עורך דין לענייני משפחה מנוסה: מה בודקים לפני שבוחרים,8,2.0,37.0,REBUILD
family-divorce,https://jus-tice.co.il/divorce-everything-you-need-to-know/,cluster,informational-guide,https://jus-tice.co.il/rabbinical-court-request-law/,בקשה לפסילת הרכב בית דין רבני,בקשה לפסילת הרכב בית דין רבני: מדריך משפטי מעשי,8,1.0,35.0,REBUILD
