family_head_term,family_key,severity,competing_url,clicks,impressions,position,designated_winner,resolution
איתור ביטוח קרנית,איתור ביטוח קרנית,LOW,https://jus-tice.co.il/decision17331-01-17/,0,88,85.8,https://jus-tice.co.il/decision17331-01-17/,WINNER
איתור ביטוח קרנית,איתור ביטוח קרנית,LOW,https://jus-tice.co.il/compulsory-motor-vehicle-insurance/,0,2,34.0,https://jus-tice.co.il/decision17331-01-17/,DIFFERENTIATE→האם חייב ביטוח חובה
איתור הפקדת צוואה,איתור הפקדת צוואה,LOW,https://jus-tice.co.il/inheritance-order/,0,181,75.2,https://jus-tice.co.il/inheritance-order/,WINNER
איתור הפקדת צוואה,איתור הפקדת צוואה,LOW,https://jus-tice.co.il/department-of-justice/,0,7,89.6,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→
איתור חברה משרד המשפטים,איתור חברה משרד המשפטים,LOW,https://jus-tice.co.il/department-of-justice/,0,91,20.9,https://jus-tice.co.il/department-of-justice/,WINNER
איתור חברה משרד המשפטים,איתור חברה משרד המשפטים,LOW,https://jus-tice.co.il/,0,5,77.6,https://jus-tice.co.il/department-of-justice/,DIFFERENTIATE→
איתור מוצרים בסין,איתור מוצרים בסין,LOW,https://jus-tice.co.il/china-business-legal-guide/,0,86,50.6,https://jus-tice.co.il/china-business-legal-guide/,WINNER
איתור מוצרים בסין,איתור מוצרים בסין,LOW,https://jus-tice.co.il/top-lawyers-for-israelis-china/,0,1,101.0,https://jus-tice.co.il/china-business-legal-guide/,DIFFERENTIATE→המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ
איתור מנהל עיזבון,איתור מנהל עיזבון,LOW,https://jus-tice.co.il/inheritance-order/,0,49,74.3,https://jus-tice.co.il/inheritance-order/,WINNER
איתור מנהל עיזבון,איתור מנהל עיזבון,LOW,https://jus-tice.co.il/buying-property-in-greece/,0,3,98.7,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→בית ביוון
איתור מנהל עיזבון,איתור מנהל עיזבון,LOW,https://jus-tice.co.il/what-is-a-probate-order/,0,2,82.0,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→בקשה לצו קיום צוואה
איתור מספר רישיון עורך דין,איתור מספר רישיון עורך דין,MEDIUM,https://jus-tice.co.il/,0,187,20.7,https://jus-tice.co.il/,WINNER
איתור מספר רישיון עורך דין,איתור מספר רישיון עורך דין,MEDIUM,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,0,139,27.6,https://jus-tice.co.il/,DIFFERENTIATE→
איתור מספר רישיון עורך דין,איתור מספר רישיון עורך דין,MEDIUM,https://jus-tice.co.il/american-bar-association/,0,127,28.1,https://jus-tice.co.il/,DIFFERENTIATE→איתור עורך דין לשכת עורכי הדין
איתור מספר רישיון עורך דין,איתור מספר רישיון עורך דין,MEDIUM,https://jus-tice.co.il/admission-to-practice-law/,0,14,35.1,https://jus-tice.co.il/,DIFFERENTIATE→איך להיות עורך דין
איתור מפעלים בסין,איתור מפעלים בסין,MEDIUM,https://jus-tice.co.il/china-business-legal-guide/,0,284,34.4,https://jus-tice.co.il/china-business-legal-guide/,WINNER
איתור מפעלים בסין,איתור מפעלים בסין,MEDIUM,https://jus-tice.co.il/top-lawyers-for-israelis-china/,0,142,78.3,https://jus-tice.co.il/china-business-legal-guide/,DIFFERENTIATE→המדריך לבחירת עורכי הדין הטובים ביותר בסין: ייעוץ
איתור מפעלים בסין,איתור מפעלים בסין,MEDIUM,https://jus-tice.co.il/china-lawyers/,0,10,66.6,https://jus-tice.co.il/china-business-legal-guide/,DIFFERENTIATE→עורך דין סין
איתור משקיעים לנדלן,איתור משקיעים לנדלן,LOW,https://jus-tice.co.il/real-estate-investing/,0,53,93.6,https://jus-tice.co.il/real-estate-investing/,WINNER
איתור משקיעים לנדלן,איתור משקיעים לנדלן,LOW,https://jus-tice.co.il/המדריך-המלא-לקנייה-השכרה-ו-airbnb-בחול/,0,9,84.3,https://jus-tice.co.il/real-estate-investing/,DIFFERENTIATE→
איתור נכס לפי שם הבעלים,איתור נכס לפי שם הבעלים,MEDIUM,https://jus-tice.co.il/spouse-property-registration-guide/,0,2,49.0,https://jus-tice.co.il/spouse-property-registration-guide/,WINNER
איתור נכס לפי שם הבעלים,איתור נכס לפי שם הבעלים,MEDIUM,https://jus-tice.co.il/buying-property-in-greece/,0,2,74.5,https://jus-tice.co.il/spouse-property-registration-guide/,DIFFERENTIATE→בית ביוון
איתור נכסים בחו ל,איתור נכסים בחו ל,MEDIUM,https://jus-tice.co.il/real-estate-investing/,0,208,52.7,https://jus-tice.co.il/real-estate-investing/,WINNER
איתור נכסים בחו ל,איתור נכסים בחו ל,MEDIUM,https://jus-tice.co.il/המדריך-המלא-לקנייה-השכרה-ו-airbnb-בחול/,0,70,19.7,https://jus-tice.co.il/real-estate-investing/,DIFFERENTIATE→
איתור נכסים בחו ל,איתור נכסים בחו ל,MEDIUM,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,0,10,91.4,https://jus-tice.co.il/real-estate-investing/,DIFFERENTIATE→
איתור נכסים בחו ל,איתור נכסים בחו ל,MEDIUM,https://jus-tice.co.il/low-value-invest-abroad/,0,1,70.0,https://jus-tice.co.il/real-estate-investing/,DIFFERENTIATE→איפה הכי זול לקנות דירה בעולם
איתור נכסים לפי שם,איתור נכסים לפי שם,LOW,https://jus-tice.co.il/spouse-property-registration-guide/,0,68,52.7,https://jus-tice.co.il/spouse-property-registration-guide/,WINNER
איתור נכסים לפי שם,איתור נכסים לפי שם,LOW,https://jus-tice.co.il/real-estate-lawyer-guide/,0,4,79.2,https://jus-tice.co.il/spouse-property-registration-guide/,MERGE-301→https://jus-tice.co.il/real-estate-attorney/
איתור נכסים לפי שם,איתור נכסים לפי שם,LOW,https://jus-tice.co.il/registration-of-real-estate-israel/,0,1,83.0,https://jus-tice.co.il/spouse-property-registration-guide/,DIFFERENTIATE→לשכות רישום מקרקעין לפי ערים
איתור נכסים של חייבים,איתור נכסים של חייבים,MEDIUM,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,0,10,79.3,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,WINNER
איתור נכסים של חייבים,איתור נכסים של חייבים,MEDIUM,https://jus-tice.co.il/buying-property-in-greece/,0,5,80.6,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,DIFFERENTIATE→בית ביוון
איתור נכסים של חייבים,איתור נכסים של חייבים,MEDIUM,https://jus-tice.co.il/איך-לקנות-נדלן-בזול-ולהרוויח/,0,3,88.7,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,DIFFERENTIATE→
איתור נכסים של חייבים,איתור נכסים של חייבים,MEDIUM,https://jus-tice.co.il/חוקי-הנדלן-בישראל-מול-צרפת/,0,1,76.0,https://jus-tice.co.il/השקעות-נדלן-בניו-יורק-מבט-מורחב-למשקיעים-ישראלים/,DIFFERENTIATE→
איתור עורך דין,איתור עורך דין,LOW,https://jus-tice.co.il/,6,2532,8.15,https://jus-tice.co.il/,WINNER
איתור עורך דין,איתור עורך דין,LOW,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,0,422,16.4,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורך דין,איתור עורך דין,LOW,https://jus-tice.co.il/american-bar-association/,0,34,36.35,https://jus-tice.co.il/,DIFFERENTIATE→איתור עורך דין לשכת עורכי הדין
איתור עורך דין,איתור עורך דין,LOW,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,0,4,32.75,https://jus-tice.co.il/,DIFFERENTIATE→איתור עורך דין בישראל
איתור עורך דין,איתור עורך דין,LOW,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,2,55.0,https://jus-tice.co.il/,DIFFERENTIATE→עורך דין מומלץ
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/,2,627,10.0,https://jus-tice.co.il/,WINNER
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,0,64,21.2,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/american-bar-association/,0,38,32.0,https://jus-tice.co.il/,DIFFERENTIATE→איתור עורך דין לשכת עורכי הדין
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/admission-to-practice-law/,0,4,34.8,https://jus-tice.co.il/,DIFFERENTIATE→איך להיות עורך דין
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/find-lawyer/,0,7,81.7,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/הנחיות-למבקשים-להתמנות-למשרה-שיפוטית/,0,1,15.0,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,0,2,44.5,https://jus-tice.co.il/,DIFFERENTIATE→איתור עורך דין בישראל
איתור עורך דין לפי מספר רישיון,איתור עורך דין לפי מספר רישיון,LOW,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,1,39.0,https://jus-tice.co.il/,DIFFERENTIATE→עורך דין מומלץ
איתור עורך דין לפי שם,איתור עורך דין לפי שם,LOW,https://jus-tice.co.il/,2,166,7.7,https://jus-tice.co.il/,WINNER
איתור עורך דין לפי שם,איתור עורך דין לפי שם,LOW,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,0,8,22.6,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורך דין לפי שם,איתור עורך דין לפי שם,LOW,https://jus-tice.co.il/find-lawyer/,0,1,90.0,https://jus-tice.co.il/,DIFFERENTIATE→
איתור עורכי דין לשכת עורכי הדין,איתור עורך דין לשכת עורכי הדין,MEDIUM,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,1,46,19.9,https://jus-tice.co.il/american-bar-association/,DIFFERENTIATE→
איתור עורכי דין לשכת עורכי הדין,איתור עורך דין לשכת עורכי הדין,MEDIUM,https://jus-tice.co.il/,0,41,10.4,https://jus-tice.co.il/american-bar-association/,DIFFERENTIATE→
איתור עורכי דין לשכת עורכי הדין,איתור עורך דין לשכת עורכי הדין,MEDIUM,https://jus-tice.co.il/american-bar-association/,0,28,34.0,https://jus-tice.co.il/american-bar-association/,WINNER
איתור עורכי דין לשכת עורכי הדין,איתור עורך דין לשכת עורכי הדין,MEDIUM,https://jus-tice.co.il/how-to-find-qualified-lawyer-israel-guide/,0,1,21.0,https://jus-tice.co.il/american-bar-association/,DIFFERENTIATE→איתור עורך דין בישראל
איתור פש ר,איתור פש ר,MEDIUM,https://jus-tice.co.il/psakdin/הלכת-אלקצאצי-משך-ההמתנה-מביטול-הליך-פש/,0,31,47.8,https://jus-tice.co.il/psakdin/הלכת-אלקצאצי-משך-ההמתנה-מביטול-הליך-פש/,WINNER
איתור פש ר,איתור פש ר,MEDIUM,https://jus-tice.co.il/department-of-justice/,0,38,73.1,https://jus-tice.co.il/psakdin/הלכת-אלקצאצי-משך-ההמתנה-מביטול-הליך-פש/,DIFFERENTIATE→
איתור צוואה ישנה,איתור צוואה ישנה,LOW,https://jus-tice.co.il/inheritance-order/,0,189,61.7,https://jus-tice.co.il/inheritance-order/,WINNER
איתור צוואה ישנה,איתור צוואה ישנה,LOW,https://jus-tice.co.il/inheritance/,0,42,70.8,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→איך מתחלקת ירושה
איתור צוואה ישנה,איתור צוואה ישנה,LOW,https://jus-tice.co.il/international-inheritance-wills-lawyer/,0,13,82.5,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→עורך דין בינלאומי ירושות צוואות ועיזבונות
איתור צוואה ישנה,איתור צוואה ישנה,LOW,https://jus-tice.co.il/משרד-המשפטים-ישראל/סניגוריה-ציבורית/,0,1,92.0,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→
איתור צוואה ישנה,איתור צוואה ישנה,LOW,https://jus-tice.co.il/הצהרת-אבהות-בבית-הדין-הרבני/,0,1,102.0,https://jus-tice.co.il/inheritance-order/,DIFFERENTIATE→
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/real-estate-agent/,0,448,34.0,https://jus-tice.co.il/real-estate-agent/,WINNER
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/איך-לקנות-נדלן-בזול-ולהרוויח/,0,236,35.9,https://jus-tice.co.il/real-estate-agent/,DIFFERENTIATE→
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/broker-apartments-real-estate/,0,56,18.5,https://jus-tice.co.il/real-estate-agent/,"DIFFERENTIATE→מתווך דירות: איך למצוא סוכן נדל""ן טוב"
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/buying-property-in-greece/,0,33,87.6,https://jus-tice.co.il/real-estate-agent/,DIFFERENTIATE→בית ביוון
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/thailand-real-estate/,0,13,65.4,https://jus-tice.co.il/real-estate-agent/,DIFFERENTIATE→כמה עולה לקנות בית בתאילנד
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/buying-property-in-portugal/,0,4,100.5,https://jus-tice.co.il/real-estate-agent/,DIFFERENTIATE→קניית נכס בפורטוגל
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/,0,2,85.5,https://jus-tice.co.il/real-estate-agent/,DIFFERENTIATE→
איתור קונה לנכס,איתור קונה לנכס,HIGH,https://jus-tice.co.il/guide-buying-property-portugal-israelis/,0,2,86.5,https://jus-tice.co.il/real-estate-agent/,MERGE-301→https://jus-tice.co.il/buying-property-in-portugal/
איתור רישיון עורך דין,איתור רישיון עורך דין,MEDIUM,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,1,20,20.2,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,WINNER
איתור רישיון עורך דין,איתור רישיון עורך דין,MEDIUM,https://jus-tice.co.il/,0,76,8.9,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,DIFFERENTIATE→
איתור רישיון עורך דין,איתור רישיון עורך דין,MEDIUM,https://jus-tice.co.il/admission-to-practice-law/,0,4,27.0,https://jus-tice.co.il/articles/איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר/,DIFFERENTIATE→איך להיות עורך דין
איתור שמאי הסדר כלל,איתור שמאי הסדר כלל,HIGH,https://jus-tice.co.il/psakdin/תפקידו-ודרכי-עבודתו-של-עובד-סוציאלי-לע/,0,1,75.0,https://jus-tice.co.il/psakdin/תפקידו-ודרכי-עבודתו-של-עובד-סוציאלי-לע/,WINNER
איתור שמאי הסדר כלל,איתור שמאי הסדר כלל,HIGH,https://jus-tice.co.il/דחיית-ערעור-על-ביטול-עסקת-מתנה-בה-העבירה-אם-מקרקעין-ללא-תמורה-לאחים-לאחר-כתיבת-הצוואה/,0,1,76.0,https://jus-tice.co.il/psakdin/תפקידו-ודרכי-עבודתו-של-עובד-סוציאלי-לע/,DIFFERENTIATE→
איתור תיק בית דין רבני,איתור תיק בית דין רבני,LOW,https://jus-tice.co.il/online-family-law-services/,0,5,82.6,https://jus-tice.co.il/online-family-law-services/,WINNER
איתור תיק בית דין רבני,איתור תיק בית דין רבני,LOW,https://jus-tice.co.il/חשש-למשוא-פנים-של-בית-הדין-ולהטיית-הדין/,0,1,57.0,https://jus-tice.co.il/online-family-law-services/,DIFFERENTIATE→
איתור תיק בית דין רבני,איתור תיק בית דין רבני,LOW,https://jus-tice.co.il/פסד-סידור-גט-לפני-הכרעה-בתביעות-הצדדים-37883-9-ביהד-אשדוד/,0,1,87.0,https://jus-tice.co.il/online-family-law-services/,DIFFERENTIATE→
איתור תיק בית דין רבני,איתור תיק בית דין רבני,LOW,https://jus-tice.co.il/הצהרת-אבהות-בבית-הדין-הרבני/,0,1,97.0,https://jus-tice.co.il/online-family-law-services/,DIFFERENTIATE→
איתור תיק בפרקליטות,איתור תיק בפרקליטות,MEDIUM,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,0,3,29.0,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,WINNER
איתור תיק בפרקליטות,איתור תיק בפרקליטות,MEDIUM,https://jus-tice.co.il/ההליך-הפלילי-פרקליטות-המדינה-מול-חטיבת-תביעות-המשטרה/,0,3,78.7,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיק פלילי לפי תעודת זהות,איתור תיק פלילי לפי תעודת זהות,LOW,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,9,48.0,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,WINNER
איתור תיק פלילי לפי תעודת זהות,איתור תיק פלילי לפי תעודת זהות,LOW,https://jus-tice.co.il/criminal-record-check/,0,1,34.0,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,DIFFERENTIATE→בדיקת רישום פלילי לפי תעודת זהות
איתור תיקי בית משפט,איתור תיקי בית משפט,MEDIUM,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,0,54,65.5,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,WINNER
איתור תיקי בית משפט,איתור תיקי בית משפט,MEDIUM,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,0,14,70.4,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,DIFFERENTIATE→
איתור תיקי בית משפט,איתור תיקי בית משפט,MEDIUM,https://jus-tice.co.il/online-family-law-services/,0,5,90.8,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,DIFFERENTIATE→דיני משפחה עורך דין
איתור תיקי בית משפט,איתור תיקי בית משפט,MEDIUM,https://jus-tice.co.il/,0,4,75.0,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,DIFFERENTIATE→
איתור תיקי בית משפט,איתור תיקי בית משפט,MEDIUM,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/,0,1,66.0,https://jus-tice.co.il/wp-content/uploads/2022/10/תזכיר-חוק-לתיקון-פקודת-סדר-הדין-הפלילי-מעצר-וחיפוש-תיקון-מס...-עילות-חיפוש-במקום-ללא-צו-בית-משפט-התשפ-ב-2021.docx/,DIFFERENTIATE→
איתור תיקי פשיטת רגל,איתור תיקי פשיטת רגל,MEDIUM,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,0,10,84.9,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,WINNER
איתור תיקי פשיטת רגל,איתור תיקי פשיטת רגל,MEDIUM,https://jus-tice.co.il/,0,4,85.0,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,DIFFERENTIATE→
איתור תיקי פשיטת רגל,איתור תיקי פשיטת רגל,MEDIUM,https://jus-tice.co.il/psakdin/הלכת-אלקצאצי-משך-ההמתנה-מביטול-הליך-פש/,0,1,99.0,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,DIFFERENTIATE→
איתור תיקי פשיטת רגל,איתור תיקי פשיטת רגל,MEDIUM,https://jus-tice.co.il/legal_financing/,0,1,100.0,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,0,209,52.6,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,WINNER
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/סדר-דין-פלילי-חוק-המעצרים/,0,37,41.4,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/police-records-data-deletion/,0,35,67.5,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→מחיקת רישום משטרתי
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/סדר-העדיפויות-של-משטרת-ישראל/,0,33,75.3,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/israel-crime-statistics/,0,27,73.9,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→משטרת ישראל השנתון הסטטיסטי
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/,0,27,80.8,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/ניהול-מאגר-נתוני-זיהוי-פלילי/,0,11,62.9,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/,0,14,81.9,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,0,14,92.6,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/ההליך-הפלילי-פרקליטות-המדינה-מול-חטיבת-תביעות-המשטרה/,0,5,84.4,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/drug-related-crime/,0,3,75.7,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→עבירות סמים
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/federal-bureau-of-investigation/,0,3,81.7,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,"DIFFERENTIATE→FBI לשכת החקירות הפדרלית ארה""ב"
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/תחנות-משטרה-כתובת-טלפון-רשימה-ארצית-מעודכן/,0,3,94.3,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/מחירון-מומלץ-עורך-דין-פלילי/,0,1,57.0,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→
איתור תיקים פליליים,איתור תיקים פליליים,LOW,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,1,97.0,https://jus-tice.co.il/הנחיות-פרקליט-המדינה-הנחיה-מספר-13/,DIFFERENTIATE→עורך דין פלילי מחירון
איתי הרמלין,איתי הרמלין,LOW,https://jus-tice.co.il/טענות-מקדמיות-בקובלנה-פלילית-באישום-ללשון-הרע/,0,36,54.1,https://jus-tice.co.il/טענות-מקדמיות-בקובלנה-פלילית-באישום-ללשון-הרע/,WINNER
איתי הרמלין,איתי הרמלין,LOW,https://jus-tice.co.il/defamation-judge-decision-claims-criminal-44355-02-21/,0,1,100.0,https://jus-tice.co.il/טענות-מקדמיות-בקובלנה-פלילית-באישום-ללשון-הרע/,DIFFERENTIATE→השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה
איתי שטרום קורות חיים,איתי שטרום קורות חיים,HIGH,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,0,16,49.0,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,WINNER
איתי שטרום קורות חיים,איתי שטרום קורות חיים,HIGH,https://jus-tice.co.il/2017-2018-major-supreme-court-ruling/,0,13,50.8,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/,DIFFERENTIATE→החלטות בית המשפט העליון
איתם עמיצור,איתם עמיצור,LOW,https://jus-tice.co.il/court-judge/,0,8,79.9,https://jus-tice.co.il/court-judge/,WINNER
איתם עמיצור,איתם עמיצור,LOW,https://jus-tice.co.il/decision13759-08-21/,0,2,93.5,https://jus-tice.co.il/court-judge/,"DIFFERENTIATE→ביה""ד הארצי לעבודה, סגן הנשיאה השופט אילן איטח: פס""ד"
איתן בייקר עורך דין,איתן בייקר עורך דין,LOW,https://jus-tice.co.il/baker-mckenzie/,34,354,5.7,https://jus-tice.co.il/baker-mckenzie/,WINNER
איתן בייקר עורך דין,איתן בייקר עורך דין,LOW,https://jus-tice.co.il/find-lawyer/,0,1,15.0,https://jus-tice.co.il/baker-mckenzie/,DIFFERENTIATE→
איתן האזרחי,איתן האזרחי,LOW,https://jus-tice.co.il/articles/איתן-האזרחי-ושות-משרד-עורכי-דין/,1,281,10.8,https://jus-tice.co.il/law-firm-civil/,DIFFERENTIATE→
איתן האזרחי,איתן האזרחי,LOW,https://jus-tice.co.il/law-firm-civil/,0,8,21.5,https://jus-tice.co.il/law-firm-civil/,WINNER
איתן האזרחי אברהם,איתן האזרחי אברהם,MEDIUM,https://jus-tice.co.il/articles/איתן-האזרחי-ושות-משרד-עורכי-דין/,0,1,45.0,https://jus-tice.co.il/articles/איתן-האזרחי-ושות-משרד-עורכי-דין/,WINNER
