post_id,old_slug,new_slug,title
11341,"פרז-יורקה-משרד-עורכי-דין","perez-llorca","פרז-יורקה (משרד עורכי דין)"
11338,"ריטה-יודיס-עורכת-דין","rita-judice","ריטה יודיס (עורכת דין)"
11328,"לשכת-עורכי-הדין-הפורטוגלית","portuguese-bar-association","לשכת עורכי הדין הפורטוגלית"
11325,"סופיה-גלואו-עורכת-דין","sofia-galvao","סופיה גלואו (עורכת דין)"
11314,"אנתוני-יוליוס-עורך-דין","anthony-julius","אנתוני יוליוס (עורך דין)"
11310,"גיימס-סקסטון-עורך-דין","james-sexton-attorney","ג'יימס סקסטון (עורך דין)"
11307,"עוד-רוברט-סטפן-כהן","robert-stephan-cohen","עוד רוברט סטפן כהן"
11303,"משרד-עורכי-הדין-wachtell-lipton-rosen-katz","wachtell-lipton-rosen-katz","משרד עורכי הדין Wachtell, Lipton, Rosen & Katz"
11300,"baker-mckenzie-בייקר-מקנזי-משרד-עורכי-דין","baker-mckenzie","Baker & McKenzie | בייקר מקנזי משרד עורכי דין"
11293,"findlaw-מידע-משפטי-מקוון","findlaw","FindLaw | מידע משפטי מקוון"
11290,"legalzoom-חברת-טכנולוגיה-ושירותים-משפטיים-מק","legalzoom","LegalZoom | חברת טכנולוגיה ושירותים משפטיים מקוונים"
11287,"rocket-lawyer-חברת-טכנולוגיה-משפטית-מקוונת","rocket-lawyer","Rocket Lawyer | חברת טכנולוגיה משפטית מקוונת"
11285,"nolo-נולו-מוציא-לאור","nolo","Nolo | נולו (מוציא לאור)"
11276,"שירותי-הפניית-עורכי-דין-מקוונים-שירות","lawyer-referral-service","שירותי הפניית עורכי דין מקוונים | שירותי התאמת עורך דין-לקוח"
11274,"משרד-עורכי-דין-וירטואלי-elawyering","virtual-law-firm","משרד עורכי דין וירטואלי |  ELawyering"
11271,"שירותים-משפטיים-מבוקרים","unbundled-legal-services","שירותים משפטיים מבוקרים"
11266,"דיני-גירושין-בשוודיה","divorce-law-in-sweden","דיני גירושין בשוודיה"
11252,"עורך-דין-קוסטה-ריקה-עוד-ישראלי-בקוסטה","costa-rica-lawyers","עורך דין קוסטה ריקה | עוד ישראלי בקוסטה ריקה"
11250,"סקירה-על-שוק-הנדלן-בפורטוגל","portugal-overview-real-estate","סקירה על שוק הנדלן בפורטוגל"
11247,"פורטוגל-האם-עדיין-מקום-טוב-לפרישה-לעב","is-portugal-a-good-place-to-retire","פורטוגל: האם עדיין מקום טוב לפרישה? | לעבור לפורטוגל"
11237,"מדריך-השוואת-נדלן-פורטוגל","real-estate-comparative-guide","מדריך השוואתי: נדלן פורטוגל"
11232,"קניית-נכס-בפורטוגל-המדריך-האולטימטיב","buying-property-in-portugal","קניית נכס בפורטוגל: המדריך האולטימטיבי *2024*"
11220,"חוות-דעת-משפטית-זרה-חווד-משפטית","foreign-legal-opinion","חוות דעת משפטית זרה | חווד משפטית"
11211,"השקעות-בארגנטינה-איך-להשקיע-בארגנטינ","investing-in-argentina","השקעות בארגנטינה | איך להשקיע בארגנטינה"
11205,"פסק-דין-חלוקת-כספי-פנסיה-לא-שוויונית-2024-א","unequal-pension-split-verdict-against-husband","פסק דין לטובת האישה חלוקת כספי פנסיה לא שוויונית גירושין 2024 | בית דין רבני"
11198,"עורך-דין-ליכטנשטיין-עוד-ישראלי-בליכט","liechtenstein","עורך דין ליכטנשטיין | עוד ישראלי בליכטנשטיין"
11196,"עורך-דין-במונקו-עוד-ישראלי-עסקים-והש","monaco-lawyer","עורך דין במונקו | עוד ישראלי עסקים והשקעות במונקו"
11184,"עורך-דין-בניו-גרזי-עוד-ישראלי-בניו-ג8","new-jersey-lawyers","עורך דין ניו ג'רזי | עוד ישראלי ניו ג'רזי | חוקי ניו ג'רסי"
11179,"segro-plc-חברת-נדלן-סגרו","segro","SEGRO plc חברת נדלן סגרו"
11176,"חברת-הנדלן-הגרמנית-ונוביה-vonovia","vonovia","חברת הנדלן הגרמנית ונוביה (Vonovia)"
11170,"ניהול-נכסים-ניהול-נדלן-ניהול-דירות","property-management","ניהול נכסים | ניהול נדלן | ניהול דירות"
11166,"עורך-דין-הולנד-עוד-ישראלי-בהולנד-ייצ","lawyer-netherlands","עורך דין הולנד | עוד ישראלי בהולנד | ייצוג לווי משפטי"
11150,"פילוסופיה-של-המשפט-אתיקה-עוד-מהם-קוו","philosophy-of-law","פילוסופיה של המשפט | אתיקה עוד | מהם קווי יסוד לפילוסופיה של המשפט"
11131,"תובע-במשפט-פלילי","prosecutor","תובע במשפט פלילי"
11082,"עורך-דין-צכיה-עורך-דין-ישראלי-צכוסל","czech-lawyers","עורך דין צ'כיה | עורך דין ישראלי צ'כוסלובקיה"
10951,"עורך-דין-באנטיגואה-וברבודה","antigua-and-barbuda-lawyers","עורך דין אנטיגואה וברבודה | עוד ישראלי באנטיגואה וברבודה"
10948,"רגולציה-בינלאומית-תקינה-ורגולציה-עול","international-regulation","רגולציה בינלאומית |  תקינה ורגולציה עולמית"
10942,"ליטיגציה-בינלאומית-תחומי-עיסוק-עורכי","international-litigation","ליטיגציה בינלאומית | תחומי עיסוק עורכי דין מחלקה בינלאומית"
10938,"כתיבה-משפטית-שפת-עורכי-הדין","legal-writing","כתיבה משפטית | שפת עורכי הדין"
10916,"קשקאיש-פורטוגל-cascais-קאסאיס-נדלן-לווי-מש","cascais","נדלן קשקאיש פורטוגל  |  Cascais לווי משפטי עוד נדלן קשקאיש"
10886,"הגדרת-גישור-גירושין-יתרונות-וחסרונות","divorce-mediation-cons-pros","הגדרת גישור גירושין: יתרונות וחסרונות (מדריך 2024)"
10870,"איפה-הכי-זול-לקנות-דירה-בעולם-השקעות-נ","low-value-invest-abroad","איפה הכי זול לקנות דירה בעולם | השקעות נדלן בחול לישראלים"
10860,"רכישת-דירה-בחול-מדריך-סוגי-דירות-השק","apartment","רכישת דירה בחול | מדריך סוגי דירות | השקעות נדלן חול"
10851,"ליסבון-לווי-משפטי-ליסבון-פורטוגל","lisbon-portugal","ליסבון | לווי משפטי | עוד ליסבון פורטוגל"
10841,"לווי-משפטי-פורטוגל-שירותים-משפטיים-בפ","legal-services-in-portugal","לווי משפטי פורטוגל | שירותים משפטיים בפורטוגל"
10834,"נוטריון-פורטוגל-נוטריון-ישראלי-פורטו","portugal-noatary","נוטריון פורטוגל | נוטריון ישראלי שפה פורטוגזית בפורטוגל"
10791,"העם-הפורטוגזי-מיהם-הפורטוגלים-יהודים","portuguese-people","העם הפורטוגזי | מיהם הפורטוגלים | יהודים ספרדים פורטוגל"
10779,"לווי-קניית-נכס-בפורטוגל-לישראלים-המדר","guide-buying-property-portugal-israelis","לווי קניית נכס בפורטוגל לישראלים | המדריך המלא לחיפוש ורכישת נכס בפורטוגל"
10771,"ארצות-הברית-דסק-ארצות-הברית-ארהב","about-usa","ארצות הברית (ארהב) | דסק ארצות הברית USA"
10759,"קפריסין-האי-קפריסין","about-cyprus","קפריסין | דסק קפריסין"
10751,"יחסי-ישראל-פורטוגל","israel-portugal-relations","יחסי ישראל פורטוגל"
10740,"עורך-דין-מרוקו-לווי-משפטי-במרוקו","morocco-lawyers","עורך דין מרוקו | לווי משפטי במרוקו"
10733,"חוק-הלאום-הפורטוגזי-חוק-השבות-היהודי-פ","portuguese-nationality-law-jewish-return","חוק הלאום הפורטוגזי | חוק השבות היהודי פורטוגל | בני אנוסים ספרדים"
10726,"כל-מה-שצריך-לדעת-על-הגירה-לפורטוגל","immigration-to-portugal","רילוקיישן לפורטוגל | הגירה לפורטוגל | עוד מומלץ"
10721,"הגירה-עסקית-לפורטוגל-חוקי-ויזה-לעסקים","corporate-immigration-portugal","מדריך הגירה עסקית לפורטוגל | חוקי ויזה לעסקים יזמים סטרט אפ"
10718,"ממשלת-פורטוגל","government-of-portugal","ממשלת פורטוגל"
10708,"פורטוגל-מידע-על-פורטוגל","portugal","פורטוגל | דסק פורטוגל"
10700,"מיסוי-בפורטוגל-כמה-משלמים-מסים-פורטוג","taxation-in-portugal","מיסוי בפורטוגל | כמה משלמים מסים פורטוגל"
10696,"רשימת-מיסים-פורטוגל-סוגי-המסים-בפורטו","list-of-taxes-portugal","רשימת מיסים פורטוגל |  סוגי המסים בפורטוגל"
10692,"מאפייני-דיור-פורטוגל","housing-portugal","מאפייני דיור פורטוגל"
10686,"כלכלת-פורטוגל-המצב-הכלכלי-בפורטוגל","portugal-economy","כלכלת פורטוגל | המצב הכלכלי בפורטוגל"
10675,"כיצד-לפתוח-חשבון-בנק-בפורטוגל","bank-account-in-portugal","כיצד לפתוח חשבון בנק בפורטוגל |  עזרה בפתיחת חשבון בנק בפורטוגל"
10670,"חוקי-בנקאות-ופיננסים-פורטוגל-סקירת-שו","banking-financ-portugal","חוקי בנקאות ופיננסים פורטוגל | סקירת שוק הלוואות ומימון בפורטוגל"
10665,"עורך-דין-דרום-קוריאה-עוד-ישראלי-קורי","south-korea-lawyers","עורך דין דרום קוריאה | עוד ישראלי קוריאה הדרומית"
10657,"אזרחות-פורטוגל-איך-לקבל-אזרחות-בפורטו","portugal-citizenship","אזרחות פורטוגל 2024 | איך לקבל אזרחות בפורטוגל"
10649,"עורך-דין-קנדה-עוד-ישראלי-בקנדה","canada-lawyers","עורך דין קנדה | עוד ישראלי בקנדה"
10635,"השקעות-בפורטוגל-איך-לקבל-תושבות-בהשקע","invest-in-portugal-for-citizenship","פורטוגל השקעות | איך לקבל תושבות בפורטוגל כישראלי"
10626,"עורך-דין-בקטר-לווי-משפטי-וייצוג-בקטר","qatar-lawyers","עורך דין בקטאר Qatar | לווי משפטי וייצוג בדוחה קטר"
10611,"מס-חברות-קפריסין-מיסים-על-הכנסות-תאגיד","cyprus-corporate-tax","מס חברות קפריסין | מיסים על הכנסות תאגידים"
10602,"פסד-בנוגע-לעסקאות-נוגדות-מקרקעין-תמ","ruling-on-conflicting-real-estate-transactions","פסד בנוגע לעסקאות נוגדות מקרקעין (תמש 67355-03-19)"
10588,"ביטול-הסכם-בכתב-יד-בנושא-העברת-רכוש-ודי","handwritten-property-agreement-cancellation","ביטול הסכם בכתב יד בנושא העברת רכוש ודיני קניינים"
10577,"נוטריון-במיאמי-פלורידה","notary-public-florida","נוטריון במיאמי פלורידה"
10566,"השופטת-אורית-ליפשיץ-פסד-בתביעת-רשלנות","decision55016-06-17a","השופטת אורית ליפשיץ: פסד בתביעת רשלנות רפואית בטיפול שיניים שהוענק לתובעת (תא 55016-06-17)"
10562,"ביטוח-סייבר-מה-זה-ביטוח-סייבר","cyber-insurance","ביטוח סייבר | מה זה ביטוח סייבר"
10544,"מה-זה-קדסטר","cadastre","מה זה קדסטר?"
10541,"מרשם-המקרקעין-פנקס-זכויות-מקרקעין","land-registration","מרשם המקרקעין |  פנקס זכויות מקרקעין"
10528,"מס-שבח-מקרקעין-מחשבון-מס-שבח-מי-זכאי-לה","land-appreciation-tax","מס שבח מקרקעין | מחשבון מס שבח | מי זכאי להחזר מס שבח מקרקעין"
10520,"עורך-דין-קליפורניה-עורך-דין-ישראלי-בלו","california-lawyers","עורך דין קליפורניה | עורך דין ישראלי בלוס אנג'לס"
10515,"אימוץ-בארהב","adoption-usa","אימוץ בארהב"
10503,"רישום-זכויות-מקרקעין-בישראל-לשכת-רישו","registration-of-real-estate-israel","רישום זכויות מקרקעין בישראל | לשכת רישום מקרקעין"
10490,"האם-ניתן-להכיר-בדירה-שנרכשה-לפני-הנישו","decision28272-02-21","האם ניתן להכיר בדירה שנרכשה לפני הנישואין כנכס חיצוני לקיום הסכם ממון? (תלהמ 28272-02-21)"
10483,"עורך-דין-אוסטריה-לווי-וייצוג-משפטי-באו","austria-lawyers","עורך דין אוסטריה – לווי וייצוג משפטי באוסטריה"
10465,"עורך-דין-מקסיקו-ייצוג-משפטי-במקסיקו","mexico-lawyers","עורך דין מקסיקו | עוד ייצוג משפטי במקסיקו"
10453,"עורך-דין-בארגנטינה-עוד-ישראלי-ארגנטי","argentina-lawyers","עורך דין בארגנטינה | עוד ישראלי ארגנטינה"
10445,"השופט-עמי-קובו-החלטה-על-מעצר-עד-תום-ההל","decision20043-03-23","השופט עמי קובו: החלטה על מעצר עד תום ההליכים ללא הפניה לשירות המבחן"
10411,"האם-זה-זמן-טוב-לקנות-נכס-בקפריסין-בשנת-2024","buy-real-estate-cyprus","השקעות נדלן בקפריסין 2024 | ‫עלויות נדל”ן קפריסין"
10405,"השקעות-בפורטוגל-מיסוי-מדריך-משפטי","tax-guide-portugal","השקעות בפורטוגל מיסוי | מדריך משפטי"
10386,"מימון-פרוייקטים-ונדלן-ביוון-מימון-הש","greece-financing","מימון פרוייקטים ונדלן ביוון | מימון השקעות"
10377,"השקעה-ביוון-מדריך-מקיף-למשקיעים-ישראל","investing-in-greece","השקעה ביוון: מדריך מקיף למשקיעים ישראלים ולחברות"
10371,"ביהמש-לענייני-משפחה-חדרה-השופטת-יפעת","decision53041-12-20a","ביהמש לענייני משפחה חדרה, השופטת יפעת שקדי שץ: פסד עניינים רכושיים, ביטול רשיון שימוש מקרקעין והמשמעות של הסכם נישואין כהסכם לפי חוק יחסי ממון (תמש 53041-12-20)"
10349,"גירושין-באיטליה-עוד-לענייני-משפחה-עו","family-law-italy","גירושין באיטליה | עוד לענייני משפחה | עורך דין גירושין"
10346,"השופטת-עפרה-גיא-תביעה-רכושית-לפירוק-שי","decision30452-07-20","השופטת עפרה גיא: תביעה רכושית לפירוק שיתוף (חלוקת רכוש גירושין הסכם ממון)"
10342,"השופטת-רונית-גורביץ-פסד-בתביעה-לפירוק","decision67437-12-18","השופטת רונית גורביץ: פסד בתביעה לפירוק שיתוף כנגד צדדים שלישיים בשל טענה להברחת נכסים עי הבעל | חלוקת רכוש גירושין"
10334,"ספרד-השקעה-בנדלן-מדריך-2024-רכישה-מכירה-ק","spain-real-estate","קניית בית בספרד | השקעה בנדלן ספרד -מדריך 2024 רכישה מכירה"
10325,"מדריך-השקעות-נכסים-לשנת-2024-ויזת-הזהב-של-פ","portugal-real-estate","מדריך נדלן פורטוגל | רכישת דירה בפורטוגל | השקעה בפורטוגל"
10310,"פסק-דין-זיכוי-מאישום-תקיפת-בת-זוג-תפ-42377-09-22","decision42377-09-22","פסק דין זיכוי מאישום תקיפת בת זוג | תפ 42377-09-22 מדינת ישראל נ' אוזנה"
10296,"עילות-גירושין-ארצות-הברית","grounds-for-divorce-united-states","עילות גירושין (ארצות הברית)"
10280,"רכישת-נכס-מלטה-מדריך-השקעה-בנכס-קניה-ו","real-estate-malta","רכישת נכס מלטה | מדריך השקעה בנכס קניה ומכירה | מגורים במלטה"
10269,"אזרחות-מלטה-עלידי-השקעה-2024-מגורים-בהשקע","malta-citizenship-by-investment","אזרחות מלטה תמורת השקעה 2024: מלטה ויזת זהב תושבות קבע"
10258,"עורך-דין-באוקראינה-עוד-ישראלי-באוקרא","ukraine-lawyers","עורך דין באוקראינה | עוד ישראלי באוקראינה"
10239,"טעויות-שיש-להמנע-מהן-ברכישת-נכס-בקפריס","avoiding-mistakes-when-buying-property-in-cyprus","טעויות שיש להמנע מהן ברכישת נכס בקפריסין"
10230,"פסק-דין-פלילי-בעלים-של-סוכנות-דוגמנות","decision22431-08-19","פסק דין פלילי | בעלים של סוכנות דוגמנות הנאשם בעבירות מין בלקוחותיו (תפח 22431-08-19)"
10227,"השופטת-ירדנה-סרוסי-זכאות-לפטור-מס-שבח-ש","21336-03-22","השופטת ירדנה סרוסי: זכאות לפטור מס שבח שניתן למוכר שבבעלותו דירה יחידה (וע 21336-03-22)"
10218,"הקוד-האזרחי-והמסחרי-של-תאילנד","thailand-civil-code","הקוד האזרחי והמסחרי של תאילנד"
10214,"רכישת-דירה-בתאילנד-מדריך-נדלן-תאילנד-2023","thailand-real-estate","איך קונים בית בתאילנד? | מדריך השקעות נדלן בתאילנד"
10157,"אסטרטגיות-השקעות-בנדלן-לשנת-2023","real-estate-investment-strategies-for-2023","אסטרטגיות השקעות בנדלן לשנת 2023"
10175,"דירה-חדשה-רכישה-ליקויי-בנייה-נפוצים-וכ","common-construction-defects-and-how-to-manage-them","דירה חדשה רכישה | ליקויי בנייה נפוצים וכיצד לטפל בהם"
10169,"מדעי-הבניין-הנדסת-בניין","building-science","מדעי הבניין | הנדסת בניין"
10146,"מחשבון-השקעות-בנכסים-דירוג-השקעות-נדל","property-investment-calculator","מחשבון השקעות בנכסים | דירוג השקעות נדלן"
10143,"פיתוח-נדלן-פיתוח-קרקע","real-estate-development","פיתוח נדלן | פיתוח קרקע"
10123,"אמנה-בין-הרפובליקה-ההלנית-לבין-מדינת-י","international-agreement-greece-dtpa","אמנת מס ישראל יוון | השקעות נדלן"
10095,"עוד-דיני-מקרקעין-וקניין-בדרום-אפריקה","south-african-property-law","עוד דיני מקרקעין וקניין בדרום אפריקה"
10085,"רכישת-דירה-באנגליה-עוד-השקעות-נדלן-קנ","real-estate-united-kingdom","השקעות נדלן באנגליה – מדריך למשקיע | קניית דירה לונדון"
10082,"התחייבות-בהסכם-גירושין-להעביר-דירה-הש","879928-4","התחייבות בהסכם גירושין להעביר דירה השייכת להורים – 879928-4 – ביהד אריאל‎"
10065,"האם-חוק-להסדר-התדיינויות-בסכסוכי-משפח","is-a-law-for-the-settlement-of-family-disputes-successful","האם חוק להסדר התדיינויות בסכסוכי משפחה הצליח מבחינת יישום?"
10056,"סקירת-רפורמה-בנזיקין","tort-reform","סקירת רפורמה בנזיקין"
10053,"מבחן-הכיס-העמוק-נזיקין","deep-pocket","מבחן הכיס העמוק נזיקין"
10051,"מתווה-דיני-הנזיקין","outline-of-tort-law","מתווה דיני הנזיקין"
10036,"חוק-רכישת-קרקעות-ובעלות-בתאילנד","thailand-land-purchase-and-ownership-law","חוק רכישת קרקעות ובעלות בתאילנד"
10028,"עורך-דין-פולין-עוד-נוטריון-ישראלי-בור","poland-lawyers","עורך דין פולין | עוד נוטריון ישראלי בורשה פולין"
10022,"חתימה-אלקטרונית-אישור-נוטריון-עוד-או","electronic-signature","חתימה אלקטרונית | אישור נוטריון עוד אונליין"
10018,"חתימה-דיגיטלית-עוד-נוטריון-אונליין","digital-signature","חתימה דיגיטלית | עוד נוטריון אונליין"
9995,"עורך-דין-ברזיל-עוד-ישראלי-בברזיל","brazil-lawyers","עורך דין ברזיל | עוד ישראלי בברזיל | נוטריון"
9996,"מהי-בחינת-לשכת-עורכי-הדין-סקירה-בינלאו","bar-exam-worldwide","מהי בחינת לשכת עורכי הדין סקירה בינלאומית"
9992,"מהי-חכירה-חכירה-לעומת-השכרה","lease","מהי חכירה? חכירה לעומת השכרה"
9988,"מה-זה-הסכם-שכירות-חוזה-שכירות","rental-agreement","מה זה הסכם שכירות | חוזה שכירות"
9981,"מהי-משכנתא-בלון-משכנתא-בתשלום-בלון","balloon-payment-mortgage","מהי משכנתא בלון? | הלוואת בלון"
9976,"עורך-דין-בלגיה-עוד-ישראלי-בבלגיה","belgian-lawyers","עורך דין בלגיה | עוד ישראלי בבלגיה"
9960,"אישור-נוטריוני-אימות-מסמכים-נוטריוני","notarial-act","אישור נוטריוני | אימות מסמכים נוטריוני | מעשה נוטריוני"
9956,"על-עורכי-דין-תפקידם-של-נוטריונים-במשפט","civil-law-notary","על עורכי דין: תפקידם של נוטריונים במשפט אזרחי"
9945,"עורך-דין-ספרד-עוד-ישראלי-בספרד","spain-lawyers","עורך דין ספרד | עוד ישראלי בספרד"
9918,"עורך-דין-יפן-עוד-ישראלי-ביפן","japan-attorneys","עורך דין יפן- ייצוג משפטי ביפן"
9895,"נוטריון-בניו-יורק-עוד-נוטריון-ישראלי","notary-public-new-york","נוטריון בניו יורק | עוד נוטריון ישראלי בניו יורק"
9890,"עוד-נוטריון-ישראלי-בחול-מהו-האיגוד-הב","international-notaries","עוד נוטריון ישראלי בחול | מהו האיגוד הבינלאומי של נוטריונים"
9885,"עורך-דין-מקרקעין-ונדלן-ארהב-מדריך-רכי","real-estate-usa","עורך דין מקרקעין ונדלן ארהב | מדריך רכישה ומכירה"
9866,"נדלן-ברומניה-מדריך-משפטי-למשקיע","real-estate-romania","רכישת נדלן ברומניה מדריך משפטי למשקיע"
9850,"עורך-דין-סעודיה-עורכי-דין-בערב-הסעודית","saudi-arabia-lawyers","עורך דין סעודיה | עורכי דין בערב הסעודית"
9835,"עורך-דין-גיאורגיה-עוד-ישראלי-נדלן-בגי","georgia-lawyers","עורך דין גיאורגיה | עוד ישראלי נדלן בגיאורגיה"
9829,"עורך-דין-מלטה-עוד-ישראלי-במלטה","malta-lawyers","עורך דין מלטה | עוד ישראלי במלטה"
9774,"עורך-דין-במיאמי-פלורידה-עוד-ישראלי-במ","miami-florida-lawyers","עורך דין במיאמי פלורידה | עוד ישראלי במיאמי"
9752,"דרכון-רומני-קבלת-אזרחות-רומנית","romanian-passport","דרכון רומני | קבלת אזרחות רומנית"
8972,"דרכון-גרמני-אזרחות-גרמנית","german-passport","דרכון גרמני לישראלים | עורך דין דרכון גרמני | יתרונות דרכון אזרחות גרמנית"
9724,"עורך-דין-אנגליה-עורך-דין-ישראלי-בלונדו","uk-lawyer","עורך דין אנגליה | עוד ישראלי ליווי וייצוג משפטי באנגליה"
9721,"פסד-עונש-בעבירות-של-מעשה-מגונה-מעשה-מג","39514-09-19","פסד עונש בעבירות של מעשה מגונה, מעשה מגונה בנסיבות אינוס וניסיון מעשה סדום (תפח 39514-09-19)"
9717,"שחרור-בתנאים-מגבילים-למשתתפי-הפגנה-עמ","protest-arrest-2023","שחרור בתנאים מגבילים למשתתפי הפגנה (עמי 67219-06-23 ואח') מחאה 2023"
9684,"נדלן-באיטליה","real-estate-italy","נדלן באיטליה"
9681,"עורך-דין-פנמה-עוד-ישראלי-בפנמה","panama-lawyers","עורך דין פנמה | עוד ישראלי בפנמה"
9677,"השופט-שאול-שוחט-פסד-בעניין-ערעור-צו-יר","44688-10-22","השופט שאול שוחט: פסד בעניין ערעור צו ירושה (עמש 44688-10-22)"
9653,"אזהרת-מירנדה-עורכי-דין-פלילי-בארצות-הב","miranda-warning","אזהרת מירנדה | עורכי דין פלילי בארצות הברית"
9648,"מהי-רשלנות-רפואית-הגדרה-ודוגמאות","what-is-medical-malpractice-definition-examples","מהי רשלנות רפואית? הגדרה ודוגמאות"
9644,"עוד-רשלנות-רפואית-בארצות-הברית","medical-malpractice-in-the-united-states","עוד רשלנות רפואית בארצות הברית"
9633,"חוקי-פורנוגרפיית-ילדים-בארצות-הברית-ע","child-pornography-laws-in-the-united-states","חוקי פורנוגרפיית ילדים בארצות הברית | עוד פלילי ארהב"
9630,"רשלנות-פלילית-עורך-דין-פלילי","criminal-negligence","רשלנות פלילית | עורך דין פלילי"
9625,"עבירת-רצח-ארצות-הברית-עוד-פלילי-חוק-אר","murder-in-united-states-law","עבירת רצח ארצות הברית | עוד פלילי חוק ארהב"
9617,"עורך-דין-טיוואן-עוד-ישראלי-בטיוואן","taiwan-lawyers","עורך דין טיוואן | עוד ישראלי בטיוואן"
9609,"עורך-דין-בהונגריה-עוד-ישראלי-בודפשט-ה","hungary-lawyer","עורך דין בהונגריה | עוד ישראלי בודפשט הונגריה"
9583,"מה-זה-סחר-בבני-אדם","human-trafficking","עוד פלילי סחר בבני אדם"
9575,"עורך-דין-סחר-במין-עוד-עבירות-סחר-בבני-א","sex-trafficking","עורך דין סחר במין | עוד עבירות סחר למטרת ניצול מיני"
9571,"עורך-דין-סחר-במין-סייבר-עוד-פשעי-מין-אי","cybersex-trafficking","עורך דין סחר במין סייבר | עוד פשעי מין אינטרנט וסייבר"
9559,"עורך-דין-באיטליה-עוד-ישראלי-באיטליה","italy-lawyers","עורך דין באיטליה | עוד ישראלי באיטליה"
9554,"דיני-סייבר","cyber-laws","הגדרת דיני סייבר"
9526,"עורך-דין-ברומניה-עוד-ישראלי-ברומניה","romania-lawyers","עורך דין ברומניה | עוד ישראלי נוטריון בוקרשט רומניה"
9521,"עורך-דין-איחוד-האמירויות-הערביות","united-arab-emirates-lawyers","עורך דין בדובאי איחוד האמירויות הערביות | עוד ישראלי בדובאי, אבו דאבי"
9517,"היסטוריה-של-משפט-פלילי","history-of-criminal-justice","היסטוריה של משפט פלילי"
9505,"עורך-דין-בגרמניה-עוד-ישראלי-בגרמניה","germany-lawyers","עורך דין גרמניה | עוד ישראלי בגרמניה"
9501,"מה-זה-פשע-עורך-דין-פשע-פלילי","crime","מה זה פשע? | עורך דין פשע פלילי"
9488,"עורך-דין-ויזת-זהב-לפורטוגל-גולדן-ויזה","portugal-golden-visa","כיצד לקבל תושבות תמורת השקעה פורטוגל (ויזת זהב/גולדן ויזה)"
9481,"ויזת-זהב-גולדן-ויזה","golden-visa","ויזת זהב | גולדן ויזה | תושבות ואזרחות באמצעות השקעה"
9427,"עורך-דין-פלילי-תפקידים-ואחריות","criminal-defense-attorney-roles-and-responsibilities","עורך דין פלילי: תפקידים ואחריות"
9422,"ניכור-הורי-לא-תתקבל-טענה-שהילד-לא-רוצ","1027470-24","ניכור הורי – לא תתקבל טענה שהילד לא רוצה לפגוש בהורה השני"
9417,"עורך-דין-אתיופיה-עוד-ישראלי-באתיופיה","ethiopia-lawyer","עורך דין אתיופיה | עוד ישראלי באתיופיה"
9412,"חלוקת-רכוש-עפ-חוק-יחסי-ממון-במקרה-שלא-ה","1338971-12","חלוקת רכוש עפ חוק יחסי ממון במקרה שלא היה קניין 1338971-12 ביהד אשדוד"
9359,"קבלה-לעיסוק-בעריכת-דין","admission-to-practice-law","להיות עורך דין: קבלה לעיסוק בעריכת דין"
9351,"לשכת-עורכי-הדין-האמריקאית-aba","american-bar-association","לשכת עורכי הדין האמריקאית ABA"
9339,"תביעה-לפי-חוק-נזקי-גוף-בארהב-כל-מה-שצרי","personal-injury-law","עורך דין נזקי גוף ארהב | תביעה לנזקי גוף בארצות הברית: כל מה שצריך לדעת"
9321,"agi-בינה-כללית-מלאכותית-בינה-מלאכותית-חז","artificial-general-intelligence","AGI בינה כללית מלאכותית | בינה מלאכותית חזקה"
9310,"דיני-תכנון-ובניה","construction-law","דיני תכנון ובניה"
9293,"עורך-דין-פלילי-ארצות-הברית","usa-lawyers","עורך דין ארצות הברית | ייצוג משפטי עוד ישראלי בארה״ב | מומחיות בדין האמריקאי"
9291,"פסד-הגנת-פרטיות-והאזנה-אסורה-מפגשי-אב","69430-06-20","פסד הגנת פרטיות והאזנה אסורה מפגשי אב ובתו (תמש 69430-06-20)"
9288,"ביהמש-לענייני-משפחה-פת-ש-אפרת-ונקרט-פ","18744-11-18","ביהמש לענייני משפחה פת, ש' אפרת ונקרט: פסד בשאלת זכויותיו של יורש שגר בנכס המורישה טרם מותה ובהסכמתה (תמש 18744-11-18)"
9286,"השופט-אריאל-ממן-דחיית-בקשה-של-התובע-להת","62758-11-22","השופט אריאל ממן: דחיית בקשה של התובע להתמנות לאפוטרופוס של אביו (אפ 62758-11-22)"
9260,"ביהמש-לענייני-משפחה-פתח-תקווה-שופטת-ע","21213-04-18","ביהמש לענייני משפחה פתח תקווה, שופטת עידית בן דב ג'וליאן: פסד שעניינו איזון משאבים בין בני זוג לשעבר וחלוקת צרכי ילדיהם הקטינים ביניהם. הילדים מעל גיל 6 ובאחריות הורית משותפת (תלהמ 21213-04-18)"
9258,"פסד-בתביעה-להכרזה-על-בעלות-במקרקעין-ת","47565-12-18","פסד בתביעה להכרזה על בעלות במקרקעין (תמש 47565-12-18)"
9246,"שופט-אסף-זגורי-פסד-בעניין-החלטה-דיוני","11314-01-23","שופט אסף זגורי: פסד בעניין החלטה דיונית בתיק עזבון בדבר גילוי מסמכים (רמש 11314-01-23)"
9102,"פסד-בחישוב-שבח-בגין-מכירת-דירת-מגורים","8935-09-22","פסד בחישוב שבח בגין מכירת דירת מגורים (וע 8935-09-22)"
