url,status,final_url,impressions,clicks,primary_cluster,recommended_action,title,h1,visible_ben_attribution,schema_ben_author,schema_article_authors,schema_article_reviewers,schema_parse_errors,audit_action
https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94,404,https://jus-tice.co.il/%D7%94%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%9C-%D7%97%D7%98%D7%99%D7%91%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%94%D7%9E%D7%A9%D7%98%D7%A8%D7%94?jt_author_audit=1779183509360,5860,72,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94,404,https://jus-tice.co.il/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94?jt_author_audit=1779183510710,5820,9,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%94%D7%A1%D7%93%D7%A8-%D7%9E%D7%95%D7%AA%D7%A0%D7%94,404,https://jus-tice.co.il/%D7%94%D7%A1%D7%93%D7%A8-%D7%9E%D7%95%D7%AA%D7%A0%D7%94?jt_author_audit=1779183512150,5761,2,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/expungement-of-criminal-records,200,https://jus-tice.co.il/expungement-of-criminal-records/?jt_author_audit=1779183513493,5725,2,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מחיקת רישום פלילי | Jus-Tice.co.il,מחיקת רישום פלילי,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/list-of-types-of-fraud,200,https://jus-tice.co.il/list-of-types-of-fraud/?jt_author_audit=1779183516298,5491,31,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,עורך דין פלילי הונאה | סוגי הונאה | Jus-Tice.co.il,עורך דין פלילי הונאה | סוגי הונאה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/detention-days,200,https://jus-tice.co.il/detention-days/?jt_author_audit=1779183519233,5411,5,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,מעצר ימים | Jus-Tice.co.il,מעצר ימים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%99%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-25-%D7%9E%D7%93%D7%99%D7%A0%D7%99%D7%95%D7%AA-%D7%A4%D7%AA%D7%99%D7%97%D7%94-%D7%91%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%94%D7%A2%D7%9E%D7%93%D7%94-%D7%9C%D7%93%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F-%D7%97%D7%A9%D7%93-%D7%9C%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%90%D7%9E%D7%A8%D7%94-%D7%90%D7%95-%D7%A2%D7%93%D7%95%D7%AA-%D7%9B%D7%95%D7%96%D7%91%D7%AA,404,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%99%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A1%D7%A4%D7%A8-25-%D7%9E%D7%93%D7%99%D7%A0%D7%99%D7%95%D7%AA-%D7%A4%D7%AA%D7%99%D7%97%D7%94-%D7%91%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%94%D7%A2%D7%9E%D7%93%D7%94-%D7%9C%D7%93%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F-%D7%97%D7%A9%D7%93-%D7%9C%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%90%D7%9E%D7%A8%D7%94-%D7%90%D7%95-%D7%A2%D7%93%D7%95%D7%AA-%D7%9B%D7%95%D7%96%D7%91%D7%AA?jt_author_audit=1779183521997,4686,47,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/articles/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA,200,https://jus-tice.co.il/medical-malpractice-7583/,4642,5,medical-malpractice,NEEDS_CONTENT_REVIEW,מקרי רשלנות רפואית דוגמאות | Jus-Tice.co.il,מקרי רשלנות רפואית דוגמאות,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99,200,https://jus-tice.co.il/criminal-law-lawyer-international/,4641,6,criminal-law,NEEDS_CONTENT_REVIEW,עורך דין משפט פלילי בינלאומי | Jus-Tice.co.il,עורך דין משפט פלילי בינלאומי,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94-%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%AA-%D7%99%D7%A2%D7%99%D7%9C%D7%94-%D7%9E%D7%96%D7%A8%D7%97-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94-%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%AA-%D7%99%D7%A2%D7%99%D7%9C%D7%94-%D7%9E%D7%96%D7%A8%D7%97-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%94?jt_author_audit=1779183531624,4602,14,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/extension-of-detention-for-more-than-thirty-days,200,https://jus-tice.co.il/extension-of-detention-for-more-than-thirty-days/?jt_author_audit=1779183532952,4441,10,criminal-law,NEEDS_CONTENT_REVIEW,הארכת מעצר מעל שלושים ימים | Jus-Tice.co.il,הארכת מעצר מעל שלושים ימים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/israel-police,200,https://jus-tice.co.il/israel-police/?jt_author_audit=1779183535956,4436,2,criminal-law,NEEDS_CONTENT_REVIEW,מהי משטרה? משטרת ישראל | Jus-Tice.co.il,מהי משטרה? משטרת ישראל,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%94%D7%A8%D7%A9%D7%A2%D7%AA-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%91%D7%AA%D7%95-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%99%D7%9C%D7%93%D7%99%D7%95,404,https://jus-tice.co.il/%D7%94%D7%A8%D7%A9%D7%A2%D7%AA-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%91%D7%AA%D7%95-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%99%D7%9C%D7%93%D7%99%D7%95?jt_author_audit=1779183538843,4373,149,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A9%D7%9B%D7%A8-%D7%9B%D7%9E%D7%94-%D7%9E%D7%A8%D7%95%D7%95%D7%99%D7%97-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A9%D7%9B%D7%A8-%D7%9B%D7%9E%D7%94-%D7%9E%D7%A8%D7%95%D7%95%D7%99%D7%97-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C?jt_author_audit=1779183540219,4239,94,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/psakdin/%D7%A9%D7%99%D7%A2%D7%95%D7%A8%D7%99-%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%95%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D,200,https://jus-tice.co.il/psakdin/conviction-acquittal-proceedings-criminal/,4189,26,criminal-law,NEEDS_CONTENT_REVIEW,שיעורי הרשעה וזיכוי בהליכים פליליים | Jus-Tice.co.il,שיעורי הרשעה וזיכוי בהליכים פליליים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94?jt_author_audit=1779183544420,3951,73,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%91%D7%AA-%D7%96%D7%95%D7%92-%D7%95%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%90%D7%99%D7%95%D7%9E%D7%99%D7%9D,200,https://jus-tice.co.il/punishment-criminal-offenses/,3942,16,criminal-law,NEEDS_CONTENT_REVIEW,עונש פלילי תקיפת בת זוג ועבירות איומים | Jus-Tice.co.il,עונש פלילי תקיפת בת זוג ועבירות איומים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A2%D7%9C-%D7%94%D7%A4%D7%A6%D7%AA-%D7%AA%D7%9B%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%91%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F?jt_author_audit=1779183548606,3883,22,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D,404,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D?jt_author_audit=1779183550059,3810,67,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%95%D7%AA%D7%97,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%95%D7%AA%D7%97?jt_author_audit=1779183551458,3607,4,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/articles/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%A2%D7%AA%D7%A7%D7%AA-%D7%97%D7%95%D7%9E%D7%A8%D7%99-%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%95%D7%9E%D7%A1%D7%9E%D7%9B%D7%99%D7%9D-%D7%91%D7%94%D7%9C%D7%99%D7%9B,200,https://jus-tice.co.il/request-investigation-proceedings-prosecution-law/,3582,26,criminal-law,NEEDS_CONTENT_REVIEW,בקשה להעתקת חומרי חקירה ומסמכים בהליכים המתנהלים בפרקליטות המדינה | Jus-Tice.co.il,בקשה להעתקת חומרי חקירה ומסמכים בהליכים המתנהלים בפרקליטות המדינה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/drug-offenses-criminal-lawyer,200,https://jus-tice.co.il/drug-offenses-criminal-lawyer/?jt_author_audit=1779183556955,3189,18,criminal-law,NEEDS_CONTENT_REVIEW,עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים | Jus-Tice.co.il,עורך דין עבירות סמים | מדריך 2025 לתחום עבירות סמים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%A7%D7%A0%D7%90%D7%91%D7%99%D7%A1-%D7%99%D7%99%D7%A6%D7%95%D7%A8-%D7%94%D7%9B%D7%A0%D7%94-%D7%95%D7%94%D7%A4%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A1%D7%9D-%D7%95%D7%A2%D7%95%D7%93,404,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%A7%D7%A0%D7%90%D7%91%D7%99%D7%A1-%D7%99%D7%99%D7%A6%D7%95%D7%A8-%D7%94%D7%9B%D7%A0%D7%94-%D7%95%D7%94%D7%A4%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A1%D7%9D-%D7%95%D7%A2%D7%95%D7%93?jt_author_audit=1779183559862,3168,11,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%95%D7%A8%D7%A0%D7%95%D7%92%D7%A8%D7%A4%D7%99%D7%99%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D,404,https://jus-tice.co.il/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%95%D7%A8%D7%A0%D7%95%D7%92%D7%A8%D7%A4%D7%99%D7%99%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D?jt_author_audit=1779183561240,3077,39,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F,200,https://jus-tice.co.il/psakdin/lawsuit-torts/,2984,31,criminal-law,NEEDS_MERGE_REVIEW,אימוץ ילד מאוקראינה: תביעת נזיקין בגין אימוץ בין-מדינתי שכשל | Jus-Tice.co.il,אימוץ ילד מאוקראינה: תביעת נזיקין בגין אימוץ בין-מדינתי שכשל,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/psakdin/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%9B%D7%9C%D7%91-%D7%9E%D7%A1%D7%95%D7%9B%D7%9F-%D7%A9%D7%AA%D7%A7%D7%A3-%D7%9C%D7%9C%D7%90-%D7%A8%D7%A9%D7%99%D7%95%D7%9F-%D7%94%D7%A8,200,https://jus-tice.co.il/psakdin/criminal-conviction/,2962,16,criminal-law,NEEDS_CONTENT_REVIEW,פלילי החזקת כלב מסוכן שתקף ללא רשיון הרשעה | Jus-Tice.co.il,פלילי החזקת כלב מסוכן שתקף ללא רשיון הרשעה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E,200,https://jus-tice.co.il/punishment-criminal-defendant-family-27796-06-20/,2894,35,criminal-law,NEEDS_CONTENT_REVIEW,עונש פלילי לנאשם במעשה מגונה בנסיבות מחמירות במשפחה (תפ&quot;ח 27796-06-20) | Jus-Tice.co.il,עונש פלילי לנאשם במעשה מגונה בנסיבות מחמירות במשפחה (תפ&quot;ח 27796-06-20),YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%9E%D7%93%D7%99%D7%94-%D7%A1%D7%A8%D7%98%D7%99%D7%9D-%D7%95%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94,404,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%9E%D7%93%D7%99%D7%94-%D7%A1%D7%A8%D7%98%D7%99%D7%9D-%D7%95%D7%98%D7%9C%D7%95%D7%95%D7%99%D7%96%D7%99%D7%94?jt_author_audit=1779183572445,2607,10,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/criminal-defenses,200,https://jus-tice.co.il/criminal-defenses/?jt_author_audit=1779183573869,2522,14,criminal-law,NEEDS_CONTENT_REVIEW,הגנות פליליות | סוגי הגנות בבית משפט | Jus-Tice.co.il,הגנות פליליות | סוגי הגנות בבית משפט,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F,404,https://jus-tice.co.il/%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%91%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%99%D7%9F-%D7%95%D7%97%D7%A9%D7%91%D7%95%D7%9F?jt_author_audit=1779183576694,2480,5,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%A0%D7%92%D7%A8%D7%A8%D7%AA-%D7%9C%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D-%D7%AA%D7%90-38003-03-19,404,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%A0%D7%92%D7%A8%D7%A8%D7%AA-%D7%9C%D7%94%D7%A8%D7%A9%D7%A2%D7%94-%D7%91%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%9D-%D7%AA%D7%90-38003-03-19?jt_author_audit=1779183578034,2460,57,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99,200,https://jus-tice.co.il/lawsuit-criminal/,2324,32,criminal-law,NEEDS_CONTENT_REVIEW,מערך התביעה הפלילית ברשויות המקומיות ובוועדות המקומיות לתכנון ולבנייה | Jus-Tice.co.il,מערך התביעה הפלילית ברשויות המקומיות ובוועדות המקומיות לתכנון ולבנייה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/criminal-negligence,200,https://jus-tice.co.il/criminal-negligence/?jt_author_audit=1779183583630,2216,6,criminal-law,NEEDS_CONTENT_REVIEW,"רשלנות פלילית בישראל | הגדרה, עונשים ומקרים שכיחים | Jus-Tice.co.il","רשלנות פלילית בישראל | הגדרה, עונשים ומקרים שכיחים",YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
