target,priority,source,sectionOrder,decision,heading,words,sample,rationale,sourceFile
"/child-custody/","P0","draft","2","KEEP_DRAFT_BASE","משמורת ילדים או זמני שהות?","84","המונח ""משמורת"" עדיין נפוץ בשפת החיפוש ובשיחה יומיומית, אך השיח המשפטי והמקצועי בישראל עובר יותר לשפה של זמני שהות ואחריות הורית. ההבדל אינו רק מילולי. במקום לשאול מי ""מחזיק"" בילדים, שואלים איך מחלקים את הזמן, מי אחראי להחלטות, איך שומרים על קשר יציב עם שני ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","3","KEEP_DRAFT_BASE","טובת הילד כעיקרון מרכזי","102","במחלוקת על ילדים, העיקרון המרכזי הוא טובת הילד. לא הרצון להעניש את ההורה השני, לא שוויון טכני בכל מחיר, ולא כותרת שמשרתת רק את אחד הצדדים. טובת הילד יכולה לכלול יציבות, ביטחון רגשי ופיזי, קשר משמעותי עם שני ההורים, רצף לימודי וחברתי, מרחק בין הבתים, גיל היל...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","4","KEEP_DRAFT_BASE","איך קובעים זמני שהות?","92","זמני שהות יכולים להיקבע בהסכם בין ההורים או במסגרת החלטה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, חופשת קיץ, איסוף והחזרה ודרך תקשורת. כאשר אין הסכמה, ייתכן שיהיה צורך בהליך מתאים לאחר ה...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","5","KEEP_DRAFT_BASE","מודלים אפשריים של זמני שהות","116","אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן גיל הילדים, מרחק בין הבתים, זמינות עבודה, צרכים רגשיים או רמת תקשורת בין ההורים מחייבים מודל אחר. השאלה אינה איך נראה ההסדר על הנייר, אלא האם הילדים יכולים לחיו...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","6","KEEP_DRAFT_BASE","חגים, חופשות וימים מיוחדים","75","הרבה מחלוקות מתחילות דווקא כאשר ההסדר הרגיל נראה ברור, אבל החגים לא הוסדרו. לכן חשוב לקבוע מראש איך מתחלקים חגים, חופשות לימודים, ימי הולדת, חופשת קיץ, אירועים משפחתיים, נסיעות בארץ ובחו""ל וימים שבהם אין מסגרת חינוך. הסדר חגים טוב צריך להיות ברור, אך גם מספ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","7","KEEP_DRAFT_BASE","אחריות הורית וקבלת החלטות","74","גם כאשר הילדים שוהים יותר בבית אחד, שני ההורים בדרך כלל ממשיכים להיות מעורבים באחריות ההורית. אחריות הורית כוללת החלטות משמעותיות כמו חינוך, בריאות, טיפול רגשי, מעבר מסגרת, נסיעה לחו""ל ולעיתים גם עניינים דתיים או תרבותיים. כדי למנוע מחלוקות עתידיות, כדאי שה...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","8","KEEP_DRAFT_BASE","זמני שהות ומזונות ילדים","77","יש קשר בין זמני שהות לבין מזונות, אך אסור לערבב אותם בצורה פשטנית. זמני שהות רחבים יכולים להשפיע על ההוצאות שכל הורה נושא בהן בפועל, במיוחד כאשר יש לינות, ביגוד וציוד בשני בתים. עם זאת, אין לומר שזמני שהות שווים מבטלים מזונות באופן אוטומטי. מזונות תלויים בג...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","9","KEEP_DRAFT_BASE","מצבי סיכון וסעדים דחופים","78","לא כל תיק מתאים להסדר גמיש או למסלול רך. כאשר יש טענות לאלימות, איומים, שליטה, פגיעה בילדים, התמכרות, הזנחה, אי החזרת ילד, נסיעה לחו""ל ללא הסכמה או ניתוק קשר חריג, צריך לפעול בזהירות. תוכן כללי אינו מחליף ייעוץ דחוף. במצבים כאלה ייתכן שיהיה צורך בבדיקת סעדי...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","10","KEEP_DRAFT_BASE","שינוי זמני שהות","87","הסדר שנקבע בעבר יכול להפוך לפחות מתאים כאשר המציאות משתנה. מעבר דירה, שינוי עבודה, גיל הילדים, שינוי מסגרת חינוך, קושי רגשי, בעיות ביצוע או רצון של ילד מתבגר יכולים להצדיק בדיקה. אבל שינוי אינו נעשה רק מפני שאחד ההורים התחרט. לפני שמבקשים שינוי, צריך לבדוק ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","11","KEEP_DRAFT_BASE","מעבר דירה ושינוי מסגרת חינוך","82","מעבר דירה הוא אחד הגורמים הנפוצים למחלוקת סביב זמני שהות. גם מעבר שנראה להורה אחד סביר יכול להשפיע על מרחקים, איסופים, חוגים, מסגרות חינוך וקשר עם ההורה השני. לכן לא נכון להתייחס למעבר כאל פעולה טכנית בלבד. כאשר המעבר משנה את היכולת לקיים את ההסדר, צריך לבד...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","12","KEEP_DRAFT_BASE","מסמכים שכדאי להכין","76","לפני פנייה לייעוץ בנושא משמורת, זמני שהות או אחריות הורית, כדאי לרכז הסכם או פסק דין קיים אם יש, פירוט זמני השהות בפועל, התכתבויות על איסוף והחזרה, מידע על מסגרות חינוך, מרחק בין הבתים, תיעוד איחורים או הפרות חוזרות, מידע רפואי או טיפולי רלוונטי, ותיאור מעש...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","13","KEEP_DRAFT_BASE","טעויות נפוצות","79","טעות אחת היא לדרוש ""משמורת מלאה"" בלי להסביר מה הבעיה המעשית ומה ההסדר החלופי. טעות שנייה היא לא לתעד זמני שהות בפועל. טעות שלישית היא לערב את הילדים במסרים בין ההורים. טעות נוספת היא לערבב בין מזונות לבין זמני שהות כאילו מדובר באותו נושא. עוד טעות היא להשתמ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","14","KEEP_DRAFT_BASE","שאלות נפוצות","0","","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","15","KEEP_DRAFT_BASE","האם עדיין משתמשים במונח משמורת?","24","כן, הציבור עדיין משתמש במונח, אך השיח המקצועי עובר יותר למונחים כמו זמני שהות ואחריות הורית. חשוב להבין את המהות ולא רק את הכותרת.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","16","KEEP_DRAFT_BASE","האם זמני שהות שווים מתאימים לכל משפחה?","27","לא. יש משפחות שבהן זמני שהות רחבים מתאימים מאוד, ויש משפחות שבהן צריך מודל אחר. גיל הילדים, מרחק, צרכים מיוחדים, זמינות ההורים ורמת התקשורת הם חלק מהבדיקה.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","17","KEEP_DRAFT_BASE","האם ילד יכול לבחור אצל מי לגור?","25","רצון הילד יכול להיות שיקול מסוים, במיוחד בגילאים בוגרים יותר, אך הוא אינו השיקול היחיד. צריך לבדוק את טובת הילד ואת נסיבות המשפחה במסגרת מתאימה.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","18","KEEP_DRAFT_BASE","האם אפשר לשנות זמני שהות קיימים?","19","במקרים מסוימים כן. צריך לבדוק מה נקבע בעבר, מה השתנה, האם השינוי משמעותי, ומה ההסדר החדש שמשרת את הילדים.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","19","KEEP_DRAFT_BASE","מה עושים אם ההורה השני מאחר או מבטל שוב ושוב?","23","כדאי לתעד את הדפוס בצורה עניינית ולבדוק אפשרויות פעולה לפני צעד חד צדדי. יש הבדל בין איחור נקודתי לבין הפרה חוזרת של הסדר.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P0","draft","20","KEEP_DRAFT_BASE","איך Jus-Tice יכול לעזור","64","Jus Tice מרכז מידע משפטי כללי, מסלולי הבנה וקישורים בין נושאים רלוונטיים באשכול דיני משפחה. עמוד זה יכול לעזור להורה להבין אילו שאלות לשאול, אילו מסמכים להכין, ומהו ההבדל בין מחלוקת על זמני שהות לבין מחלוקת כספית או רכושית. הפנייה באתר אינה מהווה ייעוץ משפט...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/child-custody-public-body-he.md"
"/child-custody/","P1","live","1","PARTIAL_OVERLAP_REVIEW","משפחה וגירושין","29","משמורת ילדים וזמני שהות: איך מתכננים הסדר שמתאים לילדים מדריך למשמורת ילדים, אחריות הורית וזמני שהות: לוחות זמנים, חגים, תקשורת בין הורים, מעבר מקום, סיכונים ומתי לפנות לעורך דין.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","2","PARTIAL_OVERLAP_REVIEW","משמורת ילדים וזמני שהות: איך מתכננים הסדר שמתאים לילדים","31","מדריך למשמורת ילדים, אחריות הורית וזמני שהות: לוחות זמנים, חגים, תקשורת בין הורים, מעבר מקום, סיכונים ומתי לפנות לעורך דין. התאמה לעורך דין משמורת ילדים הסבר ברור לפני פנייה לעורך דין","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","4","PARTIAL_OVERLAP_REVIEW","התאמה לעורך דין","47","משמורת ילדים הסבר ברור לפני פנייה לעורך דין קישור למדריכים תומכים אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור חלוקת רכוש בגירושין מדריך ק...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","5","REVIEW_FOR_MERGE","משמורת ילדים הסבר ברור לפני פנייה לעורך דין","39","קישור למדריכים תומכים אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור חלוקת רכוש בגירושין מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","6","PARTIAL_OVERLAP_REVIEW","קישור למדריכים תומכים","36","אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור חלוקת רכוש בגירושין מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","7","PARTIAL_OVERLAP_REVIEW","אפשרות להשארת פנייה מסודרת","32","מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור חלוקת רכוש בגירושין מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","8","PARTIAL_OVERLAP_REVIEW","מסלול קריאה באשכול משפחה וגירושין","27","עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור חלוקת רכוש בגירושין מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","10","PARTIAL_OVERLAP_REVIEW","זמני שהות ואחריות הורית: מדריך להורים בגירושין בלי להפוך את הילדים לזירת מאבק","67","משמורת ילדים או זמני שהות? המונח ""משמורת"" עדיין מוכר לציבור, אך בשנים האחרונות השיח המשפטי בישראל עובר לשימוש במונחים כמו אחריות הורית וזמני שהות. בתוצאות החיפוש המשפטיות מופיע הסבר כי בתקנות בית המשפט לענייני משפחה החדשות ניתן לראות מעבר מהמונח משמורת למונ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","11","COVERED_BY_DRAFT","משמורת ילדים או זמני שהות?","62","המונח ""משמורת"" עדיין מוכר לציבור, אך בשנים האחרונות השיח המשפטי בישראל עובר לשימוש במונחים כמו אחריות הורית וזמני שהות. בתוצאות החיפוש המשפטיות מופיע הסבר כי בתקנות בית המשפט לענייני משפחה החדשות ניתן לראות מעבר מהמונח משמורת למונחים כמו זמני שהות, חינוך וה...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","13","PARTIAL_OVERLAP_REVIEW","מהו עקרון טובת הילד?","54","כאשר יש מחלוקת על ילדים, העיקרון המרכזי הוא טובת הילד. לא טובת אחד ההורים, לא הרצון ""להעניש"" את הצד השני, ולא שוויון טכני בכל מחיר. טובת הילד יכולה לכלול יציבות, קשר משמעותי עם שני ההורים, ביטחון רגשי ופיזי, מסגרות חינוך, מרחק גיאוגרפי, גיל הילד, צרכים מיוח...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","19","COVERED_BY_DRAFT","מה זמינות כל הורה.","61","איך ההורים מתקשרים. האם יש סיכון, אלימות או ניכור. מה ממליצים גורמי מקצוע אם מונו. איך קובעים זמני שהות? זמני שהות יכולים להיקבע בהסכם או בהכרעה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","20","REVIEW_FOR_MERGE","איך ההורים מתקשרים.","103","האם יש סיכון, אלימות או ניכור. מה ממליצים גורמי מקצוע אם מונו. איך קובעים זמני שהות? זמני שהות יכולים להיקבע בהסכם או בהכרעה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, חופשת קיץ, איסוף והח...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","21","PARTIAL_OVERLAP_REVIEW","האם יש סיכון, אלימות או ניכור.","97","מה ממליצים גורמי מקצוע אם מונו. איך קובעים זמני שהות? זמני שהות יכולים להיקבע בהסכם או בהכרעה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, חופשת קיץ, איסוף והחזרה, ודרך תקשורת. כאשר אין הסכמ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","22","PARTIAL_OVERLAP_REVIEW","מה ממליצים גורמי מקצוע אם מונו.","91","איך קובעים זמני שהות? זמני שהות יכולים להיקבע בהסכם או בהכרעה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, חופשת קיץ, איסוף והחזרה, ודרך תקשורת. כאשר אין הסכמה, ניתן לפנות לערכאה המתאימה לאח...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","23","COVERED_BY_DRAFT","איך קובעים זמני שהות?","87","זמני שהות יכולים להיקבע בהסכם או בהכרעה משפטית. כאשר יש הסכמה, ההורים יכולים לבנות מודל שמתאים לשגרה שלהם: ימים קבועים, לינות, חגים, חופשות, ימי הולדת, חופשת קיץ, איסוף והחזרה, ודרך תקשורת. כאשר אין הסכמה, ניתן לפנות לערכאה המתאימה לאחר ההליכים המקדמיים הנד...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","26","REVIEW_FOR_MERGE","מה צריך לכלול הסכם זמני שהות?","27","הסכם טוב לא מסתפק במשפט כללי כמו ""הילדים יהיו אצל האם והאב יראה אותם פעמיים בשבוע"". הוא צריך להיות מעשי: ימים ושעות קבועים. לינות. איסוף והחזרה ממסגרות.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","37","COVERED_BY_DRAFT","החלטות חינוך ובריאות.","65","מנגנון מחלוקת. תיאום הוצאות ילדים. ככל שההסכם ברור יותר, כך קטן הסיכון למחלוקות חוזרות. מודלים נפוצים של זמני שהות אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן ילדים, מרחק, עבודה, גיל, בריאות או רמת תקשורת...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","38","PARTIAL_OVERLAP_REVIEW","מנגנון מחלוקת.","63","תיאום הוצאות ילדים. ככל שההסכם ברור יותר, כך קטן הסיכון למחלוקות חוזרות. מודלים נפוצים של זמני שהות אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן ילדים, מרחק, עבודה, גיל, בריאות או רמת תקשורת מחייבים מודל א...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","39","REVIEW_FOR_MERGE","תיאום הוצאות ילדים.","60","ככל שההסכם ברור יותר, כך קטן הסיכון למחלוקות חוזרות. מודלים נפוצים של זמני שהות אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן ילדים, מרחק, עבודה, גיל, בריאות או רמת תקשורת מחייבים מודל אחר. המטרה של עמוד Ju...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","40","PARTIAL_OVERLAP_REVIEW","ככל שההסכם ברור יותר, כך קטן הסיכון למחלוקות חוזרות.","51","מודלים נפוצים של זמני שהות אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן ילדים, מרחק, עבודה, גיל, בריאות או רמת תקשורת מחייבים מודל אחר. המטרה של עמוד Jus-Tice אינה להמליץ על תבנית אחת, אלא לעזור להורה להבי...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","41","PARTIAL_OVERLAP_REVIEW","מודלים נפוצים של זמני שהות","46","אין מודל אחד שמתאים לכל משפחה. יש משפחות שבהן הסדר רחב ושוויוני יחסית עובד היטב, ויש משפחות שבהן ילדים, מרחק, עבודה, גיל, בריאות או רמת תקשורת מחייבים מודל אחר. המטרה של עמוד Jus-Tice אינה להמליץ על תבנית אחת, אלא לעזור להורה להבין אילו שאלות צריך לבדוק.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","43","REVIEW_FOR_MERGE","מודל של ימים קבועים באמצע שבוע","56","במודל כזה הילד נמצא אצל כל הורה בימים קבועים, למשל יום או יומיים באמצע השבוע, עם או בלי לינה. היתרון הוא יציבות: הילד יודע מראש איפה הוא נמצא, המסגרות יודעות מי אוסף, וההורים יכולים לתכנן עבודה וחוגים. החיסרון הוא שהמודל עלול להיות קשיח כאשר העבודה משתנה, כ...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","45","COVERED_BY_DRAFT","מודל הכולל לינות","53","לינות הן נקודת מחלוקת נפוצה, במיוחד עם ילדים צעירים. יש הורים שחוששים שהילד קטן מדי, ויש הורים שחוששים שהיעדר לינות יחליש את הקשר. במקום להציג כלל מוחלט, צריך לבדוק את גיל הילד, הקשר עם כל הורה, הטיפול השוטף עד היום, מרחק בין הבתים, מסגרת החינוך, צרכים רגשי...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","47","COVERED_BY_DRAFT","מודל שבוע-שבוע","52","מודל שבוע-שבוע יכול להתאים למשפחות מסוימות, בעיקר כאשר הילדים גדולים יותר, שני הבתים קרובים יחסית, ויש יכולת לוגיסטית גבוהה. אבל הוא אינו מתאים לכל ילד. שבוע שלם בלי לראות הורה אחד יכול להיות קשה לילדים מסוימים, ולעיתים צריך מודל ביניים. גם כאן, השאלה אינה ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","49","COVERED_BY_DRAFT","מודל מדורג","49","במקרים מסוימים בונים הסדר מדורג: מתחילים בזמני שהות מסוימים, בודקים הסתגלות, ומרחיבים בהדרגה. זה יכול להיות רלוונטי כאשר ילד צעיר מאוד, כאשר הורה לא היה מעורב בעבר, כאשר יש מרחק או כאשר יש צורך לבנות אמון מחדש. מודל מדורג חייב להיות כתוב היטב כדי למנוע מחלו...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","51","COVERED_BY_DRAFT","תקשורת בין ההורים","53","גם הסדר מעולה יכול להיכשל אם ההורים אינם מצליחים לתקשר. לכן צריך להבחין בין משפחות שבהן אפשר להשאיר גמישות לבין משפחות שבהן כל שינוי קטן הופך לריב. במצבי תקשורת טובים, אפשר לכתוב מנגנון שמאפשר החלפות בהסכמה. במצבי סכסוך גבוה, צריך מנגנון קשיח יותר: הודעה מר...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","53","REVIEW_FOR_MERGE","נושאים שכדאי להסדיר:","26","באיזה ערוץ מתקשרים: WhatsApp, אימייל, אפליקציית הורות או הודעות SMS. האם שיחות טלפון מותרות רק בנושאים דחופים. בתוך כמה זמן עונים לבקשה. מי מודיע למסגרת החינוך.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","54","REVIEW_FOR_MERGE","באיזה ערוץ מתקשרים: WhatsApp, אימייל, אפליקציית הורות או הודעות SMS.","26","האם שיחות טלפון מותרות רק בנושאים דחופים. בתוך כמה זמן עונים לבקשה. מי מודיע למסגרת החינוך. איך מעבירים מידע רפואי. מה קורה כאשר אחד ההורים מאחר.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","56","REVIEW_FOR_MERGE","בתוך כמה זמן עונים לבקשה.","49","מי מודיע למסגרת החינוך. איך מעבירים מידע רפואי. מה קורה כאשר אחד ההורים מאחר. איך מתעדים החלפות זמני שהות. המטרה אינה להפוך את ההורות לחוזה קר. המטרה היא להוריד חיכוך. כאשר יש כללים ברורים, הילדים לא צריכים לשמש שליחים, וההורים לא צריכים לפתוח כל שבוע מחדש ...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","57","PARTIAL_OVERLAP_REVIEW","מי מודיע למסגרת החינוך.","45","איך מעבירים מידע רפואי. מה קורה כאשר אחד ההורים מאחר. איך מתעדים החלפות זמני שהות. המטרה אינה להפוך את ההורות לחוזה קר. המטרה היא להוריד חיכוך. כאשר יש כללים ברורים, הילדים לא צריכים לשמש שליחים, וההורים לא צריכים לפתוח כל שבוע מחדש את אותו ויכוח.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","58","PARTIAL_OVERLAP_REVIEW","איך מעבירים מידע רפואי.","41","מה קורה כאשר אחד ההורים מאחר. איך מתעדים החלפות זמני שהות. המטרה אינה להפוך את ההורות לחוזה קר. המטרה היא להוריד חיכוך. כאשר יש כללים ברורים, הילדים לא צריכים לשמש שליחים, וההורים לא צריכים לפתוח כל שבוע מחדש את אותו ויכוח.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","59","REVIEW_FOR_MERGE","מה קורה כאשר אחד ההורים מאחר.","35","איך מתעדים החלפות זמני שהות. המטרה אינה להפוך את ההורות לחוזה קר. המטרה היא להוריד חיכוך. כאשר יש כללים ברורים, הילדים לא צריכים לשמש שליחים, וההורים לא צריכים לפתוח כל שבוע מחדש את אותו ויכוח.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P0","live","60","REVIEW_FOR_MERGE","איך מתעדים החלפות זמני שהות.","30","המטרה אינה להפוך את ההורות לחוזה קר. המטרה היא להוריד חיכוך. כאשר יש כללים ברורים, הילדים לא צריכים לשמש שליחים, וההורים לא צריכים לפתוח כל שבוע מחדש את אותו ויכוח.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/child-custody/","P1","live","62","COVERED_BY_DRAFT","זמני שהות ומזונות ילדים","61","יש קשר בין זמני שהות לבין מזונות, אבל אסור לערבב אותם בצורה פשטנית. זמני שהות רחבים יכולים להשפיע על ההוצאות שכל הורה נושא בהן בפועל, במיוחד כאשר יש לינות, ביגוד וציוד בשני בתים. עם זאת, אין לומר ש""זמני שהות שווים מבטלים מזונות"" או שכל שינוי בלילה אחד משנה ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
