post_id,status,requested_slug,actual_slug,error
6797,OK,"lawyer-recommended-lawyers-law","lawyer-recommended-lawyers-law",""
6795,OK,"family-process-criminal-46235-12-21","family-process-criminal-46235-12-21",""
6793,OK,"proceedings-divorce","proceedings-divorce",""
6791,OK,"defamation-judge-decision-claims-criminal-44355-02-21","defamation-judge-decision-claims-criminal-44355-02-21",""
6789,OK,"defamation-law-13-5-16763-09-21","defamation-law-13-5-16763-09-21",""
6786,OK,"right","right",""
6784,OK,"judge-decision-lawsuit-property-witness-divorce","judge-decision-lawsuit-property-witness-divorce",""
6782,OK,"verdict-contracts-judge-appeal-decision-45292-12-21","verdict-contracts-judge-appeal-decision-45292-12-21",""
6780,OK,"verdict-inheritance-lawsuits-accounts-59182-12-13","verdict-inheritance-lawsuits-accounts-59182-12-13",""
6778,OK,"defamation-lawsuit-law-business-52301-10-20","defamation-lawsuit-law-business-52301-10-20",""
6776,OK,"inheritance-lawsuits-rights-apartment-7662-07-18","inheritance-lawsuits-rights-apartment-7662-07-18",""
6773,OK,"judge-claim-business-agreement-lease-58579-07-20","judge-claim-business-agreement-lease-58579-07-20",""
6771,OK,"verdict-judge-decision-request-49897-12-21","verdict-judge-decision-request-49897-12-21",""
6768,OK,"judge-decision-alimony-57290-01-22","judge-decision-alimony-57290-01-22",""
6766,OK,"apartment-ownership-residence-1241751-6","apartment-ownership-residence-1241751-6",""
6764,OK,"child-support-jerusalem-rabbinical-court-1284587-12","child-support-jerusalem-rabbinical-court-1284587-12",""
6762,OK,"divorce-agreement-rabbinical-court-claim-cancellation-residence-partners","divorce-agreement-rabbinical-court-claim-cancellation-residence-partners",""
6760,OK,"divorce-agreement-judge-partnership-house-residence-15293-03-20","divorce-agreement-judge-partnership-house-residence-15293-03-20",""
6756,OK,"common-law-spouses-inheritance-order-request-57474-06-19","common-law-spouses-inheritance-order-request-57474-06-19",""
6754,OK,"verdict-judge-wills-62835-08-19","verdict-judge-wills-62835-08-19",""
6751,OK,"appeal-cancellation-offense-real-estate-will-44530-05-21","appeal-cancellation-offense-real-estate-will-44530-05-21",""
6749,OK,"nso","nso",""
6745,OK,"israel-police-6745","israel-police-6745",""
6737,OK,"judge-compensation-31250-11-18","judge-compensation-31250-11-18",""
6732,OK,"acquittal-defendant-offenses-73759-12-20","acquittal-defendant-offenses-73759-12-20",""
6729,OK,"verdict-lawsuit-12385-08-16","verdict-lawsuit-12385-08-16",""
6724,OK,"judge-decision-request-investigation-74-4286-01-22","judge-decision-request-investigation-74-4286-01-22",""
6718,OK,"personal-injury-verdict-judge-lawsuit-damages-30014-02-17","personal-injury-verdict-judge-lawsuit-damages-30014-02-17",""
6715,OK,"medical-malpractice-lawsuits-law-account","medical-malpractice-lawsuits-law-account",""
6704,OK,"verdict-judge-request-will-property","verdict-judge-request-will-property",""
6702,OK,"personal-injury-lawsuit-71866-07-18","personal-injury-lawsuit-71866-07-18",""
6698,OK,"verdict-judge-lawsuit-custody-64033-06-21","verdict-judge-lawsuit-custody-64033-06-21",""
6687,OK,"rabbinical-court-joint-custody-1218708-4","rabbinical-court-joint-custody-1218708-4",""
6676,OK,"privacy-review","privacy-review",""
6673,OK,"arrest-witness-proceedings-offenses-13382-01-22","arrest-witness-proceedings-offenses-13382-01-22",""
6670,OK,"verdict-cancellation-38215-11-21","verdict-cancellation-38215-11-21",""
6666,OK,"verdict-complete-20419-03-21-2022","verdict-complete-20419-03-21-2022",""
6663,OK,"ruling-law-complete-4447-07","ruling-law-complete-4447-07",""
6660,OK,"protection-order-judge-decision-32379-10-21","protection-order-judge-decision-32379-10-21",""
6657,OK,"accounts","accounts",""
6655,OK,"injunction-judge-decision-request-petition-68959-12-21","injunction-judge-decision-request-petition-68959-12-21",""
6653,OK,"land-properties-10403-04-21","land-properties-10403-04-21",""
6648,OK,"reconciliation-ketubah-agreement-divorce","reconciliation-ketubah-agreement-divorce",""
6646,OK,"appeal-company","appeal-company",""
6644,OK,"52531-03-21","52531-03-21",""
6642,OK,"purchase-tax-cancellation-real-estate-5561-01-20","purchase-tax-cancellation-real-estate-5561-01-20",""
6640,OK,"verdict-lawsuit-loan-5122-10-19","verdict-lawsuit-loan-5122-10-19",""
6633,OK,"lawyers-judge","lawyers-judge",""
6630,OK,"rabbinical-court-decision-55221-01-22","rabbinical-court-decision-55221-01-22",""
6628,OK,"verdict-judge-lawsuit-69909-11-18","verdict-judge-lawsuit-69909-11-18",""
6619,OK,"prenuptial-agreement-jurisdiction-property-house","prenuptial-agreement-jurisdiction-property-house",""
6613,OK,"alimony-1161022-12","alimony-1161022-12",""
6612,OK,"obligations-law-rights","obligations-law-rights",""
6610,OK,"rabbinical-court-alimony","rabbinical-court-alimony",""
6608,OK,"rabbinical-court-haifa-request-1254901-4","rabbinical-court-haifa-request-1254901-4",""
6605,OK,"court-rabbinical-court-jurisdiction-custody","court-rabbinical-court-jurisdiction-custody",""
6600,OK,"rabbinical-court","rabbinical-court",""
6589,OK,"lawyers-judge-decision-request-approval-company","lawyers-judge-decision-request-approval-company",""
6587,OK,"sex-offenses-criminal-law-defendant-offenses-family-28464-07-19","sex-offenses-criminal-law-defendant-offenses-family-28464-07-19",""
6585,OK,"criminal-law-tax-offenses-procedure-criminal-2022-56231-12-21","criminal-law-tax-offenses-procedure-criminal-2022-56231-12-21",""
6563,OK,"lawyer-right-duty-defender-criminal-arrested","lawyer-right-duty-defender-criminal-arrested",""
6558,OK,"57428-12-19","57428-12-19",""
6556,OK,"investigation-guide-criminal","investigation-guide-criminal",""
6552,OK,"procedure","procedure",""
6546,OK,"medical-malpractice-lawyer-recommended","medical-malpractice-lawyer-recommended",""
6540,OK,"rabbinical-court-verdict-divorce-infidelity-rights-ruling","rabbinical-court-verdict-divorce-infidelity-rights-ruling",""
6536,OK,"law-17654-02-19","law-17654-02-19",""
6534,OK,"evidence-44000-02-21","evidence-44000-02-21",""
6514,OK,"news-criminal","news-criminal",""
6511,OK,"rabbinical-court-jurisdiction-alimony-ruling-news-8216","rabbinical-court-jurisdiction-alimony-ruling-news-8216",""
6477,OK,"article-6477","article-6477",""
6473,OK,"child-support-verdict-judge-request","child-support-verdict-judge-request",""
6458,OK,"taxation-company-judge","taxation-company-judge",""
6456,OK,"compensation-law","compensation-law",""
6454,OK,"verdict-agreement-judge-israel","verdict-agreement-judge-israel",""
6435,OK,"common-law-spouses-rights-property-custody-alimony","common-law-spouses-rights-property-custody-alimony",""
6433,OK,"divorce-partners","divorce-partners",""
6426,OK,"verdict-judge-request-will-claim-3612-09-18","verdict-judge-request-will-claim-3612-09-18",""
6424,OK,"common-law-spouses","common-law-spouses",""
6420,OK,"judge-evidence-accounts-law-tax","judge-evidence-accounts-law-tax",""
6412,OK,"verdict-judge-alimony-cancellation-agreement-estate","verdict-judge-alimony-cancellation-agreement-estate",""
6408,OK,"verdict-21054-10-20","verdict-21054-10-20",""
6386,OK,"defamation-lawsuit-compensation-privacy-google-llc","defamation-lawsuit-compensation-privacy-google-llc",""
6163,OK,"petition-approval","petition-approval",""
6145,OK,"verdict-house-israel","verdict-house-israel",""
6140,OK,"will-33448-06-19-33412-06-19","will-33448-06-19-33412-06-19",""
6138,OK,"verdict-judge-law-1775-19-2309","verdict-judge-law-1775-19-2309",""
6132,OK,"personal-injury-lawsuit-23601-10-19","personal-injury-lawsuit-23601-10-19",""
6127,OK,"parental-alienation-verdict-refusal-judge-lawsuit-claim","parental-alienation-verdict-refusal-judge-lawsuit-claim",""
6123,OK,"verdict-arrest-house-complete-israel-5743","verdict-arrest-house-complete-israel-5743",""
6117,OK,"verdict-rights","verdict-rights",""
6112,OK,"judge-decision","judge-decision",""
3064,OK,"judge-decision-3064","judge-decision-3064",""
6110,OK,"medical-malpractice-lawsuit-pregnancy-20346-03-17","medical-malpractice-lawsuit-pregnancy-20346-03-17",""
6102,OK,"acquittal-defendant-israel-14763-04-15","acquittal-defendant-israel-14763-04-15",""
6096,OK,"verdict-judge-lawsuit-pension-claim-44598-12-12","verdict-judge-lawsuit-pension-claim-44598-12-12",""
6066,OK,"testimony-investigation-law","testimony-investigation-law",""
6060,OK,"sex-offenses-arrest-witness-proceedings-family-prosecutor","sex-offenses-arrest-witness-proceedings-family-prosecutor",""
6056,OK,"road-accidents-law-damages-updated-1975-10-08-2021","road-accidents-law-damages-updated-1975-10-08-2021",""
6044,OK,"car-accident-personal-injury-judge-lawsuit-damages-31066-11-16","car-accident-personal-injury-judge-lawsuit-damages-31066-11-16",""
6048,OK,"regulations-insurance-1956","regulations-insurance-1956",""
6045,OK,"company-insurance-house-expert-medical-9598","company-insurance-house-expert-medical-9598",""
6039,OK,"article-6039","article-6039",""
6037,OK,"proceedings-law","proceedings-law",""
6031,OK,"verdict-judge-lawsuit-civil-conviction-38003-03-19","verdict-judge-lawsuit-civil-conviction-38003-03-19",""
6027,FAIL,"law-account-israel-2020","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
6019,OK,"israel-police-procedure","israel-police-procedure",""
6005,OK,"updated-2023","updated-2023",""
5999,OK,"ruling-apartment-residence","ruling-apartment-residence",""
5957,OK,"article-5957","article-5957",""
5955,OK,"consent-agreement","consent-agreement",""
5950,OK,"divorce-get-divorce-ketubah","divorce-get-divorce-ketubah",""
5867,OK,"judge-decision-request-13574-08-21","judge-decision-request-13574-08-21",""
5858,FAIL,"money-laundering-verdict-defendants-offenses-corporation-13268-09-15","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
5855,OK,"verdict-judge-34672-02-21","verdict-judge-34672-02-21",""
5850,OK,"rabbinical-court-1315248-1","rabbinical-court-1315248-1",""
5824,OK,"verdict-39841-11-20","verdict-39841-11-20",""
5818,OK,"petition-offense-defendant-house","petition-offense-defendant-house",""
5805,OK,"request-offense-law-rights","request-offense-law-rights",""
5803,OK,"regulations-rights-offense-2002","regulations-rights-offense-2002",""
5744,OK,"criminal-sentencing","criminal-sentencing",""
5685,OK,"judge-decision-company-41109-07-21","judge-decision-company-41109-07-21",""
5683,OK,"punishment-criminal-defendant-48-43418-01-21","punishment-criminal-defendant-48-43418-01-21",""
5681,OK,"criminal-law-judge-punishment-defendant-offense-39682-07-20","criminal-law-judge-punishment-defendant-offense-39682-07-20",""
5674,OK,"compensation-privacy","compensation-privacy",""
5670,OK,"verdict-tel-aviv","verdict-tel-aviv",""
5655,OK,"lawsuit-alimony","lawsuit-alimony",""
5653,OK,"petition-get-divorce","petition-get-divorce",""
5638,OK,"law-compensation-cancellation-2012","law-compensation-cancellation-2012",""
5609,OK,"car-accident-lawyer-punishment-offenses-criminal","car-accident-lawyer-punishment-offenses-criminal",""
5606,OK,"petition-offenses-criminal","petition-offenses-criminal",""
5604,OK,"lawyer-101","lawyer-101",""
5602,OK,"procedures-law","procedures-law",""
5585,OK,"article-5585","article-5585",""
5570,OK,"conviction","conviction",""
5555,OK,"israel-mediation-criminal-8360-19","israel-mediation-criminal-8360-19",""
5550,OK,"recommendations-mediation-criminal","recommendations-mediation-criminal",""
5470,OK,"car-accident-damages-pension","car-accident-damages-pension",""
5468,OK,"offense-license","offense-license",""
5463,OK,"alimony-lawsuit-31090-06-17","alimony-lawsuit-31090-06-17",""
5461,OK,"compensation-arrest-24231-06-21","compensation-arrest-24231-06-21",""
5459,OK,"dissolution-partnership-homestead-ruling-20848-02-18","dissolution-partnership-homestead-ruling-20848-02-18",""
5414,OK,"appeal-decision-arrest-law-detention-arrested","appeal-decision-arrest-law-detention-arrested",""
5399,OK,"rabbinical-court-jerusalem-verdict-8537-18-24","rabbinical-court-jerusalem-verdict-8537-18-24",""
5392,OK,"criminal-conviction","criminal-conviction",""
5385,OK,"punishment","punishment",""
3417,OK,"punishment-3417","punishment-3417",""
5383,OK,"appeal-decision-law","appeal-decision-law",""
5381,OK,"request-lawsuit-regulation-procedure-law-civil","request-lawsuit-regulation-procedure-law-civil",""
5367,OK,"lawsuit-compensation-300-000","lawsuit-compensation-300-000",""
5351,OK,"lawsuits-alimony-custody","lawsuits-alimony-custody",""
5335,OK,"defamation-lawsuit-privacy","defamation-lawsuit-privacy",""
5310,OK,"law-right-2007","law-right-2007",""
4995,OK,"law-1962","law-1962",""
4196,OK,"law-contract-1970","law-contract-1970",""
3570,OK,"verdict-lawsuit-consultant-damage","verdict-lawsuit-consultant-damage",""
3410,OK,"income-tax-judge","income-tax-judge",""
3406,OK,"judge","judge",""
3393,OK,"lawsuit-obligations","lawsuit-obligations",""
3364,OK,"car-accident-compensation-4-112-031","car-accident-compensation-4-112-031",""
3363,OK,"agreement-lawsuit","agreement-lawsuit",""
3353,OK,"cancellation-conviction-offenses-fraud","cancellation-conviction-offenses-fraud",""
3347,OK,"punishment-criminal-offenses","punishment-criminal-offenses",""
3328,OK,"law-account","law-account",""
3271,OK,"lawsuit-53375-11-18","lawsuit-53375-11-18",""
3250,FAIL,"article-3250","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
3231,OK,"prenuptial-agreement-agreement","prenuptial-agreement-agreement",""
3218,OK,"sentencing-punishment-criminal-19991-07-20","sentencing-punishment-criminal-19991-07-20",""
3069,OK,"article-3069","article-3069",""
2913,OK,"torts-new","torts-new",""
2874,OK,"alimony-agreement","alimony-agreement",""
2825,OK,"agreement-evacuation-construction-recommended-apartments","agreement-evacuation-construction-recommended-apartments",""
2811,OK,"1000-2000-4000","1000-2000-4000",""
2769,OK,"regulations-procedure-law-civil-2018","regulations-procedure-law-civil-2018",""
2738,OK,"article-2738","article-2738",""
2737,OK,"regulations-compensation-1988","regulations-compensation-1988",""
2727,OK,"lawsuits-companies","lawsuits-companies",""
2651,OK,"privacy","privacy",""
2649,OK,"investigation-criminal","investigation-criminal",""
2646,OK,"ruling-cancellation-process-witness-new","ruling-cancellation-process-witness-new",""
2640,OK,"lawsuit-company-law-companies-353","lawsuit-company-law-companies-353",""
2619,OK,"verdict-law-340-52446-06-16","verdict-law-340-52446-06-16",""
2599,OK,"7023-19","7023-19",""
2477,OK,"conviction-acquittal-proceedings-criminal","conviction-acquittal-proceedings-criminal",""
2465,OK,"lawyer-right-1437-02","lawyer-right-1437-02",""
2380,OK,"article-2380","article-2380",""
2297,FAIL,"company-insurance-5801-07-17","","409: <h1>Publication blocked</h1><p>This content still contains internal editorial/project markers and was not published.</p>"
2288,OK,"article-2288","article-2288",""
2245,OK,"verdict-compensation-20","verdict-compensation-20",""
2235,OK,"19-covid","19-covid",""
2183,OK,"jerusalem","jerusalem",""
2177,OK,"article-2177","article-2177",""
2160,OK,"article-2160","article-2160",""
2149,OK,"house","house",""
2127,OK,"regulations","regulations",""
2015,OK,"regulations-2015","regulations-2015",""
1951,OK,"regulations-1951","regulations-1951",""
1884,OK,"regulations-1884","regulations-1884",""
1879,OK,"regulations-1879","regulations-1879",""
2119,OK,"regulations-new-2020","regulations-new-2020",""
2113,OK,"police-officer","police-officer",""
2103,OK,"article-2103","article-2103",""
2091,OK,"regulations-new-67-2020","regulations-new-67-2020",""
2086,OK,"regulations-new-insurance","regulations-new-insurance",""
2036,OK,"2144-20-25-03","2144-20-25-03",""
2031,OK,"article-2031","article-2031",""
2026,OK,"new-25-03","new-25-03",""
2022,OK,"bank-israel-2019","bank-israel-2019",""
2002,OK,"regulations-new-25-03-2020","regulations-new-25-03-2020",""
1991,OK,"24-03-2020","24-03-2020",""
1980,OK,"article-1980","article-1980",""
1974,OK,"review-cyber-23-3-2020","review-cyber-23-3-2020",""
1966,OK,"courts-law","courts-law",""
1963,OK,"regulations-2020","regulations-2020",""
1809,OK,"regulations-2020-1809","regulations-2020-1809",""
1943,OK,"regulations-new","regulations-new",""
1926,OK,"new-house-2020","new-house-2020",""
1910,OK,"company","company",""
1858,OK,"article-1858","article-1858",""
1852,OK,"article-1852","article-1852",""
1827,OK,"article-1827","article-1827",""
1821,OK,"18-03-2020","18-03-2020",""
1819,OK,"ruling-alimony-new-919-15","ruling-alimony-new-919-15",""
1804,OK,"criminal-law-lawyer-arrest-courts","criminal-law-lawyer-arrest-courts",""
1802,OK,"law-2002","law-2002",""
1783,OK,"tax-validity-certifications","tax-validity-certifications",""
1770,OK,"courts","courts",""
1767,OK,"lawsuits","lawsuits",""
1749,OK,"validity-license-16-03-2020","validity-license-16-03-2020",""
1728,OK,"custody-alimony-ruling-new-919-15","custody-alimony-ruling-new-919-15",""
1714,OK,"spousal-support-lawsuit-custody-property","spousal-support-lawsuit-custody-property",""
1709,OK,"cancellation-will-18595-01-17","cancellation-will-18595-01-17",""
1706,OK,"article-1706","article-1706",""
1700,OK,"lawsuit-torts","lawsuit-torts",""
1695,OK,"proceedings-divorce-claim-israel","proceedings-divorce-claim-israel",""
1681,OK,"tax","tax",""
1664,OK,"civil","civil",""
1660,OK,"verdict-appeal","verdict-appeal",""
1655,OK,"law-israel","law-israel",""
1640,OK,"defamation-damages-33-300","defamation-damages-33-300",""
1629,OK,"agreement-property-investigation-witness-proceedings","agreement-property-investigation-witness-proceedings",""
1627,OK,"cancellation-business-law-licensing-22","cancellation-business-law-licensing-22",""
1615,OK,"new","new",""
1596,OK,"verdict-will","verdict-will",""
1590,OK,"request-damages","request-damages",""
1581,OK,"acquittal-defendant-evidence-laws","acquittal-defendant-evidence-laws",""
1526,OK,"verdict-appeal-decision-2-5-46570-06-18","verdict-appeal-decision-2-5-46570-06-18",""
1121,OK,"article-1121","article-1121",""
1105,OK,"law-firm-labor-law-representation","law-firm-labor-law-representation",""
944,OK,"161","161",""
