post_id,old_hebrew_slug,new_english_slug,title
8334,"תע-45543-11-21-בקשה-לביטול-צו-קיום-צוואה-לאחר-גי","probate-order-request-cancellation-will-45543-11-21","תע 45543-11-21 בקשה לביטול צו קיום צוואה לאחר גילוי צוואה קיימת"
8332,"שופטת-יפעת-שקדי-שץ-פסד-בחלוקת-זכויות-ו","common-law-spouses-verdict-judge-rights-41769-11-19","שופטת יפעת שקדי שץ: פסד בחלוקת זכויות וסילוק יד במשק של ידועים בציבור (תלהמ 41769-11-19)"
8321,"מה-לעשות-דבר-ראשון-אם-נפגעת-מרשלנות-רפו","medical-malpractice","מה לעשות דבר ראשון אם נפגעת מרשלנות רפואית"
8271,"רשלנות-רפואית-אבחון-שגוי","medical-malpractice-8271","רשלנות רפואית אבחון שגוי"
8269,"סוגי-רשלנות-רפואית","medical-malpractice-8269","סוגי רשלנות רפואית"
7583,"מקרי-רשלנות-רפואית-דוגמאות","medical-malpractice-7583","מקרי רשלנות רפואית דוגמאות"
1572,"מאגר-מידע-רשלנות-רפואית","medical-malpractice-1572","מאגר מידע רשלנות רפואית"
8318,"מהו-רופא-מה-תפקידו-וחובותיו-המקצועיות","article-8318","מהו רופא מה תפקידו וחובותיו המקצועיות"
8310,"טיפים-לעוד-כיצד-להכנס-למדריכים-דירוג-ע","tips-guides-ranking-lawyers-law","טיפים לעוד כיצד להכנס למדריכים דירוג עורכי הדין המובילים בעולם"
8295,"רשלנות-רפואית-ותפקידם-של-עדים-מומחים-כ","medical-malpractice-witnesses-experts-testimony","רשלנות רפואית ותפקידם של עדים מומחים: כיצד עדות מומחים יכולה לעזור לקורבנות רשלנות לחפש צדק"
8292,"העלויות-הנסתרות-של-רשלנות-רפואית-כיצד","medical-malpractice-costs","העלויות הנסתרות של רשלנות רפואית: כיצד מטופלים ומשפחות מושפעים מרשלנות של תעשיית הבריאות"
8282,"עורך-דין-פלילי-שכר-כמה-מרוויח-עוד-פליל","criminal-law-lawyer-criminal-israel","עורך דין פלילי שכר | כמה מרוויח עוד פלילי בישראל"
8277,"עורך-דין-פלילי-מפורסם-עוד-פלילי-מפורס","criminal-law-counsel-criminal-israel","עורך דין פלילי מפורסם | עוד פליליים מפורסמים בישראל"
8273,"עורך-דין-רשלנות-בניתוח-פלסטי-המלצות-עו","lawyer-surgery-recommendations","עורך דין רשלנות בניתוח פלסטי | המלצות עוד רשלנות ניתוח פלסטי"
8265,"עורך-דין-פלילי-סמים-המלצות-עוד-פלילי-ל","drug-offenses-criminal-law-lawyer-recommendations-criminal","עורך דין פלילי סמים | המלצות עוד פלילי לעבירות סמים"
8263,"עורך-דין-פלילי-יוצא-פרקליטות-המלצות-עו","criminal-law-lawyer-prosecution-recommendations-criminal-lawsuits","עורך דין פלילי יוצא פרקליטות | המלצות עוד פלילי תביעות"
8252,"גירושין-קבלת-זכויות-פנסיוניות-מהוונו","divorce-rights-law-pension","גירושין: קבלת זכויות פנסיוניות מהוונות במקום רישומן על שם הזכאי בהתאם לחוק לחלוקת חיסכון פנסיוני"
8250,"גירושין-חיוב-האב-בתשלום-בגין-מדור-הילד","divorce-house-ownership-apartment","גירושין: חיוב האב בתשלום בגין מדור הילדים בבית שבבעלות האם ואין היא משלמת שכר דירה בגינו"
8246,"גירושין-איזון-המשאבים-בין-בני-זוג-מתגר","divorce-company-ownership","גירושין: איזון המשאבים בין בני זוג מתגרשים – חלוקת ערך החברה שבבעלות הבעל"
8236,"גירושין-בגישור-עם-ילדים-הדרך-הטובה-להת","divorce-mediation","גירושין בגישור עם ילדים: הדרך הטובה להתגרש בגישור בלי לפגוע בילדים"
8234,"תהליך-גישור-גירושין-בשנת-2023-כל-מה-חייבים","lawyers-mediation-divorce-experts-2023","תהליך גישור גירושין בשנת 2023- כל מה חייבים לדעת מעורכי דין מומחים לגישור בגירושין"
8232,"גישור-גירושין-מה-זה-ואיך-התהליך-עובד","mediation-divorce","מה זה גישור גירושין  | איך תהליך גירושין בגישור עובד?"
8230,"פירוק-חברה-רשם-החברות-ללא-עורך-דין-פטור","lawyer-company-companies","פירוק חברה רשם החברות ללא עורך דין פטור מתשלום"
8218,"מה-זה-עורך-דין-גירושין","lawyer-divorce-israel","מה זה עורך דין גירושין | מה עושה עוד גירושין בישראל"
8199,"עורך-דין-פלילי-בתל-אביב-עוד-פלילי-מומל","criminal-law-tel-aviv-lawyer-criminal-recommended","עורך דין פלילי בתל אביב | עוד פלילי מומלץ בתא והמרכז"
8186,"עורך-דין-בתאילנד-עוד-ישראלי-דובר-עברי","lawyer-israeli","עורך דין תאילנד | עוד ישראלי בתאילנד"
8177,"מזונות-והוצאות-החינוך-והבריאות-של-3-קטי","verdict-alimony-appeal-3-49763-12-21","דמי מזונות והוצאות החינוך והבריאות של 3 קטינים ערעור פסד (עמש 49763-12-21)"
8169,"הסדר-טיעון-ארנון-גלעדי-שנאשם-במסגרת-כת","procedure-defendant","הסדר טיעון ארנון גלעדי שנאשם במסגרת כתב האישום חבר הכנסת דוד ביטן ואחרים."
8164,"סיוע-משפטי-לנפגעי-עבירה","offense","סיוע משפטי לנפגעי עבירה"
5815,"טופס-עמדת-נפגע-ת-עבירה-לעניין-חנינה","offense-5815","טופס עמדת נפגע/ת עבירה לעניין חנינה"
5813,"טופס-עמדת-נפגע-ת-עבירה-לועדת-שחרורים","offense-5813","טופס עמדת נפגע/ת עבירה לועדת שחרורים"
5809,"טופס-הצהרת-נפגע-ת-עבירה","offense-5809","טופס הצהרת נפגע/ת עבירה"
8160,"פסד-שעניינו-מינוי-מנהל-עיזבון-זמני-במק","verdict-estate-48305-12-21","פסד שעניינו מינוי מנהל עיזבון זמני במקום קבוע (עמש 48305-12-21)"
8157,"פסד-קבלת-טענת-אישה-בעניין-כוונת-שיתוף","verdict-apartment-65410-11-21","פסד קבלת טענת אישה בעניין כוונת שיתוף ספציפי ברבע דירה (עמש 65410-11-21)"
8154,"זכות-נפגע-עבירה-לערער-על-סגירת-התיק-בענ","right-offense-474-21","זכות נפגע עבירה לערער על סגירת התיק בעניינו של חשוד (בגץ 474/21)"
8150,"הנאשם-השתמש-באפליקציות-וואטסאפ-ואינס","defendant-ownership","הנאשם השתמש באפליקציות וואטסאפ ואינסטגרם ליצור קשרים עם קטינות ולקיים עמן שיחות בעלות אופי מיני"
8142,"מהם-הסוגים-השונים-של-רופאים","article-8142","מהם הסוגים השונים של רופאים?"
8139,"טובת-הילדים-כבסיס-לחיוב-האם-לחזור-לעיר","best-interest-child","טובת הילדים כבסיס לחיוב האם לחזור לעיר המקור | רישום הילדים למוסדות החינוך"
8128,"רשימת-מומחים-רפואיים-לבית-משפט-מתעדכן-20","court-legal-opinion-experts-medical-2023","רשימת מומחים רפואיים לבית משפט מתעדכן | חוות דעת רפואית משפטית 2023"
8126,"שרותי-חשבות-היתרונות-והחסרונות-של-שיר","accounts-business","שרותי חשבות: היתרונות והחסרונות של שירותי הנהלת חשבונות במיקור חוץ לעסקים"
8113,"עבירות-מין-בקטינה-במרחב-הווירטואלי","sex-offenses","עבירות מין בקטינה במרחב הווירטואלי"
8109,"מחקר-מימוש-זכויות-קטינים-נפגעי-עבירות","sex-offenses-rights","מחקר – מימוש זכויות קטינים נפגעי עבירות מין חמורות בתיקי הסיוע המשפטי"
8107,"כתב-אישום-נגד-בן-70-מהרצליה-בגין-רצח-בנסי","indictment-70","כתב אישום נגד בן 70 מהרצליה בגין רצח בנסיבות מחמירות"
8103,"ביטול-אגרה-בגין-הגשת-דיווח-לאפוטרופוס","cancellation","ביטול אגרה בגין הגשת דיווח לאפוטרופוס הכללי."
8100,"בקשה-לפסילת-דיין-בבית-דין-רבני","rabbinical-court-request","בקשה לפסילת דיין בבית דין רבני"
8097,"דוחות-חניה-אמצעות-מסרון-לטלפון-נייד-sms","sms","דוחות חניה אמצעות מסרון לטלפון נייד sms"
8094,"אישום-הטרדות-של-עד-המדינה-ניר-חפץ-ועדת-ה","witness-law-lawsuit","אישום הטרדות של עד המדינה ניר חפץ ועדת התביעה הדס קליין, במשפט המתנהל נגד חכ בנימין נתניהו"
8077,"נתניהו-נגד-אהוד-אולמרט-תא-13429-05-21-תביעת-לשו","defamation-lawsuit-law-complete-13429-05-21","נתניהו נגד אהוד אולמרט (תא 13429-05-21) תביעת לשון הרע פסק הדין המלא"
8073,"הכרעת-דין-לנאשם-בעבירות-של-קבלת-שוחד-מי","law-defendant-offenses-69728-06-20","הכרעת דין לנאשם בעבירות של קבלת שוחד מיני, מרמה והפרת אמונים בידי עובד ציבור (תפ 69728-06-20)"
8071,"החמרת-עונש-עבירות-בנשק-מכירת-כלי-נשק-ש","punishment-offenses","החמרת עונש עבירות בנשק – מכירת  כלי נשק שונים"
8066,"תנאי-ההסגרה-וסייגיה","article-8066","תנאי ההסגרה וסייגיה"
8058,"תביעת-גירושין-כרוכה-בית-הדין-הרבני-קנה","rabbinical-court-family-matters-visitation-arrangements-lawsuit-divorce-jurisdiction","תביעת גירושין כרוכה: בית הדין הרבני קנה סמכות למרות הגשת תובענה בעניין החזקת ילדים והסדרי שהותם בפני בית המשפט לענייני משפחה"
8047,"פיצוי-בגין-איחור-במסירת-דירה-מקבלן-תא-1030","compensation-apartment-contractor-10300-02-21","פיצוי בגין איחור במסירת דירה מקבלן (תא 10300-02-21)"
8012,"טופס-תצהיר-נלווה-לבקשה-לרישיון-עסק-באו","request-license-business","טופס תצהיר נלווה לבקשה לרישיון עסק באופן מקוון"
8009,"טופס-הצהרה-בעקבות-שינוי-בעלות-בעסק","ownership-business","טופס הצהרה בעקבות שינוי בעלות בעסק"
8007,"עורך-דין-רישוי-עסקים","lawyer-licensing-business","עורך דין רישוי עסקים"
7983,"בקשה-לרישום-מכר","request","בקשה לרישום מכר"
7970,"איסור-פרסום-של-חוות-דעת-לעניין-המסוגלו","legal-opinion-process-criminal-45060-05-22","פרסום של חוות דעת לעניין המסוגלות ההורית ומסוכנות- לשימוש במסגרת הליך פלילי (תלהמ 45060-05-22)"
7964,"השופטת-חיה-זנדברג-פסד-בתביעה-לפיצויים","personal-injury-verdict-judge-lawsuit-damages-claim","השופטת חיה זנדברג: פסד בתביעה לפיצויים בגין נזקי גוף בטענה לרשלנות לאחר לידה (תא 58449-02-18)"
7959,"פסד-בתביעה-לשון-הרע-בגין-פרסום-בקבוצת","defamation-verdict-lawsuit-15771-09-19","פסד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (תא 15771-09-19)"
7951,"פירוק-שיתוף-בין-בני-זוג-חלוקת-דירה-לפי","dissolution-partnership-jerusalem-rabbinical-court-apartment-1273597-6","פירוק שיתוף בין בני זוג- חלוקת דירה לפי הרישום – 1273597-6 – ביהד ירושלים"
7947,"זכות-הורה-גרוש-להעתיק-את-מגוריו-ואף-להג","rabbinical-court-right-custody-1330348-1","זכות הורה גרוש להעתיק את מגוריו ואף להגר לארץ אחרת; השיקולים לקביעת המשמורת והיחס בין זכותו האמורה של ההורה לבין המשמורת – 1330348-1 – ביהד הגדול"
7934,"כיצד-לשכור-מפתח-אתרים","article-7934","כיצד לשכור מפתח אתרים"
7905,"עוד-אונליין-ניהול-מוניטין-מקוון-לעורכ","lawyers","עוד אונליין? ניהול מוניטין מקוון לעורכי דין ברשת האינטרנט"
7899,"ייעוץ-משפטי-אאוטסורסינג-בינלאומי-jus-tice-מש","lawyers-consultation-international-jus-tice","ייעוץ משפטי אאוטסורסינג בינלאומי Jus-Tice משרות עורכי דין השמה"
7849,"מניות-מה-הן-סוגים-עיקריים","article-7849","מניות: מה הן- סוגים עיקריים"
7822,"הצעת-תיקון-חוק-חיפוש-במקום-ללא-צו-בית-מ","court-law","הצעת תיקון חוק: חיפוש במקום ללא צו בית משפט"
7743,"עורך-דין-פלילי-אירופה-הגנה-פלילית-יעיל","criminal-law-lawyer-criminal","עורך דין פלילי אירופה | הגנה פלילית יעילה מזרח אירופה"
7736,"שימוש-במומחים-בתיקים-פליליים","experts-criminal","שימוש במומחים בתיקים פליליים"
7724,"פירוט-תהליך-הבחירה-של-עורך-דין","lawyers-ranking","תהליך הדירוג של עורכי דין"
7702,"תקציר-הדוח-על-יישום-החוק-למניעת-הטרדה-מ","law","יישום החוק למניעת הטרדה מינית – מבקר המדינה תקציר"
6462,"דין-טעות-בשם-אבי-המתגרשת-והיתר-ילדיה-מ","law-6462","דין טעות בשם אבי המתגרשת, והיתר ילדיה מנישואיה השניים לבוא בקהל"
2731,"חוק-הודעה-מוקדמת-לפיטורים-ולהתפטרות","law-2731","חוק הודעה מוקדמת לפיטורים ולהתפטרות עם הסברים לחוק המקורי"
1861,"החלת-פרק-ד-לחוק-שירות-עבודה-בשעת-חירום","law-1861","קורונה – מתן שירותים קיומיים: החלת פרק ד' לחוק שירות עבודה בשעת חירום"
1747,"הודעה-לפי-החוק-לקידום-הבנייה-במתחמים-מ","law-1747","הודעה לפי החוק לקידום הבנייה במתחמים מועדפים לדיור"
7697,"משמורת-משותפת-המגמה-הכללית-ועמדת-ההל","joint-custody-visitation-arrangements-verdict-ruling-custody-1244887-2","משמורת משותפת המגמה הכללית ועמדת ההלכה | פסד – משמורת משותפת הרחבת הסדרי שהות לאב – 1244887-2"
7679,"השופט-אלון-אינפלד-החלטה-שיש-בה-הצעה-להר","judge-decision-20794-07-22","השופט אלון אינפלד: החלטה שיש בה הצעה להרחיב החריגים לכלל הפוסל עדויות שמיעה (עמת 20794-07-22)"
7677,"גזד-פסיכולוג-יובל-כרמי-3-שנות-מאסר-עונש","punishment-offenses-3-7140-09-21","גזד פסיכולוג יובל כרמי 3 שנות מאסר עונש בגין עבירות של יחסי מין ומעשה מגונה בין מטפל למטופל (תפ 7140-09-21)"
7636,"תביעה-ביחס-לזכויות-יוצרים-במשחק-שם-קוד","verdict-lawsuit-rights-judge-58491-06-19","תביעה ביחס לזכויות יוצרים במשחק שם קוד (תא 58491-06-19)  פסד של השופט אביים ברקאי"
7623,"השופטת-אריאלה-גילצר-כץ-תובענה-ייצוגית","judge-israel-wolt-35327-08-20","השופטת אריאלה גילצר כץ: תובענה ייצוגית נגד wolt וולט אנטרפריזס ישראל בעמ (תצ 35327-08-20)"
7601,"10-הטריקים-המלוכלכים-ביותר-לגירושין","divorce","הטריקים המלוכלכים ביותר בגירושין | עוד גירושין"
7057,"גירושין-יחסי-ממון-הבעל-ישא-בתשלום-ההלו","dissolution","גירושין יחסי ממון: הבעל ישא בתשלום ההלואה ולא חייב לאישה מחצית מהמגרש"
6549,"סטטיסטיקה-על-גירושין","separation","סטטיסטיקה על גירושין"
1726,"הנדון-המלצה-לגירושין","marital-separation","הנדון: המלצה לגירושין"
7533,"תביעה-עס-90031-₪-בעילות-של-הטרדה-מינית-תקי","defamation-lawsuit-900-31","תביעה עס 900,31 ₪ בעילות של הטרדה מינית , תקיפה מילולית והוצאת לשון הרע"
7527,"ערעור-פלילי-מס׳-50-31-בבית-המשפט-העליון-בשב","court-appeal-criminal-tax-house-50","ערעור פלילי מס׳ 50/31 בבית המשפט העליון בשבתו כבית משפט לערעורים פליליים"
7487,"הכרעת-דין-נאשם-בשורה-של-עבירות-מין-ומעש","sex-offenses-criminal-defendant-26551-01-21","פלילי: הרשעת נאשם בשורה של עבירות מין ומעשים מגונים שביצע במספר קטינים (תפחע 26551-01-21)"
7485,"פיצוי-כספי-30000-ומתן-צו-מניעה-בגין-הפליה-אס","injunction-compensation-30-000-15566-11-18","פיצוי כספי 30,000 ומתן צו מניעה בגין הפליה אסורה מחמת דת או מחמת קבוצה דתית מסעדה לא כשרה (תא 15566-11-18)"
7480,"פסד-ניהול-תביעת-גירושין-מחול-באמצעות","rabbinical-court-verdict-lawsuit-divorce-1268530-3","פסד – ניהול תביעת גירושין מחול באמצעות מורשה וזום כאשר הנתבע מתנגד – 1268530-3 – ביהד אשקלון‎‎"
7457,"פסד-בערר-של-זוג-שמבקש-לבטל-שומת-מס-רכיש","purchase-tax-verdict-claim-63044-06-20","פסד בערר של זוג שמבקש לבטל שומת מס רכישה בטענה שאושר להם למכור את דירתם במועד מאוחר יותר (וע 63044-06-20)"
7455,"השופט-יחזקאל-אליהו-החלטה-בבקשה-לצרף-תו","court-judge-decision-request-process-civil","השופט יחזקאל אליהו: החלטה בבקשה לצרף תובענה להליך אזרחי המתקיים בבית משפט במחוז אחר במסגרת סכסוך בין בני זוג (תלהמ 34809-06-21)"
7453,"תעבורה-זיכוי-נהג-משאית-שהואשם-בגרימת-מ","acquittal-56-03-20","תעבורה: זיכוי נהג משאית שהואשם בגרימת מוות ברשלנות (גמר 56-03-20)"
7446,"עורך-דין-פלילי-סרי-לנקה-ייצוג-עורך-דין","criminal-law-lawyer-representation","עורך דין פלילי סרי לנקה | ייצוג עורך דין בסרי לנקה"
7441,"חקירת-ביטוח-חברת-הביטוח-מחויבת-למסור-ל","insurance-company-prosecutor-investigation-ruling","חקירת ביטוח: חברת הביטוח מחויבת למסור לעיון התובע את מלוא חומר החקירה מכוח הלכת סוויסה"
7426,"הסמכת-תובעים-פליליים-ברשויות-המקומיו","criminal","הסמכת תובעים פליליים ברשויות המקומיות ובוועדות המקומיות לתכנון ולבניה"
6554,"ניהול-מאגר-נתוני-זיהוי-פלילי-ואמצעי-זי","defense","ניהול מאגר נתוני זיהוי פלילי ואמצעי זיהוי | מחיקת נתונים לזיהוי גנטי מהמאגר"
5356,"הצעת-חוק-השיפוט-הצבאי","prosecution","הגבלה על מסירת מידע מהמרשם הפלילי וקיצור תקופת הרישום"
2839,"נטל-ההוכחה-לקיומו-של-סייג-לאחריות-פליל","penal","נטל ההוכחה לקיומו של סייג לאחריות פלילית רובץ על כתפיו של הטוען לכך"
7424,"עוד-פלילי","lawsuit-criminal","מערך התביעה הפלילית ברשויות המקומיות  ובוועדות המקומיות לתכנון ולבנייה"
7421,"עורך-דין-פלילי","criminal-evidence","סגירת תיק פלילי בעילת חוסר ראיות ובעילת העדר אשמה"
7386,"אקטואר-מהו-מדע-אקטוארי","article-7386","אקטואר מהו? מדע אקטוארי"
7384,"זיכוי-נאשם-בתקיפת-בת-זוג-מחמת-הספק-שופ","acquittal-defendant-judge-36253-05-20","זיכוי נאשם בתקיפת בת זוג מחמת הספק | שופט איל כהן תפ36253-05-20"
7346,"עוד-פלילי-ייעוץ-ראשוני-לנאשם-בפלילים","criminal-consultation-defendant","עוד פלילי: ייעוץ ראשוני לנאשם בפלילים"
7334,"חלוקת-דירה-שיתופית-בגירושין-בהסתמך-על","apartment-divorce-price-appraisal","חלוקת דירה שיתופית בגירושין- בהסתמך על מחיר שמאות או במחיר התמחרות שוק"
7305,"מהי-רשלנות-עוולת-הרשלנות","article-7305","מהי רשלנות | עוולת הרשלנות"
7303,"הצעת-חוק-דיני-ממונות-התשעא-2011-עם-הסברים","law-laws-2011","הצעת חוק דיני ממונות, התשעא-2011 עם הסברים"
7301,"גירושין-האם-חל-חרם-דרבנו-גרשום-כאשר-נמצ","divorce-get-divorce","גירושין: האם חל חרם דרבנו גרשום כאשר נמצא פסול בגט ואישה מסרבת לקבל גט שני"
7262,"הנדון-חסיון-עורך-דין-לקוח-לעומת-חובת","lawyer-rabbinical-court-law-ownership-fraud-house","הנדון: חסיון עורך דין – לקוח לעומת חובת עורך דין כלפי בית הדין בעלות חשש לרמייה והונאה של הלקוח את בית הדין וחשד למעורבותו של עורך הדין"
7260,"פסד-הסכם-ממון-שנחתם-ובוטל-בפני-נוטריו","prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment","פסד – הסכם ממון שנחתם ובוטל בפני נוטריון; העברת רישום דירה מבעלות בלעדית לבעלות משותפת – 1283069-6 – ביהד חיפה"
7258,"גירושין-רבני-קביעת-בעלות-דירה-שנקנתה-ע","divorce-ownership-apartment-property","גירושין רבני קביעת בעלות דירה שנקנתה עי שעבוד נכס אחד הצדדים"
7256,"רבני-מזונות-ילדים-יסודות-חיוב-בדמי-טיפ","child-support","רבני מזונות ילדים יסודות חיוב בדמי טיפול"
7223,"ערכו-של-צק-מזוייף-שיק-אשר-חתימת-עושהו-ז","signing-14605-01-18","ערכו של צ'ק מזוייף: שיק אשר חתימת עושהו זויפה, אינו אלא פיסת נייר בעלמא | תאמ14605-01-18מנחם נ' לוי ואח'"
7199,"עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין","family-law-lawyer-divorce-wills-law-recommendations","עורך דין גירושין, דיני משפחה וצוואות | עורך דין גירושין המלצות"
7208,"חיוב-מזונות-קטני-קטנים-מחיוב-משפטי-או-מ","alimony-law-1190454-6","חיוב מזונות קטני קטנים מחיוב משפטי או מדין צדקה? תיק 1190454/6"
7197,"פסד-חלוקת-אופציות-ומניות-1268522-4-ביהד-פתח","petah-tikva-rabbinical-court-verdict-8216-1268522-4","פסד – חלוקת &#8216;אופציות' ומניות – 1268522-4 – ביהד פתח תקווה"
7170,"פסד-בתובענה-של-אישה-לביצוע-פסד-בנוגע-ל","verdict-apartment-ownership-35787-02-22","פסד בתובענה של אישה לביצוע פסד בנוגע לדירה שבבעלות בן זוגה לשעבר (תלהמ 35787-02-22)"
7168,"האם-ניתן-להציג-חוות-דעת-פרטית-למומחה-שמ","legal-opinion-expert-house-6211-04-22","האם ניתן להציג חוות דעת פרטית למומחה שמונה מטעם בית המשפט? (רמש 6211-04-22)"
7166,"פסד-תביעת-כתובה-שהגישו-יורשי-האישה-נג","rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1","פסד – תביעת כתובה שהגישו יורשי האישה נגד עזבון בעלה מנישואים שניים כשברור שלא התפיס צררי – 1303958-1 – ביהד חיפה‎‎"
7164,"פסד-הפסד-כתובה-באישה-שיזמה-את-הגירושי","rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2","פסד – הפסד כתובה באישה שיזמה את הגירושין – 1236570-2 – ביהד חיפה‎‎"
7162,"פסד-דחיית-בקשה-לביטול-צו-ירושה-בגלל-צו","inheritance-order-rabbinical-court-haifa-verdict-request-cancellation","פסד – דחיית בקשה לביטול צו ירושה בגלל צוואה ש'נמצאה' לאחר שנים רבות – 491180-3 – ביהד חיפה‎‎"
7160,"האם-הבעל-רשאי-לעכב-את-הגט-בטענה-שערכאות","jerusalem-rabbinical-court-get-divorce-claim-1345115-4","האם הבעל רשאי לעכב את הגט בטענה שערכאות בארהב היטו את דינו – 1345115-4 – ביהד ירושלים"
7158,"פסד-הסכם-מתנה-בין-בני-זוג-כמבסס-קניין-ו","rabbinical-court-verdict-agreement-809633-3","פסד – הסכם מתנה בין בני זוג כמבסס קניין ומוכיח כוונת שיתוף אף ללא רישום – 809633-3 – ביהד הגדול‎‎"
7156,"דחיית-דרישה-לעיכוב-גירושין-לשם-הזמת-טע","rabbinical-court-divorce-claims-process-1353339-1","דחיית דרישה לעיכוב גירושין לשם הזמת טענות שלא החל בירורן שפסיקת הגירושין אינה מושתתת עליהן ושהזמתן מבוקשת לצורך הליך אחר – 1353339-1 – ביהד הגדול‎‎"
7153,"פסד-חיוב-גט-בגין-מאיסות-אישה-בבעל-פירו","rabbinical-court-verdict-get-divorce-divorce-1343730-1","פסד – חיוב גט בגין מאיסות אישה בבעל פירוד ממושך ומשניכר כי פני הצדדים לגירושין – 1343730-1 – ביהד הגדול"
7145,"עונש-פלילי-נאשם-ברצח-אישה-בנתניה-תפח-4710-11-18","punishment-criminal-defendant-4710-11-18","עונש פלילי נאשם ברצח אישה בנתניה (תפח 4710-11-18)"
7140,"תביעה-ייצוגית-מקדונלדס-הטעייה-התוספת","approval-lawsuit","אישור תביעה ייצוגית מקדונלד'ס טענת הטעייה בהגדלת התוספת והשתייה"
7122,"פסק-דין-בערעור-על-החלטה-בעניין-מזונות-ז","verdict-appeal-decision-alimony-29980-04-22","פסק דין בערעור על החלטה בעניין מזונות זמניים ללא שנבדקו צרכי הילדים ונקבעו רמות שכר (רמש 29980-04-22)"
7113,"חלוקת-דירה-הרשומה-על-שם-האישה-משיקולי-מ","apartment-tax-partners","חלוקת דירה הרשומה על שם האישה משיקולי מס אשר נרכשה מכספים משותפים"
7111,"תפ-26290-04-18-מדינת-ישראל-נ-יוספה-ברק","acquittal-offense-criminal-26290-04-18","זיכוי נאשמת מעבירת השגת מידע ממרשם פלילי (תפ 26290-04-18)"
7109,"תא-39115-08-19-פלוני-נ-אלימלך-ואח","car-accident-compensation-39115-08-19","פיצוי בגין תאונת דרכים קורקינט (תא 39115-08-19)"
7106,"תא-40044-06-18-פרויקט-מרכז-נתניה-כחול-לבן-בעמ-וא","verdict-lawsuits-real-estate-40044-06-18","פסק דין העוסק בתביעות כספיות בתחום החוזים בנושאי פרויקטים של בנייה בתחום הנדלן (תא 40044-06-18)"
7103,"תלהמ7679-12-21פלוני-נ-פלונית","7679-12-21","צו המורה לאם להשיב את הקטינים למקום מגוריהם הקודם (תלהמ 7679-12-21)"
7101,"פסק-דין-משמורת-בלעדית-לאם-ושיתופיות-יח","verdict-custody-37049-07-18","פסק דין משמורת בלעדית לאם ושיתופיות יחסית במסגרת איזון משאבים (תלהמ 37049-07-18)"
7093,"זיכוי-נאשם-בתקיפה-הגורמת-חבלה-של-ממש-בט","acquittal-defendant-claim-5455-11-20","זיכוי נאשם בתקיפה הגורמת חבלה של ממש בטענה כי פעל מתוך הגנה עצמית (תפ 5455-11-20)"
7090,"דחיית-בקשה-לסעדים-זמניים-ומתן-סעד-חלופ","verdict-request","דחיית בקשה לסעדים זמניים ומתן סעד חלופי | פסד סטיקספיי קומיוניקיישנס בעמ"
6691,"חזקת-בני-זוג-כנשואים-תוקפם-של-נישואין","judgment-request","פסד רבני: חזקת בני זוג כנשואים – תוקפם של נישואין פרטיים | בקשה לקביעת מעמד לזוג"
7079,"פסק-דין-פיצויי-פיטורין-תביעה-להרמת-מסך","verdict-compensation-lawsuit","פסק דין פיצויי פיטורין תביעה להרמת מסך התקבלה"
7077,"מגדלי-הצעירים-קבוצת-רכישה-תחולת-דיני-ח","laws-law-apartments","מגדלי הצעירים- קבוצת רכישה תחולת דיני חוק המכר דירות | גבאי ואח' נ' קבוצת חג'ג'"
7073,"האם-יש-לחייב-את-הבעל-לשלם-לתובעת-פיצוי","compensation-7837-01-19","האם יש לחייב את הבעל לשלם לאשה לשעבר פיצוי בגין הפרשי שכר בין הצדדים? (תלהמ 7837-01-19)"
7070,"תביעה-בגין-פיצויי-פיטורים-ובנוסף-פיצו","lawsuit-compensation","תביעה בגין פיצויי פיטורים ובנוסף פיצויי הלנת פיצויי פיטורים שהתקבלה במלואה"
7067,"פיצוי-448-אלף-שח-לעובד-שהחליק-על-רצפה-רטוב","compensation-448","פיצוי 448 אלף שח לעובד שהחליק על רצפה רטובה"
7065,"בקשה-לגילוי-מסמכים-בהתאם-להוראות-סעיף-46","rabbinical-court-request-regulations-46","בקשה לגילוי מסמכים בהתאם להוראות סעיף 46 (א) לתקנות בית הדין לעבודה"
7063,"בקשה-לאישור-הסדר-חוב-ובקשות-למתן-צו-לפת","request-approval-procedure-proceedings-11879-05-22","בקשה לאישור הסדר חוב ובקשות למתן צו לפתיחת הליכים ואישור תכנית לשיקום כלכלי (חדלת 11879-05-22)"
7059,"פלילי-זיכוי-מכתב-האישום-נוכח-תחולתה-של","criminal-acquittal-4122-08-21","פלילי: זיכוי מכתב-האישום נוכח תחולתה של הגנת זוטי דברים (תפ 4122-08-21)"
7055,"חיוב-עורכת-דין-בפיצוי-לקוחות-בגין-אי-יי","attorney-compensation-13590-07-17","חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הריסה (תא 13590-07-17)"
7048,"פרשנות-הסכם-גירושין-שיש-בו-ספק-בסעיף-הו","divorce-agreement-pension","פרשנות הסכם גירושין שיש בו ספק בסעיף הוויתור בפנסיה"
