post_id,slug_status,current_url,current_slug,decoded_slug,existing_english_slug,url_is_english,url_has_articles_prefix,title
10483,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/austria-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%90%d7%95%d7%a1%d7%98%d7%a8%d7%99%d7%94-%d7%9c%d7%95%d7%95%d7%99-%d7%95%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%a9%d7%a4%d7%98%d7%99-%d7%91%d7%90%d7%95","עורך-דין-אוסטריה-לווי-וייצוג-משפטי-באו","austria-lawyers",true,false,"עורך דין אוסטריה – לווי וייצוג משפטי באוסטריה"
10480,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%91%D7%92%D7%99%D7%93%D7%94/","%d7%91%d7%92%d7%99%d7%93%d7%94-%d7%9e%d7%a2%d7%a9%d7%94-%d7%94%d7%91%d7%92%d7%99%d7%93%d7%94-%d7%9e%d7%94-%d7%96%d7%94-%d7%91%d7%92%d7%99%d7%93%d7%94-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f","בגידה-מעשה-הבגידה-מה-זה-בגידה-עורך-דין","",false,false,"בגידה | מעשה הבגידה | מה זה בגידה? | עורך דין גירושין"
10465,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/mexico-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a7%d7%a1%d7%99%d7%a7%d7%95-%d7%99%d7%99%d7%a6%d7%95%d7%92-%d7%9e%d7%a9%d7%a4%d7%98%d7%99-%d7%91%d7%9e%d7%a7%d7%a1%d7%99%d7%a7%d7%95","עורך-דין-מקסיקו-ייצוג-משפטי-במקסיקו","mexico-lawyers",true,false,"עורך דין מקסיקו | עו""ד ייצוג משפטי במקסיקו"
10453,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/argentina-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%a8%d7%92%d7%a0%d7%98%d7%99%d7%a0%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%90%d7%a8%d7%92%d7%a0%d7%98%d7%99","עורך-דין-בארגנטינה-עוד-ישראלי-ארגנטי","argentina-lawyers",true,false,"עורך דין בארגנטינה | עו""ד ישראלי ארגנטינה"
10445,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision20043-03-23/","%d7%94%d7%a9%d7%95%d7%a4%d7%98-%d7%a2%d7%9e%d7%99-%d7%a7%d7%95%d7%91%d7%95-%d7%94%d7%97%d7%9c%d7%98%d7%94-%d7%a2%d7%9c-%d7%9e%d7%a2%d7%a6%d7%a8-%d7%a2%d7%93-%d7%aa%d7%95%d7%9d-%d7%94%d7%94%d7%9c","השופט-עמי-קובו-החלטה-על-מעצר-עד-תום-ההל","decision20043-03-23",true,false,"השופט עמי קובו: החלטה על מעצר עד תום ההליכים ללא הפניה לשירות המבחן"
10411,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/buy-real-estate-cyprus/","%d7%94%d7%90%d7%9d-%d7%96%d7%94-%d7%96%d7%9e%d7%9f-%d7%98%d7%95%d7%91-%d7%9c%d7%a7%d7%a0%d7%95%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%91%d7%a9%d7%a0%d7%aa-2024","האם-זה-זמן-טוב-לקנות-נכס-בקפריסין-בשנת-2024","buy-real-estate-cyprus",true,false,"השקעות נדל""ן בקפריסין 2024 | ‫עלויות נדל”ן קפריסין"
10405,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/tax-guide-portugal/","%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a4%d7%95%d7%a8%d7%98%d7%95%d7%92%d7%9c-%d7%9e%d7%99%d7%a1%d7%95%d7%99-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a9%d7%a4%d7%98%d7%99","השקעות-בפורטוגל-מיסוי-מדריך-משפטי","tax-guide-portugal",true,false,"השקעות בפורטוגל מיסוי | מדריך משפטי"
10386,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/greece-financing/","%d7%9e%d7%99%d7%9e%d7%95%d7%9f-%d7%a4%d7%a8%d7%95%d7%99%d7%99%d7%a7%d7%98%d7%99%d7%9d-%d7%95%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%99%d7%9e%d7%95%d7%9f-%d7%94%d7%a9","מימון-פרוייקטים-ונדלן-ביוון-מימון-הש","greece-financing",true,false,"מימון פרוייקטים ונדל""ן ביוון | מימון השקעות"
10377,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/investing-in-greece/","%d7%94%d7%a9%d7%a7%d7%a2%d7%94-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99%d7%a2%d7%99%d7%9d-%d7%99%d7%a9%d7%a8%d7%90%d7%9c","השקעה-ביוון-מדריך-מקיף-למשקיעים-ישראל","investing-in-greece",true,false,"השקעה ביוון: מדריך מקיף למשקיעים ישראלים ולחברות"
10371,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision53041-12-20a/","%d7%91%d7%99%d7%94%d7%9e%d7%a9-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%97%d7%93%d7%a8%d7%94-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a4%d7%a2%d7%aa","ביהמש-לענייני-משפחה-חדרה-השופטת-יפעת","decision53041-12-20a",true,false,"ביהמ""ש לענייני משפחה חדרה, השופטת יפעת שקדי שץ: פס""ד עניינים רכושיים, ביטול רשיון שימוש מקרקעין והמשמעות של הסכם נישואין כהסכם לפי חוק יחסי ממון (תמ""ש 53041-12-20)"
10349,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/family-law-italy/","%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%90%d7%99%d7%98%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%a2%d7%95","גירושין-באיטליה-עוד-לענייני-משפחה-עו","family-law-italy",true,false,"גירושין באיטליה | עו""ד לענייני משפחה | עורך דין גירושין"
10346,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision30452-07-20/","%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%a2%d7%a4%d7%a8%d7%94-%d7%92%d7%99%d7%90-%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a8%d7%9b%d7%95%d7%a9%d7%99%d7%aa-%d7%9c%d7%a4%d7%99%d7%a8%d7%95%d7%a7-%d7%a9%d7%99","השופטת-עפרה-גיא-תביעה-רכושית-לפירוק-שי","decision30452-07-20",true,false,"השופטת עפרה גיא: תביעה רכושית לפירוק שיתוף (חלוקת רכוש גירושין הסכם ממון)"
10342,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision67437-12-18/","%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%a8%d7%95%d7%a0%d7%99%d7%aa-%d7%92%d7%95%d7%a8%d7%91%d7%99%d7%a5-%d7%a4%d7%a1%d7%93-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%9c%d7%a4%d7%99%d7%a8%d7%95%d7%a7","השופטת-רונית-גורביץ-פסד-בתביעה-לפירוק","decision67437-12-18",true,false,"השופטת רונית גורביץ: פס""ד בתביעה לפירוק שיתוף כנגד צדדים שלישיים בשל טענה להברחת נכסים ע""י הבעל | חלוקת רכוש גירושין"
10334,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/spain-real-estate/","%d7%a1%d7%a4%d7%a8%d7%93-%d7%94%d7%a9%d7%a7%d7%a2%d7%94-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2024-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-%d7%9e%d7%9b%d7%99%d7%a8%d7%94-%d7%a7","ספרד-השקעה-בנדלן-מדריך-2024-רכישה-מכירה-ק","spain-real-estate",true,false,"קניית בית בספרד | השקעה בנדל""ן ספרד -מדריך 2024 רכישה מכירה"
10325,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/portugal-real-estate/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%9c%d7%a9%d7%a0%d7%aa-2024-%d7%95%d7%99%d7%96%d7%aa-%d7%94%d7%96%d7%94%d7%91-%d7%a9%d7%9c-%d7%a4","מדריך-השקעות-נכסים-לשנת-2024-ויזת-הזהב-של-פ","portugal-real-estate",true,false,"מדריך נדל""ן פורטוגל | רכישת דירה בפורטוגל | השקעה בפורטוגל"
10310,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision42377-09-22/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%9e%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%aa%d7%a7%d7%99%d7%a4%d7%aa-%d7%91%d7%aa-%d7%96%d7%95%d7%92-%d7%aa%d7%a4-42377-09-22","פסק-דין-זיכוי-מאישום-תקיפת-בת-זוג-תפ-42377-09-22","decision42377-09-22",true,false,"פסק דין זיכוי מאישום תקיפת בת זוג | ת""פ 42377-09-22 מדינת ישראל נ' אוזנה"
10296,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/grounds-for-divorce-united-states/","%d7%a2%d7%99%d7%9c%d7%95%d7%aa-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa","עילות-גירושין-ארצות-הברית","grounds-for-divorce-united-states",true,false,"עילות גירושין (ארצות הברית)"
10280,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/real-estate-malta/","%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%9e%d7%9c%d7%98%d7%94-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94%d7%a9%d7%a7%d7%a2%d7%94-%d7%91%d7%a0%d7%9b%d7%a1-%d7%a7%d7%a0%d7%99%d7%94-%d7%95","רכישת-נכס-מלטה-מדריך-השקעה-בנכס-קניה-ו","real-estate-malta",true,false,"רכישת נכס מלטה | מדריך השקעה בנכס קניה ומכירה | מגורים במלטה"
10269,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/malta-citizenship-by-investment/","%d7%90%d7%96%d7%a8%d7%97%d7%95%d7%aa-%d7%9e%d7%9c%d7%98%d7%94-%d7%a2%d7%9c%d7%99%d7%93%d7%99-%d7%94%d7%a9%d7%a7%d7%a2%d7%94-2024-%d7%9e%d7%92%d7%95%d7%a8%d7%99%d7%9d-%d7%91%d7%94%d7%a9%d7%a7%d7%a2","אזרחות-מלטה-עלידי-השקעה-2024-מגורים-בהשקע","malta-citizenship-by-investment",true,false,"אזרחות מלטה תמורת השקעה 2024: מלטה ויזת זהב תושבות קבע"
10264,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%A9%D7%9C-%D7%94%D7%AA%D7%95%D7%91%D7%A2%D7%AA-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A2%D7%9C-%D7%A1%D7%9A-1000000-%D7%A9%D7%97/","%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-2023-%d7%aa%d7%91%d7%99%d7%a2%d7%aa-%d7%9b%d7%aa%d7%95%d7%91%d7%94-%d7%a9%d7%9c-%d7%94%d7%aa%d7%95%d7%91%d7%a2%d7%aa-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%a2","גירושין-2023-תביעת-כתובה-של-התובעת-האישה-ע","",false,false,"גירושין 2023: תביעת כתובה של התובעת-האישה על סך 1,000,000 ש""ח"
10258,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/ukraine-lawyers/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%95%d7%a7%d7%a8%d7%90%d7%99%d7%a0%d7%94-%d7%a2%d7%95%d7%93-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%91%d7%90%d7%95%d7%a7%d7%a8%d7%90","עורך-דין-באוקראינה-עוד-ישראלי-באוקרא","ukraine-lawyers",true,false,"עורך דין באוקראינה | עו""ד ישראלי באוקראינה"
10239,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/","%d7%98%d7%a2%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%94%d7%9e%d7%a0%d7%a2-%d7%9e%d7%94%d7%9f-%d7%91%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1","טעויות-שיש-להמנע-מהן-ברכישת-נכס-בקפריס","avoiding-mistakes-when-buying-property-in-cyprus",true,false,"טעויות שיש להמנע מהן ברכישת נכס בקפריסין"
10230,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/decision22431-08-19/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%a2%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%93%d7%95%d7%92%d7%9e%d7%a0%d7%95%d7%aa","פסק-דין-פלילי-בעלים-של-סוכנות-דוגמנות","decision22431-08-19",true,false,"פסק דין פלילי | בעלים של סוכנות דוגמנות הנאשם בעבירות מין בלקוחותיו (תפ""ח 22431-08-19)"
10227,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/21336-03-22/","%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a8%d7%93%d7%a0%d7%94-%d7%a1%d7%a8%d7%95%d7%a1%d7%99-%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a8-%d7%9e%d7%a1-%d7%a9%d7%91%d7%97-%d7%a9","השופטת-ירדנה-סרוסי-זכאות-לפטור-מס-שבח-ש","21336-03-22",true,false,"השופטת ירדנה סרוסי: זכאות לפטור מס שבח שניתן למוכר שבבעלותו דירה יחידה (ו""ע 21336-03-22)"
10218,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/thailand-civil-code/","%d7%94%d7%a7%d7%95%d7%93-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%95%d7%94%d7%9e%d7%a1%d7%97%d7%a8%d7%99-%d7%a9%d7%9c-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93","הקוד-האזרחי-והמסחרי-של-תאילנד","thailand-civil-code",true,false,"הקוד האזרחי והמסחרי של תאילנד"
10214,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/thailand-real-estate/","%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2023","רכישת-דירה-בתאילנד-מדריך-נדלן-תאילנד-2023","thailand-real-estate",true,false,"איך קונים בית בתאילנד? | מדריך השקעות נדל""ן בתאילנד"
10157,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/real-estate-investment-strategies-for-2023/","%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9c%d7%a9%d7%a0%d7%aa-2023","אסטרטגיות-השקעות-בנדלן-לשנת-2023","real-estate-investment-strategies-for-2023",true,false,"אסטרטגיות השקעות בנדל""ן לשנת 2023"
10175,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/common-construction-defects-and-how-to-manage-them/","%d7%93%d7%99%d7%a8%d7%94-%d7%97%d7%93%d7%a9%d7%94-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99-%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%a0%d7%a4%d7%95%d7%a6%d7%99%d7%9d-%d7%95%d7%9b","דירה-חדשה-רכישה-ליקויי-בנייה-נפוצים-וכ","common-construction-defects-and-how-to-manage-them",true,false,"דירה חדשה רכישה | ליקויי בנייה נפוצים וכיצד לטפל בהם"
10169,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/building-science/","%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%a0%d7%93%d7%a1%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f","מדעי-הבניין-הנדסת-בניין","building-science",true,false,"מדעי הבניין | הנדסת בניין"
10163,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%94-%D7%A2%D7%9C-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9C%D7%99%D7%A7%D7%95%D7%99%D7%99%D7%9D/","%d7%94%d7%a7%d7%91%d7%9c%d7%9f-%d7%a8%d7%95%d7%a6%d7%94-%d7%a9%d7%90%d7%97%d7%aa%d7%95%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99%d7%9d-%d7%a9%d7%a0%d7%9e%d7%a6%d7%90%d7%95-%d7%91","הקבלן-רוצה-שאחתום-על-הליקויים-שנמצאו-ב","",false,false,"הקבלן רוצה שאחתום על הליקויים שנמצאו בבדק בית נפתרו/פתוחים. מה עלי לעשות?"
10154,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A1%D7%95%D7%9B%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%98%D7%95%D7%91/","%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%93%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%9a-%d7%9c%d7%9e%d7%a6%d7%95%d7%90-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%98%d7%95%d7%91","מתווך-דירות-איך-למצוא-סוכן-נדלן-טוב","",false,false,"מתווך דירות: איך למצוא סוכן נדל""ן טוב"
10146,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/property-investment-calculator/","%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c","מחשבון-השקעות-בנכסים-דירוג-השקעות-נדל","property-investment-calculator",true,false,"מחשבון השקעות בנכסים | דירוג השקעות נדל""ן"
10143,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/real-estate-development/","%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a7%d7%a8%d7%a7%d7%a2","פיתוח-נדלן-פיתוח-קרקע","real-estate-development",true,false,"פיתוח נדל""ן | פיתוח קרקע"
10139,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%91%D7%95%D7%92%D7%A8-%D7%9C%D7%99%D7%9E%D7%95%D7%93%D7%99-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%90%D7%A8%D7%94%D7%91/","%d7%91%d7%95%d7%92%d7%a8-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%90%d7%a8%d7%94%d7%91","בוגר-לימודי-נדלן-בארהב","",false,false,"בוגר לימודי נדל""ן בארה""ב"
10136,NEEDS_TRANSLATION,"http://jus-tice.co.il/articles/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A7%D7%99%D7%A3-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%A8%D7%90%D7%A9%D7%95%D7%A0%D7%94/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94","מדריך-מקיף-לקניית-דירה-ראשונה","",false,true,"מדריך מקיף לקניית דירה ראשונה"
10130,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A7%D7%99%D7%A3-%D7%9C%D7%AA%D7%94%D7%9C%D7%99%D7%9A-%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%93%D7%99%D7%A8%D7%94/","%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%98%d7%9c","מדריך-מקיף-לתהליך-רכישת-דירה-רשימת-מטל","",false,false,"מדריך מקיף לתהליך רכישת דירה: רשימת מטלות צ'ק ליסט"
10123,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/international-agreement-greece-dtpa/","%d7%90%d7%9e%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%94%d7%a8%d7%a4%d7%95%d7%91%d7%9c%d7%99%d7%a7%d7%94-%d7%94%d7%94%d7%9c%d7%a0%d7%99%d7%aa-%d7%9c%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99","אמנה-בין-הרפובליקה-ההלנית-לבין-מדינת-י","international-agreement-greece-dtpa",true,false,"אמנת מס ישראל יוון | השקעות נדל""ן"
10100,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%9E%D7%99%D7%A1%D7%95%D7%99-%D7%A0%D7%93%D7%9C%D7%9F-%D7%99%D7%95%D7%95%D7%9F-%D7%97%D7%95%D7%A7-%D7%9E%D7%A1-4223/","%d7%97%d7%95%d7%a7-%d7%9e%d7%99%d7%a1%d7%95%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%99%d7%95%d7%95%d7%9f-%d7%97%d7%95%d7%a7-%d7%9e%d7%a1-4223-%d7%9e%d7%a1-%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%a2%d7%9c","חוק-מיסוי-נדלן-יוון-חוק-מס-4223-מס-בעלות-על","",false,false,"חוק מיסוי נדלן יוון: חוק מס. 4223 מס בעלות על נכס אחיד והוראות אחרות"
10095,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/south-african-property-law/","%d7%a2%d7%95%d7%93-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%95%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%93%d7%a8%d7%95%d7%9d-%d7%90%d7%a4%d7%a8%d7%99%d7%a7%d7%94","עוד-דיני-מקרקעין-וקניין-בדרום-אפריקה","south-african-property-law",true,false,"עו""ד דיני מקרקעין וקניין בדרום אפריקה"
10089,NEEDS_TRANSLATION,"http://jus-tice.co.il/israeli_land_and_property_laws/","%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a7%d7%a8%d7%a7%d7%a2%d7%99%d7%9f-%d7%97%d7%95%d7%a7%d7%99-%d7%94%d7%a7%d7%a8%d7%a7%d7%a2-%d7%95%d7%94%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%91%d7%99","עורך-דין-מקרקעין-חוקי-הקרקע-והקניין-בי","",false,false,"עורך דין מקרקעין | חוקי הקרקע והקניין בישראל"
10085,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/real-estate-united-kingdom/","%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%90%d7%a0%d7%92%d7%9c%d7%99%d7%94-%d7%a2%d7%95%d7%93-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a7%d7%a0","רכישת-דירה-באנגליה-עוד-השקעות-נדלן-קנ","real-estate-united-kingdom",true,false,"השקעות נדל""ן באנגליה – מדריך למשקיע | קניית דירה לונדון"
10082,ENGLISH_URL_HEBREW_SLUG,"http://jus-tice.co.il/879928-4/","%d7%94%d7%aa%d7%97%d7%99%d7%99%d7%91%d7%95%d7%aa-%d7%91%d7%94%d7%a1%d7%9b%d7%9d-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9c%d7%94%d7%a2%d7%91%d7%99%d7%a8-%d7%93%d7%99%d7%a8%d7%94-%d7%94%d7%a9","התחייבות-בהסכם-גירושין-להעביר-דירה-הש","879928-4",true,false,"התחייבות בהסכם גירושין להעביר דירה השייכת להורים – 879928-4 – ביה""ד אריאל‎"
10073,NEEDS_TRANSLATION,"http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%95%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%AA/","%d7%a6%d7%95%d7%95%d7%90%d7%95%d7%aa-%d7%95%d7%99%d7%a8%d7%95%d7%a9%d7%95%d7%aa-%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f","צוואות-וירושות-בחירת-עורך-דין","",false,false,"עו""ד צוואות וירושות בחירת עורך דין"
