post_id,post_type,wp_status,current_url,current_slug,current_title,author_id,published_date,modified_date,category_names,tag_names,excerpt
11969,articles,publish,http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%96%D7%95%D7%9C-%D7%95%D7%9C%D7%94%D7%A8%D7%95%D7%95%D7%99%D7%97/,%d7%90%d7%99%d7%9a-%d7%9c%d7%a7%d7%a0%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%96%d7%95%d7%9c-%d7%95%d7%9c%d7%94%d7%a8%d7%95%d7%95%d7%99%d7%97-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94,איך לקנות נדל&#8221;ן בזול ולהרוויח: המדריך המלא 2025,282,2025-02-12,2025-02-12,,,"לקנות נכס נדל&#8221;ן במחיר מציאה ולצאת ברווח נאה הוא חלומם של רבים. בישראל, שבה מחירי הדיור האמירו בכ-20% בשנה אחת בלבד במהלך 2022, איתור עסקאות זולות הופך למאתגר אך מתגמל במיוחד. מדריך זה יסייע לכם "
11965,articles,publish,http://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,%d7%9e%d7%94%d7%95-%d7%99%d7%95%d7%a2%d7%a5-%d7%a0%d7%93%d7%9c%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%94%d7%91%d7%a0%d7%aa-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95,מהו יועץ נדל&#8221;ן? מדריך מקיף להבנת תפקידו וערכו,282,2025-02-11,2025-02-11,,,"כאשר מדובר בניווט בעולם המורכב של הנדל&#8221;ן, קבלת הכוונה נכונה יכולה לעשות את כל ההבדל. בין אם אתה קונה בית ראשון, משקיע בנכס מסחרי או מוכר קרקע, המומחיות של יועץ נדל&#8221;ן יכולה להיות בעלת ערך ר"
11960,articles,publish,http://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,%d7%94%d7%90%d7%9d-%d7%9b%d7%93%d7%90%d7%99-%d7%9c%d7%a2%d7%91%d7%95%d7%93-%d7%a2%d7%9d-%d7%99%d7%95%d7%a2%d7%a5-%d7%a0%d7%93%d7%9c%d7%9f,האם כדאי לעבוד עם יועץ נדל&#8221;ן?,282,2025-02-11,2025-02-11,,,"&nbsp; יועץ נדל&#8221;ן יועצי נדל&#8221;ן מספקים מחקר, ניתוח, תכנון, אסטרטגיה וניהול בעת הערכה, רכישה, מכירה, פיתוח, שיפור ומימון נכסי נדל&#8221;ן כחלק מתיק השקעות. מאחר והשקעות נדל&#8221;ן עלולות להי"
11952,articles,publish,http://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%95%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%9E%D7%A9%D7%A4%D7%98%D7%99/,%d7%9e%d7%a7%d7%a8%d7%99-%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa-%d7%91%d7%9c%d7%99%d7%93%d7%94-%d7%95%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%9e%d7%a9%d7%a4%d7%98%d7%99,מקרי רשלנות רפואית בלידה וטיפול משפטי בייצוג עורך דין,282,2025-02-10,2025-02-10,,,"רשלנות רפואית בלידה היא מצב שבו רופא, מיילדת או צוות רפואי מבצעים טעות או מחדל במהלך ההיריון, הלידה או לאחריה, וכתוצאה מכך נגרם נזק ליולדת או לתינוק. רשלנות זו יכולה לכלול אי-אבחון או אבחון מאוחר של מ"
11948,articles,publish,http://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,%d7%94%d7%a9%d7%a7%d7%a2%d7%94-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%97%d7%95%d7%9c-%d7%9c%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99%d7%9d-2025-%d7%94%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%94,"השקעה בנדל&#8221;ן בחו&#8221;ל לישראלים (2025) המדריך המלא לקנייה, השכרה ו-Airbnb",282,2025-02-09,2025-02-09,,,"למה יותר ויותר ישראלים בוחרים להשקיע בנדל&#8221;ן בחו&#8221;ל? מעולם לא היה קל יותר, אך גם מורכב יותר, להשקיע בנדל&#8221;ן מעבר לגבולות הארץ. בעשור האחרון אנו עדים לעלייה מסיבית במספר הישראלים הפונים "
11942,articles,publish,http://jus-tice.co.il/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%9E%D7%A0%D7%94%D7%98%D7%9F-%D7%9E%D7%94-%D7%97%D7%95%D7%91%D7%94-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A2%D7%A1%D7%A7%D7%94/,%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%9e%d7%a0%d7%94%d7%98%d7%9f-%d7%9e%d7%94-%d7%97%d7%95%d7%91%d7%94-%d7%9c%d7%91%d7%93%d7%95%d7%a7-%d7%9c%d7%a4%d7%a0%d7%99-%d7%91,מדריך רכישת נדל&#8221;ן במנהטן 2025,282,2025-02-06,2025-03-10,,,"קניית נדל&#8221;ן במנהטן עשויה להישמע כמו חלום מזהיר: העיר שמסמלת את כוחו של הכלכלי העולמי, בעלת גורדי שחקים על רקע נופי הנהר, ומרכז שוק תוסס ומגוון. אלא שבפועל, המסע לרכישת נכס בניו יורק גדול ועשיר ב"
11934,articles,publish,http://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%a0%d7%99%d7%95-%d7%99%d7%95%d7%a8%d7%a7-%d7%9e%d7%91%d7%98-%d7%9e%d7%95%d7%a8%d7%97%d7%91-%d7%9c%d7%9e%d7%a9,מה חשוב לדעת על השקעות נדל&#8221;ן בניו יורק | ניתוח כדאיות השקעה במנהטן מול ערים אחרות בעולם,282,2025-02-05,2025-02-06,,,אין לך נסיון בהשקעות נדל&#8221;ן בניו יורק? הגדרת המטרות שלך לפני שאתה מתחיל עוזרת לקבוע אסטרטגיית נדל&#8221;ן מוצלחת להשקעה. יש הרבה סיבות טובות לרכישת נכס להשקעה בניו יורק: 1. מדוע להגדיר מטרות השקע
11930,articles,publish,http://jus-tice.co.il/strategic-divorce-cost-planning/,%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9d-%d7%97%d7%9b%d7%9e%d7%99%d7%9d-2025-%d7%9b%d7%9a-%d7%aa%d7%a0%d7%94%d7%9c%d7%95-%d7%90%d7%aa-%d7%a4%d7%aa%d7%99%d7%97%d7%aa-%d7%94%d7%9c%d7%99%d7%9a-%d7%94,גירושים חכמים 2025: כך תנהלו את פתיחת הליך הגירושין באסטרטגיה נכונה ועלויות מחושבות,282,2025-02-03,2025-02-03,,,"מבוא: כך תנהלו את הליך פתיחת תיק הגירושין שלב אחר שלב לעיתים מתעורר צורך להוביל תהליך גירושין באופן מתוכנן ומדויק, בדומה לניהול פרויקט מורכב בעל נקודות הכרעה חשובות, עלויות משמעותיות והשפעות ארוכות-טו"
11922,articles,publish,http://jus-tice.co.il/%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%93%D7%9C%D7%9F-%D7%95%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA%D7%99%D7%95/,%d7%a9%d7%a0%d7%aa-2025-%d7%9e%d7%94-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%95%d7%a2%d7%9c%d7%95%d7%99,שנת 2025 | מה עושה עורך דין נדל&#8221;ן ומהן העלויות הכרוכות בעבודתו,282,2025-02-01,2025-02-01,,,"בעידן המודרני, תחום הנדל&#8221;ן מהווה אחת מהתעשיות המשפיעות והמרכזיות בכלכלה ובחיי היום-יום. לצד זאת, עורך דין נדל&#8221;ן משחק תפקיד מכריע בניהול הסיכונים המשפטיים והכלכליים של עסקאות נדל&#8221;ן, ב"
11918,articles,publish,http://jus-tice.co.il/%D7%90%D7%99%D7%9A-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9-%D7%A0%D7%9B%D7%95%D7%9F-%D7%95%D7%9E%D7%94%D7%A8/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%a1%d7%91%d7%99%d7%a8-%d7%90%d7%99%d7%9a-%d7%9c%d7%94%d7%aa%d7%92%d7%a8%d7%a9-%d7%a0%d7%9b%d7%95%d7%9f,עורך דין גירושין מסביר איך להתגרש נכון ומהר ולשמור על הזכויות | עו&#8221;ד מגשרת רוטנברג,282,2025-02-01,2025-02-01,,,"בימינו, כאשר המציאות החברתית משתנה במהירות והנורמות החברתיות מתעדכנות כל העת, ניכרת התופעה הגוברת של פירוק קשרי זוגיות והתהוות תהליכי גירושין. התופעה אינה נובעת רק משינויים תרבותיים וכלכליים, אלא גם מ"
11914,articles,publish,http://jus-tice.co.il/lawyer-ai-course/,%d7%a7%d7%95%d7%a8%d7%a1-%d7%91%d7%99%d7%a0%d7%94-%d7%9e%d7%9c%d7%90%d7%9b%d7%95%d7%aa%d7%99%d7%aa-ai-%d7%9e%d7%aa%d7%a7%d7%93%d7%9d-%d7%9c%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%94,קורס בינה מלאכותית AI מתקדם לעורכי דין | הכשרת עורכי דין בתחום הAI,282,2025-02-01,2025-02-01,,,"במהלך העשורים האחרונים, הבינה המלאכותית (AI) עברה תהליך מהפכני ששינה את פני העולם בתחומים רבים – מהנדסה, רפואה, תעשייה ואפילו המשפט. בעולם המשפטי, בו ההחלטות מתקבלות על בסיס ידע, ניתוחים מעמיקים והבנה"
11910,articles,publish,http://jus-tice.co.il/what-is-cyberattack/,%d7%9e%d7%aa%d7%a7%d7%a4%d7%aa-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%9e%d7%94%d7%99-%d7%94%d7%92%d7%93%d7%a8%d7%95%d7%aa-%d7%9e%d7%95%d7%a0%d7%97%d7%99%d7%9d-%d7%95%d7%94%d7%9b%d7%a8%d7%aa-%d7%98%d7%9b,מתקפת סייבר מהי? הגדרות מונחים והכרת טכנולוגיות בתחום התקפת סייבר,282,2025-02-01,2025-02-01,,,"התקפת סייבר (או מתקפת סייבר) מתרחשת כאשר מתבצעת פעולה לא מורשית כלפי תשתית מחשוב, מה שמפר את סודיות, שלמות או זמינות התוכן שלה. מתקפת סייבר: מתקפת סייבר היא פעולה זדונית שמבוצעת באמצעות מחשבים, רשתות "
11904,articles,publish,http://jus-tice.co.il/cybercrime-lawyer-roll/,%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%9e%d7%9e%d7%91%d7%98-%d7%90%d7%99%d7%a9%d7%99-%d7%a2%d7%9c-%d7%aa%d7%a4%d7%a7%d7%99%d7%93%d7%95-%d7%a9%d7%9c-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2,סקירה ממבט אישי על תפקידו של עורך דין לענייני פשעי סייבר,282,2025-02-01,2025-02-01,,,"בעידן הדיגיטלי שבו אנו חיים, חלה מהפכה עצומה כמעט בכל תחום – גם בעולם המשפט. עם התפתחות הטכנולוגיה והאינטרנט, נולדה תופעה חדשה שמאתגרת לא רק את המערכות הטכנולוגיות אלא גם את המערכת המשפטית – פשעי הסיי"
11901,articles,publish,http://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F/,%d7%9c%d7%94%d7%a9%d7%a7%d7%99%d7%a2-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%90%d7%95-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%94%d7%a9%d7%95%d7%95%d7%90%d7%aa-%d7%a9%d7%95%d7%a7-%d7%94%d7%a0,להשקיע ביוון או בקפריסין? השוואת שוק הנדל&#8221;ן קפריסין מול יוון,282,2025-01-29,2025-01-29,,,"שוק הנדל&#8221;ן באזור הים התיכון מושך אליו משקיעים זרים רבים, לרבות ישראלים, שמעוניינים לגוון את תיק ההשקעות שלהם ולהגיע להזדמנויות ייחודיות. שתיים מהמדינות הנחשבות למוקד משיכה למשקיעים הן קפריסין וי"
11898,articles,publish,http://jus-tice.co.il/%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%99%D7%A8%D7%95%D7%A7%D7%94-%D7%AA%D7%9B%D7%A0%D7%95%D7%9F-%D7%A2%D7%99%D7%A8%D7%95%D7%A0%D7%99-%D7%95%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%90%D7%A0%D7%A8%D7%92%D7%98%D7%99%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%95%D7%9F/,%d7%9e%d7%92%d7%9e%d7%95%d7%aa-%d7%95%d7%94%d7%aa%d7%a4%d7%aa%d7%97%d7%95%d7%99%d7%95%d7%aa-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%94%d7%99%d7%a8%d7%95%d7%a7%d7%94,"מגמות והתפתחויות בתחום הבנייה הירוקה, תכנון עירוני ופרויקטים אנרגטיים ביוון &#8211; סקירה 2025 לישראלים",282,2025-01-29,2025-01-29,,,"יוון, בדומה למדינות אחרות בדרום אירופה, עוברת בשנים האחרונות תהליכי שינוי נרחבים בתחומי הנדל&#8221;ן, התשתיות והתכנון העירוני. כמו בקפריסין, גם ביוון אנו מזהים עלייה ניכרת בהתעניינות מצד משקיעים זרים "
11888,articles,publish,http://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%a2%d7%9c-%d7%a9%d7%95%d7%a7-%d7%94%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-2025-%d7%9c,סקירה על שוק הנדל&#8221;ן בקפריסין &#8211; מדריך 2025 למשקיעים ישראלים בקפריסין,282,2025-01-29,2025-01-29,,,"&nbsp; מבוא כללי לשוק הנדל&#8221;ן בקפריסין קפריסין הפכה בשנים האחרונות ליעד מבוקש עבור משקיעים זרים ויזמי נדל&#8221;ן מכל העולם, ובמיוחד עבור ישראלים המחפשים הזדמנויות השקעה מגוונות. האי הקטן שבמזרח "
11880,articles,publish,http://jus-tice.co.il/cyber-lawyer/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%a2%d7%95%d7%93-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%a1%d7%99%d7%99%d7%91%d7%a8-%d7%93%d7%99%d7%a0,עורך דין סייבר | עו&#8221;ד לענייני סייבר | דיני סייבר והגנת פרטיות,282,2025-01-28,2025-01-28,,,"עורך דין סייבר אבטחת מידע וסייבר: פתרונות מתקדמים להגנה וניהול סיכונים בעידן הדיגיטלי בתקופה שבה מתקפות סייבר הופכות תכופות, מתוחכמות ומסוכנות יותר מאי פעם, אנו מספקים ללקוחותינו סל פתרונות מקיף ומקצו"
11878,articles,publish,http://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,%d7%9e%d7%97%d7%99%d7%a8%d7%95%d7%9f-2025-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5-%d7%a1%d7%a7%d7%99%d7%a8%d7%94-%d7%95%d7%94%d7%a9,מחירון 2025 עורך דין פלילי מומלץ | סקירה והשוואת עלויות עו&#8221;ד פלילי + טיפים,282,2025-01-28,2025-01-28,,,"הליך פלילי, מעצם טיבו, הוא אחד התהליכים הדרמטיים והמשפיעים ביותר על חירותו ומעמדו של אדם. כאשר אדם עומד בפני חשד או אישום בעבירה פלילית, הבחירה בעורך דין פלילי המתאים עשויה לקבוע אם יצליח להגן על שמו,"
11868,articles,publish,http://jus-tice.co.il/trusted-divorce-attorney-guide/,%d7%94%d7%9c%d7%99%d7%9b%d7%99-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%9e,הליכי גירושין: בחירת עורך דין לענייני משפחה מומלץ בעל נסיון ומוניטין | מומחיות בעולם דיני המשפחה,283,2025-01-23,2025-01-23,,,"המרחב המשפטי בארץ שופע תחומים מורכבים, אך מעטים הם הענפים שבהם נפגשים החוק, הרגש והחיים האישיים בעוצמה כה רבה כפי שקורה בדיני המשפחה. מטרת המאמר הנוכחי היא לספק סקירה מקיפה &#8211; הן מבחינת היקף והן "
11866,articles,publish,http://jus-tice.co.il/prenup-not-valid/,%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%aa%d7%9c%d7%94%d7%9e-34872-06-22-%d7%94%d7%a1%d7%9b%d7%9d-%d7%94%d7%9e%d7%9e%d7%95%d7%9f-%d7%a0%d7%9e%d7%a6%d7%90-%d7%9c%d7%90-%d7%aa%d7%a7%d7%a3,פסק דין תלה&#8221;מ 34872-06-22 | הסכם הממון נמצא לא תקף הגרושה קיבלה חלק מהאימפריה הכלכלית,282,2025-01-20,2025-01-20,,,"&nbsp; מערכת המשפט בישראל מייחסת חשיבות מיוחדת להכרעות בענייני משפחה, ובפרט כשמדובר בנושאים מורכבים הקשורים לרכוש ולממון הנצבר במהלך הנישואין. מקרה זה ממחיש כיצד עשוי להתנהל דיון משפטי יסודי, ומדוע יש"
11857,articles,publish,http://jus-tice.co.il/investing-in-greece-real-estate/,%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%99%d7%95%d7%95%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a4%d7%95%d7%a8%d7%98-%d7%9c%d7%9e%d7%a9%d7%a7%d7%99,השקעות נדלן ביוון – מדריך מפורט למשקיע 2025 | תחזית 2026 יוון השקעות,282,2025-01-19,2025-01-19,,,"אין זה מפתיע שיותר ויותר משקיעים מזהים את יוון כיעד נדל&#8221;ן מבוקש. המדינה, השוכנת בדרום מזרח אירופה, טומנת בחובה חופים עוצרי נשימה, היסטוריה מרתקת ותרבות קולינרית עשירה (טברנות, אוכל ים-תיכוני אות"
11853,articles,publish,http://jus-tice.co.il/online-family-law-services/,%d7%a9%d7%99%d7%a8%d7%95%d7%aa%d7%99-%d7%90%d7%95%d7%a0%d7%9c%d7%99%d7%99%d7%9f-%d7%9e%d7%95%d7%9e%d7%9c%d7%a6%d7%99%d7%9d-%d7%91%d7%aa%d7%97%d7%95%d7%9d-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%a9%d7%a4,שירותי אונליין מומלצים בתחום דיני משפחה וגירושין | עו&#8221;ד משפחה מקוון,282,2025-01-18,2025-01-18,,,"גירושין ודיני משפחה באופן כללי הם נושא מורכב ועמוס בפרטים: הליכים משפטיים, עניינים רגשיים, סוגיות כלכליות, זכויות ילדים, הסדרי משמורת, הסכמי ממון ועוד אין-סוף היבטים. בעידן הדיגיטלי של ימינו, יותר ויו"
11847,articles,publish,http://jus-tice.co.il/women-lawyer-vs-men-divorce-lawyer/,%d7%9e%d7%94-%d7%a2%d7%93%d7%99%d7%a3-%d7%a2%d7%95%d7%a8%d7%9b%d7%aa-%d7%93%d7%99%d7%9f-%d7%90%d7%95-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9c%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99-%d7%92%d7%99,מה עדיף עורכת דין או עורך דין לענייני גירושין? סקירת שלבי הגירושים,282,2025-01-18,2025-01-18,,,ההחלטה להתגרש: שלב ראשון בגירושים ההחלטה להתגרש היא אחד השלבים הקריטיים בחיים הזוגיים. רבים מתארים אותה כרגע של בחינה עצמית עמוקה: האם באמת מיצינו את הקשר? האם טוב לנו להמשיך ביחד? מהן ההשלכות על הילד
11834,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%a8%d7%a9%d7%9c%d7%a0%d7%95%d7%aa-%d7%a8%d7%a4%d7%95%d7%90%d7%99%d7%aa-%d7%91%d7%9c%d7%99%d7%93%d7%94-%d7%9e%d7%95%d7%9e%d7%9c%d7%a5,עורך דין רשלנות רפואית בלידה מומלץ,282,2025-01-14,2025-01-14,,,"בשנים האחרונות גוברת המודעות בקרב נשים בהריון ומשפחותיהן בכל הנוגע לנושא של רשלנות רפואית בלידה. במילים כלליות, רשלנות רפואית מוגדרת כסטייה מסטנדרט הטיפול הסביר אשר גורמת לנזק ליולדת או ליילוד. כאשר א"
11821,articles,publish,http://jus-tice.co.il/choose-usa-attorney/,%d7%90%d7%99%d7%9a-%d7%9c%d7%91%d7%97%d7%95%d7%a8-%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%91%d7%90%d7%a8%d7%a6%d7%95%d7%aa-%d7%94%d7%91%d7%a8%d7%99%d7%aa,איך לבחור עורך דין בארצות הברית,282,2025-01-14,2025-01-14,,,"כיצד לבחור עורך דין בארצות הברית בחירה נכונה של עורך דין בארצות הברית היא משימה מורכבת, במיוחד עבור ישראלים ואנשי עסקים המתמודדים עם מערכת המשפט האמריקאית הענפה. ארה&#8221;ב כוללת חמישים מדינות שונות,"
11813,articles,publish,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%A0%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9c%d7%94%d7%9c%d7%99%d7%9b%d7%99%d7%9d-%d7%a2%d7%9c%d7%95%d7%99,"עורך דין גירושין – מדריך להליכים, עלויות, זכויות ושלבי התהליך",282,2025-01-14,2025-01-14,,,"בכל הנוגע להליך גירושין, נקודת הסיום – הרגע שבו מופיע הגט הסופי – יכולה להמחיש מה בני הזוג עשו נכון (או פחות נכון) לאורך הדרך. במבט לאחור, אפשר לשאול איך היה ניתן לצמצם מאבק, למנוע סכסוכים כלכליים ולת"
11808,articles,publish,http://jus-tice.co.il/durable-power-of-attorney-cost/,%d7%9b%d7%9e%d7%94-%d7%a2%d7%95%d7%9c%d7%94-%d7%99%d7%99%d7%a4%d7%95%d7%99-%d7%9b%d7%95%d7%97-%d7%9e%d7%aa%d7%9e%d7%a9%d7%9a-%d7%9b%d7%9c-%d7%9e%d7%94-%d7%a9%d7%a6%d7%a8%d7%99%d7%9a-%d7%9c%d7%93,כמה עולה ייפוי כוח מתמשך? כל מה שצריך לדעת על ייפוי כוח מתמשך,282,2025-01-11,2025-01-11,,,"ייפוי כוח מתמשך עלות השאלה הראשונה שעולה כאשר מדברים על ייפוי כוח מתמשך היא כמובן שאלת העלות. לעיתים שואלים אנשים: &#8220;מדוע יש לשלם מחיר עבור עריכת ייפוי כוח מתמשך?&#8221; ובכן, זהו לא רק מסמך טכני"
11803,articles,publish,http://jus-tice.co.il/us-lawyer-license-requirements/,%d7%9e%d7%94%d7%9f-%d7%94%d7%93%d7%a8%d7%99%d7%a9%d7%95%d7%aa-%d7%9c%d7%94%d7%95%d7%a6%d7%90%d7%aa-%d7%a8%d7%99%d7%a9%d7%99%d7%95%d7%9f-%d7%a2%d7%95%d7%93-%d7%90%d7%9e%d7%a8%d7%99%d7%a7%d7%90,מהן הדרישות להוצאת רישיון עו&#8221;ד אמריקאי | עורך דין בארה&#8221;ב,282,2025-01-11,2025-01-11,,,"תחום עריכת הדין בארצות הברית הוא מהענפים המגוונים, המבוקשים והרווחיים ביותר בעולם. לא מעט ישראלים, יזמים ובעלי רקע מעולם ההייטק, המסחר הבינלאומי, הייבוא והייצוא, ניהול משא ומתן ותחומים משפטיים נוספים,"
