"original_path","archive_path","file_name","file_type","file_size","modified_time","reason_for_archive","checksum_sha256","copied_successfully","notes"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10214-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2023.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10214-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2023.md",".md","90278","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10218-%d7%94%d7%a7%d7%95%d7%93-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%95%d7%94%d7%9e%d7%a1%d7%97%d7%a8%d7%99-%d7%a9%d7%9c-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10218-%d7%94%d7%a7%d7%95%d7%93-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%95%d7%94%d7%9e%d7%a1%d7%97%d7%a8%d7%99-%d7%a9%d7%9c-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md",".md","658510","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10227-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a8%d7%93%d7%a0%d7%94-%d7%a1%d7%a8%d7%95%d7%a1%d7%99-%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a8-%d7%9e%d7%a1-%d7%a9%d7%91%d7%97-%d7%a9.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10227-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a8%d7%93%d7%a0%d7%94-%d7%a1%d7%a8%d7%95%d7%a1%d7%99-%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a8-%d7%9e%d7%a1-%d7%a9%d7%91%d7%97-%d7%a9.md",".md","96025","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10230-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%a2%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%93%d7%95%d7%92%d7%9e%d7%a0%d7%95%d7%aa.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10230-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%a2%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%93%d7%95%d7%92%d7%9e%d7%a0%d7%95%d7%aa.md",".md","245353","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\project-control\content-master\content-bodies\post-10239-%d7%98%d7%a2%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%94%d7%9e%d7%a0%d7%a2-%d7%9e%d7%94%d7%9f-%d7%91%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10239-%d7%98%d7%a2%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%94%d7%9e%d7%a0%d7%a2-%d7%9e%d7%94%d7%9f-%d7%91%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1.md",".md","46459","2026-05-12 13:27:09","Old project-control folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\cannibalization-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cannibalization-map.csv",".csv","684","2026-05-08 13:08:56","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\competitive-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitive-analysis.md",".md","5035","2026-05-08 22:13:10","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\content-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-inventory.csv",".csv","1034","2026-05-08 13:08:54","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\current-site-state.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","current-site-state.md",".md","1362","2026-05-08 12:54:38","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\gsc-needed.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","gsc-needed.md",".md","1633","2026-05-08 13:13:17","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\legal-advertising-compliance.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","legal-advertising-compliance.md",".md","6351","2026-05-08 21:59:18","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\linear-tasks.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","linear-tasks.md",".md","2593","2026-05-08 16:15:06","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\strategic-recap.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","strategic-recap.md",".md","7761","2026-05-08 21:55:54","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\theme-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","theme-audit.md",".md","1172","2026-05-07 22:55:13","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\gsc\cannibalization-report.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cannibalization-report.csv",".csv","43797","2026-05-12 11:46:49","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\gsc\performance-pages.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","performance-pages.csv",".csv","238800","2026-05-12 11:46:42","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\gsc\performance-queries.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","performance-queries.csv",".csv","1774868","2026-05-12 11:46:48","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\reports\gsc\query-page-combined.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","query-page-combined.csv",".csv","541701","2026-05-12 11:46:49","Old reports folder - superseded by emergency master 2026-05-13","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\blockers.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","blockers.md",".md","2178","2026-05-10 14:07:36","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\business-model-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","business-model-review.md",".md","4029","2026-05-10 12:53:55","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\button-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","button-audit.csv",".csv","68","2026-05-09 13:00:37","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\category-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","category-audit.csv",".csv","1089","2026-05-09 12:43:00","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\changelog.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","changelog.md",".md","2384","2026-05-12 13:08:20","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\cms-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cms-audit.md",".md","5728","2026-05-10 14:05:12","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\cms-checklist.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cms-checklist.csv",".csv","3043","2026-05-09 14:32:19","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\cms-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cms-review.md",".md","2795","2026-05-10 12:54:45","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\competitor-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-analysis.md",".md","3489","2026-05-10 12:53:58","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\competitor-element-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-element-analysis.md",".md","5209","2026-05-09 14:26:54","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\current-status.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","current-status.md",".md","3627","2026-05-09 10:21:56","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\customer-facing-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","customer-facing-review.md",".md","3383","2026-05-10 12:54:23","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\decisions.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","decisions.md",".md","1472","2026-05-08 21:57:56","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\deep-dive-audit-v2.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","deep-dive-audit-v2.md",".md","15271","2026-05-10 13:53:51","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\demo-readiness.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","demo-readiness.md",".md","1653","2026-05-08 21:58:17","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\design-research-notes.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","design-research-notes.md",".md","2393","2026-05-09 12:42:49","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\frontend-cms-map.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","frontend-cms-map.md",".md","5806","2026-05-10 14:08:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\full-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","full-inventory.csv",".csv","516487","2026-05-12 12:56:55","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\full-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","full-review.md",".md","4017","2026-05-10 12:56:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\gsc-api-setup-guide.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","gsc-api-setup-guide.md",".md","4327","2026-05-12 10:19:11","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\homepage-visual-assets.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","homepage-visual-assets.md",".md","3494","2026-05-11 18:30:13","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\homepage-visual-cms-map.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","homepage-visual-cms-map.md",".md","3256","2026-05-11 17:53:05","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\lawyer-seed.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","lawyer-seed.csv",".csv","2238","2026-05-08 23:39:48","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\lawyer-system-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","lawyer-system-audit.md",".md","4016","2026-05-10 14:07:24","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\legal-tech-opportunity-map.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","legal-tech-opportunity-map.md",".md","3253","2026-05-10 12:54:20","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\linear-sync.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","linear-sync.md",".md","936","2026-05-08 21:59:29","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\logo-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","logo-audit.md",".md","3203","2026-05-10 14:08:35","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\menu-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","menu-audit.md",".md","3791","2026-05-10 14:05:28","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\mobile-polish-checklist.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","mobile-polish-checklist.csv",".csv","3447","2026-05-09 13:41:45","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\mobile-visual-qa.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","mobile-visual-qa.md",".md","4744","2026-05-09 13:41:23","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\next-actions.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","next-actions.md",".md","3466","2026-05-10 14:08:00","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\page-type-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","page-type-audit.csv",".csv","296","2026-05-09 13:00:39","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\plugin-registry.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","plugin-registry.md",".md","3454","2026-05-10 14:06:45","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\polish-cycles.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","polish-cycles.md",".md","1108","2026-05-09 13:18:21","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\project-execution-guide.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","project-execution-guide.md",".md","4122","2026-05-09 09:50:31","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\README.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","README.md",".md","1046","2026-05-08 21:56:08","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\recommendations.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","recommendations.md",".md","4628","2026-05-10 14:08:39","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\risks.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","risks.md",".md","2365","2026-05-10 14:07:49","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\seo-content-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","seo-content-review.md",".md","3641","2026-05-10 14:05:59","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\slug-normalization-rules.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","slug-normalization-rules.md",".md","2514","2026-05-10 14:08:24","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\spam-investigation.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","spam-investigation.md",".md","5608","2026-05-10 14:08:17","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\task-board.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","task-board.csv",".csv","2127","2026-05-08 23:41:43","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\technical-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","technical-review.md",".md","4685","2026-05-10 14:06:30","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\url-migration-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","url-migration-map.csv",".csv","685","2026-05-10 12:55:49","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\url-strategy.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","url-strategy.md",".md","3345","2026-05-10 14:06:14","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\visual-polish-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","visual-polish-plan.md",".md","1458","2026-05-09 12:43:14","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\visual-qa-checklist.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","visual-qa-checklist.csv",".csv","10346","2026-05-09 13:20:10","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\visual-qa-report.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","visual-qa-report.md",".md","5163","2026-05-10 14:05:43","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\visual-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","visual-review.md",".md","3742","2026-05-10 14:06:41","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\wordpress-plugin-theme-manual.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","wordpress-plugin-theme-manual.md",".md","8502","2026-05-09 12:04:28","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\workflow.yml","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","workflow.yml",".yml","1742","2026-05-08 21:59:27","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-gap-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-gap-analysis.md",".md","1140","2026-05-12 13:19:45","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-gap-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-gap-map.csv",".csv","4407","2026-05-12 16:58:34","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-master-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-master-inventory.csv",".csv","1138509","2026-05-12 13:27:12","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\deep-research-report.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","deep-research-report.md",".md","12663","2026-05-12 16:58:01","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\family-law-cluster-summary.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-law-cluster-summary.md",".md","6301","2026-05-12 18:33:39","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\family-law-cluster.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","family-law-cluster.csv",".csv","128447","2026-05-12 18:33:39","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
