keyword,query_filter_used,date_range,urls_found,url_count,top_url_by_clicks,top_url_by_impressions,best_position_url,suspected_primary_url,problem_type,recommended_action,traffic_risk,notes,status
"משמורת בלעדית לאם","Query contains: משמורת בלעדית לאם","Last 3 months","https://jus-tice.co.il/משמורת-בלעדית-לאם-ושיתופיות-יחסית-במסגרת-איזון-משאבים-תלהמ-37049-07-18/","1","NONE_ZERO_CLICKS","https://jus-tice.co.il/משמורת-בלעדית-לאם-ושיתופיות-יחסית-במסגרת-איזון-משאבים-תלהמ-37049-07-18/","https://jus-tice.co.il/משמורת-בלעדית-לאם-ושיתופיות-יחסית-במסגרת-איזון-משאבים-תלהמ-37049-07-18/","https://jus-tice.co.il/child-custody/","POSITION_5_20;URL_MIGRATION_RISK;CASE_LAW_SUPPORT","DO_NOT_TOUCH_HIGH_POSITION_URL;MERGE_REVIEW;ADD_INTERNAL_LINKS","HIGH","107 impressions, 0 clicks, average position 9.6. Old Hebrew case-law URL should support the child-custody guide only after careful merge/link review.","GSC_BROWSER_VERIFIED"
"חקירה במשטרה","Query contains: חקירה במשטרה","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/police-investigation/","NO_VISIBLE_SIGNAL","RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for this support query; strategic criminal-law content can still be planned after broader criminal GSC/SERP checks.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"עבירות סמים","Query contains: עבירות סמים","Last 3 months","https://jus-tice.co.il/decision6077-20/ | https://jus-tice.co.il/משרד-עורכי-דין-פלילי-הכי-טוב-תל-אביב/","2","NONE_ZERO_CLICKS","https://jus-tice.co.il/decision6077-20/","https://jus-tice.co.il/decision6077-20/","https://jus-tice.co.il/drug-offenses/","LOW_SAMPLE_CANNIBALIZATION_RISK","PLAN_DRUG_OFFENSES_SUPPORT;LINK_TO_CRIMINAL_LAWYER;RECHECK_VARIANTS","LOW","Only 2 impressions. No clean drug-offenses support page owns the query yet; current rows are a case-law page and old criminal-lawyer page.","GSC_BROWSER_VERIFIED"
"נהיגה בשכרות","Query contains: נהיגה בשכרות","Last 3 months","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","1","NONE_ZERO_CLICKS","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","https://jus-tice.co.il/drunk-driving/","WRONG_PAGE_MATCH","PLAN_DRUNK_DRIVING_SUPPORT;DO_NOT_OPTIMIZE_WILL_PAGE_FOR_TRAFFIC;ADD_INTERNAL_LINKS_AFTER_REVIEW","LOW","7 impressions, 0 clicks. Wrong-page match confirms traffic-law support gap but sample is low.","GSC_BROWSER_VERIFIED"

"זכויות חשוד","Query contains: זכויות חשוד","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/suspect-rights/","NO_VISIBLE_SIGNAL","RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows in third targeted pass; do not create a thin support page from this filter alone.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"כתב אישום","Query contains: כתב אישום","Last 3 months","https://jus-tice.co.il/נוסח-כתב-האישום-נגד-בנימין-נתניהו-תיקים-1000-2000-4000 | https://jus-tice.co.il/","2","NONE_ZERO_CLICKS","https://jus-tice.co.il/נוסח-כתב-האישום-נגד-בנימין-נתניהו-תיקים-1000-2000-4000","https://jus-tice.co.il/נוסח-כתב-האישום-נגד-בנימין-נתניהו-תיקים-1000-2000-4000","https://jus-tice.co.il/indictment/","LOW_SAMPLE_SPECIFIC_CASE_INTENT","DO_NOT_TREAT_AS_PRIMARY;PLAN_INDICTMENT_SUPPORT;RECHECK_VARIANTS","LOW","4 impressions total; visible rows are specific Netanyahu indictment and homepage, not a clean general indictment guide.","GSC_BROWSER_VERIFIED"
"מעצר ימים","Query contains: מעצר ימים","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/pretrial-detention/","NO_VISIBLE_SIGNAL","RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for detention support query in third targeted pass.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"סגירת תיק פלילי","Query contains: סגירת תיק פלילי","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/closing-criminal-case/","NO_VISIBLE_SIGNAL","RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for criminal-case-closure support query in third targeted pass.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"עורך דין עבירות סמים","Query contains: עורך דין עבירות סמים","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/drug-offenses/","NO_VISIBLE_SIGNAL","RECHECK_DRUG_OFFENSE_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for lawyer-intent drug offenses; earlier broad עבירות סמים had only 2 impressions.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"עורך דין נהיגה בשכרות","Query contains: עורך דין נהיגה בשכרות","Last 3 months","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","1","NONE_ZERO_CLICKS","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/","https://jus-tice.co.il/drunk-driving/","WRONG_PAGE_MATCH","PLAN_DRUNK_DRIVING_SUPPORT;DO_NOT_OPTIMIZE_WILL_PAGE_FOR_TRAFFIC;ADD_INTERNAL_LINKS_AFTER_REVIEW","LOW","7 impressions on wrong will-revocation page; confirms support gap but sample is low.","GSC_BROWSER_VERIFIED"
"פסילה מנהלית","Query contains: פסילה מנהלית","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/license-suspension/","NO_VISIBLE_SIGNAL","RECHECK_TRAFFIC_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for administrative license suspension in third targeted pass.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"שלילת רישיון נהיגה","Query contains: שלילת רישיון נהיגה","Last 3 months","NONE_VISIBLE","0","NONE_VISIBLE","NONE_VISIBLE","NONE_VISIBLE","https://jus-tice.co.il/license-suspension/","NO_VISIBLE_SIGNAL","RECHECK_TRAFFIC_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE","UNKNOWN","No visible rows for driver license suspension in third targeted pass.","GSC_BROWSER_VERIFIED_ZERO_ROWS"
"עורך דין","Query contains: עורך דין","Last 3 months","https://jus-tice.co.il/ | https://jus-tice.co.il/real-estate-lawyer-cost-2025/ | https://jus-tice.co.il/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/ | https://jus-tice.co.il/עורך-דין-רשלנות-רפואית-בלידה-מומלץ/ | https://jus-tice.co.il/prenup-attorney/ | https://jus-tice.co.il/continuous-power-of-attorney-israel/","61 visible","https://jus-tice.co.il/","https://jus-tice.co.il/real-estate-lawyer-cost-2025/","https://jus-tice.co.il/","https://jus-tice.co.il/","WEAK_PRIMARY_PAGE","KEEP_AS_PRIMARY;ADD_INTERNAL_LINKS;REVIEW_TITLE;PROTECT_OLD_URLS","HIGH","2026-05-11 refresh: homepage gets all visible clicks, but old/support practice URLs receive broad lawyer impressions. Do not redirect or rewrite without homepage/directory/pillar map.","GSC_BROWSER_VERIFIED_2026_05_11"
"עורכי דין","Query contains: עורכי דין","Last 3 months","https://jus-tice.co.il/ | https://jus-tice.co.il/legal-courses-for-lawyers/ | https://jus-tice.co.il/ניהול-מוניטין-מקוון-לעורכי-דין-ברשת-האינטרנט/ | https://jus-tice.co.il/prenup-attorney/ | https://jus-tice.co.il/continuous-power-of-attorney-israel/ | https://jus-tice.co.il/real-estate-lawyer-cost-2025/ | https://jus-tice.co.il/powerful-seo-tools-for-your-law-firm/ | https://jus-tice.co.il/construction-law/ | https://jus-tice.co.il/tel-aviv-city-best-lawyers/","30 visible","https://jus-tice.co.il/","https://jus-tice.co.il/","https://jus-tice.co.il/","https://jus-tice.co.il/","WEAK_PRIMARY_PAGE","KEEP_HOME_AS_ENTRY;REVIEW_LAWYERS_DIRECTORY_INDEXABILITY;ADD_INTERNAL_LINKS","HIGH","2026-05-11 refresh: plural lawyer intent maps to homepage, while /lawyers/ has zero reverse-query rows. Directory should be strengthened only after index/content/filter review.","GSC_BROWSER_VERIFIED_2026_05_11"
"מציאת עורך דין","Query contains: מציאת עורך דין","Last 3 months","https://jus-tice.co.il/","1","https://jus-tice.co.il/","https://jus-tice.co.il/","https://jus-tice.co.il/","https://jus-tice.co.il/","HEALTHY_SINGLE_PRIMARY","KEEP_AS_PRIMARY;STRENGTHEN_DIRECTORY_CTA","MEDIUM","2026-05-11 refresh: find-a-lawyer query maps only to homepage in visible rows; use homepage as funnel into directory until /lawyers/ is stronger.","GSC_BROWSER_VERIFIED_2026_05_11"
"https://jus-tice.co.il/lawyers/","Page filter: https://jus-tice.co.il/lawyers/","Last 3 months","NO_VISIBLE_QUERY_ROWS","0","NONE","NONE","NONE","https://jus-tice.co.il/lawyers/","WEAK_PRIMARY_PAGE","REVIEW_INDEXABILITY;REVIEW_INTERNAL_LINKS;REVIEW_TITLE_H1;REVIEW_SITEMAP;NO_URL_CHANGE","UNKNOWN","2026-05-11 reverse check: /lawyers/ returned 0 clicks, 0 impressions and No data. Treat as directory product/page-structure task, not proven GSC primary.","GSC_BROWSER_VERIFIED_ZERO_ROWS_2026_05_11"
"עורך דין סייבר","Query contains: עורך דין סייבר","Last 3 months","https://jus-tice.co.il/cybercrime-lawyer-roll/","1","NONE_ZERO_CLICKS","https://jus-tice.co.il/cybercrime-lawyer-roll/","https://jus-tice.co.il/cybercrime-lawyer-roll/","https://jus-tice.co.il/cyber-lawyer/","WEAK_PRIMARY_PAGE","MAKE_PILLAR;ADD_INTERNAL_LINKS;REVIEW_SUPPORT_ROLE","MEDIUM","2026-05-11 gap pass: cyber service query has 42 impressions on support URL and no visible /cyber-lawyer row; treat /cyber-lawyer as inventory candidate but not GSC-proven.","GSC_BROWSER_VERIFIED_2026_05_11"
"דיני סייבר","Query contains: דיני סייבר","Last 3 months","NO_VISIBLE_ROWS","0","NONE","NONE","NONE","https://jus-tice.co.il/cyber-laws/","NO_VISIBLE_SIGNAL","SOURCE_REVIEW;SERP_REVIEW;DO_NOT_CREATE_DUPLICATE","UNKNOWN","2026-05-11 gap pass: no visible rows for informational cyber-law intent.","GSC_BROWSER_VERIFIED_ZERO_ROWS_2026_05_11"
"עורך דין פרטיות","Query contains: עורך דין פרטיות","Last 3 months","NO_VISIBLE_ROWS","0","NONE","NONE","NONE","future privacy support or /cyber-lawyer/ subsection","NO_VISIBLE_SIGNAL","SOURCE_REVIEW;DO_NOT_CREATE_PRIVACY_LAWYER_PAGE_FROM_GSC_ALONE","UNKNOWN","2026-05-11 gap pass: no visible rows for privacy-lawyer service intent.","GSC_BROWSER_VERIFIED_ZERO_ROWS_2026_05_11"
"עורך דין ביטוח לאומי","Query contains: עורך דין ביטוח לאומי","Last 3 months","NO_VISIBLE_ROWS","0","NONE","NONE","NONE","future https://jus-tice.co.il/national-insurance-lawyer/","NEEDS_PILLAR","MAKE_PILLAR_LATER_ONLY_AFTER_APPROVAL;DO_NOT_REDIRECT_CALCULATOR","UNKNOWN","2026-05-11 gap pass: no visible service-intent rows; strategic /national-insurance-lawyer/ remains future-only.","GSC_BROWSER_VERIFIED_ZERO_ROWS_2026_05_11"
"ביטוח לאומי","Query contains: ביטוח לאומי","Last 3 months","https://jus-tice.co.il/returning-resident-rights-determining-tax-rate/ | https://jus-tice.co.il/psakdin/צו-הורות-מכוח-זיקה-לזיקה-לאזרחית-זרה/","2","NONE_ZERO_CLICKS","TIE_LOW_SAMPLE","https://jus-tice.co.il/returning-resident-rights-determining-tax-rate/","future national-insurance hub/pillar","LOW_SAMPLE_WRONG_PAGE_SIGNAL","SOURCE_REVIEW;IGNORE_FOR_REDIRECT_DECISION;DO_NOT_PROMOTE_EMPTY_HUB","LOW","2026-05-11 gap pass: only 2 broad national-insurance impressions across unrelated/weak URLs; not enough for migration decision.","GSC_BROWSER_VERIFIED_LOW_SAMPLE_2026_05_11"
"ועדה רפואית ביטוח לאומי","Query contains: ועדה רפואית ביטוח לאומי","Last 3 months","NO_VISIBLE_ROWS","0","NONE","NONE","NONE","future medical-committee support page","NO_VISIBLE_SIGNAL","SOURCE_REVIEW;SERP_REVIEW;MISSING_SUPPORT_OPPORTUNITY","UNKNOWN","2026-05-11 gap pass: no visible rows for medical committee intent.","GSC_BROWSER_VERIFIED_ZERO_ROWS_2026_05_11"
"קצבת נכות","Query contains: קצבת נכות","Last 3 months","https://jus-tice.co.il/cerebral-palsy-rights/","1","NONE_ZERO_CLICKS","https://jus-tice.co.il/cerebral-palsy-rights/","https://jus-tice.co.il/cerebral-palsy-rights/","future disability-benefit support","LOW_SAMPLE_BOUNDARY_SIGNAL","SOURCE_REVIEW;DO_NOT_REWRITE_FROM_ONE_IMPRESSION","LOW","2026-05-11 gap pass: single disability-benefit impression maps to cerebral-palsy rights support page.","GSC_BROWSER_VERIFIED_LOW_SAMPLE_2026_05_11"
"מתקפת סייבר","Query contains: מתקפת סייבר","Last 3 months","No data","0 visible","No data","No data","No data","https://jus-tice.co.il/what-is-cyberattack/","NO_VISIBLE_SIGNAL","SERP_REVIEW;SOURCE_REVIEW","UNKNOWN","0 clicks, 0 impressions. Do not create or rewrite cyberattack support content from GSC alone.","VERIFIED_ZERO_ROWS"
"פגיעה בפרטיות","Query contains: פגיעה בפרטיות","Last 3 months","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","1 visible","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","OLD_HEBREW_PRIVACY_SUPPORT_URL","URL_MIGRATION_RISK;NEEDS_CONTENT_EXPANSION;NEEDS_LEGAL_REVIEW","PROTECT_OLD_URL;COMPARE;SOURCE_REVIEW","MEDIUM","38 impressions, 0 clicks, position 46. Old privacy-injury URL should be protected and compared before any support/pillar decision.","GSC_BROWSER_VERIFIED"
"לשון הרע באינטרנט","Query contains: לשון הרע באינטרנט","Last 3 months","No data","0 visible","No data","No data","No data","privacy/defamation support candidate","NO_VISIBLE_SIGNAL","SERP_REVIEW;SOURCE_REVIEW","UNKNOWN","0 clicks, 0 impressions. Keep online defamation as separate boundary review.","VERIFIED_ZERO_ROWS"
"מחיקת מידע","Query contains: מחיקת מידע","Last 3 months","No data","0 visible","No data","No data","No data","https://jus-tice.co.il/police-records-data-deletion/","NO_VISIBLE_SIGNAL","SERP_REVIEW;SOURCE_REVIEW;BOUNDARY_REVIEW","UNKNOWN","0 clicks, 0 impressions. Do not pull data deletion into cyber/privacy without criminal-record/privacy source review.","VERIFIED_ZERO_ROWS"
"שיימינג","Query contains: שיימינג","Last 3 months","https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/","1 visible","https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/","https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/","https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/","online reputation support candidate","LOW_SAMPLE_WRONG_PAGE_SIGNAL","DO_NOT_TOUCH_WRONG_PAGE;SERP_REVIEW;CONTENT_GAP_REVIEW","LOW","1 impression, position 137 on unrelated prenup URL. This suggests missing/weak reputation coverage, not a reason to edit the prenup page.","GSC_BROWSER_VERIFIED_LOW_SAMPLE"
"הגנת הפרטיות","Query contains: הגנת הפרטיות","Last 3 months","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","1 visible","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","https://jus-tice.co.il/פיצוי-כספי-בגין-פגיעה-בפרטיות-צפייה-ומחיקה-של-פריטים-מהטלפון-ללא-רשות/","OLD_HEBREW_PRIVACY_SUPPORT_URL","URL_MIGRATION_RISK;NEEDS_CONTENT_EXPANSION;NEEDS_LEGAL_REVIEW","PROTECT_OLD_URL;COMPARE;SOURCE_REVIEW","LOW","7 impressions, 0 clicks, position 49.3. Same old privacy-injury URL appears for privacy-protection variant.","GSC_BROWSER_VERIFIED_LOW_SAMPLE"
