id,title,status,priority,owner,category,files_changed,acceptance_criteria,verification_status,next_step,notes
T297,Plan real estate route CMS audit,COMPLETED,CRITICAL,Codex,url-migration-safety,"project-control/real-estate-route-cms-audit-plan-2026-05-11.md + project-control/real-estate-route-cms-audit-plan-2026-05-11.csv + project-control/real-estate-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Unsafe real-estate future slugs have route/CMS audit requirements before any public content title H1 meta route URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED LIVE: /real-estate-lawyer/ empty 200 with 0 bytes; /buying-apartment/ and /real-estate-purchase-agreement/ resolve to homepage content/canonical; all three blocked from link/migration plans","Owner/legal review approves wp-admin/CMS lookup and then internal-link planning with safe current URLs only","Review-only documentation; no public real-estate route content title H1 meta template homepage menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T296,Summarize real estate owner decisions,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/real-estate-owner-decision-summary-2026-05-11.md + project-control/real-estate-owner-decision-summary-2026-05-11.csv + project-control/real-estate-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Real-estate source/legal page matrix and side-by-side evidence are converted into owner decisions before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /real-estate-attorney/ recommended as current no-URL-change planning primary; /real-estate-lawyer/ /buying-apartment/ /real-estate-purchase-agreement/ blocked future slugs; /real-estate-lawyer-cost-2025/ protected support; international property separated","Owner/legal review approves route/CMS audit and whether next internal-link plan can use safe current URLs only","Review-only documentation; no public real-estate content title H1 meta template homepage menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T295,Compare real estate pages side by side,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/real-estate-side-by-side-review-2026-05-11.md + project-control/real-estate-side-by-side-review-2026-05-11.csv + project-control/real-estate-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Current real-estate commercial cost property-law buying-apartment registry tax rental contractor-defect urban-renewal and international pages are compared before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /real-estate-attorney/ current no-URL-change planning primary; /real-estate-lawyer-cost-2025/ protected support; REVIEW: /real-estate-lawyer/ empty 200 route; /buying-apartment/ and /real-estate-purchase-agreement/ homepage canonical routes","Create approval-gated real-estate internal-link plan only after owner/legal role approval and route fixes","Review-only documentation; no public real-estate content title H1 meta template homepage menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T294,Create real estate page decision matrix,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/real-estate-page-decision-matrix-2026-05-11.md + project-control/real-estate-page-decision-matrix-2026-05-11.csv + project-control/real-estate-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Real-estate commercial future-slug cost support property-law buying-apartment registry tax rental contractor-defect and international-property pages are classified before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /real-estate-attorney/ current no-URL-change candidate; /real-estate-lawyer/ future-only; /real-estate-lawyer-cost-2025/ protected support; future buying-apartment and sale-agreement slugs blocked; international property separated","Create real-estate side-by-side comparison and then approval-gated internal-link plan","Review-only documentation; no public real-estate content title H1 meta template homepage menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T293,Create real estate source legal checklist,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/real-estate-source-legal-checklist-2026-05-11.md + project-control/real-estate-source-legal-checklist-2026-05-11.csv + project-control/real-estate-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Israeli real-estate service support registry tax contractor defect rental and international-property boundary topics have source/legal gates before any public content title H1 meta URL redirect canonical sitemap homepage internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /real-estate-attorney/ kept as current no-URL-change candidate; /real-estate-lawyer/ future-only; /real-estate-lawyer-cost-2025/ protected; registry tax contractor rental and international gates mapped","Create real-estate page decision matrix and side-by-side comparison before any internal-link rewrite or migration plan","Review-only documentation; no public real-estate content title H1 meta template homepage menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T292,Queue personal injury rewrite outlines,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-rewrite-outline-queue-2026-05-11.md + project-control/personal-injury-rewrite-outline-queue-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages current service car-accident support specialist international and work-accident boundary topics have an outline-only queue before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /tort-lawyer/ and /car-accident-auto-injury-lawyer/ queued as blocked outline candidates; support and boundary pages separated; all rows block public execution","Owner/legal review approves one outline-only draft package or direct GSC browser checks run first","Review-only outline queue; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T291,Summarize personal injury owner decisions,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-owner-decision-summary-2026-05-11.md + project-control/personal-injury-owner-decision-summary-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages evidence is converted into owner decisions before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /tort-lawyer/ recommended as current no-URL-change planning primary; /car-accident-auto-injury-lawyer/ protected; /personal-injury-lawyer/ /car-accident-lawyer/ /work-accident-lawyer/ future-only; internal links remain planned","Owner/legal review can approve no-URL-change outline batch or request direct GSC browser checks first","Review-only decision summary; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T290,Run personal injury damages SERP review,COMPLETED,CRITICAL,Codex,seo-architecture,"project-control/serp-personal-injury-damages-review-2026-05-11.md + project-control/serp-personal-injury-damages-review-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages bodily-injury tort-claim car-accident and work-accident SERP patterns are documented before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: broad damages terms support a deep service/guide page; car-accident terms support a dedicated injury-compensation subcluster; work-accident remains national-insurance/employment/personal-injury boundary; future slugs remain future-only","Use evidence for owner/legal approval or run direct GSC browser checks for damages road-accident and work-accident variants","Review-only SERP planning; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T289,Plan personal injury damages internal links,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-internal-link-plan-2026-05-11.md + project-control/personal-injury-internal-link-plan-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages tort car-accident compensation-law insurance specialist and international boundary pages have an approval-gated internal-link map before any public content title H1 meta URL redirect canonical sitemap internal-link related-card menu breadcrumb lawyer CRM review or CMS execution","VERIFIED: /tort-lawyer/ remains current service candidate for link planning; /car-accident-auto-injury-lawyer/ remains protected current car-accident candidate; support pages mapped without approving live links; future slugs remain future-only","Owner/legal review decides primary URL car-accident migration timing and which PLANNED_NEEDS_OWNER_APPROVAL rows can move to approved implementation","Review-only documentation; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T288,Compare personal injury damages pages side by side,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-side-by-side-review-2026-05-11.md + project-control/personal-injury-side-by-side-review-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Current personal-injury damages tort car-accident insurance specialist and international pages are compared before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: /tort-lawyer/ current service candidate but thin; /car-accident-auto-injury-lawyer/ protected current GSC-visible candidate; /punitive-damage/ specialist support; /personal-injury-law/ international; old Hebrew damages/category variants redirect to homepage and require exact capture","Create approval-gated internal-link map or run deeper GSC/SERP checks for damages bodily injury road accident and work accident variants","Review-only documentation; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T287,Create personal injury page decision matrix,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-page-decision-matrix-2026-05-11.md + project-control/personal-injury-page-decision-matrix-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages tort car-accident insurance specialist support US-boundary and future clean slugs are classified page by page before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: /tort-lawyer/ current thin service candidate; /car-accident-auto-injury-lawyer/ protected current GSC-visible candidate; future slugs remain future-only; support/specialist/international pages separated","Run side-by-side comparison or prepare approval-gated internal-link map after owner chooses primary/support roles","Review-only documentation; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T286,Create personal injury source legal checklist,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/personal-injury-source-legal-checklist-2026-05-11.md + project-control/personal-injury-source-legal-checklist-2026-05-11.csv + project-control/personal-injury-owner-approval-packet.md + project-control/content-decision-batches.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Personal-injury damages tort car-accident compulsory-insurance work-accident personal-accident and US-boundary topics have source/legal gates before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: direct public URL checks returned 200 for main current pages; source anchors mapped for Knesset tort/road-accident law, police confirmation, BTL work injury and accident injury, Ministry of Labor work accident reporting","Create page decision matrix for personal-injury/damages URLs before any rewrite internal-link or migration plan","Review-only documentation; no public personal-injury/damages content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T285,Verify and correct logo favicon polish v3,COMPLETED,CRITICAL,Codex,branding-technical,"assets/css/premium-pass-4.css + header.php + inc/enqueue.php + functions.php + style.css + deployment-marker.txt + project-control/favicon-logo-task.md + project-control/visual-qa-report.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Logo/favicon fallback remains stable and WordPress Site Icon first; new brand polish has no negative letter spacing; theme/cache markers are ready for controlled deployment over the v4.3 CSS work","VERIFIED LOCAL: duplicate header favicon fallback removed, inc/seo.php remains fallback owner, premium-pass-4.3.1 has no negative letter-spacing, git diff --check passed, PHP lint passed; NOT LIVE VERIFIED: uPress pull/cache refresh needed","After uPress pulls commit and cache clears, verify public source marker, browser tab favicon, mobile icon, header logo and footer logo","Code/documentation cleanup only; no public content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin option or database row changed"
T284,Create cyber privacy rewrite outline queue,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/cyber-privacy-rewrite-outline-queue-2026-05-11.md + project-control/cyber-privacy-rewrite-outline-queue-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Cyber/privacy pages and section-first topics have a gated outline queue before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: primary support boundary section-first and context outline candidates are separated; all rows block public execution","If owner/legal review approves select one page for controlled outline-only draft package, otherwise continue another cluster owner packet","Review-only documentation; no public cyber/privacy content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T283,Create cyber privacy page decision matrix,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/cyber-privacy-page-decision-matrix-2026-05-11.md + project-control/cyber-privacy-page-decision-matrix-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Cyber/privacy pages are classified page by page before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: eight ASCII cyber/privacy URLs returned direct 200; pages classified as primary candidate support boundary context protected old URL case support or planned section","Build owner-approved rewrite/outline queue for selected cyber/privacy pages or continue another cluster while waiting for approval","Review-only documentation; no public cyber/privacy content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T282,Create cyber privacy source legal checklist,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/cyber-privacy-source-legal-checklist-2026-05-11.md + project-control/cyber-privacy-source-legal-checklist-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Cyber/privacy data breach online reputation Google removal and police-record/data-deletion topics have source/legal gates before any public content title H1 meta URL redirect canonical sitemap internal-link related-card lawyer CRM review or CMS execution","VERIFIED: official/public source anchors mapped; sensitive topic boundaries separated; legal-review gates documented","Use source matrix for page-by-page keep expand rewrite merge protect or migration-review decisions across cyber/privacy URLs","Review-only documentation; no public cyber/privacy content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T281,Create homepage controlled implementation checklist,COMPLETED,CRITICAL,Codex,homepage-seo-design,"project-control/homepage-controlled-implementation-checklist-2026-05-11.md + project-control/homepage-controlled-implementation-checklist-2026-05-11.csv + project-control/homepage-seo-design-alignment.md + project-control/homepage-seo-strategy.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Approval-gated no-URL-change homepage implementation checklist exists before any public homepage template content title H1 meta menu link sitemap canonical URL redirect lawyer card CRM review or CMS execution","VERIFIED: checklist blocks URL redirect canonical sitemap robots noindex title/H1/meta menu CMS/database CRM review/rating and fake-data changes; preflight QA deploy and rollback gates are documented","Owner approves or edits checklist section order and link map, otherwise continue review-only content architecture tasks","Review-only documentation; no public homepage content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T280,Propose homepage section order and pillar links,COMPLETED,CRITICAL,Codex,homepage-seo-design,"project-control/homepage-section-order-proposal-2026-05-11.md + project-control/homepage-section-order-proposal-2026-05-11.csv + project-control/homepage-curated-pillar-link-map-2026-05-11.csv + project-control/homepage-seo-design-alignment.md + project-control/homepage-seo-strategy.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Approval-gated homepage section order and curated pillar-link/fallback map exist before any public homepage template content title H1 meta menu link sitemap canonical URL redirect lawyer card CRM or CMS execution","VERIFIED: major homepage target URL checks recorded; homepage-resolving clean slugs are gated; front-page.php remains proposed short-term live authority","Owner approves or edits section order and link map, then create implementation checklist for controlled no-URL-change homepage batch","Review-only documentation; no public homepage content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T279,Review homepage line by line,COMPLETED,CRITICAL,Codex,homepage-seo-design,"project-control/homepage-line-by-line-review-2026-05-11.md + project-control/homepage-line-by-line-review-2026-05-11.csv + project-control/homepage-seo-design-alignment.md + project-control/homepage-seo-strategy.md + project-control/content-architecture-decisions.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Live homepage is reviewed section by section before any public homepage template content title H1 meta menu link sitemap canonical URL redirect lawyer card CRM or CMS execution","VERIFIED: live title meta and H1 support broad legal-help intent; live scrape matches front-page.php more than page-home.php; issues mapped for template authority practice labels empty lawyer showcase latest-only articles http/page_id links and city filter mismatch","Create owner-approved homepage section order and curated pillar-link map, then verify mobile GA4 CRM and form delivery before implementation","Review-only documentation; no public homepage content title H1 meta template menu internal-link URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T278,Plan cyber privacy internal links,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/cyber-privacy-internal-link-plan-2026-05-11.md + project-control/cyber-privacy-internal-link-plan-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/cyber-privacy-owner-approval-packet.csv + project-control/content-decision-evidence-overlay.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Approval-gated cyber privacy internal-link structure is mapped before any public link template related-card menu breadcrumb title H1 meta URL redirect canonical sitemap lawyer CRM or CMS execution","VERIFIED: plan maps /cyber-lawyer/ to support assets and support assets back to the candidate primary; all rows are PLANNED_NEEDS_OWNER_APPROVAL","Start homepage line-by-line SEO/design alignment or create source/legal checklist for privacy data deletion defamation before execution","Review-only documentation; no public internal links related cards menus breadcrumbs CMS content URL slug redirect noindex canonical sitemap taxonomy lawyer CRM review wp-admin setting or database row changed"
T277,Compare cyber privacy pages side by side,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/cyber-privacy-side-by-side-review-2026-05-11.md + project-control/cyber-privacy-side-by-side-review-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/cyber-privacy-owner-approval-packet.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Existing cyber privacy service support privacy case-law and data-deletion assets are compared before any public content URL redirect sitemap canonical title/H1 meta related-card lawyer or CMS execution","VERIFIED: /cyber-lawyer/ remains current service candidate but Hebrew cyber-lawyer role page and /cybercrime-lawyer-roll/ must be compared; /fbi-cyber-division/ and /cyber-laws/ are not primary by word count alone; old privacy URL protected","Create approval-gated internal-link plan or start homepage line-by-line SEO/design alignment","Review-only documentation; no public cyber/privacy content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T276,Run cyber privacy SERP and source review,COMPLETED,CRITICAL,Codex,seo-architecture,"project-control/serp-cyber-privacy-review-2026-05-11.md + project-control/serp-cyber-privacy-review-2026-05-11.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/cyber-privacy-owner-approval-packet.csv + project-control/content-decision-evidence-overlay.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Cyber/privacy SERP and source context is documented after GSC support evidence and before any public content URL redirect sitemap canonical title/H1 meta related-card lawyer or CMS execution","VERIFIED: /cyber-lawyer/ remains current inventory candidate but not execution-approved; old Hebrew privacy URL is protected; shaming defamation and data deletion remain source/legal/boundary review items","Build side-by-side cyber/privacy content comparison or start homepage line-by-line SEO/design alignment from verified homepage evidence","Review-only documentation; no public cyber/privacy content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T275,Run cyber privacy and national insurance GSC gap pass,COMPLETED,CRITICAL,Codex,gsc-seo,"project-control/gsc-cyber-national-gap-pass-2026-05-11.md + project-control/gsc-cyber-national-gap-pass-2026-05-11.csv + project-control/gsc-keyword-page-map.csv + project-control/gsc-cannibalization-review.csv + project-control/gsc-content-priorities.csv + project-control/cyber-privacy-owner-approval-packet.md + project-control/cyber-privacy-owner-approval-packet.csv + project-control/national-insurance-owner-approval-packet.md + project-control/national-insurance-owner-approval-packet.csv + project-control/visual-evidence/gsc-gap-query-cyber-lawyer-2026-05-11.png + project-control/visual-evidence/gsc-gap-query-privacy-lawyer-2026-05-11.png + project-control/current-status.md + project-control/next-actions.md + project-control/gsc-remaining-gap-queue-2026-05-11.md + project-control/visual-qa-report.md + project-control/changelog.md + project-control/task-board.csv","Cyber/privacy and national-insurance GSC gaps are checked and folded into maps and owner packets before any public content URL redirect sitemap canonical title/H1 meta related-card lawyer or CMS execution","VERIFIED: cyber lawyer query has 42 impressions on /cybercrime-lawyer-roll/ and /cyber-lawyer/ reverse check has no data; national-insurance service and empty hub checks have no visible rows; broad national-insurance rows are low-sample only","Continue remaining cyber/privacy support terms or start homepage line-by-line SEO/design alignment from verified homepage evidence","Review-only evidence capture; no public cyber/privacy national-insurance content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T274,Run homepage and lawyer-directory GSC evidence pass,COMPLETED,CRITICAL,Codex,gsc-seo,"project-control/gsc-homepage-directory-page-query-pass-2026-05-11.md + project-control/gsc-homepage-directory-page-query-pass-2026-05-11.csv + project-control/gsc-keyword-page-map.csv + project-control/gsc-cannibalization-review.csv + project-control/gsc-content-priorities.csv + project-control/visual-evidence/gsc-homepage-page-query-2026-05-11.png + project-control/visual-evidence/gsc-lawyers-page-query-2026-05-11.png + project-control/visual-evidence/gsc-query-lawyer-singular-pages-2026-05-11.png + project-control/visual-evidence/gsc-query-lawyers-plural-pages-2026-05-11.png + project-control/visual-evidence/gsc-query-find-lawyer-pages-2026-05-11.png + project-control/current-status.md + project-control/next-actions.md + project-control/targeted-gsc-query-queue.md + project-control/gsc-remaining-gap-queue-2026-05-11.md + project-control/visual-qa-report.md + project-control/changelog.md + project-control/task-board.csv","Homepage and /lawyers/ page-to-query evidence plus broad lawyer query-to-page evidence are documented before any public homepage directory URL redirect sitemap canonical title/H1 meta related-card lawyer or CMS execution","VERIFIED: homepage has 26 clicks 5459 impressions position 17.1; /lawyers/ returns zero visible rows; broad lawyer/find-lawyer queries currently map mainly to homepage; screenshots captured; GSC maps and priorities updated","Run cyber/privacy and national-insurance remaining-gap checks next; later feed homepage findings into homepage SEO/design alignment review","Review-only evidence capture; no public homepage directory content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T273,Create remaining GSC gap queue,COMPLETED,CRITICAL,Codex,content-audit,"project-control/gsc-remaining-gap-queue-2026-05-11.md + project-control/gsc-remaining-gap-queue-2026-05-11.csv + project-control/targeted-gsc-query-queue.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Remaining cyber/privacy national-insurance homepage lawyer-directory and page-to-query GSC gaps are converted into an executable browser queue before any public content URL redirect sitemap canonical related-card lawyer or CMS execution","VERIFIED: queue includes query-to-page rows for cyber/privacy national insurance broad homepage lawyer/find-lawyer terms and page-to-query rows for homepage /lawyers/ /cyber-lawyer/ /practice-areas/national-insurance/ and the old national-insurance calculator URL","Run GSC browser checks for homepage and /lawyers/ first then cyber/privacy and national-insurance service terms; update packets only after evidence capture","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T272,Fold GSC pass 2 risks into custody and traffic packets,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/child-custody-owner-approval-packet.md + project-control/child-custody-owner-approval-packet.csv + project-control/traffic-law-owner-approval-packet.md + project-control/traffic-law-owner-approval-packet.csv + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","Pass-2 GSC risks are carried forward into topic owner-approval packets before any public content URL redirect sitemap canonical related-card lawyer or CMS execution","VERIFIED: custody packet records משמורת בלעדית לאם old-case-law URL risk with 107 impressions position 9.6; traffic packet records drunk-driving wrong-page signal on /revocation-of-a-will-and-reviving-previous-will/ with 7 impressions; zero-row child-support variants remain source/SERP review","Continue remaining direct GSC/SERP gaps for cyber/privacy national-insurance homepage lawyer-directory and page-to-query checks","Review-only planning; no public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review wp-admin setting or database row changed"
T271,Record second targeted GSC evidence pass,COMPLETED,CRITICAL,Codex,content-audit,"project-control/gsc-targeted-query-pass-2-2026-05-11.md + project-control/gsc-targeted-query-pass-2-2026-05-11.csv + project-control/visual-evidence/gsc-targeted-drunk-driving-pages-2026-05-11.png + project-control/current-status.md + project-control/next-actions.md + project-control/targeted-gsc-query-queue.md + project-control/visual-qa-report.md + project-control/changelog.md + project-control/task-board.csv","Second targeted GSC browser pass for child-support variants sole custody criminal support and drunk-driving terms is documented before any public content URL redirect sitemap canonical related-card lawyer or CMS execution","VERIFIED: sole custody maps to old case-law URL with 107 impressions position 9.6; drunk-driving maps to will-revocation wrong page with 7 impressions; drug offenses has only 2 low-sample impressions; child-support modification variants and police investigation show no visible rows","Update custody and traffic approval packets with pass-2 risks, keep zero-row child-support variants in source/SERP review, then continue cyber/privacy national-insurance homepage/directory page-to-query GSC gaps","No public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review plugin state wp-admin setting or database row changed"
T270,Prepare national insurance owner approval packet,COMPLETED,CRITICAL,Codex,content-architecture,"project-control/national-insurance-owner-approval-packet.md + project-control/national-insurance-owner-approval-packet.csv + project-control/content-decision-batches.md + project-control/current-status.md + project-control/next-actions.md + project-control/changelog.md + project-control/task-board.csv","National-insurance empty hub strategic slug calculator/tool law-text work-accident boundary and source/legal split is converted into an owner approval packet before any public content URL redirect sitemap canonical related-card lawyer or CMS execution","VERIFIED: practice area ביטוח לאומי exists with count 0; /national-insurance-lawyer/ is proposed only; calculator has 1778 words quality 5/10; disability regulations page has 24883 words quality 4/10; תאונת עבודה GSC row has zero visible rows","If owner approves build side-by-side content comparison source/legal checklist deeper GSC/SERP pass calculator/tool strategy work-accident boundary review and internal-link map","No public content body title H1 meta URL slug redirect noindex canonical sitemap taxonomy menu related-card lawyer CRM review plugin state wp-admin setting or database row changed"
