row_id,lane,source_id,cluster,priority,current_url,secondary_url,target_url_or_hub,role_or_topic,decision_status,readiness_status,traffic_risk,gsc_clicks,gsc_impressions,content_draft_status,draft_word_count,source_legal_status,internal_link_status,url_action_status,next_step,blocked_actions,notes
CTD-035,TRAFFIC_SUPPORT_MAP,traffic-support-012,traffic-law,P2-HOLD,https://jus-tice.co.il/corona_virus/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%9C%D7%94%D7%AA%D7%9E%D7%95%D7%93%D7%93%D7%95%D7%AA-%D7%A2%D7%9D-%D7%A0%D7%92%D7%99%D7%A3-%D7%94%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-19-covid,,HOLD_OUTDATED_CORONA,do not promote,NOT_CHANGED,BOUNDARY_HOLD_REVIEW,MEDIUM,5,7627,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DO_NOT_MERGE_BOUNDARY_PAGE,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",Outdated/misaligned query mix; owner approval required before cleanup
CTD-036,TRAFFIC_SUPPORT_MAP,traffic-support-013,traffic-law,P2-HOLD,https://jus-tice.co.il/business-license/,,HOLD_BUSINESS_LICENSING,do not classify as traffic law,NOT_CHANGED,BOUNDARY_HOLD_REVIEW,MEDIUM,9,3522,NOT_A_FIRST_UPLOAD_DRAFT,,NEEDS_CONTENT_REVIEW_BEFORE_REWRITE,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DO_NOT_MERGE_BOUNDARY_PAGE,"Separate traffic, criminal and personal-injury intent before any upload or link expansion","No redirect, no canonical/noindex, no slug migration, no blind merge",False positive licensing/business-law intent
CTD-037,TARGETED_GSC_SIGNAL,gsc-pass3-001,criminal-law,P2,NONE_VISIBLE,,,זכויות חשוד,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this suspect-rights support query in the checked browser filter.
CTD-038,TARGETED_GSC_SIGNAL,gsc-pass3-002,criminal-law,P2,https://jus-tice.co.il/נוסח-כתב-האישום-נגד-בנימין-נתניהו-תיקים-1000-2000-4000,,,כתב אישום,POSITION_5_20;SPECIFIC_PUBLIC_CASE_INTENT,LOW_EVIDENCE_RECHECK_LATER,LOW,0,3,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,DO_NOT_TREAT_AS_PRIMARY;PLAN_INDICTMENT_SUPPORT;RECHECK_VARIANTS,No public change from this row alone,"Most visible impressions map to a specific Netanyahu indictment page, not a general public indictment guide."
CTD-039,TARGETED_GSC_SIGNAL,gsc-pass3-003,criminal-law,P2,https://jus-tice.co.il/,,,כתב אישום,LOW_SAMPLE_HOMEPAGE_OVERLAP,LOW_EVIDENCE_RECHECK_LATER,LOW,0,1,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,DO_NOT_TREAT_HOMEPAGE_AS_PRIMARY;PLAN_INDICTMENT_SUPPORT,No public change from this row alone,One visible impression maps to homepage; this is not a useful primary for indictment intent.
CTD-040,TARGETED_GSC_SIGNAL,gsc-pass3-004,criminal-law,P2,NONE_VISIBLE,,,מעצר ימים,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this detention support query in the checked browser filter.
CTD-041,TARGETED_GSC_SIGNAL,gsc-pass3-005,criminal-law,P2,NONE_VISIBLE,,,סגירת תיק פלילי,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_CRIMINAL_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this criminal-case-closure support query in the checked browser filter.
CTD-042,TARGETED_GSC_SIGNAL,gsc-pass3-006,criminal-law,P2,NONE_VISIBLE,,,עורך דין עבירות סמים,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_DRUG_OFFENSE_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this lawyer-intent drug-offense query in the checked browser filter.
CTD-043,TARGETED_GSC_SIGNAL,gsc-pass3-007,traffic-law,P0,https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/,,,עורך דין נהיגה בשכרות,WRONG_PAGE_MATCH,WRONG_PAGE_PROTECTION_NEEDED,LOW,0,7,SIGNAL_ONLY,,N/A,N/A,PROTECT_CURRENT_PAGE; DO_NOT_OPTIMIZE_FOR_WRONG_INTENT,PLAN_DRUNK_DRIVING_SUPPORT;DO_NOT_OPTIMIZE_WILL_PAGE_FOR_TRAFFIC;ADD_INTERNAL_LINKS_AFTER_REVIEW,No public change from this row alone,Lawyer-intent drunk-driving query maps to a will-revocation page; wrong-page traffic-law match remains confirmed.
CTD-044,TARGETED_GSC_SIGNAL,gsc-pass3-008,traffic-law,P2,NONE_VISIBLE,,,פסילה מנהלית,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_TRAFFIC_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this administrative-license-suspension support query in the checked browser filter.
CTD-045,TARGETED_GSC_SIGNAL,gsc-pass3-009,traffic-law,P2,NONE_VISIBLE,,,שלילת רישיון נהיגה,NO_VISIBLE_SIGNAL,LOW_EVIDENCE_RECHECK_LATER,UNKNOWN,0,0,SIGNAL_ONLY,,N/A,N/A,NO_ACTION_FROM_LOW_SAMPLE_SIGNAL,RECHECK_TRAFFIC_VARIANTS;DO_NOT_PRIORITIZE_FROM_THIS_FILTER_ALONE,No public change from this row alone,No visible rows for this driver-license-suspension query in the checked browser filter.
CTD-046,WRONG_PAGE_DECISION_PACKET,TCWP-001,traffic-law,P0,https://jus-tice.co.il/revocation-of-a-will-and-reviving-previous-will/,,https://jus-tice.co.il/driving-under-the-influence/,עורך דין נהיגה בשכרות,PROTECT_CURRENT_WILL_PAGE_AND_REVIEW_TRAFFIC_SUPPORT,BLOCKED_NEEDS_OWNER_REVIEW,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Audit why will-revocation matched the query; review drunk-driving support page before any rewrite,"No title/H1/meta rewrite, no redirect, no canonical, no noindex, no sitemap change",Do not optimize the will page for traffic law.
CTD-047,WRONG_PAGE_DECISION_PACKET,TCWP-002,traffic-law,P1,https://jus-tice.co.il/driving-under-the-influence/,,https://jus-tice.co.il/drunk-driving/,נהיגה בשכרות,REVIEW_BEFORE_MIGRATION,BLOCKED_NEEDS_SOURCE_AND_OWNER_REVIEW,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Compare keep-current-url vs clean-slug migration; draft no-URL-change outline first,"No duplicate article, no slug migration, no redirect",Current URL exists; future clean slug requires full migration map.
CTD-048,WRONG_PAGE_DECISION_PACKET,TCWP-003,traffic-law,P1,https://jus-tice.co.il/traffic-lawyer/,,https://jus-tice.co.il/traffic-lawyer/,עורך דין תעבורה,KEEP_AS_PLANNING_PRIMARY,PLANNED_REVIEW_ONLY,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,"Review content depth, lawyer cards, CTAs, related articles and mobile layout together",No sitemap/menu/internal-link expansion until support roles approved,No-URL-change candidate.
CTD-049,WRONG_PAGE_DECISION_PACKET,TCWP-004,traffic-law,P1,https://jus-tice.co.il/yanshuf-breathalyzer-test/,,https://jus-tice.co.il/yanshuf-breathalyzer-test/,בדיקת ינשוף / breathalyzer,REVIEW_AND_LINK_AFTER_APPROVAL,BLOCKED_NEEDS_OWNER_REVIEW,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Review as drunk-driving support page after traffic pillar role is approved,"No content rewrite, no internal-link batch",Should support drunk-driving only after cluster roles are approved.
CTD-050,WRONG_PAGE_DECISION_PACKET,TCWP-005,traffic-law,P1,,,https://jus-tice.co.il/license-suspension/,פסילה מנהלית / שלילת רישיון נהיגה,HOLD_FOR_MORE_EVIDENCE,BLOCKED_NEEDS_MORE_EVIDENCE,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Run source/SERP review and separate driver-license from professional-license intent,"No new page, no sitemap, no internal link",Driver-license and professional-license meanings can split.
CTD-051,WRONG_PAGE_DECISION_PACKET,TCWP-006,criminal-law,P1,specific Netanyahu indictment page,,https://jus-tice.co.il/indictment/,כתב אישום,DO_NOT_USE_CASE_PAGE_AS_GENERAL_PRIMARY,BLOCKED_NEEDS_SOURCE_AND_OWNER_REVIEW,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Compare existing indictment-cancellation article before choosing support primary,"No redirect, no title/H1/meta, no sitemap",Specific case-law page is not the general guide.
CTD-052,WRONG_PAGE_DECISION_PACKET,TCWP-007,criminal-law,P1,old Hebrew criminal-lawyer URL,,https://jus-tice.co.il/criminal-lawyer/,עורך דין פלילי / דין פלילי,PROTECT_OLD_GSC_VISIBLE_URL,BLOCKED_NEEDS_OWNER_REVIEW,HIGH,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,"Compare old Hebrew page, existing clean candidates and future target before migration","No slug migration, no redirect, no noindex, no canonical",High-risk broad criminal-law cluster.
CTD-053,WRONG_PAGE_DECISION_PACKET,TCWP-008,criminal-law,P1,https://jus-tice.co.il/drug-offenses-criminal-lawyer/,,https://jus-tice.co.il/drug-offenses/,עורך דין עבירות סמים,REVIEW_EXISTING_ASSET_FIRST,BLOCKED_NEEDS_OWNER_REVIEW,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Do not create duplicate; decide keep or migrate after source/content review,"No duplicate page, no redirect, no canonical",Existing support asset may already satisfy intent.
CTD-054,WRONG_PAGE_DECISION_PACKET,TCWP-009,criminal-law,P1,old police-investigation prep page,,https://jus-tice.co.il/police-investigation/,חקירה במשטרה / זכויות חשוד,HOLD_FOR_SOURCE_CONTENT_REVIEW,BLOCKED_NEEDS_MORE_EVIDENCE,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Review existing old article and legal source requirements before selecting URL,"No new URL, no rewrite, no sitemap",Important support intent but not GSC-verified in this pass.
CTD-055,WRONG_PAGE_DECISION_PACKET,TCWP-010,criminal-law,P1,old arrest/detention pages,,https://jus-tice.co.il/pretrial-detention/,מעצר ימים,HOLD_FOR_PRIMARY_SELECTION,BLOCKED_NEEDS_MORE_EVIDENCE,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Select one detention primary after old-page comparison,"No redirect, no noindex, no canonical",Pretrial-detention conflict remains unresolved.
CTD-056,WRONG_PAGE_DECISION_PACKET,TCWP-011,criminal-law,P1,,,https://jus-tice.co.il/closing-criminal-case/,סגירת תיק פלילי,HOLD_FOR_MORE_EVIDENCE,BLOCKED_NEEDS_MORE_EVIDENCE,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Keep in support backlog until SERP/GSC/source review,"No new page, no sitemap",Useful topic but not ready for execution.
CTD-057,WRONG_PAGE_DECISION_PACKET,TCWP-012,cross-cluster,P1,multiple,,multiple,wrong-page remediation system,MAP_FIRST_DECIDE_SECOND_EXECUTE_LATER,REVIEW_ONLY,MEDIUM,,,DECISION_PACKET_ONLY,,NEEDS_SOURCE_AND_OWNER_REVIEW,PLANNED_ONLY_AFTER_OWNER_APPROVAL,NOT_CHANGED; DECISION_ONLY,Use GSC + inventory + SERP + content quality before any visible change,No public execution from this packet,"This packet is a control layer, not an implementation batch."
