"id","date","modified","slug","status","link","title","caption","alt_text","media_type","mime_type","source_url"
"9146","2023-03-31T12:11:35","2023-03-31T12:11:35","16_lsr_299609","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/16_lsr_299609/","@{rendered=16_lsr_299609}","@{rendered=<p>16_lsr_299609</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299609.pdf"
"9145","2023-03-31T12:11:34","2023-03-31T12:11:34","16_lsr_299749","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/16_lsr_299749/","@{rendered=16_lsr_299749}","@{rendered=<p>16_lsr_299749</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299749.pdf"
"9144","2023-03-31T12:11:33","2023-03-31T12:11:33","16_lsr_299712","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/16_lsr_299712/","@{rendered=16_lsr_299712}","@{rendered=<p>16_lsr_299712</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299712.pdf"
"9143","2023-03-31T12:11:33","2023-03-31T12:11:33","16_lsr_299696","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/16_lsr_299696/","@{rendered=16_lsr_299696}","@{rendered=<p>16_lsr_299696</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299696.pdf"
"9142","2023-03-31T12:11:32","2023-03-31T12:11:32","16_lsr_299627","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/16_lsr_299627/","@{rendered=16_lsr_299627}","@{rendered=<p>16_lsr_299627</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16_lsr_299627.pdf"
"9141","2023-03-31T12:11:32","2023-03-31T12:11:32","15_lsr_300197","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/15_lsr_300197/","@{rendered=15_lsr_300197}","@{rendered=<p>15_lsr_300197</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300197.pdf"
"9140","2023-03-31T12:11:31","2023-03-31T12:11:31","15_lsr_300386","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/15_lsr_300386/","@{rendered=15_lsr_300386}","@{rendered=<p>15_lsr_300386</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300386.pdf"
"9139","2023-03-31T12:11:31","2023-03-31T12:11:31","15_lsr_300273","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/15_lsr_300273/","@{rendered=15_lsr_300273}","@{rendered=<p>15_lsr_300273</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300273.pdf"
"9138","2023-03-31T12:11:30","2023-03-31T12:11:30","15_lsr_300268","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/15_lsr_300268/","@{rendered=15_lsr_300268}","@{rendered=<p>15_lsr_300268</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300268.pdf"
"9137","2023-03-31T12:11:29","2023-03-31T12:11:29","9_lsr_311019","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F/attachment/9_lsr_311019/","@{rendered=9_lsr_311019}","@{rendered=<p>9_lsr_311019</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/9_lsr_311019.pdf"
"9135","2023-03-31T11:55:57","2023-03-31T11:55:57","9_lsr_311018","inherit","http://jus-tice.co.il/articles/%D7%97%D7%95%D7%A7-%D7%94%D7%A2%D7%95%D7%A0%D7%A9%D7%99%D7%9F-%D7%AA%D7%A9%D7%9C%D7%96-1977-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F-2023-%D7%A2%D7%9D-%D7%94%D7%A1%D7%91%D7%A8%D7%99%D7%9D/attachment/9_lsr_311018/","@{rendered=9_lsr_311018}","@{rendered=<p>9_lsr_311018</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/9_lsr_311018.pdf"
"9122","2023-03-30T10:38:54","2023-03-30T10:38:54","%d7%aa%d7%9e%d7%a6%d7%99%d7%aa-%d7%a9%d7%94%d7%95%d7%a7%d7%a8%d7%90%d7%94-%d7%91%d7%90%d7%95%d7%9c%d7%9d-%d7%94%d7%9b%d7%93-%d7%96%d7%93%d7%95%d7%a8%d7%95%d7%91502-07","inherit","http://jus-tice.co.il/%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%97%D7%95%D7%96%D7%A8-%D7%A9%D7%9C-%D7%A8%D7%95%D7%9E%D7%9F-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91-%D7%AA%D7%A4%D7%97-502-07/attachment/%D7%AA%D7%9E%D7%A6%D7%99%D7%AA-%D7%A9%D7%94%D7%95%D7%A7%D7%A8%D7%90%D7%94-%D7%91%D7%90%D7%95%D7%9C%D7%9D-%D7%94%D7%9B%D7%93-%D7%96%D7%93%D7%95%D7%A8%D7%95%D7%91502-07/","@{rendered=תמצית שהוקראה באולם הכד זדורוב502-07}","@{rendered=<p>תמצית שהוקראה באולם הכד זדורוב502-07</p>
}","","file","application/msword","https://jus-tice.co.il/wp-content/uploads/2023/03/תמצית-שהוקראה-באולם-הכד-זדורוב502-07.doc"
"9120","2023-03-30T10:33:11","2023-03-30T10:33:11","%d7%94%d7%9b%d7%a8%d7%a2%d7%aa-%d7%93%d7%99%d7%9f-502-07","inherit","http://jus-tice.co.il/attachment/%D7%94%D7%9B%D7%A8%D7%A2%D7%AA-%D7%93%D7%99%D7%9F-502-07/","@{rendered=הכרעת דין &#8211; 502-07}","@{rendered=<p>הכרעת דין &#8211; 502-07</p>
}","","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","https://jus-tice.co.il/wp-content/uploads/2023/03/הכרעת-דין-502-07.docx"
"9109","2023-03-29T19:36:44","2023-03-29T19:36:44","complaint-form","inherit","http://jus-tice.co.il/real-estate-agent/attachment/complaint-form/","@{rendered=Complaint Form}","@{rendered=<p>Complaint Form</p>
}","","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","https://jus-tice.co.il/wp-content/uploads/2023/03/Complaint-Form.docx"
"9107","2023-03-29T19:26:36","2023-03-29T19:26:36","applicationform_250819","inherit","http://jus-tice.co.il/real-estate-agent/attachment/applicationform_250819/","@{rendered=applicationForm_250819}","@{rendered=<p>applicationForm_250819</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/applicationForm_250819.pdf"
"9089","2023-03-29T00:03:03","2023-03-29T00:03:03","hrd-87-21s-3","inherit","http://jus-tice.co.il/hrd-87-21s-3/","@{rendered=hrd-87-21s-3}","@{rendered=<p>hrd-87-21s-3</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/hrd-87-21s-3.pdf"
"9088","2023-03-29T00:01:09","2023-03-29T00:01:09","2020-medical-malpractice-annual-report","inherit","http://jus-tice.co.il/2020-medical-malpractice-annual-report/","@{rendered=2020-medical-malpractice-annual-report}","@{rendered=<p>2020-medical-malpractice-annual-report</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/2020-medical-malpractice-annual-report.pdf"
"9087","2023-03-28T23:55:41","2023-03-28T23:55:53","service-ll-llglrd-2019669381-2019669381","inherit","http://jus-tice.co.il/service-ll-llglrd-2019669381-2019669381/","@{rendered=service-ll-llglrd-2019669381-2019669381}","@{rendered=<p>Medical Malpractice Insurance</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/service-ll-llglrd-2019669381-2019669381.pdf"
"9086","2023-03-28T23:51:25","2023-03-28T23:51:25","clep-7-347","inherit","http://jus-tice.co.il/clep-7-347/","@{rendered=clep-7-347}","@{rendered=<p>clep-7-347</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/clep-7-347.pdf"
"9085","2023-03-28T23:45:43","2023-03-28T23:45:43","mr11_2012","inherit","http://jus-tice.co.il/mr11_2012/","@{rendered=mr11_2012}","@{rendered=<p>mr11_2012</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/mr11_2012.pdf"
"9084","2023-03-28T23:40:19","2023-03-28T23:40:44","2_9d739b84-d78a-e611-80c9-00155d020699_11_8910","inherit","http://jus-tice.co.il/2_9d739b84-d78a-e611-80c9-00155d020699_11_8910/","@{rendered=2_9d739b84-d78a-e611-80c9-00155d020699_11_8910}","@{rendered=<p>טיפול משרד הבריאות ברשלנות רפואית בישראל</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/2_9d739b84-d78a-e611-80c9-00155d020699_11_8910.pdf"
"9056","2023-03-27T16:57:55","2023-03-27T16:57:55","french_penal_code_33","inherit","http://jus-tice.co.il/criminal-defence-attorney-france/attachment/french_penal_code_33/","@{rendered=french_penal_code_33}","@{rendered=<p>french_penal_code_33</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/french_penal_code_33.pdf"
"9016","2023-03-24T23:47:23","2023-03-24T23:47:23","part1","inherit","http://jus-tice.co.il/real-estate-agent/attachment/part1/","@{rendered=part1}","@{rendered=<p>part1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/part1.pdf"
"8999","2023-03-23T14:03:36","2023-03-23T14:03:36","16477-12-19","inherit","http://jus-tice.co.il/14434-07-22/attachment/16477-12-19/","@{rendered=16477-12-19}","@{rendered=<p>16477-12-19</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/16477-12-19.pdf"
"8981","2023-03-22T19:14:06","2023-03-22T19:14:06","greek2","inherit","http://jus-tice.co.il/greece-lawyers/attachment/greek2/","@{rendered=greek2}","@{rendered=<p>greek2</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/greek2.pdf"
"8979","2023-03-22T19:12:08","2023-03-22T19:12:08","greece0921","inherit","http://jus-tice.co.il/buying-property-in-greece/attachment/greece0921/","@{rendered=Greece0921}","@{rendered=<p>Greece0921</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Greece0921.pdf"
"8946","2023-03-21T22:22:19","2023-03-21T22:22:19","147578","inherit","http://jus-tice.co.il/buying-property-in-greece/attachment/147578/","@{rendered=147578}","@{rendered=<p>147578</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/147578.pdf"
"8938","2023-03-21T21:43:24","2023-03-21T21:43:24","egkyklios-3","inherit","http://jus-tice.co.il/buying-property-in-greece/attachment/egkyklios-3/","@{rendered=Egkyklios 3}","@{rendered=<p>Egkyklios 3</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Egkyklios-3.pdf"
"8936","2023-03-21T21:41:15","2023-03-21T21:41:15","n-4178-13","inherit","http://jus-tice.co.il/buying-property-in-greece/attachment/n-4178-13/","@{rendered=N 4178-13}","@{rendered=<p>N 4178-13</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/N-4178-13.pdf"
"8916","2023-03-20T23:28:24","2023-03-20T23:28:24","%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%99%d7%a8%d7%95%d7%a9%d7%9c%d7%99%d7%9d","inherit","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D/","@{rendered=עורכי דין ישראל ירושלים}","@{rendered=<p>עורכי דין ישראל ירושלים</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/עורכי-דין-ישראל-ירושלים.pdf"
"8915","2023-03-20T23:27:54","2023-03-20T23:27:54","%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a6%d7%a4%d7%95%d7%9f","inherit","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A6%D7%A4%D7%95%D7%9F/","@{rendered=עורכי דין ישראל צפון}","@{rendered=<p>עורכי דין ישראל צפון</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/עורכי-דין-ישראל-צפון.pdf"
"8914","2023-03-20T23:24:37","2023-03-20T23:24:37","%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%9e%d7%a8%d7%9b%d7%96","inherit","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%9E%D7%A8%D7%9B%D7%96/","@{rendered=עורכי דין ישראל מרכז}","@{rendered=<p>עורכי דין ישראל מרכז</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/עורכי-דין-ישראל-מרכז.pdf"
"8913","2023-03-20T23:17:57","2023-03-20T23:17:57","%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-gov","inherit","http://jus-tice.co.il/%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-gov/","@{rendered=ישראל – רשימת עורכי דין &#8211; GOV}","@{rendered=<p>ישראל – רשימת עורכי דין &#8211; GOV</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/ישראל-–-רשימת-עורכי-דין-GOV.pdf"
"8910","2023-03-20T20:38:23","2023-03-20T20:38:23","find-a-professional-service-abroad-results-for-lawyers-in-greece","inherit","http://jus-tice.co.il/greece-lawyers/attachment/find-a-professional-service-abroad-results-for-lawyers-in-greece/","@{rendered=Find a professional service abroad &#8211; Results for Lawyers in Greece}","@{rendered=<p>Find a professional service abroad &#8211; Results for Lawyers in Greece</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Find-a-professional-service-abroad-Results-for-Lawyers-in-Greece.pdf"
"8908","2023-03-20T20:26:15","2023-03-20T20:26:15","attorney-list-july-updated-nov-2020-1","inherit","http://jus-tice.co.il/greece-lawyers/attachment/attorney-list-july-updated-nov-2020-1/","@{rendered=Attorney-List-July-updated-Nov-2020-1}","@{rendered=<p>Attorney-List-July-updated-Nov-2020-1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Attorney-List-July-updated-Nov-2020-1.pdf"
"8906","2023-03-20T20:24:26","2023-03-20T20:24:26","attorney-list-december-2017-1","inherit","http://jus-tice.co.il/greece-lawyers/attachment/attorney-list-december-2017-1/","@{rendered=ATTORNEY-LIST-December-2017-1}","@{rendered=<p>ATTORNEY-LIST-December-2017-1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf"
"8903","2023-03-20T20:20:22","2023-03-20T20:20:22","greece-list-of-lawyers-november-2021","inherit","http://jus-tice.co.il/greece-lawyers/attachment/greece-list-of-lawyers-november-2021/","@{rendered=greece-list-of-lawyers-november-2021}","@{rendered=<p>greece-list-of-lawyers-november-2021</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/greece-list-of-lawyers-november-2021.pdf"
"8866","2023-03-19T12:09:59","2023-03-19T12:09:59","001-156-aggliko","inherit","http://jus-tice.co.il/greece-lawyers/attachment/001-156-aggliko/","@{rendered=001-156 aggliko}","@{rendered=<p>001-156 aggliko</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/001-156-aggliko.pdf"
"8817","2023-03-16T09:17:48","2023-03-16T09:18:23","2019-69b-210-tipulim","inherit","http://jus-tice.co.il/%D7%9E%D7%A0%D7%AA%D7%97-%D7%A4%D7%9C%D7%A1%D7%98%D7%99-%D7%A4%D7%A0%D7%99%D7%9D/attachment/2019-69b-210-tipulim/","@{rendered=2019-69b-210-Tipulim}","@{rendered=<p>פעולות לשינוי המראה והתפקוד של הגוף ניתן לבצע באמצעות כירורגיה פלסטית (להלן &#8211; כירורגיה פלסטית אסתטית או ניתוחים פלסטיים אסתטיים) ובאמצעות טיפולים אסתטיים.</p>
}","","file","application/vnd.openxmlformats-officedocument.wordprocessingml.document","https://jus-tice.co.il/wp-content/uploads/2023/03/2019-69b-210-Tipulim.docx"
"8789","2023-03-13T18:47:19","2023-03-13T18:47:19","%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f-%d7%9e%d7%a9%d7%a8%d7%93%d7%99-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%a8%d7%a9%d7%99%d7%9e%d7%94","inherit","http://jus-tice.co.il/cyprus-lawyer/attachment/%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%A9%D7%A8%D7%93%D7%99-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94/","@{rendered=קפריסין משרדי עורכי דין רשימה}","@{rendered=<p>קפריסין משרדי עורכי דין רשימה</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/קפריסין-משרדי-עורכי-דין-רשימה.pdf"
"8787","2023-03-13T18:32:28","2023-03-13T18:32:45","attorneys-in-nicosia-u-s","inherit","http://jus-tice.co.il/cyprus-lawyer/attachment/attorneys-in-nicosia-u-s/","@{rendered=Attorneys in Nicosia}","@{rendered=<p>Attorneys in Nicosia</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Attorneys-in-Nicosia-U.S.pdf"
"8779","2023-03-13T17:31:58","2023-03-13T17:31:58","%d7%a4%d7%a8%d7%98%d7%99-%d7%a7%d7%a9%d7%a8-%d7%9e%d7%a2%d7%a8%d7%9b%d7%aa-%d7%94%d7%9e%d7%a9%d7%a4%d7%98-%d7%a7%d7%a4%d7%a8%d7%99%d7%a1%d7%99%d7%9f","inherit","http://jus-tice.co.il/cyprus-lawyer/attachment/%D7%A4%D7%A8%D7%98%D7%99-%D7%A7%D7%A9%D7%A8-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/","@{rendered=פרטי קשר מערכת המשפט קפריסין}","@{rendered=<p>פרטי קשר מערכת המשפט קפריסין</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/פרטי-קשר-מערכת-המשפט-קפריסין.pdf"
"8770","2023-03-12T15:04:49","2023-03-12T15:04:49","lawyers-list-updated-aug-2022","inherit","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93/attachment/lawyers-list-updated-aug-2022/","@{rendered=Lawyers list (updated Aug 2022)}","@{rendered=<p>Lawyers list (updated Aug 2022)</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2022/12/Lawyers-list-updated-Aug-2022.pdf"
"8694","2023-03-01T22:50:42","2023-03-01T22:50:42","verdict_provident-fund","inherit","http://jus-tice.co.il/insolvency/attachment/verdict_provident-fund/","@{rendered=verdict_provident-fund}","@{rendered=<p>verdict_provident-fund</p>
}","","file","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","https://jus-tice.co.il/wp-content/uploads/2023/03/verdict_provident-fund.xlsx"
"8693","2023-03-01T22:50:41","2023-03-01T22:50:41","power-of-attorney","inherit","http://jus-tice.co.il/insolvency/attachment/power-of-attorney/","@{rendered=Power-Of-Attorney}","@{rendered=<p>Power-Of-Attorney</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Power-Of-Attorney.pdf"
"8692","2023-03-01T22:50:40","2023-03-01T22:50:40","manual-form","inherit","http://jus-tice.co.il/insolvency/attachment/manual-form/","@{rendered=Manual-Form}","@{rendered=<p>Manual-Form</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Manual-Form.pdf"
"8691","2023-03-01T22:50:38","2023-03-01T22:50:38","glossary-of-terms","inherit","http://jus-tice.co.il/insolvency/attachment/glossary-of-terms/","@{rendered=Glossary-Of-Terms}","@{rendered=<p>Glossary-Of-Terms</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Glossary-Of-Terms.pdf"
"8690","2023-03-01T22:50:37","2023-03-01T22:50:37","filing-regular-online-debt-claim","inherit","http://jus-tice.co.il/insolvency/attachment/filing-regular-online-debt-claim/","@{rendered=filing-regular-online-debt-claim}","@{rendered=<p>filing-regular-online-debt-claim</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/filing-regular-online-debt-claim.pdf"
"8688","2023-03-01T22:48:09","2023-03-01T22:48:09","waiver_of_confidentiality1","inherit","http://jus-tice.co.il/insolvency/attachment/waiver_of_confidentiality1/","@{rendered=Waiver_Of_Confidentiality1}","@{rendered=<p>Waiver_Of_Confidentiality1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Waiver_Of_Confidentiality1.pdf"
"8687","2023-03-01T22:48:08","2023-03-01T22:48:08","undertaking1","inherit","http://jus-tice.co.il/insolvency/attachment/undertaking1/","@{rendered=Undertaking1}","@{rendered=<p>Undertaking1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Undertaking1.pdf"
"8686","2023-03-01T22:48:06","2023-03-01T22:48:06","manualform","inherit","http://jus-tice.co.il/insolvency/attachment/manualform/","@{rendered=ManualForm}","@{rendered=<p>ManualForm</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/ManualForm.pdf"
"8685","2023-03-01T22:48:05","2023-03-01T22:48:05","doc_list1","inherit","http://jus-tice.co.il/insolvency/attachment/doc_list1/","@{rendered=Doc_List1}","@{rendered=<p>Doc_List1</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/Doc_List1.pdf"
"8684","2023-03-01T22:48:04","2023-03-01T22:48:04","bank_list","inherit","http://jus-tice.co.il/insolvency/attachment/bank_list/","@{rendered=bank_list}","@{rendered=<p>bank_list</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/03/bank_list.pdf"
"8683","2023-03-01T22:45:45","2023-03-01T22:45:45","all-attachments","inherit","http://jus-tice.co.il/insolvency/attachment/all-attachments/","@{rendered=All Attachments}","@{rendered=<p>All Attachments</p>
}","","file","application/zip","https://jus-tice.co.il/wp-content/uploads/2023/03/All-Attachments.zip"
"8489","2023-02-07T13:39:07","2023-02-07T13:39:07","%d7%91%d7%a7%d7%a9%d7%aa-%d7%9e%d7%a2%d7%a6%d7%a8-%d7%93%d7%a7%d7%99%d7%a8%d7%94-%d7%97%d7%95%d7%9c%d7%95%d7%9f","inherit","http://jus-tice.co.il/attachment/%D7%91%D7%A7%D7%A9%D7%AA-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%93%D7%A7%D7%99%D7%A8%D7%94-%D7%97%D7%95%D7%9C%D7%95%D7%9F/","@{rendered=בקשת מעצר &#8211; דקירה חולון}","@{rendered=<p>בקשת מעצר &#8211; דקירה חולון</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/02/בקשת-מעצר-דקירה-חולון-.pdf"
"8488","2023-02-07T13:37:38","2023-02-07T13:37:38","%d7%9b%d7%aa%d7%91-%d7%90%d7%99%d7%a9%d7%95%d7%9d-%d7%97%d7%95%d7%9c%d7%95%d7%9f","inherit","http://jus-tice.co.il/attachment/%D7%9B%D7%AA%D7%91-%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%97%D7%95%D7%9C%D7%95%D7%9F/","@{rendered=כתב אישום &#8211; חולון}","@{rendered=<p>כתב אישום &#8211; חולון</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/02/כתב-אישום-חולון-.pdf"
"8354","2023-01-03T19:23:54","2023-01-03T19:23:54","6_scl_ei_546701-2","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/attachment/6_scl_ei_546701-2/","@{rendered=6_scl_ei_546701}","@{rendered=<p>6_scl_ei_546701</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/01/6_scl_ei_546701.pdf"
"8351","2023-01-03T19:18:22","2023-01-03T19:18:22","zchuyot_01","inherit","http://jus-tice.co.il/%D7%97%D7%95%D7%A7-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/attachment/zchuyot_01/","@{rendered=Zchuyot_01}","@{rendered=<p>Zchuyot_01</p>
}","","file","application/pdf","https://jus-tice.co.il/wp-content/uploads/2023/01/Zchuyot_01.pdf"
"8210","2022-12-10T20:20:15","2022-12-10T20:20:46","urgent-criminal-lawyer","inherit","http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%93%D7%97%D7%95%D7%A3/attachment/urgent-criminal-lawyer/","@{rendered=urgent criminal lawyer}","@{rendered=}","עו""ד פלילי דחוף","image","image/jpeg","https://jus-tice.co.il/wp-content/uploads/2022/12/urgent-criminal-lawyer.jpg"
