query,date,clicks,impressions,ctr,position
דיני עבודה חוקים,2026-04-26,0,1,0,78
דיני עבודה חוקים,2026-04-27,0,1,0,78
דיני עבודה חוקים,2026-04-28,0,1,0,77
דיני עבודה חוקים,2026-04-29,0,4,0,76
דיני עבודה שאלות ותשובות,2026-04-25,0,1,0,85
דיני תעבורה pdf,2026-04-25,0,1,0,55
דניאל קנדלר,2026-04-20,0,1,0,73
דר' ראסלן ותד -הרצליה,2026-04-17,0,2,0,41
דר' ראסלן ותד -הרצליה,2026-04-18,0,1,0,42
"דרגת משרה: דרגה 41 - 43 דירוג 11 מח""ר.",2026-04-17,0,2,0,33.5
"דרגת משרה: דרגה 41 - 43 דירוג 11 מח""ר.",2026-04-18,0,1,0,34
"דרגת משרה: דרגה 41 - 43 דירוג 11 מח""ר.",2026-04-19,0,1,0,28
דרושים עורכי דין למשטרה,2026-04-17,0,1,0,51
דרכי ביטול רישיון עסק,2026-04-20,0,1,0,18
דרכי ביטול רישיון עסק,2026-05-09,0,1,0,20
דרכי ביטול רישיון עסק,2026-05-10,0,1,0,19
דרכי ביטול רישיון עסק,2026-05-11,0,1,0,18
"ה""ט 40857-03-22",2026-04-18,0,3,0,24.666666666666668
"ה""ט 40857-03-22",2026-04-19,0,2,0,33.5
האם הוראות רמזור עדיפוֹת על הוראת תמרור המורה על מתן זכות קדימה?,2026-05-07,0,1,0,23
האם כדאי לא ללכת למסגרות כשיש רינו וירוס,2026-04-18,0,1,0,50
האם כדאי לא ללכת למסגרות כשיש רינו וירוס,2026-04-19,0,1,0,47
האם מותר להסיע יותר מנוסע אחד לצד הנהג,2026-05-01,0,1,0,49
האם מותרת הכניסה לאופנוע לקטע הדרך שבו מוצב התמרור,2026-05-05,0,1,0,37
הארכת מקטע qt,2026-04-25,0,2,0,40
הגובה הכולל של רכב נמדד,2026-04-25,0,1,0,55
ההשפעה של האמא בחינוך ילדים ללימוד תורה חבד,2026-04-17,0,2,0,34
הודעת ייצוג בתיק חסוי,2026-04-17,0,3,0,16.333333333333336
הוועדה לקידום מתחמים מועדפים לדיור,2026-04-18,0,2,0,44.5
הוצב התמרור בדרך שלפניך האם הוא מחייב מתן זכות קדימה,2026-05-09,0,1,0,53
הוצב התמרור בדרך שלפניך האם הוא מחייב מתן זכות קדימה,2026-05-11,0,1,0,67
הורות אזרחית,2026-04-17,0,4,0,27.25
הורות אזרחית,2026-04-18,0,1,0,25
הורות אזרחית,2026-04-19,0,2,0,31
החלטה בית משפט,2026-05-09,0,1,0,34
החלטת בית משפט,2026-04-16,0,1,0,35
החלטת בית משפט,2026-04-23,0,2,0,42.5
החלטת בית משפט,2026-04-29,0,2,0,42.5
החלטת בית משפט,2026-04-30,0,1,0,44
החלטת בית משפט,2026-05-07,0,2,0,42
החלטת בית משפט,2026-05-09,0,1,0,25
החנית את הרכב ליד המדרכה בימין הכביש בדרך עירונית,2026-04-29,0,1,0,29
החנית את הרכב ליד המדרכה בימין הכביש בדרך עירונית,2026-05-01,0,1,0,31
המכון הרפואי לבטיחות בדרכים טפסים,2026-05-01,0,2,0,28
המלצה על עורך דין,2026-04-19,0,2,0,8
המלצה על עורך דין,2026-04-21,0,1,0,8
המלצה על עורך דין,2026-04-22,0,3,0,15.666666666666666
המלצה על עורך דין,2026-04-27,0,1,0,11
המלצה על עורך דין,2026-04-28,0,1,0,10
המלצות עורכי דין,2026-04-25,0,1,0,3
המלצות על עורכי דין,2026-04-16,0,1,0,8
המלצות על עורכי דין,2026-04-18,0,1,0,8
המלצות על עורכי דין,2026-04-20,0,1,0,8
המלצות על עורכי דין,2026-04-21,0,2,0,8
המלצות על עורכי דין,2026-04-22,0,2,0,4
המלצות על עורכי דין,2026-04-23,0,1,0,8
המלצות על עורכי דין,2026-04-24,0,2,0,5.5
המלצות על עורכי דין,2026-04-25,0,2,0,7
המלצות על עורכי דין,2026-04-27,0,3,0,6.333333333333333
המלצות על עורכי דין,2026-04-28,0,5,0,7
המלצות על עורכי דין,2026-04-29,0,2,0,6.5
המלצות על עורכי דין,2026-04-30,0,1,0,10
המלצות על עורכי דין,2026-05-02,0,3,0,6
המלצות על עורכי דין,2026-05-04,0,3,0,5.666666666666667
המלצות על עורכי דין,2026-05-05,0,1,0,6
המלצות על עורכי דין,2026-05-06,0,1,0,4
המלצות צ'אנס חינם,2026-05-02,0,1,0,39
המשפט,2026-04-18,0,1,0,27
המשפט,2026-04-25,0,1,0,43
המשפט,2026-04-29,0,1,0,36
המשפט,2026-05-07,0,1,0,46
המשפט,2026-05-09,0,1,0,48
הנדסת בניין מה זה,2026-04-15,0,1,0,47
הסדר חוב מול סלקום,2026-04-19,0,2,0,27.5
הסדר חוב מול סלקום,2026-05-02,0,1,0,11
הסיוע המשפטי משרד המשפטים,2026-05-09,0,1,0,39
הסכם גירושים לדוגמא,2026-04-22,0,1,0,65
הסכם גירושים להורדה,2026-04-21,0,1,0,42
הסכם גירושים להורדה,2026-04-22,0,1,0,42
הסכם גירושים להורדה,2026-04-23,0,1,0,42
הסכם גירושים להורדה,2026-04-24,0,1,0,42
הסכם גירושים להורדה,2026-04-26,0,1,0,56
הסכם גירושים להורדה,2026-04-27,0,1,0,44
הסכם גירושים להורדה,2026-04-28,0,3,0,44
הסכם גירושים להורדה,2026-05-04,0,2,0,44
הסכם גירושים להורדה,2026-05-10,0,1,0,44
הסכם גירושין doc,2026-04-15,0,2,0,17
הסכם גירושין doc,2026-04-16,0,1,0,11
הסכם גירושין doc,2026-04-17,0,1,0,11
הסכם גירושין doc,2026-04-18,0,1,0,11
הסכם גירושין doc,2026-04-19,0,1,0,11
הסכם גירושין doc,2026-04-20,0,1,0,10
הסכם גירושין doc,2026-04-21,0,1,0,11
הסכם גירושין doc,2026-04-22,0,1,0,11
הסכם גירושין doc,2026-04-23,0,1,0,11
הסכם גירושין doc,2026-04-24,0,1,0,11
הסכם גירושין doc,2026-04-25,0,1,0,11
הסכם גירושין doc,2026-04-26,0,1,0,11
הסכם גירושין doc,2026-04-27,0,1,0,11
הסכם גירושין doc,2026-04-28,0,1,0,11
הסכם גירושין doc,2026-04-29,0,1,0,11
הסכם גירושין doc,2026-04-30,0,1,0,11
הסכם גירושין doc,2026-05-01,0,1,0,11
הסכם גירושין doc,2026-05-02,0,1,0,11
הסכם גירושין doc,2026-05-03,0,2,0,11
הסכם גירושין doc,2026-05-04,0,1,0,11
הסכם גירושין doc,2026-05-05,0,1,0,11
הסכם גירושין doc,2026-05-06,0,2,0,10.5
הסכם גירושין doc,2026-05-07,0,1,0,11
הסכם גירושין doc,2026-05-08,0,1,0,11
הסכם גירושין doc,2026-05-09,0,1,0,12
הסכם גירושין doc,2026-05-10,0,1,0,11
הסכם גירושין doc,2026-05-11,0,2,0,11
הסכם גירושין pdf,2026-04-15,0,1,0,62
הסכם גירושין pdf,2026-04-16,0,1,0,63
הסכם גירושין pdf,2026-04-17,0,1,0,61
הסכם גירושין pdf,2026-04-18,0,2,0,62.5
הסכם גירושין pdf,2026-04-19,0,1,0,60
הסכם גירושין pdf,2026-04-20,0,1,0,63
הסכם גירושין pdf,2026-04-21,0,1,0,60
הסכם גירושין pdf,2026-04-22,0,1,0,61
הסכם גירושין pdf,2026-04-23,0,1,0,61
הסכם גירושין pdf,2026-04-24,0,1,0,62
הסכם גירושין pdf,2026-04-25,0,1,0,63
הסכם גירושין pdf,2026-04-26,0,2,0,60.5
הסכם גירושין pdf,2026-04-27,0,1,0,60
הסכם גירושין pdf,2026-04-28,0,1,0,59
הסכם גירושין pdf,2026-04-29,0,2,0,62.5
הסכם גירושין pdf,2026-04-30,0,1,0,65
הסכם גירושין pdf,2026-05-01,0,1,0,61
הסכם גירושין pdf,2026-05-02,0,1,0,63
הסכם גירושין pdf,2026-05-03,0,3,0,63.333333333333336
הסכם גירושין pdf,2026-05-04,0,2,0,62
הסכם גירושין pdf,2026-05-05,0,1,0,70
הסכם גירושין pdf,2026-05-06,0,1,0,68
הסכם גירושין pdf,2026-05-07,0,1,0,64
הסכם גירושין pdf,2026-05-08,0,2,0,62.5
הסכם גירושין pdf,2026-05-10,0,2,0,72.5
הסכם גירושין pdf,2026-05-11,0,2,0,64.5
הסכם גירושין בהסכמה דוגמא,2026-04-15,0,1,0,70
הסכם גירושין בהסכמה דוגמא,2026-04-16,0,1,0,68
הסכם גירושין בהסכמה דוגמא,2026-04-17,0,1,0,69
הסכם גירושין בהסכמה דוגמא,2026-04-18,0,1,0,69
הסכם גירושין בהסכמה דוגמא,2026-04-19,0,2,0,66
הסכם גירושין בהסכמה דוגמא,2026-04-20,0,1,0,65
הסכם גירושין בהסכמה דוגמא,2026-04-21,0,1,0,64
הסכם גירושין בהסכמה דוגמא,2026-04-22,0,1,0,65
הסכם גירושין בהסכמה דוגמא,2026-04-23,0,1,0,63
הסכם גירושין בהסכמה דוגמא,2026-04-24,0,2,0,63.5
הסכם גירושין בהסכמה דוגמא,2026-04-25,0,1,0,62
הסכם גירושין בהסכמה דוגמא,2026-04-26,0,1,0,63
הסכם גירושין בהסכמה דוגמא,2026-04-27,0,1,0,62
הסכם גירושין בהסכמה דוגמא,2026-04-28,0,1,0,71
הסכם גירושין בהסכמה דוגמא,2026-04-29,0,2,0,63
הסכם גירושין בהסכמה דוגמא,2026-04-30,0,1,0,66
הסכם גירושין בהסכמה דוגמא,2026-05-01,0,1,0,65
הסכם גירושין בהסכמה דוגמא,2026-05-02,0,1,0,58
הסכם גירושין בהסכמה דוגמא,2026-05-03,0,3,0,59.333333333333336
הסכם גירושין בהסכמה דוגמא,2026-05-04,0,2,0,66
הסכם גירושין בהסכמה דוגמא,2026-05-05,0,1,0,64
הסכם גירושין בהסכמה דוגמא,2026-05-06,0,1,0,62
הסכם גירושין בהסכמה דוגמא,2026-05-07,0,1,0,52
הסכם גירושין בהסכמה דוגמא,2026-05-08,0,1,0,60
הסכם גירושין בהסכמה דוגמא,2026-05-09,0,2,0,64.5
הסכם גירושין בהסכמה דוגמא,2026-05-11,0,1,0,60
הסכם גירושין דוגמא,2026-04-15,0,4,0,37.75
הסכם גירושין דוגמא,2026-04-16,0,6,0,45.666666666666664
הסכם גירושין דוגמא,2026-04-17,0,7,0,44.285714285714285
הסכם גירושין דוגמא,2026-04-18,0,8,0,44
הסכם גירושין דוגמא,2026-04-19,0,6,0,43.5
הסכם גירושין דוגמא,2026-04-20,0,8,0,44.875
הסכם גירושין דוגמא,2026-04-21,0,6,0,45
הסכם גירושין דוגמא,2026-04-22,0,7,0,43.285714285714285
הסכם גירושין דוגמא,2026-04-23,0,6,0,45.333333333333336
הסכם גירושין דוגמא,2026-04-24,0,8,0,46.75
הסכם גירושין דוגמא,2026-04-25,0,3,0,44
הסכם גירושין דוגמא,2026-04-26,0,3,0,43.666666666666664
הסכם גירושין דוגמא,2026-04-27,0,2,0,33.5
הסכם גירושין דוגמא,2026-04-28,0,2,0,45.5
הסכם גירושין דוגמא,2026-04-29,0,4,0,44.25
הסכם גירושין דוגמא,2026-04-30,0,3,0,45.333333333333336
הסכם גירושין דוגמא,2026-05-01,0,2,0,44
הסכם גירושין דוגמא,2026-05-02,0,3,0,42.666666666666664
הסכם גירושין דוגמא,2026-05-03,0,5,0,45.2
הסכם גירושין דוגמא,2026-05-04,0,6,0,45.5
הסכם גירושין דוגמא,2026-05-05,0,3,0,43
הסכם גירושין דוגמא,2026-05-06,0,3,0,43.666666666666664
הסכם גירושין דוגמא,2026-05-07,0,7,0,47.285714285714285
הסכם גירושין דוגמא,2026-05-08,0,2,0,46.5
הסכם גירושין דוגמא,2026-05-09,0,3,0,44
הסכם גירושין דוגמא,2026-05-10,0,4,0,39.75
הסכם גירושין דוגמא,2026-05-11,0,4,0,45.25
הסכם גירושין דוגמא doc,2026-04-16,0,1,0,12
הסכם גירושין דוגמא doc,2026-04-29,0,4,0,11.25
הסכם גירושין דוגמא doc,2026-04-30,0,1,0,8
הסכם גירושין דוגמא doc,2026-05-04,0,1,0,9
הסכם גירושין דוגמא doc,2026-05-09,0,1,0,10
הסכם גירושין לדוגמא,2026-04-15,0,3,0,48
הסכם גירושין לדוגמא,2026-04-16,0,3,0,49.666666666666664
הסכם גירושין לדוגמא,2026-04-17,0,1,0,51
הסכם גירושין לדוגמא,2026-04-18,0,1,0,49
הסכם גירושין לדוגמא,2026-04-19,0,3,0,51.666666666666664
הסכם גירושין לדוגמא,2026-04-20,0,1,0,52
הסכם גירושין לדוגמא,2026-04-21,0,2,0,48
הסכם גירושין לדוגמא,2026-04-22,0,1,0,50
הסכם גירושין לדוגמא,2026-04-23,0,1,0,50
הסכם גירושין לדוגמא,2026-04-24,0,1,0,52
הסכם גירושין לדוגמא,2026-04-25,0,3,0,54
הסכם גירושין לדוגמא,2026-04-26,0,2,0,52.5
הסכם גירושין לדוגמא,2026-04-27,0,1,0,52
הסכם גירושין לדוגמא,2026-04-28,0,1,0,53
הסכם גירושין לדוגמא,2026-04-29,0,2,0,52
הסכם גירושין לדוגמא,2026-04-30,0,2,0,67.5
הסכם גירושין לדוגמא,2026-05-01,0,1,0,65
הסכם גירושין לדוגמא,2026-05-02,0,1,0,54
הסכם גירושין לדוגמא,2026-05-03,0,3,0,58
הסכם גירושין לדוגמא,2026-05-04,0,2,0,60
הסכם גירושין לדוגמא,2026-05-05,0,1,0,70
הסכם גירושין לדוגמא,2026-05-06,0,4,0,55
הסכם גירושין לדוגמא,2026-05-07,0,2,0,58.5
הסכם גירושין לדוגמא,2026-05-08,0,1,0,64
הסכם גירושין לדוגמא,2026-05-10,0,2,0,59
הסכם גירושין להורדה,2026-04-22,0,1,0,44
הסכם גירושין להורדה,2026-04-23,0,1,0,44
הסכם גירושין להורדה,2026-04-24,0,1,0,43
הסכם גירושין להורדה,2026-04-25,0,1,0,46
הסכם גירושין להורדה,2026-04-26,0,2,0,46
הסכם גירושין להורדה,2026-04-27,0,1,0,46
הסכם גירושין להורדה,2026-04-28,0,1,0,52
הסכם גירושין להורדה,2026-04-29,0,3,0,45
הסכם גירושין להורדה,2026-04-30,0,1,0,51
הסכם גירושין להורדה,2026-05-01,0,1,0,53
הסכם גירושין להורדה,2026-05-02,0,1,0,54
הסכם גירושין להורדה,2026-05-03,0,3,0,51.333333333333336
הסכם גירושין להורדה,2026-05-04,0,3,0,50.666666666666664
הסכם גירושין להורדה,2026-05-05,0,1,0,58
הסכם גירושין להורדה,2026-05-06,0,1,0,55
הסכם גירושין להורדה,2026-05-07,0,1,0,44
הסכם גירושין להורדה,2026-05-08,0,1,0,53
הסכם גירושין להורדה,2026-05-09,0,1,0,53
הסכם גירושין להורדה,2026-05-10,0,1,0,44
הסכם גירושין להורדה,2026-05-11,0,1,0,52
הסכם גירושין להורדה בחינם,2026-04-16,0,1,0,52
הסכם גירושין להורדה בחינם,2026-04-17,0,2,0,52
הסכם גירושין להורדה בחינם,2026-04-18,0,1,0,53
הסכם גירושין להורדה בחינם,2026-04-19,0,1,0,53
הסכם גירושין להורדה בחינם,2026-04-21,0,1,0,53
הסכם גירושין להורדה בחינם,2026-04-22,0,1,0,54
הסכם גירושין להורדה בחינם,2026-04-23,0,1,0,54
הסכם גירושין להורדה בחינם,2026-04-24,0,1,0,54
הסכם גירושין להורדה בחינם,2026-04-26,0,1,0,54
הסכם גירושין להורדה בחינם,2026-04-27,0,1,0,50
הסכם גירושין להורדה בחינם,2026-04-28,0,1,0,61
הסכם גירושין להורדה בחינם,2026-04-29,0,1,0,58
הסכם גירושין להורדה בחינם,2026-04-30,0,1,0,54
הסכם גירושין להורדה בחינם,2026-05-01,0,1,0,56
הסכם גירושין להורדה בחינם,2026-05-02,0,1,0,50
הסכם גירושין להורדה בחינם,2026-05-03,0,3,0,55
הסכם גירושין להורדה בחינם,2026-05-04,0,2,0,51.5
הסכם גירושין להורדה בחינם,2026-05-05,0,1,0,52
הסכם גירושין להורדה בחינם,2026-05-06,0,1,0,57
הסכם גירושין להורדה בחינם,2026-05-07,0,2,0,61.5
הסכם גירושין להורדה בחינם,2026-05-09,0,1,0,63
הסכם גירושין להורדה בחינם,2026-05-10,0,1,0,49
הסכם גירושין להורדה בחינם,2026-05-11,0,2,0,51
הסכם גירושין ללא ילדים להורדה,2026-04-22,0,1,0,66
הסכם גירושין ללא ילדים להורדה,2026-04-23,0,1,0,65
הסכם גירושין ללא עורך דין להורדה,2026-05-11,0,1,0,64
הסכם גישור גירושין לדוגמא,2026-04-15,0,2,0,76.5
הסכם גישור גירושין לדוגמא,2026-04-16,0,1,0,77
הסכם גישור גירושין לדוגמא,2026-04-17,0,1,0,76
הסכם גישור גירושין לדוגמא,2026-04-18,0,1,0,72
הסכם גישור גירושין לדוגמא,2026-04-19,0,1,0,77
הסכם גישור גירושין לדוגמא,2026-04-20,0,1,0,72
הסכם גישור גירושין לדוגמא,2026-04-21,0,1,0,74
הסכם גישור גירושין לדוגמא,2026-04-22,0,1,0,75
הסכם גישור גירושין לדוגמא,2026-04-23,0,1,0,75
הסכם גישור גירושין לדוגמא,2026-04-24,0,1,0,37
הסכם גישור גירושין לדוגמא,2026-04-25,0,1,0,75
הסכם גישור גירושין לדוגמא,2026-04-26,0,1,0,76
הסכם גישור גירושין לדוגמא,2026-04-27,0,1,0,76
הסכם גישור גירושין לדוגמא,2026-04-28,0,1,0,73
הסכם גישור גירושין לדוגמא,2026-04-29,0,1,0,90
הסכם גישור גירושין לדוגמא,2026-05-01,0,1,0,78
הסכם גישור גירושין לדוגמא,2026-05-02,0,1,0,77
הסכם גישור גירושין לדוגמא,2026-05-03,0,1,0,77
הסכם גישור גירושין לדוגמא,2026-05-04,0,2,0,79.5
הסכם גישור גירושין לדוגמא,2026-05-05,0,1,0,74
הסכם גישור גירושין לדוגמא,2026-05-06,0,1,0,94
הסכם גישור גירושין לדוגמא,2026-05-07,0,2,0,82.5
הסכם גישור גירושין לדוגמא,2026-05-08,0,1,0,77
הסכם גישור גירושין לדוגמא,2026-05-09,0,1,0,87
הסכם גישור גירושין לדוגמא,2026-05-11,0,1,0,80
הסכם מזונות דוגמא,2026-04-15,0,1,0,44
הסכם מזונות דוגמא,2026-04-16,0,1,0,45
הסכם מזונות דוגמא,2026-04-17,0,1,0,41
הסכם מזונות דוגמא,2026-04-18,0,1,0,43
הסכם מזונות דוגמא,2026-04-19,0,1,0,43
הסכם מזונות דוגמא,2026-04-20,0,1,0,43
הסכם מזונות דוגמא,2026-04-21,0,1,0,41
הסכם מזונות דוגמא,2026-04-22,0,1,0,41
הסכם מזונות דוגמא,2026-04-23,0,1,0,42
הסכם מזונות דוגמא,2026-04-24,0,1,0,42
הסכם מזונות דוגמא,2026-04-25,0,1,0,42
הסכם מזונות דוגמא,2026-04-26,0,1,0,43
הסכם מזונות דוגמא,2026-04-27,0,2,0,43
הסכם מזונות דוגמא,2026-04-28,0,1,0,44
הסכם מזונות דוגמא,2026-04-29,0,2,0,48
הסכם מזונות דוגמא,2026-04-30,0,1,0,44
הסכם מזונות דוגמא,2026-05-01,0,1,0,35
הסכם מזונות דוגמא,2026-05-02,0,1,0,43
הסכם מזונות דוגמא,2026-05-03,0,4,0,48.75
הסכם מזונות דוגמא,2026-05-04,0,2,0,51
הסכם מזונות דוגמא,2026-05-05,0,1,0,43
הסכם מזונות דוגמא,2026-05-06,0,1,0,39
הסכם מזונות דוגמא,2026-05-07,0,1,0,43
הסכם מזונות דוגמא,2026-05-08,0,1,0,50
הסכם מזונות דוגמא,2026-05-09,0,2,0,55
הסכם מזונות דוגמא,2026-05-10,0,1,0,44
הסכם מזונות דוגמא,2026-05-11,0,1,0,49
הסכם משמורת משותפת דוגמא,2026-04-29,0,1,0,76
הסכם פרידה דוגמא,2026-04-29,0,1,0,86
הסכם פרידה דוגמא,2026-04-30,0,1,0,87
הסכם פרידה דוגמא,2026-05-03,0,1,0,85
הסכם פרידה דוגמא,2026-05-05,0,1,0,89
הסכם פרידה דוגמא,2026-05-06,0,1,0,54
הסכם פרידה דוגמא,2026-05-07,0,1,0,84
הסכם שלום בית דוגמא,2026-04-29,0,1,0,59
הסכמה למסירת מידע,2026-05-05,0,1,0,30
הסכמה למסירת מידע מהמרשם הפלילי,2026-04-29,0,1,0,25
הסכמי גירושין דוגמאות,2026-04-30,0,1,0,63
הסנגוריה הציבורית,2026-04-18,0,1,0,63
הסנגוריה הציבורית,2026-04-25,0,1,0,66
הסנגוריה הציבורית,2026-04-28,0,1,0,65
הסנגוריה הציבורית,2026-05-09,0,1,0,66
הסניגוריה הציבורית,2026-04-18,0,1,0,58
הסרת משנע,2026-04-30,0,1,0,82
הסרת משנע,2026-05-06,0,1,0,72
הסרת משנע,2026-05-07,0,1,0,88
הפניקס משטרה שיניים,2026-04-26,0,1,0,76
הפקדת צ'ק בנק הפועלים,2026-04-29,0,1,0,78
הרי קירש,2026-05-06,0,1,0,59
הרשות להגנת הצרכן סטטוס תלונה,2026-04-20,0,1,0,66
הרשות לניירות ערך טלפון,2026-04-28,0,1,0,18
הרשות לניירות ערך טלפון,2026-04-29,0,1,0,18
הרשעה פירוש,2026-04-26,0,1,0,20
השבת רכוש מרומניה,2026-04-16,0,1,0,19
השבת רכוש מרומניה,2026-04-18,0,1,0,24
השבת רכוש מרומניה,2026-04-19,0,1,0,24
השבת רכוש מרומניה,2026-04-21,0,1,0,21
השבת רכוש מרומניה,2026-04-23,0,3,0,20.333333333333332
השבת רכוש מרומניה,2026-04-25,0,1,0,21
השבת רכוש מרומניה,2026-04-26,0,1,0,20
השבת רכוש מרומניה,2026-04-27,0,1,0,18
השבת רכוש מרומניה,2026-04-28,0,1,0,21
השבת רכוש מרומניה,2026-04-30,0,1,0,20
השבת רכוש מרומניה,2026-05-02,0,1,0,23
השבת רכוש מרומניה,2026-05-03,0,1,0,23
השבת רכוש מרומניה,2026-05-05,0,1,0,22
השבת רכוש מרומניה,2026-05-07,0,1,0,21
השבת רכוש מרומניה,2026-05-09,0,1,0,21
השבת רכוש מרומניה,2026-05-10,0,1,0,21
השחקנים בשולחן לחמישה,2026-05-04,0,1,0,53
השחתת הבית על ידי הגרושה על מנת להפחית מערכו,2026-04-18,0,1,0,23
השחתת הבית על ידי הגרושה על מנת להפחית מערכו,2026-04-19,0,1,0,24
השתק פלוגתא לא הדדי הגנתי דוגמה,2026-04-17,0,1,0,49
התייעצות עם עורך דין,2026-04-16,0,1,0,20
התייעצות עם עורך דין,2026-04-17,0,1,0,35
התייעצות עם עורך דין,2026-04-27,0,2,0,24
התייעצות עם עורך דין,2026-04-29,0,3,0,34.666666666666664
התייעצות עם עורך דין,2026-04-30,0,1,0,33
התייעצות עם עורך דין,2026-05-01,0,1,0,22
התייעצות עם עורך דין,2026-05-02,0,1,0,22
התייעצות עם עורך דין,2026-05-03,0,1,0,31
התייעצות עם עורך דין,2026-05-05,0,1,0,15
התליית רישיון רופא,2026-05-10,0,2,0,10
התליית רישיון רופא,2026-05-11,0,2,0,7
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-15,0,1,0,15
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-16,0,1,0,23
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-19,0,2,0,20
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-20,0,5,0,22.2
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-22,0,1,0,20
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-23,0,1,0,24
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-24,0,1,0,23
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-25,0,1,0,23
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-26,0,3,0,23.666666666666668
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-27,0,2,0,23.5
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-29,0,2,0,24
התנגדות לצוואה השפעה בלתי הוגנת,2026-04-30,0,2,0,27
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-01,0,1,0,20
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-02,0,2,0,28
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-03,0,3,0,27
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-04,0,2,0,25
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-06,0,1,0,28
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-08,0,2,0,28.5
התנגדות לצוואה השפעה בלתי הוגנת,2026-05-10,0,4,0,28
התנגדות לצוואה שלא במועד דחיית תביעה,2026-05-01,0,2,0,19
התקנת נט המשפט,2026-04-15,0,1,0,75
התקנת נט המשפט,2026-04-22,0,1,0,47
התקנת נט המשפט,2026-04-29,0,1,0,78
התקנת נט המשפט,2026-05-06,0,1,0,71
ועדת אתיקה חוק זכויות החולה קפות חולים,2026-04-18,0,1,0,50
זאב גורודצקי,2026-04-21,0,1,0,68
חברה לניהול נכסים בפורטוגל,2026-04-15,0,2,0,52
חברה לניהול נכסים בפורטוגל,2026-04-17,0,1,0,67
חברה לניהול נכסים בפורטוגל,2026-04-19,0,1,0,30
חברה לניהול נכסים בפורטוגל,2026-04-25,0,1,0,85
חברה לניהול נכסים בפורטוגל,2026-04-27,0,1,0,76
חברה לניהול נכסים בפורטוגל,2026-04-30,0,1,0,12
חובת עורך דין להליך kyc,2026-04-17,0,1,0,57
חוזה 587,2026-05-03,0,1,0,29
חוזה גירושין לדוגמא,2026-04-26,0,1,0,65
חוזה מומחים בשירות המדינה,2026-04-27,0,1,0,34
"חוזה רכישת נדל""ן בפורטוגל",2026-05-01,0,1,0,73
חוק בית המשפט,2026-04-29,0,1,0,27
חוק בית המשפט,2026-05-01,0,1,0,47
חוק בתי המשפט,2026-04-29,0,2,0,49
חוק בתי המשפט,2026-04-30,0,1,0,45
חוק בתי המשפט,2026-05-06,0,1,0,36
חוק בתי המשפט,2026-05-08,0,1,0,45
חוק דיני עבודה,2026-04-26,0,1,0,68
חוק דיני עבודה,2026-04-27,0,1,0,67
חוק דיני עבודה,2026-04-28,0,1,0,70
חוק הגבלת שכר טרחה ביטוח לאומי נבו,2026-05-07,0,1,0,82
חוק הותמל,2026-04-23,0,1,0,41
חוק הותמל,2026-04-29,0,1,0,47
חוק העונשין pdf,2026-04-27,0,1,0,37
חוק העונשין pdf,2026-04-29,0,1,0,36
חוק העונשין תשל ז 1977,2026-05-07,0,1,0,35
חוק השב כ,2026-04-24,0,1,0,58
חוק זכויות החולה,2026-05-10,0,3,0,71
חוק זכויות החולה,2026-05-11,0,2,0,60
חוק זכויות החולה רשומה רפואית,2026-05-07,0,2,0,64
חוק יסוד: השפיטה,2026-04-22,0,1,0,47
חוק מינוי שופטים,2026-05-01,0,2,0,59
חוק מתחמים מועדפים לדיור,2026-04-27,0,1,0,24
חוק שירות בטחון,2026-04-27,0,1,0,24
חוק שירות בטחון,2026-04-29,0,1,0,25
חוק שירות בטחוןמ,2026-04-17,0,3,0,27.333333333333332
חוק שירות בטחוןמ,2026-04-18,0,1,0,27
חוק שירות בטחוןמ,2026-04-19,0,1,0,25
חוק שירות ביטחון,2026-04-16,0,1,0,27
חוק שירות ביטחון,2026-04-26,0,1,0,30
חוק שירות ביטחון,2026-05-03,0,1,0,25
חוק שירות ביטחון,2026-05-07,0,1,0,24
חוק שירות ביטחון,2026-05-10,0,1,0,25
חוקים בדיני עבודה,2026-04-27,0,1,0,90
חוקר פרטי פגיעה מינית,2026-04-29,0,1,0,85
חיים רוזוב,2026-04-18,0,1,0,7
חיים רוזוב,2026-04-23,0,1,0,6
"חיפוש עו""ד",2026-04-30,0,2,0,9.5
"חיפוש עו""ד",2026-05-01,0,1,0,7
"חיפוש עו""ד",2026-05-06,0,2,0,9
חיפוש עורך דין,2026-04-15,0,2,0,10.5
חיפוש עורך דין,2026-04-19,0,2,0,9.5
