row_id,lane,source_id,cluster,priority,current_url,secondary_url,target_url_or_hub,role_or_topic,decision_status,readiness_status,traffic_risk,gsc_clicks,gsc_impressions,content_quality_score,source_legal_status,internal_link_status,url_action_status,next_step,blocked_actions,notes
MEDD-080,INTERNAL_LINK_PLAN,MEDMAL-LINK-022,medical-malpractice,P1,https://jus-tice.co.il/birth-injury-causes/,,https://jus-tice.co.il/birth-injury/,SUPPORT_TO_PARENT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Use if causes page is kept rather than merged,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Thin causes page needs causation review
MEDD-081,INTERNAL_LINK_PLAN,MEDMAL-LINK-023,medical-malpractice,P1,https://jus-tice.co.il/brain-damage-at-birth/,,https://jus-tice.co.il/birth-injury/,SUPPORT_TO_PARENT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add after medical causation claims are reviewed,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Sensitive medical causation topic
MEDD-082,INTERNAL_LINK_PLAN,MEDMAL-LINK-024,medical-malpractice,P1,https://jus-tice.co.il/malpractice-cerebral-palsy/,,https://jus-tice.co.il/birth-injury/,SUPPORT_TO_PARENT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add after medical causation claims are reviewed,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Sensitive cerebral palsy causation topic
MEDD-083,INTERNAL_LINK_PLAN,MEDMAL-LINK-025,medical-malpractice,P2,https://jus-tice.co.il/anesthesia-medical-malpractice/,,https://jus-tice.co.il/surgical-errors-medical-malpractice/,SUPPORT_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only if both support pages remain unique,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Helpful same-cluster support connection
MEDD-084,INTERNAL_LINK_PLAN,MEDMAL-LINK-026,medical-malpractice,P2,https://jus-tice.co.il/surgical-errors-medical-malpractice/,,https://jus-tice.co.il/anesthesia-medical-malpractice/,SUPPORT_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only if both support pages remain unique,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Helpful same-cluster support connection
MEDD-085,INTERNAL_LINK_PLAN,MEDMAL-LINK-027,medical-malpractice,P2,https://jus-tice.co.il/what-is-medical-malpractice-definition-examples/,,https://jus-tice.co.il/medical-malpractice-common-errors-doctors-hospitals/,INFO_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add from examples section after expansion,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Definition page can support common-errors page
MEDD-086,INTERNAL_LINK_PLAN,MEDMAL-LINK-028,medical-malpractice,P2,https://jus-tice.co.il/medical-malpractice-common-errors-doctors-hospitals/,,https://jus-tice.co.il/what-is-medical-malpractice-definition-examples/,INFO_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add from introductory explanation,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Common-errors page needs definition support
MEDD-087,INTERNAL_LINK_PLAN,MEDMAL-LINK-029,medical-malpractice,P2,https://jus-tice.co.il/medical-malpractice-vs-negligence-differences-israel/,,https://jus-tice.co.il/what-is-medical-malpractice-definition-examples/,INFO_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add from legal concept clarification section,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Comparison page should deepen concept layer
MEDD-088,INTERNAL_LINK_PLAN,MEDMAL-LINK-030,medical-malpractice,P2,https://jus-tice.co.il/birth-injury/,,https://jus-tice.co.il/brain-damage-at-birth/,SUPPORT_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only after source/legal review,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Same birth-injury support lane
MEDD-089,INTERNAL_LINK_PLAN,MEDMAL-LINK-031,medical-malpractice,P2,https://jus-tice.co.il/birth-injury/,,https://jus-tice.co.il/malpractice-cerebral-palsy/,SUPPORT_CROSSLINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only after source/legal review,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Same birth-injury support lane
MEDD-090,INTERNAL_LINK_PLAN,MEDMAL-LINK-032,medical-malpractice,P2,REFERENCE:MEDMAL-BIRTH-HEBREW-GSC-001,,https://jus-tice.co.il/birth-injury/,PROTECTED_ASSET_TO_PARENT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only after old page comparison and split plan,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Old page currently carries birth and pregnancy visibility
MEDD-091,INTERNAL_LINK_PLAN,MEDMAL-LINK-033,medical-malpractice,P2,REFERENCE:MEDMAL-BIRTH-HEBREW-GSC-001,,https://jus-tice.co.il/brain-damage-at-birth/,PROTECTED_ASSET_TO_SUPPORT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only if support page remains unique,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Old page can support deeper birth-injury topic later
MEDD-092,INTERNAL_LINK_PLAN,MEDMAL-LINK-034,medical-malpractice,P2,REFERENCE:MEDMAL-BIRTH-HEBREW-GSC-001,,https://jus-tice.co.il/malpractice-cerebral-palsy/,PROTECTED_ASSET_TO_SUPPORT,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_LEGAL_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Add only if support page remains unique,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Old page can support deeper birth-injury topic later
MEDD-093,INTERNAL_LINK_PLAN,MEDMAL-LINK-035,medical-malpractice,P3,https://jus-tice.co.il/medical-malpractice-lawyer/,,https://jus-tice.co.il/medical-malpractice-in-the-united-states/,BOUNDARY_NO_LINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,LOW_UNKNOWN,,,,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Do not use as Israeli service support except clearly labelled international context,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,US page is not Israeli service intent
MEDD-094,INTERNAL_LINK_PLAN,MEDMAL-LINK-036,medical-malpractice,P3,https://jus-tice.co.il/medical-malpractice-lawyer/,,TRAFFIC_MARVAD_URL_GROUP,BOUNDARY_NO_LINK,NOT_EXECUTED,VERIFIED_BOUNDARY,LOW_UNKNOWN,,,,VERIFIED_BOUNDARY,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Do not link from malpractice cluster,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Traffic medical fitness belongs to traffic law
MEDD-095,INTERNAL_LINK_PLAN,MEDMAL-LINK-037,medical-malpractice,P3,https://jus-tice.co.il/medical-malpractice-lawyer/,,https://jus-tice.co.il/criminal-negligence/,BOUNDARY_NO_LINK,NOT_EXECUTED,VERIFIED_BOUNDARY,LOW_UNKNOWN,,,,VERIFIED_BOUNDARY,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,Do not link from malpractice service cluster,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Criminal negligence belongs to criminal law
MEDD-096,INTERNAL_LINK_PLAN,MEDMAL-LINK-038,medical-malpractice,P0,https://jus-tice.co.il/medical-malpractice-lawyer/,,FUTURE:/birth-malpractice/; /pregnancy-malpractice/; /diagnosis-malpractice/; /surgery-malpractice/,FUTURE_SLUG_NO_LINK,NOT_EXECUTED,LINK_APPROVAL_REQUIRED,PROTECTED_REVIEW,,,,OWNER_APPROVAL_REQUIRED,NOT_EXECUTED,NO_LINK_CHANGE_EXECUTED,No internal links until route content redirect canonical and sitemap plan are approved,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,Future slugs would create duplicate targets if used too early
MEDD-097,SOURCE_LEGAL_GATE,MEDMAL-SRC-001,medical-malpractice,P1,https://jus-tice.co.il/medical-malpractice-lawyer/,,commercial pillar,General claim-review explanation; records checklist; lawyer consultation questions; cautious expert-review framing,NOT_VERIFIED,BLOCKED_HIGH,HIGH,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Resolve duplicate same-public-URL identity and compare pillar records,BLOCKED_CLAIMS=Guaranteed compensation; best/top/recommended lawyer claims; precise deadlines without legal review; medical diagnosis advice; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Ministry of Health malpractice page; Kol Zchut definition; Kol Zchut claim overview; Patient Rights Law PDF
MEDD-098,SOURCE_LEGAL_GATE,MEDMAL-SRC-002,medical-malpractice,P1,REFERENCE:MEDMAL-FEE-GSC-001,,fee and cost support,General cost components and fee-intent support after review,NOT_VERIFIED,BLOCKED_MEDIUM,MEDIUM,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Compare fee article against pillar and decide support/merge role,BLOCKED_CLAIMS=Fixed fee promises; no-risk language; guaranteed result; outdated price tables; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Kol Zchut claim overview; State Comptroller report; owner packet GSC evidence
MEDD-099,SOURCE_LEGAL_GATE,MEDMAL-SRC-003,medical-malpractice,P1,REFERENCE:MEDMAL-BIRTH-HEBREW-GSC-001,,birth and pregnancy malpractice,Separate birth injury pregnancy monitoring delivery management and neonatal injury intents after review,NOT_VERIFIED,BLOCKED_HIGH,HIGH,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Run side-by-side split/merge review,BLOCKED_CLAIMS=Treating poor outcomes as automatic malpractice; duplicate birth/pregnancy pages; redirecting old GSC URL early; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Ministry of Health malpractice page; Kol Zchut definition; Kol Zchut claim overview; Patient Rights Law PDF
MEDD-100,SOURCE_LEGAL_GATE,MEDMAL-SRC-004,medical-malpractice,P1,/birth-injury/; /birth-injury-lawyer/; /birth-injury-causes/; /malpractice-cerebral-palsy/,,birth injury and cerebral palsy support,Records/expert-review preparation; cautious support-page explanations,NOT_VERIFIED,BLOCKED_HIGH,HIGH,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Classify each as support section support page or merge candidate,BLOCKED_CLAIMS=Unreviewed causation claims; overstatement of cerebral palsy cause; medical advice; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Ministry of Health malpractice page; Kol Zchut claim overview; second-opinion page
MEDD-101,SOURCE_LEGAL_GATE,MEDMAL-SRC-005,medical-malpractice,P1,/anesthesia-medical-malpractice/; /surgical-errors-medical-malpractice/; /personal-injury/medical-malpractice/surgery/,,surgery anesthesia hospital error,Cautious support pages about records chronology questions and legal review,NOT_VERIFIED,BLOCKED_HIGH,HIGH,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Prepare surgery/anesthesia support comparison,BLOCKED_CLAIMS=Saying complication equals negligence; surgical-risk medical advice; nested URL migration without plan; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Ministry of Health malpractice page; second-opinion page; Patient Rights Law PDF
MEDD-102,SOURCE_LEGAL_GATE,MEDMAL-SRC-006,medical-malpractice,P1,/what-is-medical-malpractice-definition-examples/; /medical-malpractice-common-errors-doctors-hospitals/; /medical-malpractice-vs-negligence-differences-israel/,,definition common errors diagnosis,Concept definitions and warning-sign examples as informational support,NOT_VERIFIED,BLOCKED_MEDIUM,MEDIUM,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Map informational pages to support role under pillar,BLOCKED_CLAIMS=Final legal tests without review; duplicate commercial intent; unsupported examples; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Kol Zchut definition; Kol Zchut claim overview; Ministry of Health malpractice page
MEDD-103,SOURCE_LEGAL_GATE,MEDMAL-SRC-007,medical-malpractice,P0,cluster-wide,,records evidence expert opinion privacy,General records and chronology checklist; privacy warning; secure-intake requirements,NOT_VERIFIED,BLOCKED_VERY_HIGH,VERY_HIGH,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Add privacy gate before lead/review implementation,BLOCKED_CLAIMS=Unsecured sensitive file submission; publishing health details in reviews; absolute expert-opinion claims; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Patient Rights Law PDF; Ministry of Health medical-record inspection PDF; second-opinion page; Kol Zchut claim overview
MEDD-104,SOURCE_LEGAL_GATE,MEDMAL-SRC-008,medical-malpractice,P1,REFERENCE:MEDMAL-REPORT-LARGE-001,,system background report content,System context and report citations with date/source framing,NOT_VERIFIED,BLOCKED_MEDIUM,MEDIUM,,,,NOT_VERIFIED,BLOCKED_UNTIL_SOURCE_LEGAL_REVIEW,NO_PUBLIC_ACTION_APPROVED,Review source/copyright/indexation before reuse,BLOCKED_CLAIMS=Marketing exaggeration; using report as pillar by word count; copying report text; NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,sources=Gov.il malpractice committee; State Comptroller report
MEDD-105,CONTENT_INVENTORY_AUDIT,12096,medical-malpractice,P2,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,,,עורכי דין מובילים בתחום רשלנות רפואית בעולם | עורכי הדין המובילים בתחום הרשלנות הרפואית בישראל,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,8,UNKNOWN_PUBLIC_REST_V1,HAS_INTERNAL_LINKS,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=16740; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-106,CONTENT_INVENTORY_AUDIT,11952,medical-malpractice,P2,http://jus-tice.co.il/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%95%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%9E%D7%A9%D7%A4%D7%98%D7%99/,,,מקרי רשלנות רפואית בלידה וטיפול משפטי בייצוג עורך דין,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=3618; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-107,CONTENT_INVENTORY_AUDIT,11934,medical-malpractice,P2,http://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,,,מה חשוב לדעת על השקעות נדל”ן בניו יורק | ניתוח כדאיות השקעה במנהטן מול ערים אחרות בעולם,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,8,UNKNOWN_PUBLIC_REST_V1,HAS_INTERNAL_LINKS,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=3510; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-108,CONTENT_INVENTORY_AUDIT,11834,medical-malpractice,P2,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,,,עורך דין רשלנות רפואית בלידה מומלץ,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=6739; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-109,CONTENT_INVENTORY_AUDIT,11617,medical-malpractice,P2,http://jus-tice.co.il/medical-malpractice-vs-negligence-differences-israel/,,,מה ההבדל בין רשלנות רפואית לבין הזנחה רפואית?,KEEP_OR_SUPPORT_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,5,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=1906; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-110,CONTENT_INVENTORY_AUDIT,11607,medical-malpractice,P2,http://jus-tice.co.il/medical-malpractice-lawyer/,,,עורך דין רשלנות רפואית | עו”ד רשלנות רפואית,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=5135; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-111,CONTENT_INVENTORY_AUDIT,11600,medical-malpractice,P2,http://jus-tice.co.il/10918-10-19/,,,פס”ד בתביעת הורי תינוקת שנפטרה בגין רשלנות רפואית ורשלנות בהליכי מתן הרישיון לעסוק ברפואה (ת”א 10918-10-19),KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=18257; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-112,CONTENT_INVENTORY_AUDIT,11584,medical-malpractice,P2,http://jus-tice.co.il/articles/%D7%A2%D7%95%D7%95%D7%9C%D7%94-%D7%A0%D7%96%D7%A7-%D7%95%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%93%D7%99%D7%A0%D7%99-%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%95%D7%A8%D7%A9%D7%9C%D7%A0%D7%95/,,,עוולה | נזק ופיצוי | דיני הנזיקין ורשלנות | עו”ד נזיקין,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=8171; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=personal-injury;traffic_risk=UNKNOWN
MEDD-113,CONTENT_INVENTORY_AUDIT,11560,medical-malpractice,P2,http://jus-tice.co.il/anesthesia-medical-malpractice/,,,רשלנות רפואית בהרדמה: מתי זה קורה ולמי לפנות לאחר הליך ניתוח?,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=2878; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
