cluster_id,query,page,page_display,route_family,clicks,impressions,ctr,position,current_or_cache_signal,public_action_approved
settlement_mediation_agreement,ביטול הסכם גירושין בבית הדין הרבני,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,/cancel-a-divorce-settlement-agreement/,other_existing_page,0,48,0.00%,51.8,existing_page_or_legacy_signal,no
settlement_mediation_agreement,הסכם גירושין בהסכמה מחיר,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,47,0.00%,70.5,protect_cost_route,no
cost_consultation_price,הסכם גירושין בהסכמה מחיר,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,47,0.00%,70.5,protect_cost_route,no
settlement_mediation_agreement,ניסוח הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,47,0.00%,56,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין דוגמא doc,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,2,43,4.65%,11.8,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,עורך דין גירושין מטעם המדינה,https://jus-tice.co.il/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,attachment_or_pdf,0,43,0.00%,54.1,protect_attachment_or_legacy_asset,no
documents_and_procedure,הסכם גירושים להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,39,0.00%,47.9,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושים להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,39,0.00%,47.9,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,עורך דין לגירושים,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,36,0.00%,69.7,existing_page_or_legacy_signal,no
broad_divorce_lawyer,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,35,0.00%,73.4,existing_page_or_legacy_signal,no
settlement_mediation_agreement,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,35,0.00%,73.4,existing_page_or_legacy_signal,no
cost_consultation_price,כמה עולה הסכם גירושין אצל עורך דין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,35,0.00%,73.4,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין גירושים,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,31,0.00%,58.1,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,30,0.00%,58.6,existing_page_or_legacy_signal,no
cost_consultation_price,עלות גירושין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,29,0.00%,70.7,protect_cost_route,no
broad_divorce_lawyer,עורך דין גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,28,0.00%,41.3,existing_page_or_legacy_signal,no
settlement_mediation_agreement,הפרת הסכם גירושין,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,/cancel-a-divorce-settlement-agreement/,other_existing_page,0,26,0.00%,52.4,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין דיני גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,22,0.00%,76.9,existing_page_or_legacy_signal,no
settlement_mediation_agreement,כמה עולה הסכם גירושין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,21,0.00%,21.6,protect_cost_route,no
cost_consultation_price,כמה עולה הסכם גירושין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,21,0.00%,21.6,protect_cost_route,no
broad_divorce_lawyer,עורך דין גירושין מומלץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,21,0.00%,34.5,existing_page_or_legacy_signal,no
documents_and_procedure,חיוב בגט,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%91%D7%92%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%A1%D7%95%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%91%D7%A2%D7%9C-%D7%A4%D7%99%D7%A8%D7%95%D7%93-%D7%9E%D7%9E%D7%95%D7%A9%D7%9A-%D7%95%D7%9E%D7%A9%D7%A0%D7%99%D7%9B%D7%A8-%D7%9B%D7%99-%D7%A4%D7%A0%D7%99-%D7%94%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-1343730-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/,/פסד-חיוב-גט-בגין-מאיסות-אישה-בבעל-פירוד-ממושך-ומשניכר-כי-פני-הצדדים-לגירושין-1343730-1-ביהד-הגדול/,other_existing_page,0,16,0.00%,28.2,existing_page_or_legacy_signal,no
settlement_mediation_agreement,דוגמא הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,15,0.00%,25.5,protect_attachment_or_legacy_asset,no
documents_and_procedure,טופס הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,15,0.00%,55.6,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,טופס הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,15,0.00%,55.6,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,"עלות עו""ד גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,14,0.00%,80,existing_page_or_legacy_signal,no
cost_consultation_price,"עלות עו""ד גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,14,0.00%,80,existing_page_or_legacy_signal,no
settlement_mediation_agreement,פורום גישור גירושין,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,/psakdin/הליכי-גירושין-מבחן-הזיקות-טענה-כי-בימ/,case_law_page,0,13,0.00%,51.2,existing_page_or_legacy_signal,no
documents_and_procedure,הנשק האסטרטגי שחייבים להכיר בהליכי גירושין,https://jus-tice.co.il/strategic-divorce-cost-planning/,/strategic-divorce-cost-planning/,other_existing_page,0,12,0.00%,27.1,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין צוואות בגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%95%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%AA/,/עורך-דין-צוואות-וירושות/,other_existing_page,0,12,0.00%,28.8,existing_page_or_legacy_signal,no
urgent_local_help,עורך דין צוואות בגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%95%D7%99%D7%A8%D7%95%D7%A9%D7%95%D7%AA/,/עורך-דין-צוואות-וירושות/,other_existing_page,0,12,0.00%,28.8,existing_page_or_legacy_signal,no
documents_and_procedure,חיוב בגט,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A9-%D7%9C%D7%93%D7%95%D7%9F-%D7%91/,/articles/חיוב-גט-גירושין-ודחיית-בקשת-האיש-לדון-ב/,legacy_article,0,11,0.00%,25.3,existing_page_or_legacy_signal,no
documents_and_procedure,גט גירושין,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A9-%D7%9C%D7%93%D7%95%D7%9F-%D7%91/,/articles/חיוב-גט-גירושין-ודחיית-בקשת-האיש-לדון-ב/,legacy_article,0,10,0.00%,40,existing_page_or_legacy_signal,no
documents_and_procedure,הסכם גירושין בהסכמה להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,10,0.00%,64,protect_attachment_or_legacy_asset,no
settlement_mediation_agreement,הסכם גירושין בהסכמה להורדה,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,10,0.00%,64,protect_attachment_or_legacy_asset,no
documents_and_procedure,מתן סעד בהליך גירושין לאישה שזנתה,https://jus-tice.co.il/1520884-1/,/1520884-1/,other_existing_page,0,10,0.00%,18.8,existing_page_or_legacy_signal,no
broad_divorce_lawyer,"עלות עו""ד גירושין",https://jus-tice.co.il/strategic-divorce-cost-planning/,/strategic-divorce-cost-planning/,other_existing_page,0,10,0.00%,42,existing_page_or_legacy_signal,no
cost_consultation_price,"עלות עו""ד גירושין",https://jus-tice.co.il/strategic-divorce-cost-planning/,/strategic-divorce-cost-planning/,other_existing_page,0,10,0.00%,42,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין גירושין במרכז,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,9,0.00%,40.6,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין לענייני גירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,9,0.00%,42.1,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין מומלץ לגירושין,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,9,0.00%,26.9,existing_page_or_legacy_signal,no
settlement_mediation_agreement,עלות הסכם גירושין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,9,0.00%,13.6,protect_cost_route,no
cost_consultation_price,עלות הסכם גירושין,https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,/how-much-does-a-divorce-agreement-cost/,cost_article,0,9,0.00%,13.6,protect_cost_route,no
documents_and_procedure,פתיחת תיק גירושין מחיר,https://jus-tice.co.il/strategic-divorce-cost-planning/,/strategic-divorce-cost-planning/,other_existing_page,0,9,0.00%,50,existing_page_or_legacy_signal,no
cost_consultation_price,פתיחת תיק גירושין מחיר,https://jus-tice.co.il/strategic-divorce-cost-planning/,/strategic-divorce-cost-planning/,other_existing_page,0,9,0.00%,50,existing_page_or_legacy_signal,no
settlement_mediation_agreement,אכיפת הסכם גירושין,https://jus-tice.co.il/1331339-1/,/1331339-1/,other_existing_page,0,8,0.00%,24.9,existing_page_or_legacy_signal,no
settlement_mediation_agreement,דוגמת הסכם גירושין,https://jus-tice.co.il/wp-content/uploads/2021/03/%D7%A0%D7%95%D7%A1%D7%97-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%95%D7%92%D7%9E%D7%90-2021.docx,/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx,attachment_or_pdf,0,7,0.00%,35.4,protect_attachment_or_legacy_asset,no
broad_divorce_lawyer,"עו""ד גירושין מומלץ",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,7,0.00%,49.1,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורך דין גירושין המלצות,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,7,0.00%,49.3,existing_page_or_legacy_signal,no
urgent_local_help,עורך דין גירושין המלצות,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,7,0.00%,49.3,existing_page_or_legacy_signal,no
broad_divorce_lawyer,"עו""ד גירושים",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,6,0.00%,63,existing_page_or_legacy_signal,no
broad_divorce_lawyer,"עו""ד גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,/עוד-גירושין-מומלץ-כיצד-למצוא-עורך-דין-גירושין-וכמה-עולה-להתגרש/,other_existing_page,0,6,0.00%,68.3,existing_page_or_legacy_signal,no
broad_divorce_lawyer,עורכי דין גירושים,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,/עורכי-דין/עורכת-דין-מאיה-רוטנברג,lawyer_profile,0,6,0.00%,37.5,existing_page_or_legacy_signal,no
documents_and_procedure,איך פותחים תיק גירושין בישראל המדריך המעשי,https://jus-tice.co.il/articles/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%93%D7%99%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D-%D7%91%D7%99/,/articles/הליכי-גירושין-יוצרים-דינים-מיוחדים-בי/,legacy_article,0,5,0.00%,90.2,existing_page_or_legacy_signal,no
