page,device,clicks,impressions,ctr,position
https://jus-tice.co.il/%D7%9E%D7%90%D7%A1%D7%A8-%D7%91%D7%92%D7%99%D7%9F-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%95%D7%94%D7%AA%D7%A0%D7%9B%D7%9C%D7%95%D7%AA-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%AA-%D7%94%D7%98%D7%9C%D7%92%D7%A8%D7%9D-%D7%AA%D7%A4-43967-07-20/,DESKTOP,1,873,0.11%,48.1
https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,DESKTOP,1,3204,0.03%,60.1
https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%A8%D7%95%D7%A4%D7%90-%D7%9E%D7%94-%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%97%D7%95%D7%91%D7%95%D7%AA%D7%99%D7%95-%D7%94%D7%9E%D7%A7%D7%A6%D7%95%D7%A2%D7%99%D7%95%D7%AA/,MOBILE,1,114,0.88%,59.8
https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,TABLET,1,7,14.29%,30.9
https://jus-tice.co.il/%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%A0%D7%94%D7%9C-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F-%D7%9B%D7%9E%D7%A4%D7%95%D7%A8%D7%98-%D7%91%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%91%D7%A7%D7%A9%D7%94/,DESKTOP,1,1885,0.05%,43.9
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/%D7%A1%D7%A0%D7%99%D7%92%D7%95%D7%A8%D7%99%D7%94-%D7%A6%D7%99%D7%91%D7%95%D7%A8%D7%99%D7%AA/,MOBILE,1,643,0.16%,26.4
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,DESKTOP,1,11473,0.01%,52.3
https://jus-tice.co.il/%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91/,MOBILE,1,957,0.10%,51.1
https://jus-tice.co.il/%D7%A0%D7%91%D7%97%D7%A8%D7%AA-%D7%94%D7%97%D7%9C%D7%95%D7%9E%D7%95%D7%AA-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F/,DESKTOP,1,142,0.70%,29.6
https://jus-tice.co.il/%D7%A0%D7%95%D7%A1%D7%97-%D7%9B%D7%AA%D7%91-%D7%94%D7%90%D7%99%D7%A9%D7%95%D7%9D-%D7%A0%D7%92%D7%93-%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F-%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%AA%D7%99%D7%A7%D7%99%D7%9D-1000-2000-4000,DESKTOP,1,91,1.10%,52.0
https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,DESKTOP,1,4925,0.02%,38.2
https://jus-tice.co.il/%D7%A1%D7%98%D7%98%D7%99%D7%A1%D7%98%D7%99%D7%A7%D7%94-%D7%A2%D7%9C-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,MOBILE,1,104,0.96%,40.5
https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94/,DESKTOP,1,698,0.14%,60.5
https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94/,MOBILE,1,216,0.46%,21.5
https://jus-tice.co.il/%D7%A1%D7%A2%D7%A934999-11-21-%D7%A1%D7%A2%D7%99%D7%A3-46-%D7%90-%D7%9C%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94/,MOBILE,1,165,0.61%,41.6
https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%90%D7%99%D7%A0%D7%95%D7%A1-%D7%95%D7%9E%D7%A2%D7%A9%D7%94-%D7%A1%D7%93%D7%95%D7%9D-%D7%91%D7%A7%D7%98%D7%99%D7%A0%D7%94/,MOBILE,1,374,0.27%,68.9
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,DESKTOP,1,9981,0.01%,34.3
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,DESKTOP,1,9532,0.01%,48.4
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%99%D7%95%D7%A6%D7%90-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98%D7%95%D7%AA-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA/,DESKTOP,1,808,0.12%,42.0
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,DESKTOP,1,11641,0.01%,61.4
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99/,DESKTOP,1,26350,0.00%,49.1
https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%92%D7%90%D7%A1%D7%98%D7%99%D7%A1-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,DESKTOP,1,16,6.25%,1.6
https://jus-tice.co.il/%D7%A2%D7%9E-49933-03-20/,MOBILE,1,95,1.05%,20.6
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%97%D7%95%D7%A4%D7%A9-%D7%94%D7%A2%D7%99%D7%A1%D7%95%D7%A7-%D7%A1%D7%A2%D7%A9-49088-11-18/,DESKTOP,1,1717,0.06%,30.4
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%97%D7%95%D7%A4%D7%A9-%D7%94%D7%A2%D7%99%D7%A1%D7%95%D7%A7-%D7%A1%D7%A2%D7%A9-49088-11-18/,MOBILE,1,353,0.28%,35.6
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%9B%D7%A0%D7%92%D7%93-%D7%A8%D7%95%D7%A4%D7%90-%D7%A9%D7%99%D7%A0%D7%99%D7%99%D7%9D-%D7%AA%D7%90-9109-12-19/,MOBILE,1,239,0.42%,63.0
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A9%D7%AA%D7%99-%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%92%D7%91%D7%99%D7%99%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%95%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%94%D7%A1%D7%9B%D7%9D-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%99%D7%96%D7%91%D7%95%D7%9F/,DESKTOP,1,193,0.52%,52.9
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%AA%D7%A9%D7%9C%D7%95%D7%9D-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A0%D7%96%D7%A7%D7%99-%D7%92%D7%95%D7%A3-%D7%A9%D7%A0%D7%92%D7%A8%D7%9E%D7%95-%D7%91%D7%A9%D7%9C-%D7%AA%D7%90%D7%95%D7%A0%D7%AA-%D7%93%D7%A8%D7%9B%D7%99%D7%9D/,DESKTOP,1,2915,0.03%,71.3
https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%AA%D7%A9%D7%9C%D7%95%D7%9D-%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A0%D7%96%D7%A7%D7%99-%D7%92%D7%95%D7%A3-%D7%A9%D7%A0%D7%92%D7%A8%D7%9E%D7%95-%D7%91%D7%A9%D7%9C-%D7%AA%D7%90%D7%95%D7%A0%D7%AA-%D7%93%D7%A8%D7%9B%D7%99%D7%9D/,MOBILE,1,229,0.44%,56.0
https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%9E%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A6%D7%A8%D7%9B%D7%A0%D7%99%D7%AA-%D7%91%D7%99%D7%9F-%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%9E%D7%A9%D7%A7%D7%A4%D7%99-%D7%A8%D7%90%D7%99%D7%94/,MOBILE,1,9,11.11%,20.9
https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%94%D7%A6%D7%94%D7%A8%D7%AA%D7%99-%D7%91%D7%A0%D7%95%D7%92%D7%A2-%D7%9C%D7%9E%D7%97%D7%A6%D7%99%D7%AA-%D7%9E%D7%94%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%91%D7%99%D7%AA-%D7%95%D7%91%D7%A7%D7%A8%D7%A7%D7%A2-%D7%AA%D7%9E%D7%A9-35298-10-19/,MOBILE,1,266,0.38%,40.3
https://jus-tice.co.il/%D7%A6%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9C%D7%94%D7%A9%D7%91%D7%AA-%D7%A0%D7%A9%D7%A7-%D7%90%D7%99%D7%A9%D7%99/,MOBILE,1,447,0.22%,68.9
https://jus-tice.co.il/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%94%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%AA%D7%9C%D7%94%D7%9E-18194-04-22/,MOBILE,1,247,0.40%,21.0
https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,TABLET,1,30,3.33%,11.7
https://jus-tice.co.il/%D7%AA%D7%A469728-06-20%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%A1%D7%95%D7%9C%D7%95%D7%9E%D7%95%D7%9F/,MOBILE,1,139,0.72%,68.9
https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,DESKTOP,1,4172,0.02%,27.1
https://jus-tice.co.il/11314-01-23/,DESKTOP,1,209,0.48%,30.0
https://jus-tice.co.il/1495176/4/,MOBILE,1,9,11.11%,55.7
https://jus-tice.co.il/17044-12-22/,MOBILE,1,23,4.35%,56.2
https://jus-tice.co.il/2015-2016-major-supreme-court-ruling/,MOBILE,1,45,2.22%,26.3
https://jus-tice.co.il/2019-2020-major-supreme-court-ruling,MOBILE,1,258,0.39%,30.7
https://jus-tice.co.il/21213-04-18/,MOBILE,1,90,1.11%,55.2
https://jus-tice.co.il/39514-09-19/,DESKTOP,1,821,0.12%,59.9
https://jus-tice.co.il/40939-11-19/,DESKTOP,1,159,0.63%,46.4
https://jus-tice.co.il/52923-11-20/,DESKTOP,1,257,0.39%,69.0
https://jus-tice.co.il/55188-07-20/,TABLET,1,10,10.00%,7.3
https://jus-tice.co.il/70703-09-24/,MOBILE,1,6,16.67%,26.0
https://jus-tice.co.il/9230-03-20/,MOBILE,1,1632,0.06%,63.2
https://jus-tice.co.il/about-usa/,DESKTOP,1,7086,0.01%,32.4
https://jus-tice.co.il/about-usa/,MOBILE,1,6023,0.02%,14.5
https://jus-tice.co.il/accountant/,DESKTOP,1,4295,0.02%,55.6
https://jus-tice.co.il/adoption-usa/,MOBILE,1,73,1.37%,38.1
https://jus-tice.co.il/american-bar-association/,MOBILE,1,203,0.49%,34.2
https://jus-tice.co.il/americas-best-law-schools/,DESKTOP,1,1127,0.09%,46.9
https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,TABLET,1,25,4.00%,8.5
https://jus-tice.co.il/arbitration-dispute-between-partners-law-firm/,MOBILE,1,34,2.94%,2.8
https://jus-tice.co.il/arrested-abroad-il/,DESKTOP,1,846,0.12%,56.1
https://jus-tice.co.il/articles/%D7%90%D7%99%D7%9A-%D7%9C%D7%91%D7%97%D7%95%D7%A8-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9B%D7%A9%D7%9E%D7%AA%D7%92%D7%A8/,MOBILE,1,289,0.35%,70.4
https://jus-tice.co.il/articles/%D7%90%D7%99%D7%AA%D7%9F-%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%95%D7%A9%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,MOBILE,1,139,0.72%,10.5
https://jus-tice.co.il/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,DESKTOP,1,12009,0.01%,35.9
https://jus-tice.co.il/articles/%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8-%D7%9E%D7%94%D7%95-%D7%9E%D7%93%D7%A2-%D7%94%D7%90%D7%A7%D7%98%D7%95%D7%90%D7%A8%D7%99%D7%94/,MOBILE,1,650,0.15%,30.3
https://jus-tice.co.il/articles/%D7%94%D7%A6%D7%A2%D7%AA-%D7%97%D7%95%D7%A7-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%9E%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%AA%D7%A9%D7%A2%D7%90-2011-%D7%A2%D7%9D-%D7%94%D7%A1%D7%91%D7%A8%D7%99%D7%9D/,MOBILE,1,210,0.48%,13.3
https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%9E%D7%99%D7%9B%D7%9C-%D7%90%D7%92%D7%9E%D7%95%D7%9F-%D7%92%D7%95%D7%A0%D7%9F-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%99%D7%99%D7%A6/,DESKTOP,1,61,1.64%,20.3
https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%9E%D7%99%D7%9B%D7%9C-%D7%90%D7%92%D7%9E%D7%95%D7%9F-%D7%92%D7%95%D7%A0%D7%9F-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%99%D7%99%D7%A6/,MOBILE,1,66,1.52%,13.6
https://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%99%D7%97%D7%96%D7%A7%D7%90%D7%9C-%D7%90%D7%9C%D7%99%D7%94%D7%95-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A6%D7%A8%D7%A3-%D7%AA%D7%95/,MOBILE,1,95,1.05%,15.6
https://jus-tice.co.il/articles/%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%96%D7%9E%D7%A0%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9E%D7%99%D7%A0%D7%95%D7%99-%D7%9E%D7%AA%D7%90%D7%9D-%D7%94%D7%95%D7%A8%D7%99-%D7%A2%D7%9D-%D7%A1%D7%9E%D7%9B/,MOBILE,1,27,3.70%,21.9
https://jus-tice.co.il/articles/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%AA%D7%A9%D7%9C%D7%95%D7%9D-%D7%A4%D7%A2%D7%95%D7%98%D7%95%D7%9F-%D7%A6%D7%94%D7%A8%D7%95%D7%9F-%D7%95%D7%9E/,MOBILE,1,10,10.00%,16.6
https://jus-tice.co.il/articles/%D7%9E%D7%97%D7%A7%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%92%D7%95%D7%A4%D7%99%D7%9D-%D7%A1%D7%98%D7%98%D7%95%D7%98%D7%95%D7%A8%D7%99%D7%99%D7%9D-%D7%94%D7%A2%D7%95%D7%A1%D7%A7%D7%99%D7%9D-%D7%91/,DESKTOP,1,205,0.49%,29.9
https://jus-tice.co.il/articles/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA/,MOBILE,1,519,0.19%,36.7
https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99/,DESKTOP,1,1217,0.08%,52.4
https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99/,MOBILE,1,369,0.27%,54.3
https://jus-tice.co.il/articles/%D7%AA%D7%90-40044-06-18-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-%D7%9E%D7%A8%D7%9B%D7%96-%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%9B%D7%97%D7%95%D7%9C-%D7%9C%D7%91%D7%9F-%D7%91%D7%A2%D7%9E-%D7%95%D7%90/,MOBILE,1,11,9.09%,23.2
https://jus-tice.co.il/articles/%D7%AA%D7%A4-26290-04-18-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A4%D7%94-%D7%91%D7%A8%D7%A7/,MOBILE,1,102,0.98%,41.8
https://jus-tice.co.il/baker-mckenzie/,TABLET,1,4,25.00%,3.8
https://jus-tice.co.il/belgian-lawyers/,DESKTOP,1,1595,0.06%,16.4
https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,DESKTOP,1,3242,0.03%,36.2
https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,MOBILE,1,371,0.27%,31.1
https://jus-tice.co.il/buying-property-in-greece/,DESKTOP,1,18845,0.01%,47.5
https://jus-tice.co.il/buying-property-in-portugal/,DESKTOP,1,16648,0.01%,35.3
https://jus-tice.co.il/cadastre/,MOBILE,1,171,0.58%,9.1
https://jus-tice.co.il/canada-lawyers/,DESKTOP,1,1228,0.08%,17.0
https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,MOBILE,1,2030,0.05%,49.0
https://jus-tice.co.il/cascais/,TABLET,1,1,100.00%,16.0
https://jus-tice.co.il/changing-or-canceling-a-prenuptial-agreement/,DESKTOP,1,6286,0.02%,42.5
https://jus-tice.co.il/child-pornography-laws-in-the-united-states/,MOBILE,1,92,1.09%,35.0
https://jus-tice.co.il/cohabitation-property-rights-for-unmarried-couples/,TABLET,1,2,50.00%,12.0
https://jus-tice.co.il/compensation-flight-delayed/,DESKTOP,1,3152,0.03%,63.0
https://jus-tice.co.il/consent/,DESKTOP,1,1017,0.10%,23.4
https://jus-tice.co.il/court-judge/,TABLET,1,13,7.69%,12.5
https://jus-tice.co.il/criminal-negligence/,MOBILE,1,306,0.33%,11.0
https://jus-tice.co.il/cyber-law/,DESKTOP,1,1646,0.06%,37.4
https://jus-tice.co.il/cyber-law/,MOBILE,1,159,0.63%,50.8
https://jus-tice.co.il/cyber-laws/,DESKTOP,1,1244,0.08%,45.8
https://jus-tice.co.il/cyber-lawyer/,DESKTOP,1,8895,0.01%,46.5
https://jus-tice.co.il/cybersex-trafficking/,MOBILE,1,126,0.79%,44.7
https://jus-tice.co.il/cyprus-lawyer/,DESKTOP,1,4080,0.02%,22.6
https://jus-tice.co.il/decision17331-01-17/,MOBILE,1,60,1.67%,10.4
https://jus-tice.co.il/decision20043-03-23/,DESKTOP,1,208,0.48%,9.0
https://jus-tice.co.il/decision22431-08-19/,MOBILE,1,70,1.43%,57.5
https://jus-tice.co.il/decision22695-02-20/,DESKTOP,1,1388,0.07%,58.0
https://jus-tice.co.il/decision22695-02-20/,MOBILE,1,63,1.59%,73.2
https://jus-tice.co.il/decision42377-09-22/,MOBILE,1,236,0.42%,23.7
https://jus-tice.co.il/decision50014-01-19/,DESKTOP,1,581,0.17%,45.3
https://jus-tice.co.il/decision56187-03-21/,DESKTOP,1,221,0.45%,63.4
https://jus-tice.co.il/decision60362-03-22/,MOBILE,1,61,1.64%,25.4
https://jus-tice.co.il/decision66529-11-19/,DESKTOP,1,34,2.94%,20.3
https://jus-tice.co.il/description-and-structure-of-the-ministry-of-justice/,DESKTOP,1,1858,0.05%,58.2
https://jus-tice.co.il/driving-under-the-influence-of-drugs/,DESKTOP,1,5618,0.02%,35.3
https://jus-tice.co.il/driving-under-the-influence-of-drugs/,MOBILE,1,1628,0.06%,34.8
https://jus-tice.co.il/drug-trafficking/,MOBILE,1,524,0.19%,24.0
https://jus-tice.co.il/dun-bradstreet/,MOBILE,1,120,0.83%,29.7
https://jus-tice.co.il/epa-guide-qa/,DESKTOP,1,519,0.19%,57.9
https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer/,DESKTOP,1,4828,0.02%,62.8
https://jus-tice.co.il/everything-you-need-to-know-about-becoming-a-criminal-lawyer/,MOBILE,1,752,0.13%,63.6
https://jus-tice.co.il/extradition-guide/,DESKTOP,1,2301,0.04%,19.8
https://jus-tice.co.il/family-law/,DESKTOP,1,6260,0.02%,62.2
https://jus-tice.co.il/family-law/,MOBILE,1,1270,0.08%,55.7
https://jus-tice.co.il/force-majeure,MOBILE,1,54,1.85%,21.8
https://jus-tice.co.il/foreign_legal_opinion/,MOBILE,1,107,0.93%,27.6
https://jus-tice.co.il/free-divorce-agreement-template/,TABLET,1,47,2.13%,14.9
https://jus-tice.co.il/germany-lawyers/,DESKTOP,1,3712,0.03%,46.9
https://jus-tice.co.il/germany-lawyers/,MOBILE,1,456,0.22%,66.0
https://jus-tice.co.il/government-of-portugal/,MOBILE,1,169,0.59%,9.7
https://jus-tice.co.il/greece-price-list/,DESKTOP,1,5651,0.02%,39.8
https://jus-tice.co.il/greece-price-list/,TABLET,1,9,11.11%,8.4
https://jus-tice.co.il/guide-buying-property-portugal-israelis/,MOBILE,1,828,0.12%,39.1
https://jus-tice.co.il/herzog-fox-neeman/,MOBILE,1,308,0.32%,16.8
