url,clicks_28d,impressions_28d,ctr_28d,position_28d,clicks_3m,impressions_3m,ctr_3m,position_3m,clicks_12m,impressions_12m,ctr_12m,position_12m,clicks_16m,impressions_16m,ctr_16m,position_16m,top_query_1,top_query_1_clicks,top_query_1_impressions,top_query_1_position,top_query_2,top_query_2_clicks,top_query_2_impressions,top_query_2_position,top_query_3,top_query_3_clicks,top_query_3_impressions,top_query_3_position,top_query_4,top_query_4_clicks,top_query_4_impressions,top_query_4_position,top_query_5,top_query_5_clicks,top_query_5_impressions,top_query_5_position,query_count,traffic_risk,mobile_clicks,desktop_clicks,mobile_impressions,desktop_impressions,main_country
https://jus-tice.co.il/%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%97%d7%99%d7%95%d7%91-%d7%94%d7%90%d7%91-%d7%91%d7%aa%d7%a9%d7%9c%d7%95%d7%9d-%d7%91%d7%92%d7%99%d7%9f-%d7%9e%d7%93%d7%95%d7%a8-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%91%d7%91%d7%99%d7%aa-%d7%a9%d7%91%d7%91%d7%a2%d7%9c%d7%95%d7%aa-%d7%94%d7%90%d7%9d-%d7%95%d7%90%d7%99%d7%9f-%d7%94%d7%99%d7%90-%d7%9e%d7%a9%d7%9c%d7%9e%d7%aa-%d7%a9%d7%9b%d7%a8-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%92%d7%99%d7%a0%d7%95,0,0,0%,0,0,0,0%,0,29,1964,1.48%,40.0,60,2874,2.09%,41.0,מדור גירושין,0,600,49.7,מזונות ילדים שכירות,0,139,27.3,מדור ילדים,0,126,80.5,גירושין דירה משותפת,0,92,67.7,תשלום מדור לגרושה,0,77,51.2,31,MEDIUM,0,0,484,739,ago
https://jus-tice.co.il/%d7%97%d7%a9%d7%99%d7%a4%d7%aa-%d7%a4%d7%a8%d7%98%d7%99-%d7%9e%d7%a9%d7%aa%d7%9e%d7%a9-%d7%a8%d7%9e%d7%99-%d7%9e%d7%95%d7%a8-%d7%a0%d7%92%d7%93-%d7%91%d7%a8%d7%a7-%d7%90%d7%99-%d7%98%d7%99-%d7%a1%d7%99,0,0,0%,0,0,0,0%,0,29,1368,2.12%,14.0,69,2625,2.63%,16.3,רמי מור,1,109,13.0,ברק אי טי,0,61,8.9,רן תגר ויקיפדיה,0,23,52.4,פז אגמון הפקות אירועים,0,21,46.8,בעילה אסורה בהסכמה - הגשת עירעור,0,10,86.1,18,MEDIUM,1,0,65,187,isr
https://jus-tice.co.il/buying-property-in-portugal,0,0,0%,0,0,0,0%,0,29,19473,0.15%,34.4,47,30720,0.15%,35.0,קניית נכס בפורטוגל,1,848,13.2,מחירי דירות בפורטוגל,1,424,31.5,נכס בפורטוגל,1,424,21.6,בית בכפר בפורטוגל,1,2,19.5,נכסים בפורטוגל,0,1117,50.5,127,MEDIUM,3,1,1294,16648,isr
https://jus-tice.co.il/new-jersey-lawyers,0,0,0%,0,0,0,0%,0,29,1400,2.07%,25.7,55,2404,2.29%,29.2,רילוקיישן לניו ג'רזי,0,281,27.1,ניו ג'רזי,0,143,43.1,"עו""ד הימורים",0,92,88.9,ניו ג'רסי,0,26,23.5,עורך דין לענייני כדורגל,0,19,88.4,30,MEDIUM,0,0,76,602,abw
https://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death,0,0,0%,0,0,0,0%,0,29,9543,0.30%,46.1,45,11952,0.38%,46.2,גרימת מוות ברשלנות,0,3078,48.5,עונש על גרימת מוות ברשלנות,0,972,50.1,גרימת מוות ברשלנות עונש,0,873,58.1,גרימת מוות ברשלנות חוק העונשין,0,443,34.5,מוות ברשלנות,0,392,49.2,42,MEDIUM,0,0,1649,6523,abw
https://jus-tice.co.il/wp-content/uploads/2023/05/italy_list_of_english-speaking_lawyers.pdf,4,572,0.70%,5.5,10,1336,0.75%,11.0,28,3049,0.92%,14.6,35,4130,0.85%,32.6,italy lawyers,0,33,81.4,lawyers in italy,0,29,95.0,english speaking lawyers in italy,0,17,89.2,lawyers in venice italy,0,14,54.6,list of italian lawyers,0,12,76.8,35,MEDIUM,0,0,3,149,aus
https://jus-tice.co.il/%d7%97%d7%95%d7%a7-%d7%94%d7%97%d7%95%d7%96%d7%99%d7%9d-%d7%aa%d7%a8%d7%95%d7%a4%d7%95%d7%aa-%d7%91%d7%a9%d7%9c-%d7%94%d7%a4%d7%a8%d7%aa-%d7%97%d7%95%d7%96%d7%94-%d7%aa%d7%a9%d7%9c%d7%90-1970,0,0,0%,0,0,0,0%,0,28,15481,0.18%,12.4,70,27874,0.25%,13.5,חוק החוזים תרופות,8,7853,8.2,חוק החוזים תרופות בשל הפרת חוזה,2,393,7.5,חוק החוזים תרופות pdf,2,75,7.5,חוק החוזים תרופות סיכום,1,21,8.0,הפרה יסודית של חוזה,0,531,42.2,53,MEDIUM,2,11,1034,9537,isr
https://jus-tice.co.il/articles/%d7%94%d7%a6%d7%a2%d7%aa-%d7%97%d7%95%d7%a7-%d7%93%d7%99%d7%a0%d7%99-%d7%9e%d7%9e%d7%95%d7%a0%d7%95%d7%aa-%d7%94%d7%aa%d7%a9%d7%a2%d7%90-2011-%d7%a2%d7%9d-%d7%94%d7%a1%d7%91%d7%a8%d7%99%d7%9d,0,0,0%,0,0,0,0%,0,28,3467,0.81%,15.1,81,6492,1.25%,15.4,הצעת חוק דיני ממונות,3,220,7.3,חוק דיני ממונות,2,155,9.6,תלאבין,0,147,12.4,איך כותבים הצעת חוק,0,66,32.5,פיגום תלוי למכירה,0,27,89.3,46,MEDIUM,1,4,210,598,isr
https://jus-tice.co.il/articles/%d7%a4%d7%a1%d7%93-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%9c%d7%a9%d7%95%d7%9f-%d7%94%d7%a8%d7%a2-%d7%91%d7%92%d7%99%d7%9f-%d7%a4%d7%a8%d7%a1%d7%95%d7%9d-%d7%91%d7%a7%d7%91%d7%95%d7%a6%d7%aa,0,0,0%,0,0,0,0%,0,28,15031,0.19%,42.3,51,23427,0.22%,42.1,לשון הרע בפייסבוק,0,2637,48.3,הוצאת דיבה בפייסבוק,0,1382,44.0,תביעת לשון הרע בפייסבוק,0,964,34.7,תביעת דיבה בפייסבוק,0,354,34.1,הוצאת לשון הרע בפייסבוק,0,315,46.9,117,MEDIUM,0,0,2051,9568,ago
https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder,0,0,0%,0,0,0,0%,0,28,47331,0.06%,53.3,55,93695,0.06%,51.7,בניית אתרים בחינם,0,2084,57.2,בניית אתר בחינם,0,1793,57.0,אתר לבניית אתרים,0,1010,58.4,בניית אתר חינם,0,801,38.3,יצירת אתר,0,712,75.3,715,HIGH,0,0,6111,38451,abw
https://jus-tice.co.il/china-lawyers,0,0,0%,0,0,0,0%,0,28,3694,0.76%,21.3,46,7056,0.65%,22.2,ייצוג משפטי סין,0,343,12.2,עורך דין סין,0,338,19.1,"עו""ד סין",0,276,23.9,עורך דין בסין,0,72,8.6,"עו""ד בסין",0,67,12.1,75,MEDIUM,0,0,39,1545,ago
https://jus-tice.co.il/cyber-lawyer,0,0,0%,0,0,0,0%,0,28,11993,0.23%,41.3,52,19662,0.26%,41.3,עורך דין סייבר,2,1193,14.8,עורך דין אבטחת מידע,1,185,20.7,חקירות סייבר,0,855,88.8,עורך דין לענייני סייבר,0,586,9.3,חוות דעת מומחה סייבר,0,491,25.2,149,MEDIUM,2,1,1118,8895,isr
https://jus-tice.co.il/decision75385-12-20,0,0,0%,0,0,0,0%,0,28,1452,1.93%,10.3,50,2289,2.18%,12.0,עדי הדר שופט,9,530,7.1,השופט עדי הדר,5,238,6.6,עדי הדר,0,31,43.3,"ד""ר עדי אדר",0,20,46.9,הדר עדי,0,17,22.2,12,MEDIUM,9,5,464,401,isr
https://jus-tice.co.il/fbi-cyber-division,0,0,0%,0,0,0,0%,0,28,8091,0.35%,23.6,28,8091,0.35%,23.6,חקירות סייבר,0,795,43.1,חקירת גניבת זהות,0,238,47.2,משרד חקירות סייבר,0,207,38.0,חוקר סייבר לבית משפט,0,191,29.8,חקירות מחשב,0,138,73.3,107,MEDIUM,0,0,326,2583,ago
https://jus-tice.co.il/morgan-morgan,0,0,0%,0,0,0,0%,0,28,471,5.94%,8.1,32,517,6.19%,8.8,ג'ון מורגן,5,83,5.5,גון מורגן,0,19,6.6,עורך דין אמריקאי תביעות עסקיות,0,18,9.9,עורכי דין בפלורידה,0,10,17.9,עורך דין בפלורידה,0,8,12.4,9,MEDIUM,5,0,84,61,isr
https://jus-tice.co.il/parental-alienation-damages16820-11-19,0,0,0%,0,0,0,0%,0,28,1689,1.66%,17.5,40,2094,1.91%,23.1,תביעת נזיקין ניכור הורי,1,24,8.0,תביעה לניכור הורי דוגמא,1,16,18.9,ניכור הורי תביעה,0,187,27.4,תביעת ניכור הורי,0,169,15.6,ניכור הורי מצד האם,0,124,48.0,15,MEDIUM,2,0,120,545,isr
https://jus-tice.co.il/portugal-economy,0,0,0%,0,0,0,0%,0,28,1992,1.41%,25.4,56,3760,1.49%,22.9,כלכלת פורטוגל,4,63,4.7,ערים בפורטוגל,0,208,51.5,פורטוגל,0,137,34.3,פורטוגל היסטוריה,0,49,25.2,פורטוגל מטבע,0,25,41.5,81,MEDIUM,3,1,295,525,isr
https://jus-tice.co.il/psakdin/%d7%93%d7%97%d7%99%d7%99%d7%aa-%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%aa%d7%99%d7%a7%d7%95%d7%9f-%d7%9b%d7%aa%d7%91-%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%a9%d7%9b%d7%a0%d7%92%d7%93-%d7%9c%d7%a4%d7%99-%d7%aa,0,0,0%,0,0,0,0%,0,28,2853,0.98%,29.5,62,4654,1.33%,32.9,בקשה לתיקון כתב תביעה,1,217,17.6,תיקון כתב תביעה תקנות חדשות,1,14,16.5,כתב תביעה שכנגד,0,184,45.9,תיקון כתב תביעה,0,177,21.0,טופס 11 לתקנות סדר הדין האזרחי,0,129,65.6,41,MEDIUM,1,1,321,1042,isr
https://jus-tice.co.il/psakdin/%d7%a4%d7%99%d7%a8%d7%95%d7%a7-%d7%a9%d7%99%d7%aa%d7%95%d7%a3-%d7%91%d7%a0%d7%97%d7%9c%d7%94-%d7%9c%d7%a4%d7%99-%d7%94%d7%9c%d7%9b%d7%aa-%d7%94%d7%a9%d7%99%d7%aa%d7%95%d7%a3-%d7%aa%d7%9c%d7%94,0,0,0%,0,0,0,0%,0,28,1295,2.16%,39.2,53,2599,2.04%,41.2,פירוק שיתוף במשק חקלאי,1,102,17.7,הערכת שווי נחלה,0,155,90.2,עורך דין פירוק שיתוף בנחלה,0,145,15.7,כמה זמן לוקח פירוק שותפות מקרקעין ירושת משק חקלאית,0,118,30.9,פירוק שותפות קורונה,0,110,67.5,31,MEDIUM,1,0,64,822,isr
https://jus-tice.co.il/report-crime,0,0,0%,0,0,0,0%,0,28,3216,0.87%,29.1,44,4120,1.07%,27.6,חובת דיווח על עבירה פלילית,0,167,58.3,דיווח אנונימי למשטרה,0,99,16.5,ההגנה הטובה ביותר על גניבת זהות,0,96,48.3,הגשת תלונה במשטרה על אלימות,0,72,64.5,הגשת תלונה במשטרה על איומים,0,68,58.9,85,MEDIUM,0,0,154,1075,ago
https://jus-tice.co.il/top-global-tax-cpa-firms,0,0,0%,0,0,0,0%,0,28,10038,0.28%,42.3,36,12547,0.29%,41.3,ייעוץ מס בינלאומי,1,649,29.8,יועץ מס בינלאומי,1,564,37.1,רואה חשבון מיסוי בינלאומי,1,435,18.6,עורך דין מיסוי בינלאומי,0,507,62.6,רואה חשבון לרילוקיישן,0,343,64.1,164,MEDIUM,2,1,375,6661,isr
https://jus-tice.co.il/unequal-pension-split-verdict-against-husband,0,0,0%,0,0,0,0%,0,28,2409,1.16%,32.0,60,3823,1.57%,35.1,זכויות פנסיה בגירושין,0,200,67.9,פסק דין לחלוקת חיסכון פנסיוני,0,122,51.9,פסק דין מזונות אישה,0,94,50.7,חלוקת פנסיה בגירושים,0,69,57.2,גט פנסיה,0,64,50.6,27,MEDIUM,0,0,72,924,are
https://jus-tice.co.il/psakdin/%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%a6%d7%95-%d7%a1%d7%92%d7%99%d7%a8%d7%94-%d7%9c%d7%a2%d7%a1%d7%a7-%d7%9c%d7%a4%d7%99-%d7%a1%d7%a2%d7%99%d7%a3-22%d7%91-%d7%9c%d7%97%d7%95%d7%a7-%d7%a8%d7%99%d7%a9,1,67,1.49%,13.1,4,201,1.99%,13.6,27,1752,1.54%,26.3,52,2968,1.75%,32.1,ביטול רישיון עסק,0,57,75.8,ביטול רשיון נשק,0,57,72.5,ביטול צו הפסקת עבודה,0,43,85.2,ביטול צו הריסה שיפוטי,0,41,88.9,עבירות על חוק רישוי עסקים,0,36,91.9,36,MEDIUM,0,0,28,439,alb
https://jus-tice.co.il/5988-21,0,0,0%,0,0,0,0%,0,27,3648,0.74%,33.2,90,5704,1.58%,32.3,מזונות ילדים ברבני,0,127,59.6,יישום הלכה שנקבעה בנוגע למזונות,0,115,38.3,מזונות ילדים בבית דין רבני,0,110,57.3,מזונות ילדים תביעה עצמאית,0,108,68.1,מזונות ילדים בית דין רבני,0,107,53.4,61,MEDIUM,0,0,155,1543,ago
https://jus-tice.co.il/bar-exam-worldwide,0,0,0%,0,0,0,0%,0,27,4367,0.62%,27.0,97,9592,1.01%,29.2,עורך דין דרום אפריקה,0,117,67.1,מועדי בחינות לשכת עורכי הדין 2018,0,102,40.4,מבחני הלשכה 2021,0,66,50.7,בחינה בבית המועמד,0,65,51.9,מבחני לשכה 2021,0,65,57.0,80,MEDIUM,0,0,111,915,ago
https://jus-tice.co.il/family-judgment-31661-07-16,0,0,0%,0,0,0,0%,0,27,1847,1.46%,11.1,27,1847,1.46%,11.1,thav grunv,0,20,6.8,נאמנות בלתי הדירה,0,14,70.1,בחורה חשופה,0,13,43.5,עשירונים 2016,0,4,60.5,תשובות למבחן המתווכים אוקטובר 2017,0,4,53.8,16,MEDIUM,0,0,3,66,aus
https://jus-tice.co.il/mexico-lawyers,0,0,0%,0,0,0,0%,0,27,1162,2.32%,14.3,47,1806,2.60%,14.4,"עו""ד מקסיקו",1,377,2.0,עורך דין מקסיקו,1,367,2.3,עורך דין פורקס,0,36,29.9,עורך דין לענייני אזרחות ישראלית,0,25,88.9,עורך דין טוב לעיריות,0,16,64.5,31,MEDIUM,1,1,13,916,isr
https://jus-tice.co.il/notary-public-florida,0,0,0%,0,0,0,0%,0,27,678,3.98%,12.7,58,1722,3.37%,11.5,עו ד בפלורידה,0,103,10.1,עורך דין בפלורידה,0,71,10.7,כספת לנוטריון,0,56,35.8,ליטיגציה הרצוג,0,10,53.3,קורס נוטריון,0,9,46.6,9,MEDIUM,0,0,3,259,arg
https://jus-tice.co.il/psakdin/%d7%a2%d7%a4-8360-19-%d7%93%d7%a0%d7%99%d7%90%d7%9c-%d7%96%d7%99%d7%a1%d7%9e%d7%9f-%d7%a0%d7%92%d7%93-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%92%d7%99,0,0,0%,0,0,0,0%,0,27,1156,2.34%,28.0,63,2191,2.88%,33.4,א. זיסמן,0,53,72.3,מדינת ישראל נגד,0,51,36.8,דן זיסמן,0,46,29.8,טיעונים לעונש פלילי,0,44,56.8,גישור פלילי,0,42,53.3,25,MEDIUM,0,0,31,355,arg
https://jus-tice.co.il/psakdin/%d7%a4%d7%99%d7%a6%d7%95%d7%99-%d7%91%d7%92%d7%99%d7%9f-%d7%9e%d7%a2%d7%a6%d7%a8-%d7%a9%d7%95%d7%95%d7%90-%d7%a6%d7%90-24231-06-21,0,0,0%,0,0,0,0%,0,27,1336,2.02%,26.6,64,2748,2.33%,31.1,מעצר שווא,1,23,8.2,צו הבאה לבית משפט,0,185,50.7,פיצויים בגין הגשת תלונת שווא במשטרה,0,58,80.3,פיצוי לחשוד או נאשם בגין מעצר שווא,0,55,21.4,פיצוי בגין תלונת שווא,0,52,52.1,22,MEDIUM,1,0,26,479,isr
https://jus-tice.co.il/real-estate-investing,0,0,0%,0,0,0,0%,0,27,23592,0.11%,63.4,48,40745,0.12%,64.5,"נדל""ן בחו""ל",1,138,56.6,קרן השקעה בנדלן בחול,0,954,76.9,קרן השקעות נדלן בחול,0,950,74.0,השקעות נדלן בחול 2022,0,569,53.2,"השקעות נדל""ן בחו""ל",0,566,65.5,408,HIGH,0,1,4301,16529,isr
https://jus-tice.co.il/top-lawyers-for-israelis-china,0,0,0%,0,0,0,0%,0,27,5193,0.52%,41.0,35,8960,0.39%,42.9,עורך דין סין,1,214,7.3,עורך דין בסין,1,76,4.6,עורך דין דובר אנגלית,0,361,42.1,ייצוג משפטי סין,0,211,2.7,הקמת חברה בסין,0,183,32.0,136,MEDIUM,1,1,111,4087,isr
https://jus-tice.co.il/wp-content/uploads/2019/03/%d7%91%d7%99%d7%94%d7%93-%d7%94%d7%90%d7%a8%d7%a6%d7%99-%d7%9c%d7%a2%d7%91%d7%95%d7%93%d7%94-%d7%a9-%d7%9c%d7%90%d7%94-%d7%92%d7%9c%d7%99%d7%a7%d7%a1%d7%9e%d7%9f-%d7%a2%d7%95%d7%91%d7%93%d7%99%d7%9d-%d7%a4%d7%9c%d7%a1%d7%98%d7%99%d7%a0%d7%99%d7%9d-%d7%94%d7%9e%d7%95%d7%a2%d7%a1%d7%a7%d7%99%d7%9d-%d7%91%d7%9e%d7%99%d7%a0%d7%94%d7%9c-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%96%d7%9b%d7%90%d7%99%d7%9d-%d7%9c%d7%a9%d7%9b%d7%a8-%d7%9e%d7%99%d7%a0%d7%99%d7%9e%d7%95%d7%9d.pdf,2,21,9.52%,13.4,2,60,3.33%,13.7,26,946,2.75%,20.2,54,1535,3.52%,18.5,תשלום לעובדים פלסטינים,0,51,55.7,שכר עובדים פלסטינים לאחר חישוב,0,41,41.9,עובדים פלסטינים המועסקים ביישובים הישראלים ביהודה ושומרון,0,32,10.3,דיווח שעות עובדים פלסטינים,0,16,68.1,עובדים ישראליים המועסקים בחו ל,0,15,37.5,16,MEDIUM,0,0,42,153,aze
https://jus-tice.co.il/psakdin/%d7%a9%d7%99%d7%a2%d7%95%d7%a8%d7%99-%d7%94%d7%a8%d7%a9%d7%a2%d7%94-%d7%95%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%91%d7%94%d7%9c%d7%99%d7%9b%d7%99%d7%9d-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%99%d7%9d,1,117,0.85%,9.3,4,376,1.06%,12.3,26,4133,0.63%,37.5,43,7720,0.56%,44.3,אי הרשעה,0,390,82.1,עיכוב הליכים פליליים,0,175,89.5,הרשעה,0,136,46.1,דוגמא לבקשה לביטול פסק דין תעבורה,0,127,75.6,הרשעה פלילית,0,112,91.7,66,MEDIUM,0,0,233,1500,alb
https://jus-tice.co.il/%d7%a8%d7%99%d7%a9%d7%95%d7%9d-%d7%a7%d7%98%d7%99%d7%9f-%d7%9c%d7%9e%d7%95%d7%a1%d7%93-%d7%97%d7%99%d7%a0%d7%95%d7%9b%d7%99-%d7%9c%d7%a9%d7%a0%d7%aa-%d7%94%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99%d7%9d-%d7%aa%d7%a9%d7%a4%d7%91,0,0,0%,0,0,40,0.00%,14.0,26,827,3.14%,19.5,39,1160,3.36%,22.6,הילה מלר שלו,2,31,30.5,הגדרת קטין,0,46,81.2,מלר שלו הילה,0,17,25.1,השופטת הילה מלר שלו,0,7,31.0,"עורך דין בג""ץ גני ילדים מול משרד החינוך",0,3,69.7,14,MEDIUM,2,0,11,105,isr
https://jus-tice.co.il/%d7%92%d7%99%d7%9c%d7%95%d7%99-%d7%a4%d7%a8%d7%98%d7%99-%d7%9e%d7%a9%d7%aa%d7%9e%d7%a9-%d7%a9%d7%9c-%d7%a4%d7%a8%d7%95%d7%a4%d7%99%d7%9c-%d7%a4%d7%99%d7%99%d7%a1%d7%91%d7%95%d7%a7-%d7%a4%d7%99%d7%a7%d7%98%d7%99%d7%91%d7%99-%d7%aa%d7%90-20419-03-21,0,0,0%,0,0,0,0%,0,26,2037,1.28%,43.7,70,3249,2.15%,45.5,חשיפת פרופיל פיקטיבי,1,23,19.4,עורך דין פייסבוק,0,344,59.0,שם משתמש בפייסבוק,0,247,39.5,לשון הרע בפייסבוק נגד חברה,0,210,68.2,זהות פייסבוק,0,51,52.5,36,MEDIUM,1,0,184,1148,isr
https://jus-tice.co.il/%d7%a1%d7%95%d7%92%d7%99%d7%9d-%d7%a9%d7%95%d7%a0%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a8%d7%95%d7%a4%d7%90%d7%99%d7%9d,0,0,0%,0,0,0,0%,0,26,1901,1.37%,42.5,77,4295,1.79%,36.5,סוגי רופאים,16,414,4.2,סוגי רופאים מומחים,4,69,4.0,רופאים,0,476,76.4,רשימת רופאים,0,72,73.0,רשימת רופאים מרדימים בישראל,0,65,43.2,50,MEDIUM,17,3,530,1011,isr
https://jus-tice.co.il/abuse-of-process,0,0,0%,0,0,0,0%,0,26,1607,1.62%,13.7,79,3104,2.55%,12.5,שימוש לרעה בהליכי משפט,3,450,7.6,הליך משפטי,0,99,50.0,הליכים משפטיים,0,46,67.0,ניהול הליכים משפטיים,0,17,83.8,הליך שימוש,0,9,42.8,16,MEDIUM,0,3,134,516,isr
https://jus-tice.co.il/articles/%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%94%d7%a2%d7%aa%d7%a7%d7%aa-%d7%97%d7%95%d7%9e%d7%a8%d7%99-%d7%97%d7%a7%d7%99%d7%a8%d7%94-%d7%95%d7%9e%d7%a1%d7%9e%d7%9b%d7%99%d7%9d-%d7%91%d7%94%d7%9c%d7%99%d7%9b,0,0,0%,0,0,0,0%,0,26,3544,0.73%,14.5,47,5961,0.79%,14.2,בקשה להעתקת חומרי חקירה,2,239,7.8,בקשה לצילום חומר חקירה משטרת ישראל,1,79,17.3,בקשה לקבלת חומרי חקירה,1,47,12.8,בקשה לעיון בחומר חקירה,0,143,20.1,הזמנת חומר חקירה פרקליטות,0,76,8.2,38,MEDIUM,0,4,119,1286,isr
https://jus-tice.co.il/articles/%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%96%d7%9e%d7%a0%d7%99-%d7%a9%d7%94%d7%95%d7%aa-%d7%9e%d7%99%d7%a0%d7%95%d7%99-%d7%9e%d7%aa%d7%90%d7%9d-%d7%94%d7%95%d7%a8%d7%99-%d7%a2%d7%9d-%d7%a1%d7%9e%d7%9b,0,0,0%,0,0,0,0%,0,26,1039,2.50%,23.7,50,1819,2.75%,26.0,תיאום הורי מחיר,1,11,11.2,תיאום הורי,0,278,41.4,תיאום הורי בישראל,0,58,40.4,תאום הורי,0,49,62.5,מתאם הורי,0,30,18.0,16,MEDIUM,1,0,27,419,isr
https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus,0,0,0%,0,0,0,0%,0,26,17297,0.15%,41.6,64,29276,0.22%,42.2,רכישת בית בקפריסין,3,120,13.1,דירה בקפריסין,2,238,18.3,נכסים בקפריסין,1,531,16.7,רכישת נכס בקפריסין,1,341,14.3,קניית דירה בקפריסין,0,878,14.0,189,MEDIUM,5,2,2013,12923,isr
https://jus-tice.co.il/decision31783-04-21,0,0,0%,0,0,0,0%,0,26,909,2.86%,27.1,50,2033,2.46%,27.4,ללא הרשעה במין,0,47,78.3,תוך כמה זמן פגה השפעת אלכוהול,0,20,58.1,שיכורות,0,7,82.6,נשים בלי חלק עליון,0,4,85.8,קרי לילה אצל מבוגרים,0,4,47.8,20,MEDIUM,0,0,12,95,arg
https://jus-tice.co.il/france-lawyers,0,0,0%,0,0,0,0%,0,26,5549,0.47%,22.7,50,8347,0.60%,22.5,"עו""ד צרפת",0,870,16.2,עורך דין בצרפת,0,754,20.9,עורך דין צרפת,0,420,22.7,ייצוג משפטי צרפת,0,348,9.2,עו ד צרפתי,0,203,48.3,57,MEDIUM,0,0,68,3420,ago
https://jus-tice.co.il/kirkland-ellis,0,0,0%,0,0,0,0%,0,26,983,2.64%,23.6,39,1569,2.49%,20.3,קירקלנד,3,313,8.1,גיוס לקוחות למשרד עורכי דין,0,69,84.6,צ'יינה מוטורס הנהלה,0,39,78.1,משרד עורכי דין ארצות הברית,0,36,16.4,"עורך דין פלילי בר""ג",0,23,46.9,36,MEDIUM,3,0,267,296,isr
https://jus-tice.co.il/legal_informaticsartificial_intelligence,0,0,0%,0,0,0,0%,0,26,1698,1.53%,36.6,68,3388,2.01%,35.2,עוזר משפטי ai,1,34,12.0,ai משפטי,1,26,31.8,עורך דין לבינה מלאכותית,0,257,49.3,עורך דין בינה מלאכותית,0,218,58.7,עו ד בינה מלאכותית,0,154,59.8,33,MEDIUM,1,1,54,898,isr
https://jus-tice.co.il/wp-content/uploads/2023/03/%d7%a1%d7%a4%d7%a8-%d7%94%d7%97%d7%95%d7%a7%d7%99%d7%9d-2998.pdf,1,27,3.70%,8.7,3,74,4.05%,8.4,25,805,3.11%,30.0,45,1521,2.96%,37.3,תיקון 113 לחוק העונשין,0,95,64.4,תיקון 113,0,64,64.4,תיקון 39 לחוק העונשין,0,57,47.0,תיקון 39,0,44,79.3,תיקון 137 לחוק העונשין,0,34,57.4,14,MEDIUM,0,0,21,311,are
https://jus-tice.co.il/%d7%91%d7%a7%d7%a9%d7%aa-%d7%a6%d7%95-%d7%94%d7%92%d7%a0%d7%94-%d7%9c%d7%9e%d7%a0%d7%99%d7%a2%d7%aa-%d7%90%d7%9c%d7%99%d7%9e%d7%95%d7%aa-%d7%91%d7%9e%d7%a9%d7%a4%d7%97%d7%94-%d7%94%d7%98-61185-11-22,0,0,0%,0,2,300,0.67%,39.1,25,4351,0.57%,39.6,38,7452,0.51%,36.6,בקשה לצו הגנה,0,496,33.4,צו הגנה,0,454,40.2,צו הגנה למניעת אלימות במשפחה,0,379,40.7,צו הגנה במעמד צד אחד,0,360,62.1,בקשה לצו הגנה דוגמא,0,312,28.7,35,MEDIUM,0,0,561,3149,alb
https://jus-tice.co.il/%d7%94%d7%a0%d7%97%d7%99%d7%94-81100-52001%d7%90-%d7%94%d7%99%d7%95%d7%a2%d7%a5-%d7%94%d7%9e%d7%a9%d7%a4%d7%98%d7%99-%d7%9c%d7%9e%d7%9e%d7%a9%d7%9c%d7%94,0,0,0%,0,0,0,0%,0,25,2064,1.21%,21.0,82,4003,2.05%,20.8,המחלקה להנחיית תובעים,0,229,8.4,ביטול כתב אישום תכנון ובניה,0,200,66.2,הצהרת תובע,0,56,74.5,"עורך דין בג""ץ שירותים ציבוריים ורשויות מקומיות",0,27,69.3,המחלקה למשפט ציבורי מנהלי,0,25,81.0,24,MEDIUM,0,0,168,489,are
https://jus-tice.co.il/%d7%96%d7%99%d7%9b%d7%95%d7%99-%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a2%d7%91%d7%99%d7%a8%d7%95%d7%aa-%d7%a9%d7%9c-%d7%9e%d7%a2%d7%a9%d7%94-%d7%9e%d7%92%d7%95%d7%a0%d7%94-%d7%a9%d7%9c-%d7%a7%d7%98%d7%99%d7%9f-73759-12-20,0,0,0%,0,0,0,0%,0,25,1036,2.41%,27.8,46,1840,2.50%,26.7,שוואזי,0,44,33.9,מעשה מגונה בכוח,0,30,64.7,מעשה מגונה בילד,0,29,60.9,כתב אישום מעשה מגונה,0,12,89.6,כתב אישום על מעשה מגונה,0,10,89.2,10,MEDIUM,0,0,76,54,aus
