gsc_url,gsc_path,clicks_12m,impressions_12m,clicks_3m,impressions_3m,top_queries,has_articles_prefix,traffic_risk
"https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/","/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/",13,4520,0,0,"עוולת הרשלנות | דיני נזיקין עוולת הרשלנות | מה זה רשלנות | עוולת הרשלנות דיני נזיקין | רשלנות דיני נזיקין","NO","MEDIUM"
"https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%94%D7%A8%D7%9E%D7%AA-%D7%9E%D7%A1%D7%9A-%D7%A1%D7%A2%D7%A9-12385-08-16/","/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%94%D7%A8%D7%9E%D7%AA-%D7%9E%D7%A1%D7%9A-%D7%A1%D7%A2%D7%A9-12385-08-16/",13,950,0,16,"דוגמא לבקשה לביטול פסק דין תעבורה | הרמת מסך בדיני עבודה | הרמת מסך ההתאגדות | הרמת מסך פסיקה | חוות דעת על עובדים","NO","MEDIUM"
"https://jus-tice.co.il/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%94%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%AA%D7%9C%D7%94%D7%9E-18194-04-22/","/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%9E%D7%95%D7%A2%D7%93-%D7%94%D7%A7%D7%A8%D7%A2-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%90%D7%99%D7%96%D7%95%D7%9F-%D7%94%D7%9E%D7%A9%D7%90%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%AA%D7%9C%D7%94%D7%9E-18194-04-22/",13,2403,0,0,"מועד הקרע הקובע לצורך איזון משאבים | 18194 | איזון אופציות לפי מועד הקרע | איזון אופציות: שיקולים המבוססים על מועד הקרע | איזון בזוגיות","NO","MEDIUM"
"https://jus-tice.co.il/%D7%AA%D7%90-48125-05-18-%D7%92%D7%91%D7%90%D7%99-%D7%95%D7%90%D7%97-%D7%A0-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%97%D7%92%D7%92-%D7%99%D7%99%D7%96%D7%95%D7%9D-%D7%A0%D7%93%D7%9C%D7%9F/","/%D7%AA%D7%90-48125-05-18-%D7%92%D7%91%D7%90%D7%99-%D7%95%D7%90%D7%97-%D7%A0-%D7%A7%D7%91%D7%95%D7%A6%D7%AA-%D7%97%D7%92%D7%92-%D7%99%D7%99%D7%96%D7%95%D7%9D-%D7%A0%D7%93%D7%9C%D7%9F/",13,764,4,59,"אישור תושב טבריה 2021 | ביקורות על קבוצת גבאי | בנייני הצעירים | דמי אבטלה תושב חוזר | האם תושב חוזר זכאי לדמי אבטלה","NO","MEDIUM"
"https://jus-tice.co.il/%D7%AA%D7%90-63470-05-19-%D7%96%D7%95%D7%94%D7%A8-%D7%95%D7%90%D7%97-%D7%A0-facebook-inc-%D7%95%D7%90%D7%97-23-%D7%9C%D7%90%D7%95%D7%92%D7%95%D7%A1%D7%98-2021/","/%D7%AA%D7%90-63470-05-19-%D7%96%D7%95%D7%94%D7%A8-%D7%95%D7%90%D7%97-%D7%A0-facebook-inc-%D7%95%D7%90%D7%97-23-%D7%9C%D7%90%D7%95%D7%92%D7%95%D7%A1%D7%98-2021/",13,1880,0,0,"איך לשנות את שם הדף בפייסבוק | בידה עלי אקספרס | דיאנה הופר | דיאנה זוהר אדידס | דיאנה זוהר טלגרם","NO","MEDIUM"
"https://jus-tice.co.il/21213-04-18/","/21213-04-18/",13,1684,2,102,"עידית בן דב ג'וליאן | איזון אופציות לפי מועד הקרע | איזון אופציות: שיקולים המבוססים על מועד הקרע | ביהמ ש לענייני משפחה פתח תקווה | ביטול והשבה","NO","MEDIUM"
"https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99/","/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99/",13,2020,0,0,"המסגרת הנורמטיבית | מסגרת נורמטיבית | בטווח פגיעה 1993 | בפרטיות | הגנה משפטית על מידע פרטי","YES","MEDIUM"
"https://jus-tice.co.il/criminal-defenses/","/criminal-defenses/",13,2430,0,0,"אדם כנה | אוטומטיזם | אי מניעת פשע | בית משפט פלילי | דין פלילי","NO","MEDIUM"
"https://jus-tice.co.il/decision71869-11-21/","/decision71869-11-21/",13,1484,0,0,"החזקת נשק שלא כדין - עונש | החזרת נשק חוק העונשין | החזרת נשק שלא כדין | הליך חילוט | הליכי חילוט","NO","MEDIUM"
"https://jus-tice.co.il/filing-a-lawsuit-how-to-sue/","/filing-a-lawsuit-how-to-sue/",13,6218,0,0,"""תביעה"" | איך כותבים כתב הגנה | איך כותבים סיכומים לבית המשפט | איך לכתוב כתב תביעה | איך מגישים","NO","MEDIUM"
"https://jus-tice.co.il/history-of-criminal-justice/","/history-of-criminal-justice/",13,580,0,0,"בית משפט פלילי | בקשה למחיקת רישום פלילי דוגמא | דין פלילי | הגנה במשפט פלילי | המשפט הפלילי","NO","MEDIUM"
"https://jus-tice.co.il/how-to-deal-with-problematic-employees-aside-from-termination/","/how-to-deal-with-problematic-employees-aside-from-termination/",13,979,0,0,"איך לגרום לעובדים להקשיב לך | איך לדבר עם עובדים | איך להסתדר עם אנשים בעבודה | איך להתמודד עם עובד בעייתי | איך למשב עובד על התנהגות","NO","MEDIUM"
"https://jus-tice.co.il/latham-watkins/","/latham-watkins/",13,152,0,0,"""latham & watkins"" | latham & watkins | lаthаm & wаtkins.law | site:jus-tice.co.il | משרד עורכי דין הגדול בעולם","NO","MEDIUM"
"https://jus-tice.co.il/list-of-companies-of-portugal/","/list-of-companies-of-portugal/",13,436,0,0,"עסקים בפורטוגל | חברות ישראליות בפורטוגל | בולטות | הזדמנויות עסקיות פורטוגל | השקעות בליסבון","NO","MEDIUM"
"https://jus-tice.co.il/marital-property-agreement/","/marital-property-agreement/",13,7837,0,211,"הסכם ממון pdf | מתי הסכם ממון לא תופס | 'חלוקת רכוש ללא הסכם ממון' | martial property | matrimonial assets","NO","MEDIUM"
"https://jus-tice.co.il/psakdin/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9E%D7%90%D7%95%D7%97%D7%A8%D7%AA-%D7%91%D7%A9%D7%9C-%D7%94%D7%A9%D7%A4%D7%A2%D7%94-%D7%91%D7%9C%D7%AA%D7%99-%D7%94%D7%95%D7%92%D7%A0/","/psakdin/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9E%D7%90%D7%95%D7%97%D7%A8%D7%AA-%D7%91%D7%A9%D7%9C-%D7%94%D7%A9%D7%A4%D7%A2%D7%94-%D7%91%D7%9C%D7%AA%D7%99-%D7%94%D7%95%D7%92%D7%A0/",13,1800,1,199,"01-17 | אי-ביטול של צוואה פגומה | אלצהיימר קנאביס | אלצהיימר רישיון קנאביס | אפקט לבילי","NO","MEDIUM"
"https://jus-tice.co.il/public-defender-annual-report-2019/","/public-defender-annual-report-2019/",13,4180,0,0,"אחמד ותד עורך דין בבאר שבע | אייל ציונוב | איעד נגר דלתות | אישור יציאה מהארץ לקטין עם סבא | אמצעי רטורי דוגמאות","NO","MEDIUM"
"https://jus-tice.co.il/saudi-arabia-lawyers/","/saudi-arabia-lawyers/",13,1374,0,0,"אפליקציה מומלצת למסחר בבורסה | בריטני קוראן | גלימה של עורך דין | הנסיך הישן מסעודיה | הסעודית","NO","MEDIUM"
"https://jus-tice.co.il/wp-content/uploads/2023/02/%D7%91%D7%A7%D7%A9%D7%AA-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%93%D7%A7%D7%99%D7%A8%D7%94-%D7%97%D7%95%D7%9C%D7%95%D7%9F-.pdf","/wp-content/uploads/2023/02/%D7%91%D7%A7%D7%A9%D7%AA-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%93%D7%A7%D7%99%D7%A8%D7%94-%D7%97%D7%95%D7%9C%D7%95%D7%9F-.pdf",13,92,2,9,"כן | מה זה לצרציה","NO","MEDIUM"
"https://jus-tice.co.il/%D7%A2%D7%9E-49933-03-20/","/%D7%A2%D7%9E-49933-03-20/",12,700,0,0,"הרי קירש | איפה עושים רב-פס | איפה קונים רב-פס | הנפקת רב-פס | מואח","NO","MEDIUM"
"https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%91%D7%A7%D7%A9%D7%AA-%D7%90%D7%91-%D7%9C%D7%94%D7%A4%D7%97%D7%AA%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%91%D7%98%D7%A2%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%AA%D7%9C%D7%94%D7%9E-35493-10-19/","/%D7%A4%D7%A1%D7%93-%D7%91%D7%91%D7%A7%D7%A9%D7%AA-%D7%90%D7%91-%D7%9C%D7%94%D7%A4%D7%97%D7%AA%D7%AA-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%91%D7%98%D7%A2%D7%A0%D7%94-%D7%A9%D7%9C-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%AA%D7%9C%D7%94%D7%9E-35493-10-19/",12,1457,0,0,"אבי בז'ה | ג'יוסי לבית ולגן | גביית דמי מזונות בתל אביב | גיל גורביץ נשוי | הוצאה לפועל חישוב מדד מזונות","NO","MEDIUM"
"https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/","/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/",12,3115,0,0,"'משמורת ילדים לפני גירושין' | אחזקת קטינים וזמני שהות | אישה לא עומדת בהסכם גירושין ולא מביאה את הילדים לאב | אכיפת הסדרי שהות | גירושין משמורת משותפת","NO","MEDIUM"
"https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%A9%D7%9C-%D7%94%D7%AA%D7%95%D7%91%D7%A2%D7%AA-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A2%D7%9C-%D7%A1%D7%9A-1000000-%D7%A9%D7%97/","/%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%A9%D7%9C-%D7%94%D7%AA%D7%95%D7%91%D7%A2%D7%AA-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A2%D7%9C-%D7%A1%D7%9A-1000000-%D7%A9%D7%97/",12,4046,2,46,"""בעיני חבריו העלים הוא בוגד"" | איך תובעים כתובה | אישה מורדת בבעלה | אישה מזלזלת בבעלה | אישה שלא מספקת את בעלה","NO","MEDIUM"
"https://jus-tice.co.il/1360470/5/","/1360470/5/",12,1467,0,0,"אדון השקל ראש העין | איך מתגרשים כשיש חובות | אינו יכול לדאוג לעצמו | אישה מניקה את בן זוגה | אסי עזר הון אישי","NO","MEDIUM"
"https://jus-tice.co.il/52705-01-20/","/52705-01-20/",12,1154,0,0,"01:20 | אופציות ומניות בגירושין | אקטואר מומלץ | אקטואר מחירים | אקטואר משכורת","NO","MEDIUM"
"https://jus-tice.co.il/articles/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%94%D7%90%D7%9D-%D7%97%D7%9C-%D7%97%D7%A8%D7%9D-%D7%93%D7%A8%D7%91%D7%A0%D7%95-%D7%92%D7%A8%D7%A9%D7%95%D7%9D-%D7%9B%D7%90%D7%A9%D7%A8-%D7%A0%D7%9E%D7%A6/","/articles/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%94%D7%90%D7%9D-%D7%97%D7%9C-%D7%97%D7%A8%D7%9D-%D7%93%D7%A8%D7%91%D7%A0%D7%95-%D7%92%D7%A8%D7%A9%D7%95%D7%9D-%D7%9B%D7%90%D7%A9%D7%A8-%D7%A0%D7%9E%D7%A6/",12,805,0,0,"אם האישה מסרבת להתגרש | אשר בגט | בגט אשר | בחרם דרבנו גרשום | ג'סי אשר","YES","MEDIUM"
"https://jus-tice.co.il/articles/%D7%93%D7%A0%D7%A4-5387-20-%D7%A8%D7%A4%D7%99-%D7%A8%D7%95%D7%AA%D7%9D-%D7%A0-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/","/articles/%D7%93%D7%A0%D7%A4-5387-20-%D7%A8%D7%A4%D7%99-%D7%A8%D7%95%D7%AA%D7%9D-%D7%A0-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/",12,1183,1,149,"5387 | גרושתו של ישראל גוטסדינר | דנפ | הגנה מהצדק שיהוי | הגשת עתירה מנהלית נגד משרד הדתות","YES","MEDIUM"
"https://jus-tice.co.il/articles/%D7%94%D7%99%D7%A7%D7%A3-%D7%97%D7%95%D7%9E%D7%A8-%D7%94%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%A9%D7%99%D7%A9-%D7%9C%D7%9E%D7%A1%D7%95%D7%A8-%D7%9C%D7%A2%D7%99%D7%95%D7%9F-%D7%94%D7%AA%D7%95%D7%91%D7%A2/","/articles/%D7%94%D7%99%D7%A7%D7%A3-%D7%97%D7%95%D7%9E%D7%A8-%D7%94%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%A9%D7%99%D7%A9-%D7%9C%D7%9E%D7%A1%D7%95%D7%A8-%D7%9C%D7%A2%D7%99%D7%95%D7%9F-%D7%94%D7%AA%D7%95%D7%91%D7%A2/",12,592,0,0,"הלכת סוויסה | הלכת סויסה | 48441 | אשר סוויסה בת זוג | דוח עיון bdi","YES","MEDIUM"
"https://jus-tice.co.il/articles/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%93%D7%99%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D-%D7%91%D7%99/","/articles/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%93%D7%99%D7%A0%D7%99%D7%9D-%D7%9E%D7%99%D7%95%D7%97%D7%93%D7%99%D7%9D-%D7%91%D7%99/",12,623,0,71,"אבלות בעל על אשתו | אי קיום יחסי אישות עילה לגירושין | איך פותחים תיק גירושין בישראל המדריך המעשי | אישה שרוצה להתגרש | ביטול הסכם גירושין בבית הדין הרבני","YES","MEDIUM"
"https://jus-tice.co.il/articles/%D7%AA%D7%A2-45543-11-21-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%92%D7%99/","/articles/%D7%AA%D7%A2-45543-11-21-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%92%D7%99/",12,5338,0,26,"ביטול צו קיום צוואה | בקשה לביטול צו ירושה | פסק דין ביטול צו קיום צוואה | 45543 | אגרה לצו ירושה","YES","MEDIUM"
"https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/","/cancel-a-divorce-settlement-agreement/",12,6264,2,294,"תביעה לאכיפת הסכם גירושין דוגמא | אי עמידה בהסכם גירושין | איך להתגרש בלי עורך דין | איך להתגרש נכון החשיבות של הסכם גירושין | איך להתגרש נכון? החשיבות של הסכם גירושין","NO","MEDIUM"
"https://jus-tice.co.il/cohabitation-property-rights-for-unmarried-couples/","/cohabitation-property-rights-for-unmarried-couples/",12,8317,0,0,"זכויות ידועה בציבור בדירה | 'חלוקת רכוש בין בני זוג נשואים' | 'חלוקת רכוש ידועים בציבור' | איזון משאבים ידועים בציבור | איך מוכיחים ידועים בציבור","NO","MEDIUM"
"https://jus-tice.co.il/decision20043-03-23/","/decision20043-03-23/",12,888,0,0,"עמי קובו | השופט עמי קובו | השופט קובו | לא תסכון | עמי קובו שופט","NO","MEDIUM"
"https://jus-tice.co.il/decision21029-12-21/","/decision21029-12-21/",12,1921,0,0,"אכיפת הסכם מכר מקרקעין | אכיפת הסכם תביעה | ביטול חוזה מכר ופיצויים | הסכם מכר בין אחים | הסכם מכר בין בני זוג","NO","MEDIUM"
"https://jus-tice.co.il/employer-worker-relationship/","/employer-worker-relationship/",12,4551,0,257,"cio שכר | אופציות בלתי סחירות בגירושין | גישור בין עובד למעביד | דיני עבודה יחסי עובד מעביד | האדם הראשון שקיבל רישיון נהיגה","NO","MEDIUM"
"https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/","/find-lawyer-how-to-find-good-attorney/",12,6161,0,0,"המלצה על עורך דין | עוֹרֵך דִין | 'איך בוחרים עורך דין גירושין' | איך אפשר למצוא פסקי דין | איך בוחרים עורך דין גירושין","NO","MEDIUM"
"https://jus-tice.co.il/german-passport/","/german-passport/",12,45335,0,0,".דרכון גרמני המלצות | vfs global | אזרחות גרמניה | אזרחות גרמנית | אזרחות גרמנית הטבות","NO","HIGH"
"https://jus-tice.co.il/lawyer-near-me-criminal-law/","/lawyer-near-me-criminal-law/",12,12676,0,0,"אבי מאיר משרד עורכי דין | אדוארד בייקר לינקולן | איך בוחרים עורך דין פלילי | איך לבחור עורך דין פלילי | אמפאראן","NO","MEDIUM"
"https://jus-tice.co.il/litigation-strategy/","/litigation-strategy/",12,1029,0,0,"אסטרטגיה לניהול כ""א | הכשרה ליטיגציה | הליטיגטורים המובילים בישראל | הליך ליטיגציה | השתלמות ליטיגציה","NO","MEDIUM"
"https://jus-tice.co.il/marijuana-possession-us-law/","/marijuana-possession-us-law/",12,1779,0,0,"אחזקת סמים | גידול מריחואנה עונש | גניבה בידי עובד ציבור | הברחת סמים עונש | החזקת מריחואנה","NO","MEDIUM"
"https://jus-tice.co.il/psakdin/%D7%93%D7%99%D7%95%D7%9F-%D7%A0%D7%95%D7%A1%D7%A3-%D7%A4%D7%A1%D7%93-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA-%D7%93%D7%A0%D7%92%D7%A5-8537-18-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%91%D7%99/","/psakdin/%D7%93%D7%99%D7%95%D7%9F-%D7%A0%D7%95%D7%A1%D7%A3-%D7%A4%D7%A1%D7%93-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA-%D7%93%D7%A0%D7%92%D7%A5-8537-18-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%91%D7%99/",12,1795,0,0,"""בעיני חבריו העלים הוא בוגד"" | ""בעיני חבריו העלים"" בוגד | ""בעיניי חבריו העלים הוא בוגד"" | אבחה אחת | אוטובוס מאילת לעובדה","NO","MEDIUM"
"https://jus-tice.co.il/psakdin/%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9C%D7%90-%D7%A9%D7%95%D7%95%D7%99%D7%95%D7%A0%D7%99-%D7%A2%D7%9C-%D7%A4%D7%99-%D7%94%D7%A1/","/psakdin/%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9C%D7%90-%D7%A9%D7%95%D7%95%D7%99%D7%95%D7%A0%D7%99-%D7%A2%D7%9C-%D7%A4%D7%99-%D7%94%D7%A1/",12,682,0,0,"shrv kac | אישור עיריית תל אביב לרישום משכנתא | בקשה לרישום מקרקעין אגב גירושין | גירושין דירה משכנתא | דירה הרשומה על שם אחד מבני הזוג","NO","MEDIUM"
"https://jus-tice.co.il/real-estate-italy/","/real-estate-italy/",12,7978,0,0,"""שיווק דיגיטלי נדל""ן"" | איטליה ישראל נדלן | איך לקנות בית באיטליה | איך קונים בית באיטליה | איפה להשקיע באיטליה","NO","MEDIUM"
"https://jus-tice.co.il/romanian-passport/","/romanian-passport/",12,19946,0,0,"cnp מה זה | אזרחות אומנית | אזרחות ברומניה | אזרחות מולדובית | אזרחות רומניה","NO","MEDIUM"
"https://jus-tice.co.il/taiwan-lawyers/","/taiwan-lawyers/",12,1102,0,0,"איפה זה טיוואן | המדריך המלא לטייוואן | הרצאות על טאייאן | הרצאות על טייוואן | טאיוואן לישראלים","NO","MEDIUM"
"https://jus-tice.co.il/wp-content/uploads/2023/03/%D7%A4%D7%A8%D7%98%D7%99-%D7%A7%D7%A9%D7%A8-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F.pdf","/wp-content/uploads/2023/03/%D7%A4%D7%A8%D7%98%D7%99-%D7%A7%D7%A9%D7%A8-%D7%9E%D7%A2%D7%A8%D7%9B%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F.pdf",12,667,3,101,"ג'ון קיריאקו | עורך דין קפריסין | עורכי דין קפריסין | קריסטלה","NO","MEDIUM"
"https://jus-tice.co.il/%D7%93%D7%A8%D7%A2%D7%99-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%A1-%D7%94%D7%A1%D7%93%D7%A8-%D7%98%D7%99%D7%A2%D7%95%D7%9F/","/%D7%93%D7%A8%D7%A2%D7%99-%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%A1-%D7%94%D7%A1%D7%93%D7%A8-%D7%98%D7%99%D7%A2%D7%95%D7%9F/",11,1192,0,0,"אסתר דרעי | אריה דרעי גובה | אריה דרעי הורשע | אריה דרעי הרשעות | אריה דרעי כלא","NO","MEDIUM"
"https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/","/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/",11,5033,0,0,"יועץ השקעות נדל""ן | יועץ השקעות נדלן | יועץ נדלן | יועצי נדל""ן | בדיקת זכאות מימון פרויקטים בנדלן","NO","MEDIUM"
"https://jus-tice.co.il/%D7%94%D7%97%D7%9E%D7%A8%D7%AA-%D7%A2%D7%95%D7%A0%D7%A9-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A0%D7%A9%D7%A7-%D7%9E%D7%9B%D7%99%D7%A8%D7%AA-%D7%9B%D7%9C%D7%99-%D7%A0%D7%A9%D7%A7-%D7%A9%D7%95%D7%A0%D7%99%D7%9D/","/%D7%94%D7%97%D7%9E%D7%A8%D7%AA-%D7%A2%D7%95%D7%A0%D7%A9-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%91%D7%A0%D7%A9%D7%A7-%D7%9E%D7%9B%D7%99%D7%A8%D7%AA-%D7%9B%D7%9C%D7%99-%D7%A0%D7%A9%D7%A7-%D7%A9%D7%95%D7%A0%D7%99%D7%9D/",11,366,0,0,"בנשק | כבוב שופט | מוחמד כבוב | מכירת נשקים | עבירות בנשק","NO","MEDIUM"
